d3mIndex,Page_total_likes_target,Type,Category,Post_Month,Post_Weekday,Post_Hour,Paid,Lifetime_Post_Total_Reach,Lifetime_Post_Total_Impressions,Lifetime_Engaged_Users,Lifetime_Post_Consumers,Lifetime_Post_Consumptions,Lifetime_Post_Impressions_by_people_who_have_liked_your_Page,Lifetime_Post_reach_by_people_who_like_your_Page,Lifetime_People_who_have_liked_your_Page_and_engaged_with_your_post,comment,like,share,Total_Interactions_target
162,135617.0,Photo,3.0,9.0,6.0,10.0,0.0,7512.0,13633.0,769.0,614.0,951.0,5503.0,3260.0,530.0,22.0,290.0,98.0,410.0
163,135617.0,Status,2.0,9.0,6.0,4.0,0.0,11096.0,21080.0,1843.0,1724.0,2106.0,16095.0,8120.0,1604.0,4.0,243.0,41.0,288.0
164,135428.0,Photo,1.0,9.0,5.0,10.0,0.0,1060.0,2004.0,266.0,251.0,337.0,1705.0,870.0,204.0,0.0,18.0,,18.0
165,135428.0,Photo,2.0,9.0,5.0,3.0,1.0,2790.0,4879.0,435.0,360.0,513.0,3501.0,1999.0,351.0,0.0,113.0,19.0,132.0
166,135428.0,Photo,1.0,9.0,4.0,10.0,1.0,13856.0,37716.0,519.0,450.0,672.0,26832.0,9064.0,389.0,2.0,77.0,5.0,84.0
167,135428.0,Photo,3.0,9.0,4.0,2.0,1.0,10748.0,19724.0,892.0,498.0,719.0,13674.0,7624.0,704.0,8.0,485.0,64.0,557.0
168,135428.0,Photo,1.0,9.0,3.0,10.0,0.0,41984.0,68290.0,3370.0,2420.0,4074.0,34802.0,20928.0,2126.0,144.0,1622.0,208.0,1974.0
169,135428.0,Photo,2.0,9.0,3.0,2.0,1.0,2522.0,4583.0,455.0,390.0,547.0,3031.0,1674.0,333.0,6.0,99.0,16.0,121.0
170,135195.0,Photo,3.0,9.0,2.0,9.0,0.0,4480.0,8039.0,572.0,430.0,599.0,5014.0,2704.0,416.0,3.0,188.0,26.0,217.0
171,135195.0,Photo,1.0,9.0,2.0,2.0,0.0,1543.0,2874.0,360.0,334.0,463.0,2373.0,1228.0,267.0,2.0,30.0,6.0,38.0
172,135195.0,Status,2.0,9.0,1.0,10.0,0.0,21256.0,41906.0,4840.0,4754.0,5906.0,35455.0,17592.0,4318.0,38.0,163.0,27.0,228.0
173,135195.0,Photo,1.0,9.0,1.0,4.0,0.0,4484.0,7829.0,545.0,424.0,629.0,4208.0,2412.0,382.0,6.0,179.0,40.0,225.0
174,135195.0,Photo,2.0,9.0,7.0,3.0,0.0,4398.0,8105.0,584.0,446.0,669.0,4799.0,2616.0,431.0,5.0,204.0,34.0,243.0
175,135195.0,Status,2.0,9.0,6.0,10.0,1.0,13216.0,24738.0,2675.0,2584.0,2969.0,19599.0,10232.0,2342.0,2.0,165.0,22.0,189.0
176,135195.0,Photo,3.0,9.0,6.0,3.0,1.0,22304.0,37159.0,1805.0,984.0,1618.0,22864.0,13304.0,1349.0,29.0,1047.0,98.0,1174.0
177,135195.0,Photo,1.0,9.0,5.0,11.0,0.0,6208.0,10830.0,644.0,473.0,678.0,6866.0,4016.0,495.0,2.0,234.0,40.0,276.0
178,135195.0,Photo,2.0,9.0,5.0,2.0,0.0,4518.0,8533.0,626.0,482.0,729.0,4215.0,2254.0,439.0,7.0,250.0,42.0,299.0
179,135195.0,Photo,2.0,9.0,4.0,10.0,0.0,3582.0,6518.0,537.0,430.0,597.0,3857.0,2124.0,404.0,4.0,154.0,36.0,194.0
180,134879.0,Status,2.0,9.0,4.0,4.0,1.0,9124.0,17776.0,1476.0,1397.0,1797.0,13887.0,7092.0,1331.0,20.0,150.0,29.0,199.0
181,134879.0,Photo,1.0,9.0,3.0,10.0,0.0,14152.0,38806.0,631.0,549.0,836.0,19409.0,6632.0,404.0,4.0,102.0,8.0,114.0
182,134879.0,Photo,3.0,9.0,3.0,2.0,1.0,4260.0,7989.0,588.0,435.0,622.0,4578.0,2432.0,436.0,1.0,226.0,44.0,271.0
183,134879.0,Video,1.0,9.0,2.0,10.0,0.0,30624.0,56950.0,2080.0,1956.0,3253.0,32033.0,15744.0,1376.0,6.0,345.0,121.0,472.0
184,134879.0,Photo,2.0,9.0,2.0,3.0,0.0,2363.0,4223.0,393.0,348.0,476.0,3332.0,1788.0,297.0,11.0,68.0,11.0,90.0
185,134879.0,Photo,1.0,9.0,1.0,10.0,0.0,2232.0,4005.0,374.0,335.0,458.0,3247.0,1740.0,278.0,0.0,62.0,10.0,72.0
186,134879.0,Photo,2.0,9.0,1.0,6.0,0.0,4048.0,7217.0,544.0,405.0,602.0,4046.0,2280.0,368.0,5.0,223.0,35.0,263.0
187,134879.0,Photo,2.0,9.0,7.0,10.0,0.0,1804.0,2968.0,330.0,280.0,352.0,2293.0,1354.0,234.0,0.0,61.0,6.0,67.0
188,134879.0,Photo,3.0,9.0,7.0,4.0,1.0,2351.0,4028.0,371.0,298.0,392.0,3112.0,1791.0,288.0,1.0,104.0,12.0,117.0
189,133679.0,Photo,2.0,9.0,2.0,10.0,0.0,3100.0,5388.0,518.0,422.0,609.0,3927.0,2274.0,367.0,3.0,146.0,15.0,164.0
190,133679.0,Photo,3.0,9.0,2.0,3.0,1.0,2360.0,4004.0,436.0,365.0,486.0,2757.0,1603.0,300.0,2.0,102.0,15.0,119.0
191,133679.0,Photo,3.0,8.0,1.0,10.0,0.0,19648.0,33643.0,1359.0,695.0,990.0,24034.0,13528.0,1020.0,9.0,766.0,43.0,818.0
192,133679.0,Photo,2.0,8.0,1.0,4.0,0.0,2295.0,3721.0,377.0,324.0,402.0,3121.0,1882.0,269.0,0.0,63.0,7.0,70.0
193,133594.0,Photo,2.0,8.0,7.0,10.0,1.0,3934.0,6330.0,512.0,437.0,599.0,5010.0,3082.0,384.0,3.0,113.0,17.0,133.0
194,133594.0,Photo,1.0,8.0,7.0,3.0,0.0,34512.0,76659.0,1666.0,1333.0,1977.0,54860.0,22816.0,1278.0,6.0,442.0,42.0,490.0
195,133594.0,Photo,2.0,8.0,6.0,10.0,0.0,5282.0,8730.0,703.0,530.0,772.0,5123.0,3244.0,470.0,9.0,278.0,43.0,330.0
196,133594.0,Photo,1.0,8.0,6.0,8.0,0.0,1809.0,3130.0,399.0,359.0,494.0,2541.0,1435.0,289.0,2.0,64.0,7.0,73.0
197,133594.0,Photo,2.0,8.0,5.0,13.0,0.0,1920.0,3124.0,365.0,331.0,428.0,2541.0,1519.0,251.0,1.0,52.0,7.0,60.0
198,133451.0,Photo,1.0,8.0,4.0,9.0,1.0,1954.0,3530.0,356.0,333.0,443.0,3295.0,1772.0,252.0,0.0,30.0,2.0,32.0
199,132817.0,Photo,3.0,8.0,4.0,10.0,0.0,33536.0,64850.0,1954.0,1016.0,1678.0,50076.0,24448.0,1564.0,33.0,1155.0,102.0,1290.0
200,132817.0,Photo,2.0,8.0,4.0,3.0,1.0,4204.0,7191.0,498.0,408.0,596.0,5161.0,2974.0,387.0,2.0,139.0,25.0,166.0
201,132817.0,Photo,1.0,8.0,3.0,9.0,0.0,3376.0,6557.0,428.0,409.0,631.0,5700.0,2806.0,331.0,0.0,40.0,5.0,45.0
202,132817.0,Status,2.0,8.0,3.0,2.0,1.0,9236.0,16054.0,1151.0,1130.0,1560.0,14014.0,7880.0,1075.0,2.0,53.0,15.0,70.0
203,132817.0,Photo,3.0,8.0,2.0,10.0,0.0,72864.0,205934.0,946.0,759.0,1158.0,122474.0,30912.0,646.0,4.0,220.0,19.0,243.0
204,132817.0,Photo,3.0,8.0,2.0,3.0,0.0,3358.0,5682.0,394.0,323.0,523.0,4200.0,2426.0,298.0,2.0,114.0,16.0,132.0
205,132201.0,Photo,1.0,8.0,1.0,12.0,1.0,3254.0,5644.0,371.0,344.0,513.0,5069.0,2846.0,283.0,0.0,39.0,3.0,42.0
206,132201.0,Photo,1.0,8.0,1.0,3.0,0.0,50640.0,121234.0,2240.0,1577.0,2779.0,92348.0,34880.0,1790.0,4.0,859.0,68.0,931.0
207,132201.0,Photo,2.0,8.0,7.0,10.0,0.0,3734.0,6218.0,529.0,434.0,794.0,4831.0,2868.0,389.0,5.0,137.0,20.0,162.0
208,132201.0,Photo,3.0,8.0,7.0,3.0,0.0,2594.0,4220.0,347.0,315.0,529.0,3418.0,2067.0,248.0,1.0,54.0,11.0,66.0
209,132201.0,Photo,2.0,8.0,6.0,10.0,1.0,2232.0,3772.0,376.0,322.0,440.0,2205.0,1306.0,257.0,2.0,74.0,22.0,98.0
210,132201.0,Photo,3.0,8.0,6.0,3.0,1.0,22120.0,54734.0,979.0,906.0,1751.0,46700.0,17528.0,796.0,6.0,98.0,3.0,107.0
211,132201.0,Photo,3.0,8.0,5.0,10.0,0.0,7980.0,12978.0,630.0,398.0,521.0,9342.0,5372.0,467.0,2.0,264.0,21.0,287.0
212,132201.0,Photo,2.0,8.0,5.0,1.0,0.0,1659.0,2845.0,345.0,321.0,424.0,1604.0,915.0,239.0,3.0,36.0,11.0,50.0
213,132201.0,Photo,3.0,8.0,4.0,11.0,1.0,1006.0,1594.0,277.0,268.0,354.0,1055.0,651.0,187.0,1.0,11.0,3.0,15.0
214,132201.0,Photo,3.0,8.0,4.0,3.0,1.0,12728.0,21685.0,844.0,461.0,683.0,15779.0,8844.0,657.0,4.0,435.0,31.0,470.0
215,131956.0,Photo,1.0,8.0,3.0,10.0,0.0,28880.0,64746.0,1062.0,991.0,1971.0,40181.0,15808.0,740.0,2.0,114.0,10.0,126.0
216,131956.0,Photo,2.0,8.0,3.0,4.0,0.0,1330.0,2327.0,363.0,351.0,433.0,1475.0,827.0,230.0,2.0,17.0,9.0,28.0
217,131956.0,Status,2.0,8.0,2.0,12.0,0.0,14424.0,26000.0,304.0,286.0,383.0,25539.0,14056.0,291.0,41.0,15.0,1.0,57.0
218,131956.0,Photo,1.0,8.0,2.0,7.0,0.0,14200.0,26728.0,1393.0,1354.0,3214.0,25610.0,13376.0,1233.0,3.0,87.0,10.0,100.0
219,131956.0,Photo,3.0,8.0,1.0,12.0,0.0,5746.0,9874.0,769.0,632.0,1063.0,7407.0,4288.0,584.0,16.0,227.0,28.0,271.0
220,131956.0,Photo,2.0,8.0,1.0,4.0,0.0,2540.0,4372.0,389.0,330.0,458.0,3655.0,2063.0,279.0,2.0,86.0,8.0,96.0
221,131956.0,Photo,3.0,8.0,7.0,10.0,0.0,4324.0,7241.0,548.0,431.0,676.0,4972.0,3008.0,401.0,6.0,179.0,27.0,212.0
222,131808.0,Status,2.0,8.0,7.0,4.0,0.0,8260.0,14305.0,997.0,953.0,1211.0,12905.0,7360.0,956.0,1.0,74.0,11.0,86.0
223,131808.0,Status,2.0,8.0,6.0,10.0,1.0,20168.0,35904.0,3370.0,3244.0,5106.0,26881.0,15056.0,2806.0,18.0,332.0,54.0,404.0
224,131808.0,Photo,1.0,8.0,6.0,6.0,0.0,5046.0,9084.0,528.0,477.0,906.0,7723.0,4184.0,421.0,2.0,80.0,21.0,103.0
225,131808.0,Status,2.0,7.0,5.0,14.0,0.0,15296.0,25269.0,2827.0,2781.0,3627.0,22103.0,13296.0,2602.0,9.0,95.0,17.0,121.0
226,131728.0,Photo,3.0,7.0,5.0,8.0,1.0,3414.0,6369.0,473.0,342.0,525.0,4518.0,2390.0,360.0,3.0,188.0,26.0,217.0
227,131728.0,Photo,1.0,7.0,4.0,10.0,1.0,95424.0,252207.0,699.0,575.0,882.0,78287.0,22016.0,417.0,6.0,109.0,11.0,126.0
228,131728.0,Photo,2.0,7.0,4.0,3.0,0.0,14824.0,21863.0,868.0,591.0,966.0,13498.0,8560.0,650.0,64.0,367.0,25.0,456.0
229,131630.0,Photo,2.0,7.0,3.0,13.0,0.0,3504.0,5699.0,444.0,374.0,497.0,4487.0,2730.0,348.0,9.0,102.0,19.0,130.0
230,131630.0,Photo,3.0,7.0,2.0,23.0,0.0,2822.0,5058.0,424.0,351.0,486.0,3681.0,2020.0,327.0,2.0,113.0,20.0,135.0
231,131630.0,Photo,3.0,7.0,2.0,13.0,0.0,2973.0,5063.0,356.0,297.0,415.0,3764.0,2208.0,266.0,0.0,94.0,20.0,114.0
232,131630.0,Status,2.0,7.0,2.0,6.0,1.0,10824.0,20573.0,135.0,126.0,153.0,20030.0,10384.0,126.0,6.0,14.0,1.0,21.0
233,131630.0,Photo,1.0,7.0,1.0,11.0,0.0,4592.0,6691.0,320.0,289.0,423.0,3238.0,2100.0,222.0,1.0,43.0,10.0,54.0
234,131630.0,Photo,2.0,7.0,1.0,5.0,0.0,3176.0,5278.0,372.0,319.0,577.0,3993.0,2426.0,279.0,1.0,98.0,21.0,120.0
235,131300.0,Status,2.0,7.0,7.0,10.0,0.0,10956.0,19279.0,128.0,119.0,130.0,18838.0,10564.0,123.0,3.0,13.0,1.0,17.0
236,131300.0,Photo,3.0,7.0,7.0,4.0,0.0,10888.0,19744.0,913.0,783.0,1370.0,14425.0,8048.0,722.0,12.0,237.0,45.0,294.0
237,131300.0,Photo,2.0,7.0,6.0,10.0,0.0,3594.0,6316.0,424.0,354.0,530.0,4319.0,2468.0,309.0,4.0,112.0,23.0,139.0
238,131300.0,Photo,1.0,7.0,6.0,2.0,0.0,3384.0,6166.0,451.0,395.0,561.0,4708.0,2508.0,344.0,2.0,101.0,25.0,128.0
239,130791.0,Photo,2.0,7.0,5.0,11.0,1.0,4096.0,7200.0,487.0,406.0,723.0,4911.0,2826.0,355.0,10.0,145.0,31.0,186.0
240,130791.0,Photo,3.0,7.0,5.0,3.0,0.0,19968.0,35161.0,1016.0,592.0,909.0,26701.0,14792.0,757.0,6.0,535.0,83.0,624.0
241,130791.0,Photo,1.0,7.0,4.0,11.0,0.0,4892.0,8499.0,536.0,460.0,721.0,7389.0,4206.0,428.0,4.0,118.0,22.0,144.0
242,130791.0,Status,2.0,7.0,4.0,6.0,0.0,17360.0,33613.0,2573.0,2448.0,6017.0,23338.0,11800.0,1905.0,9.0,484.0,79.0,572.0
243,130791.0,Video,1.0,7.0,3.0,11.0,1.0,21872.0,40413.0,3872.0,3822.0,7327.0,24667.0,12920.0,2218.0,18.0,315.0,76.0,409.0
244,130791.0,Photo,2.0,7.0,3.0,5.0,1.0,180480.0,319133.0,8072.0,4010.0,6242.0,108752.0,51456.0,3316.0,372.0,5172.0,790.0,6334.0
245,130791.0,Photo,1.0,7.0,2.0,13.0,0.0,44464.0,66824.0,1052.0,930.0,1571.0,22904.0,14080.0,559.0,4.0,154.0,30.0,188.0
246,130791.0,Photo,2.0,7.0,2.0,8.0,0.0,2881.0,5188.0,550.0,503.0,730.0,3840.0,2040.0,323.0,0.0,73.0,15.0,88.0
247,129600.0,Photo,2.0,7.0,1.0,12.0,0.0,3460.0,6503.0,541.0,482.0,667.0,4371.0,2260.0,314.0,0.0,96.0,19.0,115.0
248,129600.0,Photo,3.0,7.0,1.0,6.0,0.0,3406.0,5656.0,571.0,512.0,731.0,4446.0,2598.0,355.0,1.0,98.0,19.0,118.0
249,129600.0,Photo,2.0,7.0,7.0,11.0,1.0,2602.0,4349.0,479.0,444.0,588.0,3342.0,1946.0,287.0,1.0,53.0,14.0,68.0
250,129600.0,Photo,1.0,7.0,7.0,6.0,1.0,5848.0,9068.0,622.0,570.0,795.0,6651.0,4212.0,383.0,4.0,71.0,10.0,85.0
251,129600.0,Photo,1.0,7.0,6.0,11.0,0.0,26944.0,43464.0,877.0,740.0,1097.0,20270.0,10208.0,563.0,6.0,194.0,34.0,234.0
252,129600.0,Photo,3.0,7.0,6.0,5.0,0.0,5292.0,9321.0,756.0,646.0,1033.0,5867.0,3404.0,516.0,6.0,226.0,42.0,274.0
253,129600.0,Status,2.0,7.0,5.0,12.0,1.0,15576.0,27513.0,2417.0,2327.0,3098.0,19078.0,10840.0,1839.0,11.0,238.0,51.0,300.0
254,129600.0,Photo,3.0,7.0,5.0,3.0,0.0,54256.0,82011.0,1620.0,963.0,1419.0,42128.0,24224.0,977.0,10.0,755.0,58.0,823.0
255,129600.0,Photo,2.0,7.0,4.0,12.0,1.0,3726.0,6372.0,602.0,574.0,785.0,4760.0,2852.0,399.0,30.0,47.0,8.0,85.0
256,129600.0,Photo,1.0,7.0,4.0,6.0,1.0,31904.0,50539.0,863.0,770.0,1106.0,24010.0,12992.0,583.0,2.0,126.0,32.0,160.0
257,129600.0,Photo,1.0,7.0,3.0,13.0,1.0,40336.0,65309.0,1407.0,1330.0,2251.0,27771.0,14848.0,907.0,4.0,104.0,10.0,118.0
258,129600.0,Photo,2.0,7.0,3.0,1.0,0.0,4220.0,7774.0,685.0,597.0,838.0,4404.0,2326.0,407.0,10.0,167.0,26.0,203.0
259,129600.0,Photo,3.0,7.0,2.0,13.0,0.0,4666.0,8360.0,729.0,648.0,1014.0,5010.0,2818.0,459.0,9.0,152.0,41.0,202.0
260,129600.0,Photo,2.0,7.0,2.0,7.0,1.0,4274.0,7948.0,701.0,638.0,1020.0,5936.0,3164.0,460.0,0.0,128.0,15.0,143.0
261,129600.0,Photo,1.0,7.0,1.0,13.0,0.0,28208.0,41650.0,964.0,827.0,1237.0,18035.0,11120.0,636.0,13.0,234.0,43.0,290.0
262,128032.0,Photo,2.0,7.0,1.0,3.0,0.0,3330.0,5461.0,513.0,478.0,652.0,3675.0,2196.0,307.0,2.0,61.0,16.0,79.0
263,128032.0,Photo,2.0,7.0,7.0,11.0,1.0,3528.0,5918.0,550.0,513.0,787.0,4606.0,2660.0,360.0,0.0,66.0,9.0,75.0
264,128032.0,Photo,3.0,7.0,7.0,3.0,0.0,38576.0,55398.0,1355.0,890.0,1328.0,17365.0,12624.0,827.0,7.0,529.0,60.0,596.0
265,128032.0,Photo,3.0,7.0,6.0,13.0,1.0,2628.0,4264.0,528.0,503.0,652.0,3086.0,1846.0,328.0,3.0,42.0,10.0,55.0
266,128032.0,Photo,1.0,7.0,6.0,3.0,0.0,7232.0,12735.0,758.0,700.0,1236.0,8855.0,4712.0,471.0,2.0,75.0,24.0,101.0
267,128032.0,Status,2.0,7.0,5.0,10.0,0.0,10188.0,16978.0,1473.0,1441.0,2136.0,14450.0,8536.0,1395.0,13.0,61.0,13.0,87.0
268,128032.0,Photo,1.0,7.0,5.0,3.0,0.0,6408.0,11881.0,909.0,861.0,14974.0,7243.0,4040.0,490.0,26.0,162.0,7.0,195.0
269,128032.0,Photo,1.0,7.0,4.0,9.0,1.0,3414.0,6050.0,515.0,493.0,710.0,5005.0,2704.0,340.0,2.0,47.0,4.0,53.0
270,128032.0,Photo,2.0,7.0,4.0,5.0,1.0,53056.0,65260.0,2003.0,1412.0,2089.0,23679.0,17104.0,975.0,6.0,696.0,28.0,730.0
271,128032.0,Photo,1.0,7.0,3.0,10.0,1.0,66976.0,111502.0,1191.0,1054.0,1641.0,40203.0,19968.0,708.0,7.0,215.0,47.0,269.0
272,127082.0,Photo,1.0,7.0,3.0,3.0,1.0,76096.0,94644.0,2889.0,2495.0,4596.0,31096.0,19744.0,1276.0,22.0,534.0,31.0,587.0
273,126424.0,Photo,3.0,7.0,4.0,12.0,0.0,5458.0,9098.0,1007.0,933.0,1181.0,5307.0,3204.0,537.0,1.0,143.0,27.0,171.0
274,126424.0,Photo,2.0,7.0,4.0,3.0,0.0,3706.0,6194.0,895.0,884.0,1173.0,4700.0,2726.0,493.0,18.0,46.0,7.0,71.0
275,126424.0,Status,2.0,7.0,3.0,13.0,0.0,18320.0,31448.0,3742.0,3682.0,7854.0,25584.0,14920.0,3300.0,36.0,98.0,14.0,148.0
276,126424.0,Photo,3.0,7.0,3.0,4.0,1.0,2316.0,3611.0,722.0,716.0,862.0,2545.0,1529.0,372.0,0.0,25.0,5.0,30.0
277,126424.0,Video,1.0,6.0,2.0,13.0,0.0,139008.0,277100.0,1779.0,1643.0,2356.0,107502.0,38720.0,1008.0,23.0,204.0,44.0,271.0
278,126345.0,Photo,1.0,6.0,2.0,9.0,1.0,5854.0,11854.0,1043.0,947.0,19779.0,5901.0,2894.0,583.0,11.0,202.0,5.0,218.0
279,126345.0,Photo,1.0,6.0,2.0,3.0,0.0,109056.0,191324.0,2552.0,2457.0,4906.0,48765.0,25024.0,1353.0,7.0,148.0,39.0,194.0
280,126345.0,Photo,2.0,6.0,1.0,12.0,0.0,3212.0,4908.0,735.0,720.0,897.0,3399.0,2162.0,375.0,1.0,40.0,8.0,49.0
281,126345.0,Photo,2.0,6.0,1.0,4.0,0.0,3046.0,4909.0,909.0,872.0,1147.0,3559.0,2126.0,477.0,1.0,71.0,17.0,89.0
282,126345.0,Status,2.0,6.0,7.0,11.0,0.0,12044.0,20327.0,2240.0,2193.0,3599.0,17717.0,10400.0,2119.0,0.0,104.0,13.0,117.0
283,126141.0,Photo,1.0,6.0,7.0,4.0,1.0,9652.0,16968.0,1400.0,1381.0,2801.0,15917.0,8972.0,1035.0,1.0,34.0,4.0,39.0
284,126141.0,Photo,1.0,6.0,6.0,12.0,0.0,28112.0,47721.0,1631.0,1537.0,2438.0,41207.0,23440.0,1225.0,11.0,129.0,12.0,152.0
285,126141.0,Status,2.0,6.0,6.0,4.0,0.0,8628.0,14847.0,870.0,843.0,1692.0,11970.0,6796.0,774.0,4.0,72.0,18.0,94.0
286,126141.0,Photo,1.0,6.0,5.0,11.0,1.0,2431.0,4180.0,389.0,383.0,7980.0,3963.0,2301.0,342.0,0.0,15.0,3.0,18.0
287,126141.0,Photo,1.0,6.0,4.0,22.0,1.0,20560.0,24112.0,936.0,860.0,1126.0,5648.0,3856.0,460.0,14.0,102.0,9.0,125.0
288,126141.0,Photo,1.0,6.0,4.0,12.0,0.0,20896.0,29062.0,1418.0,1038.0,2048.0,19738.0,13656.0,998.0,103.0,469.0,33.0,605.0
289,125612.0,Photo,1.0,6.0,4.0,11.0,0.0,2402.0,4072.0,170.0,145.0,286.0,3147.0,1794.0,137.0,5.0,57.0,5.0,67.0
290,125612.0,Photo,1.0,6.0,4.0,7.0,0.0,1729.0,3289.0,596.0,591.0,735.0,2888.0,1406.0,340.0,0.0,23.0,2.0,25.0
291,125612.0,Photo,2.0,6.0,4.0,3.0,0.0,4320.0,7127.0,753.0,681.0,1021.0,4569.0,2782.0,459.0,5.0,141.0,26.0,172.0
292,125612.0,Photo,1.0,6.0,3.0,11.0,0.0,2585.0,4410.0,569.0,560.0,781.0,3802.0,2144.0,348.0,0.0,19.0,5.0,24.0
293,125612.0,Photo,2.0,6.0,3.0,3.0,0.0,3322.0,5969.0,610.0,569.0,852.0,4111.0,2236.0,375.0,1.0,71.0,23.0,95.0
294,125612.0,Photo,1.0,6.0,2.0,13.0,0.0,3600.0,5807.0,691.0,656.0,913.0,3351.0,2110.0,436.0,0.0,72.0,21.0,93.0
295,125612.0,Photo,1.0,6.0,2.0,2.0,0.0,11620.0,21564.0,1160.0,1138.0,2042.0,20024.0,10568.0,920.0,5.0,54.0,7.0,66.0
296,125612.0,Photo,3.0,6.0,1.0,14.0,0.0,4248.0,7004.0,724.0,671.0,920.0,5063.0,3114.0,501.0,5.0,93.0,19.0,117.0
297,125612.0,Photo,3.0,6.0,1.0,3.0,0.0,2763.0,4388.0,564.0,523.0,650.0,3519.0,2124.0,375.0,0.0,62.0,10.0,72.0
298,125612.0,Photo,2.0,6.0,7.0,11.0,0.0,3558.0,5396.0,621.0,568.0,775.0,3708.0,2392.0,403.0,0.0,78.0,16.0,94.0
299,124940.0,Photo,1.0,6.0,7.0,4.0,0.0,8324.0,14480.0,840.0,834.0,1388.0,13786.0,7736.0,662.0,0.0,14.0,1.0,15.0
300,124940.0,Photo,2.0,6.0,6.0,9.0,0.0,6952.0,11469.0,909.0,779.0,1229.0,7431.0,4292.0,646.0,11.0,231.0,43.0,285.0
301,124940.0,Photo,3.0,6.0,6.0,2.0,1.0,2823.0,4955.0,552.0,503.0,622.0,3579.0,1966.0,348.0,1.0,72.0,16.0,89.0
302,124940.0,Photo,1.0,6.0,5.0,13.0,1.0,63840.0,102620.0,1382.0,1229.0,1871.0,32470.0,16480.0,760.0,9.0,197.0,28.0,234.0
303,124940.0,Photo,3.0,6.0,5.0,3.0,1.0,11608.0,15323.0,985.0,705.0,940.0,8419.0,5840.0,594.0,4.0,330.0,29.0,363.0
304,124940.0,Photo,1.0,6.0,4.0,12.0,0.0,58304.0,80871.0,884.0,715.0,1034.0,2289.0,1408.0,340.0,0.0,148.0,7.0,155.0
305,124940.0,Photo,3.0,6.0,4.0,2.0,0.0,4762.0,8303.0,842.0,725.0,1014.0,6086.0,3494.0,569.0,2.0,208.0,28.0,238.0
306,124940.0,Photo,2.0,6.0,3.0,13.0,0.0,6150.0,10217.0,750.0,676.0,969.0,6253.0,3742.0,445.0,12.0,148.0,28.0,188.0
307,124940.0,Photo,3.0,6.0,3.0,3.0,1.0,4644.0,8178.0,768.0,683.0,1000.0,5651.0,3144.0,506.0,4.0,154.0,26.0,184.0
308,124940.0,Photo,3.0,6.0,2.0,13.0,0.0,22464.0,29650.0,1029.0,934.0,1408.0,9376.0,6864.0,546.0,3.0,142.0,18.0,163.0
309,124940.0,Photo,3.0,6.0,2.0,3.0,0.0,3754.0,6295.0,791.0,730.0,1072.0,4343.0,2590.0,482.0,8.0,107.0,20.0,135.0
310,124940.0,Photo,1.0,6.0,1.0,13.0,0.0,4452.0,7998.0,666.0,658.0,948.0,7037.0,3768.0,397.0,0.0,22.0,3.0,25.0
311,124940.0,Photo,3.0,6.0,1.0,3.0,0.0,3576.0,5525.0,664.0,618.0,870.0,4229.0,2672.0,403.0,2.0,84.0,13.0,99.0
312,124940.0,Photo,3.0,6.0,7.0,10.0,0.0,3028.0,4794.0,579.0,548.0,740.0,3574.0,2184.0,349.0,2.0,59.0,12.0,73.0
313,124940.0,Photo,3.0,6.0,7.0,3.0,1.0,4022.0,6503.0,647.0,616.0,995.0,5416.0,3312.0,423.0,3.0,65.0,14.0,82.0
314,124940.0,Photo,1.0,6.0,6.0,12.0,1.0,52736.0,73584.0,1635.0,1622.0,2824.0,18580.0,10144.0,876.0,0.0,24.0,4.0,28.0
315,124940.0,Photo,3.0,6.0,6.0,4.0,0.0,47376.0,70212.0,1557.0,1426.0,2051.0,22710.0,13344.0,697.0,9.0,186.0,23.0,218.0
316,123047.0,Photo,3.0,6.0,5.0,12.0,0.0,3234.0,5113.0,756.0,724.0,937.0,3476.0,2174.0,347.0,0.0,58.0,17.0,75.0
317,123047.0,Photo,2.0,6.0,5.0,3.0,0.0,3322.0,5553.0,702.0,656.0,863.0,3484.0,1968.0,328.0,2.0,74.0,14.0,90.0
318,123047.0,Photo,3.0,6.0,4.0,13.0,0.0,6768.0,11525.0,768.0,672.0,930.0,7048.0,4012.0,408.0,2.0,180.0,44.0,226.0
319,123047.0,Photo,2.0,6.0,4.0,5.0,1.0,11304.0,20647.0,1141.0,1065.0,1874.0,14792.0,7800.0,732.0,18.0,168.0,49.0,235.0
320,123047.0,Photo,1.0,6.0,3.0,11.0,0.0,13544.0,18474.0,759.0,733.0,1082.0,7326.0,4120.0,408.0,0.0,36.0,5.0,41.0
321,123047.0,Photo,3.0,6.0,2.0,13.0,0.0,3418.0,5659.0,581.0,546.0,770.0,4491.0,2620.0,327.0,2.0,51.0,6.0,59.0
322,123047.0,Photo,3.0,6.0,2.0,5.0,1.0,3662.0,6476.0,560.0,522.0,677.0,4930.0,2660.0,319.0,2.0,67.0,14.0,83.0
323,123047.0,Photo,3.0,6.0,1.0,10.0,0.0,56672.0,104966.0,2579.0,1334.0,1850.0,78678.0,37408.0,1831.0,20.0,1372.0,47.0,1439.0
324,123047.0,Photo,3.0,6.0,1.0,3.0,1.0,3294.0,5499.0,526.0,488.0,599.0,4658.0,2710.0,305.0,2.0,57.0,6.0,65.0
325,121540.0,Photo,3.0,6.0,1.0,3.0,0.0,3110.0,5405.0,732.0,712.0,892.0,4605.0,2540.0,342.0,2.0,33.0,10.0,45.0
