d3mIndex,global_id,event_id,wire_id,energy_deposit,relative_time,label
6560,768500,171,2078,0.0,0.0,0
6561,768501,171,2079,0.0,0.0,0
6562,768502,171,2080,0.0,0.0,0
6563,768503,171,2081,0.0,0.0,0
6564,768504,171,2082,0.0,0.0,0
6565,768505,171,2083,0.0,0.0,0
6566,768506,171,2084,0.0,0.0,0
6567,768507,171,2085,0.0,0.0,0
6568,768508,171,2086,0.0,0.0,0
6569,768509,171,2087,0.0,0.0,0
6570,768510,171,2088,0.0,0.0,0
6571,768511,171,2089,0.0,0.0,0
6572,768512,171,2090,0.0,0.0,0
6573,768513,171,2091,0.0,0.0,0
6574,768514,171,2092,0.0,0.0,0
6575,768515,171,2093,0.0,0.0,0
6576,768516,171,2094,0.0,0.0,0
6577,768517,171,2095,0.0,0.0,0
6578,768518,171,2096,0.0,0.0,0
6579,768519,171,2097,0.0,0.0,0
6580,768520,171,2098,0.0,0.0,0
6581,768521,171,2099,0.0,0.0,0
6582,768522,171,2100,3.69711441069e-05,454.59536063,0
6583,768523,171,2101,0.0,0.0,0
6584,768524,171,2102,0.0,0.0,0
6585,768525,171,2103,0.0,0.0,0
6586,768526,171,2104,0.0,0.0,0
6587,768527,171,2105,0.0,0.0,0
6588,768528,171,2106,0.0,0.0,0
6589,768529,171,2107,0.0,0.0,0
6590,768530,171,2108,0.0,0.0,0
6591,768531,171,2109,0.0,0.0,0
6592,768532,171,2110,0.0,0.0,0
6593,768533,171,2111,0.0,0.0,0
6594,768534,171,2112,0.0,0.0,0
6595,768535,171,2113,0.0,0.0,0
6596,768536,171,2114,0.0,0.0,0
6597,768537,171,2115,0.0,0.0,0
6598,768538,171,2116,0.0,0.0,0
6599,768539,171,2117,0.0,0.0,0
6600,768540,171,2118,0.0,0.0,0
6601,768541,171,2119,0.0,0.0,0
6602,768542,171,2120,0.0,0.0,0
6603,768543,171,2121,0.0,0.0,0
6604,768544,171,2122,5.57183594809e-07,193.816479973,0
6605,768545,171,2123,3.94896112974e-06,919.831286764,0
6606,768546,171,2124,1.18893431442e-05,901.860505703,0
6607,768547,171,2125,1.15220165959e-05,902.884820963,0
6608,768548,171,2126,1.17327589828e-05,906.647327138,0
6609,768549,171,2127,8.48354426109e-06,963.185642085,0
6610,768550,171,2128,9.26895401621e-05,192.167652797,0
6611,768551,171,2129,1.81866525569e-06,68.3519364276,0
6612,768552,171,2130,0.0,0.0,0
6613,768553,171,2131,0.0,0.0,0
6614,768554,171,2132,0.0,0.0,0
6615,768555,171,2133,0.0,0.0,0
6616,768556,171,2134,0.0,0.0,0
6617,768557,171,2135,0.0,0.0,0
6618,768558,171,2136,0.0,0.0,0
6619,768559,171,2137,0.0,0.0,0
6620,768560,171,2138,0.0,0.0,0
6621,768561,171,2139,0.0,0.0,0
6622,768562,171,2140,0.0,0.0,0
6623,768563,171,2141,0.0,0.0,0
6624,768564,171,2142,0.0,0.0,0
6625,768565,171,2143,0.0,0.0,0
6626,768566,171,2144,0.000145664894121,972.734774162,0
6627,768567,171,2145,0.0,0.0,0
6628,768568,171,2146,0.0,0.0,0
6629,768569,171,2147,0.000132517948248,600.346416923,0
6630,768570,171,2148,0.0,0.0,0
6631,768571,171,2149,0.0,0.0,0
6632,768572,171,2150,0.0,0.0,0
6633,768573,171,2151,0.0,0.0,0
6634,768574,171,2152,0.0,0.0,0
6635,768575,171,2153,0.0,0.0,0
6636,768576,171,2154,0.0,0.0,0
6637,768577,171,2155,0.0,0.0,0
6638,768578,171,2156,0.0,0.0,0
6639,768579,171,2157,0.0,0.0,0
6640,768580,171,2158,0.0,0.0,0
6641,768581,171,2159,0.0,0.0,0
6642,768582,171,2160,0.0,0.0,0
6643,768583,171,2161,0.0,0.0,0
6644,768584,171,2162,0.000631871638943,945.829842862,0
6645,768585,171,2163,0.0,0.0,0
6646,768586,171,2164,0.0,0.0,0
6647,768587,171,2165,0.0,0.0,0
6648,768588,171,2166,7.61581991037e-06,238.497100023,0
6649,768589,171,2167,6.84202682089e-05,600.360122024,0
6650,768590,171,2168,2.1247184175e-05,14.7661943063,0
6651,768591,171,2169,0.0,0.0,0
6652,768592,171,2170,0.0,0.0,0
6653,768593,171,2171,0.000111369540496,466.141215201,0
6654,768594,171,2172,0.0,0.0,0
6655,768595,171,2173,0.0,0.0,0
6656,768596,171,2174,0.0,0.0,0
6657,768597,171,2175,0.0,0.0,0
6658,768598,171,2176,0.0,0.0,0
6659,768599,171,2177,0.0,0.0,0
6660,768600,171,2178,0.0,0.0,0
6661,768601,171,2179,1.13483186069e-05,365.243985518,0
6662,768602,171,2180,2.58144967932e-05,187.589273493,0
6663,768603,171,2181,0.0,0.0,0
6664,768604,171,2182,0.0,0.0,0
6665,768605,171,2183,0.0,0.0,0
6666,768606,171,2184,0.0,0.0,0
6667,768607,171,2185,0.0,0.0,0
6668,768608,171,2186,0.0,0.0,0
6669,768609,171,2187,0.000199522342535,572.700238724,0
6670,768610,171,2188,0.0,0.0,0
6671,768611,171,2189,0.0,0.0,0
6672,768612,171,2190,0.0,0.0,0
6673,768613,171,2191,0.0,0.0,0
6674,768614,171,2192,0.0,0.0,0
6675,768615,171,2193,0.0,0.0,0
6676,768616,171,2194,0.0,0.0,0
6677,768617,171,2195,3.33045148535e-05,873.762657657,0
6678,768618,171,2196,5.71839644458e-05,665.234793911,0
6679,768619,171,2197,0.0,0.0,0
6680,768620,171,2198,0.0,0.0,0
6681,768621,171,2199,0.0,0.0,0
6682,768622,171,2200,0.0,0.0,0
6683,768623,171,2201,0.0,0.0,0
6684,768624,171,2202,0.0,0.0,0
6685,768625,171,2203,0.0,0.0,0
6686,768626,171,2204,0.0,0.0,0
6687,768627,171,2205,0.0,0.0,0
6688,768628,171,2206,0.0,0.0,0
6689,768629,171,2207,0.0,0.0,0
6690,768630,171,2208,0.0,0.0,0
6691,768631,171,2209,0.0,0.0,0
6692,768632,171,2210,0.0,0.0,0
6693,768633,171,2211,0.0,0.0,0
6694,768634,171,2212,0.0,0.0,0
6695,768635,171,2213,0.0,0.0,0
6696,768636,171,2214,0.0,0.0,0
6697,768637,171,2215,0.000127785805703,1083.36329013,0
6698,768638,171,2216,0.0,0.0,0
6699,768639,171,2217,0.0,0.0,0
6700,768640,171,2218,0.0,0.0,0
6701,768641,171,2219,0.0,0.0,0
6702,768642,171,2220,0.0,0.0,0
6703,768643,171,2221,0.0,0.0,0
6704,768644,171,2222,0.0,0.0,0
6705,768645,171,2223,0.0,0.0,0
6706,768646,171,2224,0.0,0.0,0
6707,768647,171,2225,0.0,0.0,0
6708,768648,171,2226,0.0,0.0,0
6709,768649,171,2227,0.0,0.0,0
6710,768650,171,2228,0.0,0.0,0
6711,768651,171,2229,0.0,0.0,0
6712,768652,171,2230,0.0,0.0,0
6713,768653,171,2231,0.0,0.0,0
6714,768654,171,2232,0.0,0.0,0
6715,768655,171,2233,0.0,0.0,0
6716,768656,171,2234,0.0,0.0,0
6717,768657,171,2235,0.0,0.0,0
6718,768658,171,2236,0.0,0.0,0
6719,768659,171,2237,0.0,0.0,0
6720,768660,171,2238,0.0,0.0,0
6721,768661,171,2239,0.0,0.0,0
6722,768662,171,2240,0.0,0.0,0
6723,768663,171,2241,0.0,0.0,0
6724,768664,171,2242,0.0,0.0,0
6725,768665,171,2243,0.0,0.0,0
6726,768666,171,2244,0.0,0.0,0
6727,768667,171,2245,0.0,0.0,0
6728,768668,171,2246,1.88097410344e-05,309.505409841,0
6729,768669,171,2247,3.74038816763e-05,368.774327623,0
6730,768670,171,2248,1.38182078208e-07,1132.69945797,0
6731,768671,171,2249,0.0,0.0,0
6732,768672,171,2250,0.0,0.0,0
6733,768673,171,2251,3.37275755932e-05,369.733865287,0
6734,768674,171,2252,2.07263398579e-05,294.898740062,0
6735,768675,171,2253,0.0,0.0,0
6736,768676,171,2254,0.0,0.0,0
6737,768677,171,2255,0.0,0.0,0
6738,768678,171,2256,0.0,0.0,0
6739,768679,171,2257,0.0,0.0,0
6740,768680,171,2258,0.0,0.0,0
6741,768681,171,2259,0.0,0.0,0
6742,768682,171,2260,0.0,0.0,0
6743,768683,171,2261,0.0,0.0,0
6744,768684,171,2262,0.0,0.0,0
6745,768685,171,2263,0.0,0.0,0
6746,768686,171,2264,0.0,0.0,0
6747,768687,171,2265,0.0,0.0,0
6748,768688,171,2266,0.0,0.0,0
6749,768689,171,2267,0.0,0.0,0
6750,768690,171,2268,0.0,0.0,0
6751,768691,171,2269,0.0,0.0,0
6752,768692,171,2270,0.0,0.0,0
6753,768693,171,2271,0.0,0.0,0
6754,768694,171,2272,0.0,0.0,0
6755,768695,171,2273,0.0,0.0,0
6756,768696,171,2274,0.0,0.0,0
6757,768697,171,2275,0.0,0.0,0
6758,768698,171,2276,0.0,0.0,0
6759,768699,171,2277,0.0,0.0,0
6760,768700,171,2278,2.09520706303e-06,1154.77596971,0
6761,768701,171,2279,1.94520486467e-05,343.932201919,0
6762,768702,171,2280,0.0,0.0,0
6763,768703,171,2281,0.0,0.0,0
6764,768704,171,2282,0.0,0.0,0
6765,768705,171,2283,0.0,0.0,0
6766,768706,171,2284,0.0,0.0,0
6767,768707,171,2285,4.98516896696e-05,48.4937364158,0
6768,768708,171,2286,3.13102157919e-05,73.3346318983,0
6769,768709,171,2287,0.0,0.0,0
6770,768710,171,2288,4.24422514993e-05,182.359121986,0
6771,768711,171,2289,3.77332049227e-05,958.541702685,0
6772,768712,171,2290,1.14220769781e-05,186.670624432,0
6773,768713,171,2291,0.0,0.0,0
6774,768714,171,2292,0.0,0.0,0
6775,768715,171,2293,0.000100191056579,1069.28091068,0
6776,768716,171,2294,0.00034599291623,878.977450791,0
6777,768717,171,2295,0.0,0.0,0
6778,768718,171,2296,0.0,0.0,0
6779,768719,171,2297,0.0,0.0,0
6780,768720,171,2298,0.0,0.0,0
6781,768721,171,2299,0.0,0.0,0
6782,768722,171,2300,0.0,0.0,0
6783,768723,171,2301,0.0,0.0,0
6784,768724,171,2302,0.0,0.0,0
6785,768725,171,2303,0.0,0.0,0
6786,768726,171,2304,0.0,0.0,0
6787,768727,171,2305,0.0,0.0,0
6788,768728,171,2306,0.0,0.0,0
6789,768729,171,2307,0.0,0.0,0
6790,768730,171,2308,0.0,0.0,0
6791,768731,171,2309,0.0,0.0,0
6792,768732,171,2310,0.0,0.0,0
6793,768733,171,2311,0.0,0.0,0
6794,768734,171,2312,0.0,0.0,0
6795,768735,171,2313,0.0,0.0,0
6796,768736,171,2314,0.0,0.0,0
6797,768737,171,2315,0.0,0.0,0
6798,768738,171,2316,0.000105633504103,368.877449619,0
6799,768739,171,2317,0.000416850282275,1136.81672535,0
6800,768740,171,2318,0.00028826628998,1136.47459945,0
6801,768741,171,2319,2.57951374277e-06,714.679009347,0
6802,768742,171,2320,5.62173171479e-05,959.001665216,0
6803,768743,171,2321,1.33025450693e-05,393.627507247,0
6804,768744,171,2322,0.0,0.0,0
6805,768745,171,2323,0.0,0.0,0
6806,768746,171,2324,0.0,0.0,0
6807,768747,171,2325,0.0,0.0,0
6808,768748,171,2326,0.0,0.0,0
6809,768749,171,2327,0.0,0.0,0
6810,768750,171,2328,0.0,0.0,0
6811,768751,171,2329,0.0,0.0,0
6812,768752,171,2330,0.0,0.0,0
6813,768753,171,2331,0.0,0.0,0
6814,768754,171,2332,0.0,0.0,0
6815,768755,171,2333,0.0,0.0,0
6816,768756,171,2334,0.0,0.0,0
6817,768757,171,2335,0.0,0.0,0
6818,768758,171,2336,0.0,0.0,0
6819,768759,171,2337,0.0,0.0,0
6820,768760,171,2338,1.83270643206e-05,1077.00655804,0
6821,768761,171,2339,0.0,0.0,0
6822,768762,171,2340,0.0,0.0,0
6823,768763,171,2341,0.0,0.0,0
6824,768764,171,2342,0.0,0.0,0
6825,768765,171,2343,0.0,0.0,0
6826,768766,171,2344,0.0,0.0,0
6827,768767,171,2345,0.0,0.0,0
6828,768768,171,2346,0.0,0.0,0
6829,768769,171,2347,0.0,0.0,0
6830,768770,171,2348,0.0,0.0,0
6831,768771,171,2349,0.0,0.0,0
6832,768772,171,2350,0.0,0.0,0
6833,768773,171,2351,0.0,0.0,0
6834,768774,171,2352,0.0,0.0,0
6835,768775,171,2353,0.0,0.0,0
6836,768776,171,2354,0.0,0.0,0
6837,768777,171,2355,0.0,0.0,0
6838,768778,171,2356,0.0,0.0,0
6839,768779,171,2357,0.0,0.0,0
6840,768780,171,2358,0.0,0.0,0
6841,768781,171,2359,0.0,0.0,0
6842,768782,171,2360,0.0,0.0,0
6843,768783,171,2361,0.0,0.0,0
6844,768784,171,2362,0.0,0.0,0
6845,768785,171,2363,0.0,0.0,0
6846,768786,171,2364,0.0,0.0,0
6847,768787,171,2365,0.0,0.0,0
6848,768788,171,2366,0.0,0.0,0
6849,768789,171,2367,0.0,0.0,0
6850,768790,171,2368,0.0,0.0,0
6851,768791,171,2369,0.0,0.0,0
6852,768792,171,2370,0.0,0.0,0
6853,768793,171,2371,0.0,0.0,0
6854,768794,171,2372,7.24122984407e-08,564.363471448,0
6855,768795,171,2373,2.36513987767e-06,735.186409965,0
6856,768796,171,2374,1.10763862638e-07,639.109417935,0
6857,768797,171,2375,0.0,0.0,0
6858,768798,171,2376,0.0,0.0,0
6859,768799,171,2377,0.0,0.0,0
6860,768800,171,2378,0.0,0.0,0
6861,768801,171,2379,0.0,0.0,0
6862,768802,171,2380,0.0,0.0,0
6863,768803,171,2381,0.0,0.0,0
6864,768804,171,2382,0.0,0.0,0
6865,768805,171,2383,0.0,0.0,0
6866,768806,171,2384,1.13603047432e-06,65.5590399678,0
6867,768807,171,2385,4.51708014519e-06,919.037791521,0
6868,768808,171,2386,6.09152084105e-06,1020.21691521,0
6869,768809,171,2387,2.75079717652e-06,15.1790503176,0
6870,768810,171,2388,0.0,0.0,0
6871,768811,171,2389,0.0,0.0,0
6872,768812,171,2390,0.0,0.0,0
6873,768813,171,2391,0.0,0.0,0
6874,768814,171,2392,0.0,0.0,0
6875,768815,171,2393,0.0,0.0,0
6876,768816,171,2394,0.0,0.0,0
6877,768817,171,2395,0.0,0.0,0
6878,768818,171,2396,0.0,0.0,0
6879,768819,171,2397,0.0,0.0,0
6880,768820,171,2398,0.0,0.0,0
6881,768821,171,2399,0.0,0.0,0
6882,768822,171,2400,0.0,0.0,0
6883,768823,171,2401,0.0,0.0,0
6884,768824,171,2402,0.0,0.0,0
6885,768825,171,2403,0.000289765905306,828.144956157,0
6886,768826,171,2404,0.0,0.0,0
6887,768827,171,2405,0.0,0.0,0
6888,768828,171,2406,0.0,0.0,0
6889,768829,171,2407,0.0,0.0,0
6890,768830,171,2408,0.0,0.0,0
6891,768831,171,2409,0.0,0.0,0
6892,768832,171,2410,0.0,0.0,0
6893,768833,171,2411,0.0,0.0,0
6894,768834,171,2412,0.0,0.0,0
6895,768835,171,2413,0.0,0.0,0
6896,768836,171,2414,0.0,0.0,0
6897,768837,171,2415,0.0,0.0,0
6898,768838,171,2416,0.0,0.0,0
6899,768839,171,2417,0.0,0.0,0
6900,768840,171,2418,0.0,0.0,0
6901,768841,171,2419,0.0,0.0,0
6902,768842,171,2420,0.0,0.0,0
6903,768843,171,2421,0.0,0.0,0
6904,768844,171,2422,0.0,0.0,0
6905,768845,171,2423,0.0,0.0,0
6906,768846,171,2424,0.0,0.0,0
6907,768847,171,2425,0.0,0.0,0
6908,768848,171,2426,0.0,0.0,0
6909,768849,171,2427,0.0,0.0,0
6910,768850,171,2428,0.0,0.0,0
6911,768851,171,2429,0.0,0.0,0
6912,768852,171,2430,0.0,0.0,0
6913,768853,171,2431,0.0,0.0,0
6914,768854,171,2432,7.21154054528e-06,140.398365306,0
6915,768855,171,2433,7.58342478853e-05,597.561434934,0
6916,768856,171,2434,1.90143669939e-05,1092.54070085,0
6917,768857,171,2435,0.0,0.0,0
6918,768858,171,2436,0.0,0.0,0
6919,768859,171,2437,0.0,0.0,0
6920,768860,171,2438,0.0,0.0,0
6921,768861,171,2439,0.0,0.0,0
6922,768862,171,2440,3.26269237973e-05,6.41602649574,0
6923,768863,171,2441,5.30099087917e-06,629.458114225,0
6924,768864,171,2442,0.0,0.0,0
6925,768865,171,2443,0.0,0.0,0
6926,768866,171,2444,0.0,0.0,0
6927,768867,171,2445,0.0,0.0,0
6928,768868,171,2446,0.0,0.0,0
6929,768869,171,2447,0.0,0.0,0
6930,768870,171,2448,0.0,0.0,0
6931,768871,171,2449,0.0,0.0,0
6932,768872,171,2450,0.0,0.0,0
6933,768873,171,2451,0.0,0.0,0
6934,768874,171,2452,0.0,0.0,0
6935,768875,171,2453,0.0,0.0,0
6936,768876,171,2454,0.0,0.0,0
6937,768877,171,2455,0.0,0.0,0
6938,768878,171,2456,0.0,0.0,0
6939,768879,171,2457,6.51284581924e-05,734.544889554,0
6940,768880,171,2458,4.71533474718e-05,762.456635473,0
6941,768881,171,2459,0.0,0.0,0
6942,768882,171,2460,0.0,0.0,0
6943,768883,171,2461,0.0,0.0,0
6944,768884,171,2462,2.63858055055e-05,941.643940974,0
6945,768885,171,2463,0.0,0.0,0
6946,768886,171,2464,0.0,0.0,0
6947,768887,171,2465,0.0,0.0,0
6948,768888,171,2466,0.0,0.0,0
6949,768889,171,2467,0.0,0.0,0
6950,768890,171,2468,0.0,0.0,0
6951,768891,171,2469,0.0,0.0,0
6952,768892,171,2470,0.0,0.0,0
6953,768893,171,2471,0.0,0.0,0
6954,768894,171,2472,0.0,0.0,0
6955,768895,171,2473,0.0,0.0,0
6956,768896,171,2474,0.0,0.0,0
6957,768897,171,2475,0.0,0.0,0
6958,768898,171,2476,0.0,0.0,0
6959,768899,171,2477,0.0,0.0,0
6960,768900,171,2478,0.0,0.0,0
6961,768901,171,2479,0.0,0.0,0
6962,768902,171,2480,0.0,0.0,0
6963,768903,171,2481,0.0,0.0,0
6964,768904,171,2482,0.0,0.0,0
6965,768905,171,2483,0.0,0.0,0
6966,768906,171,2484,0.0,0.0,0
6967,768907,171,2485,0.0,0.0,0
6968,768908,171,2486,0.0,0.0,0
6969,768909,171,2487,0.000630405574067,1080.65841872,0
6970,768910,171,2488,0.0,0.0,0
6971,768911,171,2489,0.0,0.0,0
6972,768912,171,2490,0.0,0.0,0
6973,768913,171,2491,0.0,0.0,0
6974,768914,171,2492,0.0,0.0,0
6975,768915,171,2493,0.0,0.0,0
6976,768916,171,2494,0.0,0.0,0
6977,768917,171,2495,2.98153512699e-05,1142.96498298,0
6978,768918,171,2496,0.0,0.0,0
6979,768919,171,2497,0.0,0.0,0
6980,768920,171,2498,0.0,0.0,0
6981,768921,171,2499,0.0,0.0,0
6982,768922,171,2500,0.0,0.0,0
6983,768923,171,2501,0.0,0.0,0
6984,768924,171,2502,0.0,0.0,0
6985,768925,171,2503,0.0,0.0,0
6986,768926,171,2504,0.0,0.0,0
6987,768927,171,2505,0.0,0.0,0
6988,768928,171,2506,0.0,0.0,0
6989,768929,171,2507,0.0,0.0,0
6990,768930,171,2508,0.0,0.0,0
6991,768931,171,2509,0.0,0.0,0
6992,768932,171,2510,0.0,0.0,0
6993,768933,171,2511,0.0,0.0,0
6994,768934,171,2512,0.0,0.0,0
6995,768935,171,2513,0.0,0.0,0
6996,768936,171,2514,0.0,0.0,0
6997,768937,171,2515,0.0,0.0,0
6998,768938,171,2516,0.0,0.0,0
6999,768939,171,2517,0.0,0.0,0
7000,768940,171,2518,0.0,0.0,0
7001,768941,171,2519,0.0,0.0,0
7002,768942,171,2520,0.0,0.0,0
7003,768943,171,2521,0.0,0.0,0
7004,768944,171,2522,0.0,0.0,0
7005,768945,171,2523,0.0,0.0,0
7006,768946,171,2524,0.0,0.0,0
7007,768947,171,2525,0.0,0.0,0
7008,768948,171,2526,0.0,0.0,0
7009,768949,171,2527,0.0,0.0,0
7010,768950,171,2528,0.0,0.0,0
7011,768951,171,2529,0.0,0.0,0
7012,768952,171,2530,0.0,0.0,0
7013,768953,171,2531,0.0,0.0,0
7014,768954,171,2532,0.0,0.0,0
7015,768955,171,2533,0.0,0.0,0
7016,768956,171,2534,0.0,0.0,0
7017,768957,171,2535,0.0,0.0,0
7018,768958,171,2536,2.76515175515e-06,749.288658152,0
7019,768959,171,2537,3.18318388443e-06,611.506817256,0
7020,768960,171,2538,3.63680948848e-05,42.9660485464,0
7021,768961,171,2539,4.2590247181e-05,942.149582328,0
7022,768962,171,2540,1.9456243974e-05,120.512476899,0
7023,768963,171,2541,0.0,0.0,0
7024,768964,171,2542,1.39112996224e-05,614.948725285,0
7025,768965,171,2543,3.52474027659e-05,219.60122356,0
7026,768966,171,2544,0.0,0.0,0
7027,768967,171,2545,0.0,0.0,0
7028,768968,171,2546,2.50822221816e-05,981.954811708,0
7029,768969,171,2547,0.0,0.0,0
7030,768970,171,2548,0.0,0.0,0
7031,768971,171,2549,0.0,0.0,0
7032,768972,171,2550,0.0,0.0,0
7033,768973,171,2551,0.0,0.0,0
7034,768974,171,2552,0.0,0.0,0
7035,768975,171,2553,0.0,0.0,0
7036,768976,171,2554,0.0,0.0,0
7037,768977,171,2555,0.0,0.0,0
7038,768978,171,2556,0.0,0.0,0
7039,768979,171,2557,0.0,0.0,0
7040,768980,171,2558,0.0,0.0,0
7041,768981,171,2559,0.0,0.0,0
7042,768982,171,2560,0.0,0.0,0
7043,768983,171,2561,0.0,0.0,0
7044,768984,171,2562,0.0,0.0,0
7045,768985,171,2563,0.0,0.0,0
7046,768986,171,2564,0.0,0.0,0
7047,768987,171,2565,0.0,0.0,0
7048,768988,171,2566,0.0,0.0,0
7049,768989,171,2567,0.0,0.0,0
7050,768990,171,2568,0.0,0.0,0
7051,768991,171,2569,0.0,0.0,0
7052,768992,171,2570,0.0,0.0,0
7053,768993,171,2571,0.000152359131915,194.504187375,0
7054,768994,171,2572,3.77452182802e-05,1020.89771019,0
7055,768995,171,2573,2.10832797214e-05,141.135597273,0
7056,768996,171,2574,0.0,0.0,0
7057,768997,171,2575,0.0,0.0,0
7058,768998,171,2576,0.0,0.0,0
7059,768999,171,2577,0.0,0.0,0
7060,769000,171,2578,0.0,0.0,0
7061,769001,171,2579,0.0,0.0,0
7062,769002,171,2580,0.0,0.0,0
7063,769003,171,2581,0.0,0.0,0
7064,769004,171,2582,0.0,0.0,0
7065,769005,171,2583,0.0,0.0,0
7066,769006,171,2584,0.0,0.0,0
7067,769007,171,2585,0.0,0.0,0
7068,769008,171,2586,0.0,0.0,0
7069,769009,171,2587,0.0,0.0,0
7070,769010,171,2588,0.0,0.0,0
7071,769011,171,2589,0.0,0.0,0
7072,769012,171,2590,0.0,0.0,0
7073,769013,171,2591,0.0,0.0,0
7074,769014,171,2592,0.0,0.0,0
7075,769015,171,2593,0.0,0.0,0
7076,769016,171,2594,0.0,0.0,0
7077,769017,171,2595,0.0,0.0,0
7078,769018,171,2596,0.0,0.0,0
7079,769019,171,2597,0.0,0.0,0
7080,769020,171,2598,0.0,0.0,0
7081,769021,171,2599,0.0,0.0,0
7082,769022,171,2600,0.0,0.0,0
7083,769023,171,2601,0.0,0.0,0
7084,769024,171,2602,0.0,0.0,0
7085,769025,171,2603,0.0,0.0,0
7086,769026,171,2604,0.0,0.0,0
7087,769027,171,2605,6.75940917654e-05,529.784163002,0
7088,769028,171,2606,0.0,0.0,0
7089,769029,171,2607,0.0,0.0,0
7090,769030,171,2608,0.0,0.0,0
7091,769031,171,2609,0.0,0.0,0
7092,769032,171,2610,0.0,0.0,0
7093,769033,171,2611,0.0,0.0,0
7094,769034,171,2612,0.0,0.0,0
7095,769035,171,2613,0.0,0.0,0
7096,769036,171,2614,0.0,0.0,0
7097,769037,171,2615,0.0,0.0,0
7098,769038,171,2616,0.0,0.0,0
7099,769039,171,2617,0.0,0.0,0
7100,769040,171,2618,0.0,0.0,0
7101,769041,171,2619,0.0,0.0,0
7102,769042,171,2620,0.0,0.0,0
7103,769043,171,2621,1.3919110085e-06,826.449199781,0
7104,769044,171,2622,2.25107134313e-06,864.476451815,0
7105,769045,171,2623,0.0,0.0,0
7106,769046,171,2624,0.0,0.0,0
7107,769047,171,2625,0.0,0.0,0
7108,769048,171,2626,0.0,0.0,0
7109,769049,171,2627,0.0,0.0,0
7110,769050,171,2628,0.000155994322298,664.976372841,0
7111,769051,171,2629,0.0,0.0,0
7112,769052,171,2630,0.0,0.0,0
7113,769053,171,2631,0.0,0.0,0
7114,769054,171,2632,0.0,0.0,0
7115,769055,171,2633,0.0,0.0,0
7116,769056,171,2634,1.6635789803e-06,837.310109407,0
7117,769057,171,2635,0.0,0.0,0
7118,769058,171,2636,0.0,0.0,0
7119,769059,171,2637,0.0,0.0,0
7120,769060,171,2638,9.02726344043e-05,361.821450252,0
7121,769061,171,2639,0.0,0.0,0
7122,769062,171,2640,0.0,0.0,0
7123,769063,171,2641,0.0,0.0,0
7124,769064,171,2642,0.0,0.0,0
7125,769065,171,2643,0.0,0.0,0
7126,769066,171,2644,3.09513152127e-06,1008.19666288,0
7127,769067,171,2645,2.52557152391e-06,976.421331304,0
7128,769068,171,2646,7.39357902185e-06,646.301187309,0
7129,769069,171,2647,0.0,0.0,0
7130,769070,171,2648,0.0,0.0,0
7131,769071,171,2649,0.0,0.0,0
7132,769072,171,2650,0.0,0.0,0
7133,769073,171,2651,0.0,0.0,0
7134,769074,171,2652,0.0,0.0,0
7135,769075,171,2653,0.0,0.0,0
7136,769076,171,2654,0.0,0.0,0
7137,769077,171,2655,0.0,0.0,0
7138,769078,171,2656,0.0,0.0,0
7139,769079,171,2657,0.0,0.0,0
7140,769080,171,2658,0.0,0.0,0
7141,769081,171,2659,0.0,0.0,0
7142,769082,171,2660,0.0,0.0,0
7143,769083,171,2661,0.0,0.0,0
7144,769084,171,2662,0.0,0.0,0
7145,769085,171,2663,0.0,0.0,0
7146,769086,171,2664,0.0,0.0,0
7147,769087,171,2665,0.0,0.0,0
7148,769088,171,2666,0.0,0.0,0
7149,769089,171,2667,0.0,0.0,0
7150,769090,171,2668,0.0,0.0,0
7151,769091,171,2669,0.0,0.0,0
7152,769092,171,2670,0.0,0.0,0
7153,769093,171,2671,0.0,0.0,0
7154,769094,171,2672,0.0,0.0,0
7155,769095,171,2673,0.0,0.0,0
7156,769096,171,2674,0.0,0.0,0
7157,769097,171,2675,0.0,0.0,0
7158,769098,171,2676,0.0,0.0,0
7159,769099,171,2677,0.0,0.0,0
7160,769100,171,2678,0.0,0.0,0
7161,769101,171,2679,0.0,0.0,0
7162,769102,171,2680,0.0,0.0,0
7163,769103,171,2681,0.0,0.0,0
7164,769104,171,2682,0.0,0.0,0
7165,769105,171,2683,0.0,0.0,0
7166,769106,171,2684,0.0,0.0,0
7167,769107,171,2685,0.0,0.0,0
7168,769108,171,2686,0.0,0.0,0
7169,769109,171,2687,0.0,0.0,0
7170,769110,171,2688,7.36783348311e-05,725.827936996,0
7171,769111,171,2689,7.06535091716e-05,726.015344249,0
7172,769112,171,2690,0.0,0.0,0
7173,769113,171,2691,2.23588016667e-05,709.801048035,0
7174,769114,171,2692,9.53786463484e-06,745.832711111,0
7175,769115,171,2693,7.85967453861e-06,444.314597314,0
7176,769116,171,2694,2.35058100111e-05,236.945578815,0
7177,769117,171,2695,3.81483283219e-06,303.491459794,0
7178,769118,171,2696,0.0,0.0,0
7179,769119,171,2697,4.84567875629e-05,1074.49393012,0
7180,769120,171,2698,0.0,0.0,0
7181,769121,171,2699,0.0,0.0,0
7182,769122,171,2700,0.0,0.0,0
7183,769123,171,2701,0.0,0.0,0
7184,769124,171,2702,0.0,0.0,0
7185,769125,171,2703,0.0,0.0,0
7186,769126,171,2704,0.0,0.0,0
7187,769127,171,2705,0.0,0.0,0
7188,769128,171,2706,0.0,0.0,0
7189,769129,171,2707,0.0,0.0,0
7190,769130,171,2708,0.0,0.0,0
