d3mIndex,age,workclass,fnlwgt,education,educationNum,maritalStatus,occupation,relationship,race,sex,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,label
445,55.0,State-gov,197399.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,-1
446,56.0,Self-emp-not-inc,233312.0,Masters,14.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,1
447,36.0,Private,99233.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,1
448,37.0,Private,218955.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,-1
449,17.0,Private,95079.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,United-States,-1
450,52.0,State-gov,254285.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,-1
451,57.0,Self-emp-inc,140319.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,-1
452,48.0,Local-gov,216689.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
453,23.0,Private,142766.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,18.0,United-States,-1
454,37.0,Private,191137.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,42.0,United-States,-1
455,48.0,Local-gov,100818.0,Bachelors,13.0,Separated,Prof-specialty,Unmarried,White,Female,7443.0,0.0,45.0,United-States,-1
456,37.0,Self-emp-not-inc,188563.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386.0,0.0,50.0,United-States,1
457,25.0,Private,44363.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,35.0,United-States,-1
458,29.0,Private,255817.0,5th-6th,3.0,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,40.0,El-Salvador,-1
459,43.0,Private,178417.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
460,52.0,Private,177942.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,1
461,35.0,State-gov,28738.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,4101.0,0.0,40.0,United-States,-1
462,41.0,Self-emp-not-inc,165815.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
463,41.0,State-gov,106900.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,60.0,United-States,1
464,51.0,Private,191659.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,65.0,United-States,1
465,64.0,Private,63676.0,10th,6.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States,-1
466,41.0,Private,128354.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,25.0,United-States,1
467,60.0,Private,165441.0,7th-8th,4.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1
468,33.0,Private,40681.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
469,37.0,Local-gov,269323.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
470,38.0,Local-gov,216129.0,Some-college,10.0,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,0.0,0.0,35.0,United-States,-1
471,46.0,Local-gov,238162.0,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,1887.0,50.0,United-States,1
472,48.0,Private,165484.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65.0,United-States,1
473,58.0,Private,51662.0,10th,6.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,8.0,United-States,-1
474,54.0,State-gov,258735.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
475,40.0,Private,336707.0,Assoc-voc,11.0,Separated,Craft-repair,Not-in-family,White,Female,0.0,0.0,60.0,United-States,-1
476,28.0,Private,33895.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,-1
477,37.0,Private,89559.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1
478,38.0,Self-emp-not-inc,135020.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,60.0,United-States,-1
479,42.0,Private,190767.0,Assoc-voc,11.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1
480,19.0,Private,120003.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,-1
481,43.0,Private,580591.0,1st-4th,2.0,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0.0,0.0,28.0,Mexico,-1
482,27.0,Private,247711.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,2258.0,55.0,United-States,-1
483,46.0,Private,141483.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,-1
484,33.0,Self-emp-not-inc,196480.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,-1
485,33.0,Private,69251.0,Assoc-voc,11.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,-1
486,42.0,Self-emp-inc,204598.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,3464.0,0.0,80.0,United-States,-1
487,56.0,Private,250873.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,-1
488,46.0,Private,235646.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
489,38.0,Private,234962.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2829.0,0.0,30.0,Mexico,-1
490,33.0,Private,155781.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1
491,50.0,Local-gov,145166.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,40.0,United-States,1
492,25.0,Private,203871.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1887.0,40.0,United-States,1
493,75.0,Self-emp-not-inc,36325.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,30.0,United-States,-1
494,38.0,Private,239755.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1
495,28.0,Self-emp-not-inc,155621.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,50.0,Columbia,-1
496,31.0,Private,119164.0,HS-grad,9.0,Never-married,Exec-managerial,Other-relative,White,Male,0.0,0.0,40.0,,-1
497,53.0,Private,161691.0,HS-grad,9.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,-1
498,48.0,Self-emp-not-inc,160724.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Japan,-1
499,45.0,Self-emp-not-inc,222374.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
500,40.0,Self-emp-inc,50644.0,Assoc-acdm,12.0,Divorced,Sales,Unmarried,White,Female,1506.0,0.0,40.0,United-States,-1
501,70.0,Private,220589.0,Some-college,10.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,12.0,United-States,-1
502,20.0,Private,243178.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,28.0,United-States,-1
503,59.0,Private,118479.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,China,-1
504,28.0,Local-gov,180271.0,Bachelors,13.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,65.0,United-States,1
505,19.0,Private,223648.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,4101.0,0.0,48.0,United-States,-1
506,35.0,Federal-gov,475324.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
507,46.0,Self-emp-not-inc,246891.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,99.0,United-States,1
508,67.0,Self-emp-not-inc,36876.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,-1
509,42.0,Private,175515.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
510,23.0,Private,183358.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Puerto-Rico,-1
511,29.0,Private,200511.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,-1
512,28.0,Private,408417.0,Some-college,10.0,Never-married,Sales,Own-child,Black,Male,0.0,0.0,40.0,United-States,-1
513,35.0,Private,161496.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,-1
514,49.0,Private,139268.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40.0,United-States,1
515,49.0,Private,323798.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,3325.0,0.0,50.0,United-States,-1
516,54.0,Self-emp-inc,124963.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
517,41.0,Private,184583.0,Some-college,10.0,Divorced,Other-service,Unmarried,White,Male,0.0,0.0,59.0,United-States,-1
518,24.0,Private,192017.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,30.0,United-States,-1
519,32.0,Private,185027.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,40.0,Ireland,1
520,23.0,Private,32950.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
521,49.0,Private,123584.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,75.0,United-States,-1
522,34.0,Self-emp-not-inc,180607.0,HS-grad,9.0,Married-spouse-absent,Other-service,Unmarried,White,Female,0.0,0.0,45.0,United-States,-1
523,53.0,Federal-gov,40641.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,1
524,44.0,Private,210525.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,-1
525,46.0,Local-gov,187505.0,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,,-1
526,32.0,Private,198452.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,0.0,0.0,40.0,United-States,-1
527,24.0,Private,698418.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,25.0,United-States,-1
528,21.0,Private,286824.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,12.0,United-States,-1
529,18.0,Private,268952.0,12th,8.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,-1
530,28.0,Private,197113.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,Other,Male,0.0,0.0,50.0,Puerto-Rico,-1
531,42.0,Private,135056.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,-1
532,19.0,Private,225775.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,Mexico,-1
533,19.0,Private,323421.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,United-States,-1
534,19.0,Private,172368.0,11th,7.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,20.0,United-States,-1
535,36.0,Private,115360.0,10th,6.0,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,3464.0,0.0,40.0,United-States,-1
536,28.0,Private,77009.0,Some-college,10.0,Never-married,Sales,Other-relative,White,Female,0.0,0.0,40.0,United-States,-1
537,47.0,Private,168262.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
538,57.0,Federal-gov,30030.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,1
539,54.0,Private,338089.0,Masters,14.0,Separated,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
540,55.0,Private,419732.0,Some-college,10.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,38.0,United-States,-1
541,55.0,Private,150507.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,-1
542,44.0,Private,174491.0,HS-grad,9.0,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,30.0,United-States,-1
543,39.0,Private,278187.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1
544,52.0,Private,188644.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,30.0,Mexico,-1
545,22.0,Private,175374.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,24.0,United-States,-1
546,30.0,Private,207284.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1
547,18.0,Private,245486.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,-1
548,34.0,Private,61272.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
549,18.0,Private,276540.0,12th,8.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,15.0,United-States,-1
550,29.0,Private,148069.0,Assoc-voc,11.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
551,34.0,Private,75454.0,12th,8.0,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1
552,64.0,State-gov,223830.0,9th,5.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,-1
553,47.0,Self-emp-inc,123075.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1
554,23.0,Private,115458.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
555,21.0,Private,56520.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
556,31.0,Federal-gov,165949.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,-1
557,21.0,Private,154964.0,HS-grad,9.0,Divorced,Machine-op-inspct,Other-relative,Black,Female,0.0,0.0,40.0,United-States,-1
558,32.0,Private,44392.0,Assoc-acdm,12.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,-1
559,53.0,Private,290882.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,-1
560,27.0,Private,153589.0,9th,5.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
561,42.0,Private,261929.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,1
562,37.0,Private,109633.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,16.0,United-States,1
563,45.0,Self-emp-not-inc,275445.0,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,50.0,United-States,-1
564,43.0,Self-emp-inc,150533.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0.0,0.0,50.0,United-States,1
565,21.0,Private,294295.0,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,White,Male,0.0,0.0,40.0,United-States,-1
566,69.0,Local-gov,61958.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,1424.0,0.0,6.0,United-States,-1
567,38.0,Private,80771.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,1
568,25.0,Private,193773.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,35.0,United-States,-1
569,56.0,Private,217775.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1
570,41.0,Private,132633.0,11th,7.0,Divorced,Priv-house-serv,Unmarried,White,Female,0.0,0.0,25.0,Guatemala,-1
571,43.0,Private,152420.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,50.0,United-States,-1
572,25.0,Private,98281.0,12th,8.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,43.0,United-States,-1
573,22.0,Private,237386.0,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,-1
574,28.0,Private,274579.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,-1
575,39.0,Private,80680.0,Some-college,10.0,Divorced,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,-1
576,36.0,Private,423711.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,-1
577,38.0,Private,106838.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,-1
578,52.0,Private,259363.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,1
579,62.0,Private,195543.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,20.0,United-States,1
580,31.0,Private,507875.0,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,43.0,United-States,-1
581,27.0,Self-emp-not-inc,357283.0,HS-grad,9.0,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,-1
582,28.0,Private,109282.0,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
583,50.0,Private,50178.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1
584,61.0,Private,115023.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1
585,33.0,State-gov,357691.0,Masters,14.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,United-States,-1
586,33.0,Private,176185.0,12th,8.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,2258.0,42.0,United-States,-1
587,18.0,Private,188241.0,11th,7.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,16.0,United-States,-1
588,53.0,Self-emp-not-inc,187830.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,35.0,United-States,1
589,48.0,Private,155489.0,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1
590,40.0,Private,143069.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1
591,42.0,Private,154374.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,60.0,United-States,1
592,38.0,Private,179481.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Poland,-1
593,38.0,Private,333651.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,70.0,United-States,1
594,49.0,Private,154451.0,11th,7.0,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,35.0,United-States,-1
595,26.0,Federal-gov,276075.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,-1
596,74.0,Self-emp-not-inc,173929.0,Doctorate,16.0,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0.0,0.0,25.0,United-States,1
597,35.0,Self-emp-not-inc,169426.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
598,43.0,Private,299197.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,-1
599,54.0,Private,178946.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,1
600,31.0,Private,103772.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
601,37.0,State-gov,157641.0,Some-college,10.0,Never-married,Protective-serv,Not-in-family,White,Female,0.0,0.0,30.0,United-States,-1
602,40.0,Local-gov,42703.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,1
603,64.0,Private,114994.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,18.0,United-States,-1
604,39.0,Private,57691.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298.0,0.0,40.0,United-States,1
605,25.0,Private,179772.0,HS-grad,9.0,Never-married,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1
606,19.0,Private,414871.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
607,24.0,Private,153583.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,-1
608,34.0,Self-emp-not-inc,204375.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60.0,United-States,1
609,50.0,Local-gov,320386.0,Assoc-acdm,12.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
610,36.0,Private,361888.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,1
611,36.0,Private,160120.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Vietnam,-1
612,38.0,Private,35429.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,2042.0,40.0,United-States,-1
613,61.0,Private,163729.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
614,53.0,Private,124963.0,HS-grad,9.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1
615,21.0,Private,57211.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
616,37.0,Private,74593.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,70.0,United-States,-1
617,48.0,Private,155509.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,16.0,Trinadad&Tobago,-1
618,24.0,Private,287357.0,11th,7.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,-1
619,39.0,Private,111275.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1
620,35.0,Private,251396.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1
621,39.0,Private,156780.0,HS-grad,9.0,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,40.0,,-1
622,43.0,Private,208613.0,Prof-school,15.0,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,99999.0,0.0,40.0,United-States,1
623,25.0,Private,113436.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,15.0,United-States,-1
624,39.0,Private,22463.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,-1
625,37.0,State-gov,150566.0,HS-grad,9.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,44.0,United-States,-1
626,30.0,Private,157778.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,25.0,United-States,1
627,49.0,Private,125421.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,-1
628,23.0,Private,163687.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,-1
629,22.0,Private,448626.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,-1
630,36.0,State-gov,210830.0,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,30.0,United-States,-1
631,75.0,Private,256474.0,Masters,14.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,16.0,United-States,-1
632,53.0,Federal-gov,177212.0,Some-college,10.0,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1
633,47.0,Self-emp-inc,96798.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,80.0,United-States,1
634,32.0,Private,33117.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,-1
635,64.0,Private,102041.0,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,-1
636,42.0,Private,47012.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7688.0,0.0,40.0,United-States,1
637,37.0,Private,213008.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Japan,-1
638,34.0,Private,42900.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1
639,55.0,Private,160662.0,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,80.0,United-States,1
640,49.0,Private,114797.0,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1
641,37.0,Local-gov,136749.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,35.0,United-States,-1
642,41.0,State-gov,210094.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
643,38.0,Private,252250.0,11th,7.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,65.0,United-States,-1
644,32.0,Private,220066.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1
