d3mIndex,Attribute_1,Attribute_2,Attribute_3,Attribute_4,Attribute_5,Attribute_6,Attribute_7,Attribute_8,Attribute_9,class
629,0,1,1,1,1,0,0,0,1,0
630,1,1,1,1,0,0,1,1,1,1
631,0,1,0,1,0,0,1,1,1,1
632,1,1,0,1,0,0,1,1,1,1
633,1,1,0,0,1,1,0,0,1,0
634,1,0,0,1,0,0,0,1,1,0
635,1,0,1,1,0,0,0,0,0,0
636,1,1,1,0,1,1,1,1,1,1
637,1,0,0,0,1,1,1,0,1,0
638,1,1,0,0,1,0,0,0,1,0
639,0,0,0,0,1,0,1,1,1,1
640,0,0,0,0,0,0,0,0,1,0
641,1,1,1,0,0,1,0,1,1,1
642,0,0,1,0,0,1,0,0,0,0
643,1,0,0,1,1,1,0,0,1,1
644,0,1,1,1,1,1,1,1,1,1
645,1,1,0,1,0,0,1,1,0,0
646,1,0,1,0,0,0,0,0,0,0
647,1,0,1,0,1,0,1,0,1,0
648,0,0,1,1,1,1,0,0,1,1
649,0,0,1,0,0,1,1,1,0,0
650,1,0,0,1,1,0,0,0,0,0
651,0,1,0,1,1,1,0,0,0,1
652,1,0,1,0,1,0,0,1,1,0
653,1,0,1,1,1,0,0,1,1,0
654,1,1,1,1,1,0,1,1,1,1
655,1,0,0,1,1,1,1,1,1,1
656,1,1,1,1,1,1,0,1,1,1
657,1,0,1,1,1,0,1,1,1,1
658,0,1,1,1,1,1,1,0,1,1
659,0,0,1,0,0,0,0,1,0,0
660,0,1,1,0,1,0,1,0,1,0
661,0,0,0,0,1,1,0,0,1,0
662,1,0,0,0,0,0,1,0,1,0
663,0,0,1,1,0,0,0,1,0,0
664,0,1,1,1,0,1,0,0,1,0
665,0,1,0,1,0,0,1,0,0,0
666,0,1,0,1,1,0,0,0,1,0
667,0,0,1,1,0,1,0,1,1,0
668,1,0,1,0,1,1,1,1,1,1
669,1,0,0,1,0,1,1,0,1,0
670,0,1,0,0,0,0,1,1,1,1
671,0,0,1,0,0,1,0,1,0,0
672,1,1,1,0,1,1,1,1,0,1
673,0,1,1,0,0,1,0,1,0,0
674,0,0,0,1,1,0,1,1,0,0
675,1,1,0,1,0,1,0,0,1,0
676,0,0,1,0,0,0,0,1,1,0
677,1,0,0,0,0,0,1,0,0,0
678,1,1,0,0,1,0,0,1,0,0
679,1,0,1,0,1,1,1,0,1,0
680,1,0,1,1,1,1,0,0,1,1
681,1,0,1,1,0,1,0,1,1,0
682,0,0,1,1,0,1,0,1,0,0
683,1,0,1,1,0,0,1,0,1,0
684,1,0,0,1,0,1,0,1,1,0
685,1,1,0,1,1,0,1,1,1,1
686,0,1,0,1,0,1,0,0,1,0
687,1,1,1,1,1,0,1,1,0,1
688,0,1,0,1,1,0,0,1,1,0
689,1,1,0,1,0,0,0,1,1,0
690,1,0,0,1,0,0,1,0,0,0
691,1,0,0,1,1,0,1,0,1,0
692,1,0,1,0,1,0,0,0,0,0
693,1,1,1,1,1,1,1,0,1,1
694,0,0,0,0,0,0,1,0,1,0
695,0,1,0,0,1,0,0,0,1,0
696,0,1,0,0,0,0,0,1,1,0
697,1,0,0,1,0,0,0,1,0,0
698,1,0,1,1,0,0,0,0,1,0
699,0,0,0,1,0,1,0,0,0,0
700,1,0,1,0,0,0,0,1,1,0
701,0,1,0,1,1,0,0,0,0,0
702,1,1,1,1,1,0,0,0,0,1
703,0,0,1,1,1,1,1,0,0,1
704,0,0,1,1,1,0,1,1,0,0
705,0,0,1,1,0,0,0,1,1,0
706,0,0,0,1,0,1,1,0,1,0
707,1,0,1,0,1,0,1,1,1,1
708,0,0,1,1,1,1,1,0,1,1
709,1,1,0,0,0,0,0,1,1,0
710,1,0,0,0,1,1,1,1,1,1
711,1,1,0,1,1,0,1,1,0,0
712,0,0,0,0,1,0,0,1,0,0
713,0,0,0,1,0,1,0,0,1,0
714,1,1,1,0,1,1,1,0,1,1
715,1,0,1,1,0,0,0,1,1,0
716,1,0,0,0,1,1,0,0,1,0
717,0,1,0,1,1,0,1,0,0,0
718,0,0,0,1,1,1,0,1,1,1
719,1,0,0,0,0,0,0,1,1,0
720,0,1,1,0,1,1,1,1,0,0
721,1,0,0,0,0,0,0,1,0,0
722,0,0,0,1,0,0,0,1,0,0
723,1,0,0,0,1,0,1,0,1,0
724,0,0,0,0,0,0,1,0,0,0
725,0,1,1,1,0,0,0,1,0,0
726,0,0,0,0,1,0,1,0,1,0
727,0,0,1,0,0,1,1,0,1,0
728,0,0,1,1,1,0,0,1,1,0
729,1,1,0,1,0,1,0,1,1,0
730,1,0,1,0,0,1,1,0,0,0
731,0,0,0,1,1,1,1,1,1,1
732,0,1,0,1,1,0,1,1,1,1
733,1,1,0,0,0,0,1,0,0,0
734,0,0,0,1,0,0,1,0,0,0
735,0,1,1,1,1,1,0,1,0,1
736,1,1,1,1,0,0,0,1,1,1
737,0,0,0,1,1,0,1,0,1,0
738,0,1,1,1,0,1,0,1,1,0
739,1,0,0,1,0,1,0,0,1,0
740,1,1,1,0,0,1,0,0,1,1
741,1,1,0,1,0,0,1,0,0,0
742,1,0,0,0,1,0,0,1,0,0
743,1,1,1,1,1,0,1,0,1,1
744,1,0,1,1,1,1,0,1,0,1
745,0,1,0,0,1,1,0,0,0,0
746,0,1,0,0,0,1,1,1,1,1
747,1,0,0,0,1,0,0,1,1,0
748,0,0,1,1,0,0,1,1,0,0
749,1,1,1,0,0,0,1,0,1,1
750,1,1,1,1,1,0,0,1,1,1
751,0,0,1,0,1,0,1,1,0,0
752,0,1,1,0,0,0,0,1,1,0
753,1,1,0,0,0,0,0,0,1,0
754,0,0,0,1,0,0,0,1,1,0
755,0,1,0,0,0,1,1,1,0,0
756,1,1,0,0,1,0,0,0,0,0
757,0,1,1,0,0,0,1,1,1,1
758,0,0,1,1,0,1,0,0,0,0
759,0,0,1,1,0,0,0,0,0,0
760,0,1,1,1,1,0,1,0,1,0
761,1,0,1,0,0,0,1,0,0,0
762,1,1,0,1,1,1,0,0,1,1
763,1,1,0,0,1,1,1,1,0,0
764,0,0,1,0,0,1,0,1,1,0
765,0,1,0,0,1,1,1,1,1,1
766,0,1,1,1,1,0,1,1,0,0
767,1,1,0,0,1,0,1,1,0,0
768,0,0,1,1,1,1,0,1,0,1
769,0,1,1,1,0,0,1,1,1,1
770,0,0,1,1,1,1,1,1,1,1
771,0,0,1,1,1,0,1,1,1,1
772,1,1,0,1,0,1,1,0,1,0
773,1,0,1,1,1,1,1,0,1,1
774,0,1,1,1,0,1,1,0,1,0
775,0,0,0,0,1,1,1,1,1,1
776,0,1,1,0,1,1,1,1,1,1
777,1,0,1,0,0,0,0,1,0,0
778,1,1,1,1,0,1,1,1,1,1
779,1,0,0,0,1,1,0,1,0,0
780,1,0,0,1,0,1,0,0,0,0
781,1,0,0,0,0,1,1,1,1,1
782,1,1,0,0,0,0,1,1,1,1
783,0,1,1,0,1,1,0,0,0,0
784,1,1,0,1,0,1,1,1,0,0
785,0,1,1,0,0,1,0,0,1,0
786,0,1,0,1,0,1,1,0,1,0
787,0,1,1,0,0,0,1,1,0,0
788,0,1,1,0,0,0,0,1,0,0
789,0,1,0,0,1,1,0,1,0,0
790,0,1,0,1,1,0,1,1,0,0
791,1,0,1,0,1,1,0,1,0,0
792,1,1,1,0,0,0,0,1,1,1
793,0,1,1,1,0,0,0,0,0,0
794,1,0,0,0,1,1,0,1,1,0
795,0,1,0,0,1,0,0,1,0,0
796,0,0,0,1,0,1,0,1,0,0
797,0,1,1,0,0,0,1,0,0,0
798,1,0,1,0,1,1,0,0,1,0
799,0,1,0,0,0,1,0,0,0,0
800,1,0,1,1,0,0,1,0,0,0
801,0,1,1,1,0,1,0,1,0,0
802,0,1,0,0,1,1,1,0,1,0
803,0,0,1,0,1,1,0,1,1,0
804,1,0,1,1,0,1,1,1,0,0
805,1,0,0,1,0,0,0,0,0,0
806,0,0,0,0,0,1,1,1,0,0
807,0,1,1,0,1,0,0,0,0,0
808,1,0,0,0,1,1,1,1,0,0
809,0,0,1,0,0,0,0,0,1,0
810,1,0,1,1,0,1,0,0,0,0
811,0,1,0,0,1,1,0,0,1,0
812,1,1,1,1,0,1,0,1,0,1
813,1,1,0,0,1,0,1,1,1,1
814,1,1,1,1,1,1,1,0,0,1
815,1,1,1,0,0,1,1,1,0,1
816,1,1,1,0,0,1,0,1,0,1
817,0,1,1,1,0,0,0,0,1,0
818,1,1,0,1,1,1,1,1,0,1
819,1,0,1,0,0,1,0,1,0,0
820,0,1,1,1,1,1,1,1,0,1
821,1,0,1,1,0,0,1,1,1,1
822,0,1,0,0,0,1,0,1,1,0
823,1,0,1,1,0,0,0,1,0,0
824,0,1,0,1,0,0,0,1,1,0
825,0,0,0,0,0,1,0,1,0,0
826,1,0,1,1,1,0,1,0,1,0
827,0,0,0,0,0,0,1,1,1,1
828,0,1,1,0,0,1,0,0,0,0
829,0,0,0,0,1,0,0,0,0,0
830,0,0,1,1,1,1,0,0,0,1
831,0,0,1,0,0,0,1,0,1,0
832,1,0,0,1,1,1,0,1,0,1
833,1,1,1,0,1,0,1,1,0,1
834,1,0,1,1,1,1,0,1,1,1
835,0,0,0,0,0,1,0,0,0,0
836,0,0,1,0,1,1,1,0,1,0
837,1,0,1,1,0,1,0,1,0,0
838,0,0,0,0,0,0,0,1,1,0
839,1,0,0,0,1,0,1,1,1,1
840,0,1,1,0,0,1,0,1,1,0
841,0,1,1,1,0,0,1,1,0,0
842,0,0,1,0,1,0,1,1,1,1
843,0,0,1,0,0,0,1,1,0,0
844,1,1,1,1,0,1,1,1,0,1
845,0,1,1,0,0,0,0,0,1,0
846,1,0,0,0,0,1,1,0,1,0
847,1,1,1,0,1,1,0,1,1,1
848,0,1,0,1,0,0,1,0,1,0
849,1,1,1,1,0,0,1,0,0,1
850,0,1,1,1,0,1,1,1,1,1
851,0,0,1,0,0,1,1,0,0,0
852,1,0,1,1,0,1,1,0,0,0
853,0,1,0,0,0,0,0,1,0,0
854,0,1,0,0,0,0,1,0,1,0
855,1,0,1,0,1,0,1,1,0,0
856,0,0,0,1,1,1,1,1,0,1
857,1,1,1,1,1,1,0,0,1,1
858,0,1,0,0,0,1,1,0,1,0
859,0,1,0,0,1,0,1,0,0,0
860,0,0,1,0,1,1,1,0,0,0
861,0,0,0,1,1,1,0,0,0,1
862,1,0,0,0,0,0,0,0,0,0
863,0,0,0,1,1,0,1,1,1,1
864,1,1,1,0,0,0,1,0,0,1
865,1,1,1,0,0,1,1,0,0,1
866,1,0,1,1,1,0,1,0,0,0
867,1,1,0,1,1,0,0,0,0,0
868,1,0,1,1,0,0,1,1,0,0
869,0,1,1,0,0,0,1,0,1,0
870,0,0,0,1,0,1,1,0,0,0
871,1,0,0,1,0,1,1,1,1,1
872,1,0,0,0,0,1,0,1,1,0
873,1,0,1,1,1,1,1,0,0,1
874,0,0,1,1,0,1,1,1,0,0
875,0,1,0,0,0,1,0,1,0,0
876,1,0,0,0,0,1,0,0,0,0
877,0,1,0,1,1,1,0,1,1,1
878,0,0,0,0,1,0,0,0,1,0
879,0,1,1,0,1,1,0,1,1,0
880,0,1,1,0,0,1,1,1,0,0
881,1,0,0,1,1,1,0,0,0,1
882,0,1,1,0,0,1,1,0,0,0
883,0,1,0,0,0,0,0,0,0,0
884,1,0,0,1,0,0,1,1,0,0
885,1,0,0,0,0,1,1,0,0,0
886,1,1,0,1,1,1,0,1,1,1
887,1,0,0,1,1,0,1,0,0,0
888,0,0,1,1,0,0,1,0,1,0
889,0,0,1,1,0,0,0,0,1,0
890,1,1,0,1,1,0,0,0,1,0
891,0,1,1,0,1,0,0,0,1,0
892,1,0,1,0,0,0,1,1,1,1
893,1,1,1,1,1,0,0,1,0,1
894,0,0,0,0,0,0,1,1,0,0
895,1,0,0,0,0,0,1,1,0,0
896,0,0,0,1,0,0,1,1,0,0
897,0,0,1,0,1,1,1,1,0,0
898,1,1,0,1,1,1,1,1,1,1
899,1,1,0,0,1,1,1,0,1,0
900,0,1,0,0,1,1,1,0,0,0
901,0,1,0,0,1,1,1,1,0,0
902,1,0,1,0,0,1,1,0,1,0
903,1,0,1,0,1,0,1,0,0,0
904,1,0,0,0,0,1,0,1,0,0
905,1,1,0,0,0,0,0,1,0,0
906,1,1,0,1,0,0,0,0,0,0
907,0,1,0,1,1,1,1,1,0,1
908,1,1,0,1,1,0,1,0,0,0
909,1,1,1,1,0,1,0,0,0,1
910,0,1,1,0,1,1,0,1,0,0
911,1,0,0,1,1,1,1,0,1,1
912,1,1,1,0,1,1,0,1,0,1
913,1,1,0,0,1,0,1,0,0,0
914,1,0,1,0,0,0,0,0,1,0
915,0,0,1,0,1,1,1,1,1,1
916,0,0,0,1,1,1,1,0,1,1
917,0,0,0,0,0,1,1,0,1,0
918,0,0,0,1,1,0,1,0,0,0
919,1,1,0,0,1,1,0,0,0,0
920,1,0,1,0,1,0,0,1,0,0
921,1,1,1,0,1,1,1,0,0,1
922,0,0,1,1,0,1,0,0,1,0
923,1,1,1,0,1,0,1,1,1,1
924,1,0,0,1,1,0,1,1,0,0
925,1,1,0,1,0,1,1,1,1,1
926,1,0,0,1,1,1,1,0,0,1
927,1,1,0,0,0,1,0,1,0,0
928,1,0,1,1,1,1,1,1,1,1
929,1,0,0,1,1,0,0,1,1,0
930,0,0,1,1,1,1,0,1,1,1
931,1,1,1,0,1,1,0,0,0,1
932,1,1,1,0,1,0,1,0,1,1
933,0,1,1,0,0,1,1,0,1,0
934,0,1,1,1,0,0,1,0,1,0
935,1,1,0,0,1,0,1,0,1,0
936,0,0,0,0,1,0,1,1,0,0
937,0,0,1,0,1,0,1,0,0,0
938,0,1,1,1,1,1,0,0,0,1
939,0,0,0,1,0,1,1,1,1,1
940,0,0,0,1,1,0,0,0,0,0
941,1,0,0,1,0,1,1,0,0,0
942,1,1,0,0,0,0,0,0,0,0
943,0,1,1,0,1,1,1,0,1,0
944,1,1,1,1,0,1,1,0,0,1
945,1,0,1,1,1,1,0,0,0,1
946,1,0,1,0,1,1,1,1,0,0
947,1,1,1,1,1,1,1,1,1,1
948,0,0,0,1,0,0,1,1,1,1
949,0,1,1,0,1,0,1,1,0,0
950,0,1,0,0,0,0,0,0,1,0
951,1,0,0,0,1,0,1,1,0,0
952,0,0,1,0,0,0,0,0,0,0
953,0,0,0,0,0,0,0,1,0,0
954,1,1,0,1,0,1,0,1,0,0
955,0,1,0,1,1,1,0,0,1,1
956,0,0,1,1,0,0,1,0,0,0
957,0,0,1,1,1,0,1,0,1,0
958,0,0,0,1,0,0,0,0,0,0
959,1,0,0,1,0,0,1,1,1,1
960,0,0,0,1,0,1,1,1,0,0
961,0,0,0,0,1,0,0,1,1,0
962,1,1,1,0,0,0,0,0,1,1
963,0,0,0,0,0,1,0,1,1,0
964,1,1,1,1,0,1,0,0,1,1
965,1,0,1,0,0,1,0,1,1,0
966,1,1,0,1,1,1,0,1,0,1
967,0,0,1,1,1,0,1,0,0,0
968,0,1,1,1,0,0,0,1,1,0
969,1,0,1,1,1,0,1,1,0,0
970,1,0,1,0,0,0,1,1,0,0
971,1,1,1,0,0,1,1,1,1,1
972,0,1,1,0,1,0,1,1,1,1
