d3mIndex,class_code,largest_spot_code,spot_dist_code,Activity,Evolution,Previous_24_hour_code,Historically-complex,become_complex,Area,Area_of_the_largest_spot,class
576,5,4,3,1,1,1,1,2,1,1,0
577,2,4,2,1,3,1,1,2,1,1,1
578,2,4,2,1,2,1,2,2,1,1,0
579,1,0,2,1,3,1,1,2,1,1,0
580,3,4,2,1,3,1,1,2,1,1,0
581,1,4,2,2,3,3,1,2,1,1,0
582,5,4,3,1,1,1,1,2,1,1,0
583,4,2,1,1,2,1,2,2,1,1,1
584,3,0,2,1,2,1,2,2,1,1,1
585,0,5,2,1,3,1,1,2,1,1,0
586,0,5,2,1,3,1,1,2,1,1,1
587,1,4,2,2,3,1,2,2,1,1,0
588,1,3,2,1,2,1,1,2,1,1,0
589,0,5,2,1,3,1,1,2,1,1,0
590,1,3,2,1,2,1,1,2,1,1,0
591,2,4,2,2,3,1,2,2,1,1,0
592,5,3,3,1,2,1,1,2,1,1,0
593,1,4,2,1,3,1,1,2,1,1,0
594,3,0,1,2,3,3,2,2,1,1,1
595,1,3,2,1,3,1,1,2,1,1,0
596,5,4,3,1,3,1,2,2,1,1,0
597,5,3,3,2,2,1,2,2,1,1,0
598,4,0,1,1,2,1,2,2,1,1,0
599,5,4,3,1,2,1,2,1,1,1,0
600,4,0,1,2,2,1,2,2,1,1,0
601,5,0,3,1,3,1,1,2,1,1,0
602,5,4,3,1,2,1,1,2,1,1,0
603,2,0,1,1,3,1,2,2,1,1,1
604,0,5,2,2,1,1,2,2,1,1,0
605,3,4,1,1,3,1,2,2,1,1,1
606,1,3,2,1,2,1,2,2,1,1,0
607,5,4,3,2,2,1,1,2,1,1,0
608,1,4,1,1,3,1,1,2,1,1,0
609,5,0,3,1,2,1,1,1,1,1,1
610,5,4,3,1,2,1,1,1,1,1,0
611,5,4,3,1,3,1,1,1,1,1,0
612,3,0,2,2,2,1,2,2,1,1,1
613,5,4,3,1,3,1,1,2,1,1,0
614,5,4,3,1,3,1,2,1,1,1,0
615,2,4,2,1,2,1,1,2,1,1,1
616,5,4,3,1,3,1,1,2,1,1,1
617,4,2,1,2,2,1,2,2,2,1,1
618,1,4,1,1,3,1,1,2,1,1,1
619,2,1,2,1,3,1,2,2,1,1,0
620,0,5,1,1,3,1,1,2,1,1,0
621,2,3,2,1,3,1,1,2,1,1,0
622,5,3,3,1,2,1,2,1,1,1,0
623,2,0,2,1,2,1,2,2,1,1,1
624,1,4,2,1,2,1,2,2,1,1,0
625,5,4,3,1,2,1,2,2,1,1,0
626,3,4,1,2,2,1,2,2,1,1,0
627,3,3,0,2,3,1,1,2,1,1,0
628,1,3,2,1,1,1,1,2,1,1,0
629,0,5,2,1,1,1,1,2,1,1,0
630,3,1,2,2,2,2,2,2,1,1,0
631,2,3,2,1,3,1,1,2,1,1,0
632,1,4,2,1,2,1,1,2,1,1,0
633,5,1,3,1,3,1,2,1,1,1,0
634,1,3,2,1,3,1,1,2,1,1,0
635,3,2,0,2,3,3,2,2,2,1,1
636,4,0,1,2,3,1,2,2,1,1,0
637,5,4,3,1,2,1,1,2,1,1,0
638,1,3,2,1,3,1,1,2,1,1,0
639,5,1,3,1,2,1,1,1,1,1,0
640,0,5,2,1,3,1,1,2,1,1,0
641,1,3,2,1,3,1,1,2,1,1,0
642,5,3,3,1,1,1,1,2,1,1,0
643,5,3,3,1,2,1,1,2,1,1,0
644,0,5,2,1,3,1,1,2,1,1,0
645,2,0,1,1,3,1,2,2,1,1,1
646,0,5,2,1,3,1,1,2,1,1,0
647,1,3,2,1,3,1,1,2,1,1,0
648,5,4,3,1,2,1,1,1,1,1,0
649,5,3,3,1,3,1,1,1,1,1,0
650,3,2,0,2,2,1,2,2,1,1,0
651,4,0,1,2,2,1,2,2,1,1,1
652,0,5,2,1,3,1,1,2,1,1,0
653,5,4,3,1,2,1,1,2,1,1,0
654,4,4,1,2,2,1,2,2,1,1,0
655,2,4,1,1,2,1,2,2,1,1,0
656,3,2,0,2,2,3,2,2,2,1,0
657,2,3,1,1,3,1,1,2,1,1,0
658,0,5,2,1,2,1,1,2,1,1,0
659,2,0,1,1,3,1,1,2,1,1,0
660,1,4,2,1,1,1,1,2,1,1,0
661,1,3,2,1,2,1,1,2,1,1,0
662,3,2,0,2,3,1,2,2,2,1,0
663,5,4,3,1,3,1,1,1,1,1,0
664,1,3,2,1,2,1,2,2,1,1,0
665,0,5,2,1,3,1,1,2,1,1,0
666,5,4,3,1,2,1,2,1,1,1,0
667,2,3,2,1,2,1,1,2,1,1,0
668,4,0,1,2,2,1,2,2,1,1,1
669,3,4,2,1,1,1,2,2,1,1,0
670,2,4,2,1,3,1,1,2,1,1,0
671,1,3,2,1,2,1,1,2,1,1,1
672,0,5,2,1,3,1,1,2,1,1,1
673,0,5,2,1,1,1,2,2,1,1,0
674,5,4,3,1,2,1,1,2,1,1,0
675,5,4,3,1,2,1,1,1,1,1,0
676,2,0,2,1,3,1,1,2,1,1,0
677,2,0,1,2,3,1,1,2,1,1,0
678,1,4,2,1,2,1,1,2,1,1,1
679,0,5,2,1,3,1,1,2,1,1,0
680,1,4,2,2,2,1,1,2,1,1,0
681,3,4,2,1,2,1,1,2,1,1,1
682,5,3,3,1,3,1,2,2,1,1,0
683,3,0,2,1,3,1,1,2,1,1,1
684,1,4,1,1,3,1,1,2,1,1,0
685,0,5,1,1,3,1,1,2,1,1,0
686,2,4,2,1,2,1,1,2,1,1,1
687,2,0,2,1,3,1,2,2,1,1,0
688,2,0,1,1,2,1,1,2,1,1,0
689,2,3,0,2,3,1,1,2,1,1,1
690,5,4,3,1,2,1,1,2,1,1,0
691,5,0,3,1,2,1,2,2,1,1,0
692,5,0,3,1,2,1,2,2,1,1,0
693,3,0,1,1,3,1,1,2,1,1,0
694,2,4,2,1,3,1,1,2,1,1,0
695,0,5,2,1,3,1,1,2,1,1,0
696,5,4,3,1,2,1,2,2,1,1,0
697,1,0,2,1,2,1,2,2,1,1,0
698,5,0,3,1,2,1,2,2,1,1,0
699,0,5,1,1,3,1,1,2,1,1,0
700,1,0,2,1,3,1,2,2,1,1,0
701,3,2,0,2,3,3,2,2,2,1,1
702,1,4,2,1,2,1,1,2,1,1,0
703,0,5,2,1,3,1,1,2,1,1,0
704,2,2,1,1,3,1,2,2,1,1,1
705,0,5,2,1,3,1,1,2,1,1,0
706,5,4,3,1,3,1,2,2,1,1,0
707,2,4,2,1,2,1,2,2,1,1,0
708,3,0,1,1,2,1,2,2,1,1,1
709,5,4,3,1,2,1,1,2,1,1,0
710,5,3,3,1,3,1,1,2,1,1,0
711,5,4,3,1,2,1,1,2,1,1,0
712,1,3,2,2,2,1,1,2,1,1,0
713,1,3,2,1,3,1,1,2,1,1,0
714,5,4,3,1,3,1,2,2,1,1,0
715,2,2,1,1,3,1,2,2,1,1,1
716,2,3,2,1,3,1,1,2,1,1,0
717,3,2,0,2,2,2,2,2,2,1,0
718,2,4,2,1,3,1,1,2,1,1,0
719,2,4,2,2,3,1,2,2,1,1,1
720,2,2,1,2,2,1,2,2,1,1,1
721,3,4,2,1,2,1,2,2,1,1,0
722,5,4,3,1,3,1,1,2,1,1,0
723,1,4,2,1,2,1,1,2,1,1,0
724,0,5,2,1,1,1,2,2,1,1,0
725,0,5,2,1,2,1,1,2,1,1,0
726,2,4,2,1,3,1,1,2,1,1,0
727,5,4,3,1,2,1,1,1,1,1,0
728,0,5,2,1,3,1,1,2,1,1,0
729,2,2,1,2,3,1,2,2,1,1,1
730,1,4,2,1,3,1,2,2,1,1,0
731,5,4,3,1,2,1,1,2,1,1,0
732,5,4,3,1,2,1,2,1,1,1,0
733,0,5,2,1,3,1,1,2,1,1,0
734,0,5,2,1,3,1,1,2,1,1,0
735,0,5,2,1,2,1,2,2,1,1,0
736,5,4,3,1,2,1,1,1,1,1,0
737,5,4,3,1,2,1,1,2,1,1,0
738,5,4,3,1,2,1,2,2,1,1,0
739,5,4,3,1,1,1,1,2,1,1,0
740,3,2,1,1,2,1,2,2,1,1,1
741,1,3,2,1,2,1,1,2,1,1,0
742,4,0,1,1,2,1,2,2,1,1,1
743,5,3,3,1,3,1,1,2,1,1,0
744,0,5,2,1,3,1,1,2,1,1,0
745,1,4,1,2,2,1,2,2,1,1,0
746,3,4,2,2,3,3,1,2,1,1,0
747,0,5,2,1,2,1,1,2,1,1,0
748,5,4,3,1,2,1,1,2,1,1,0
749,1,4,2,2,2,1,1,2,1,1,0
750,3,0,0,2,2,1,2,2,1,1,0
751,5,3,3,1,3,1,1,2,1,1,0
752,3,0,2,2,2,1,2,2,1,1,0
753,2,0,1,2,2,1,2,2,1,1,0
754,2,3,1,1,3,1,2,2,1,1,0
755,0,5,1,1,1,1,2,2,1,1,0
756,2,0,2,1,1,1,2,2,1,1,0
757,2,0,1,2,2,1,2,2,1,1,0
758,5,3,3,1,3,1,1,1,1,1,0
759,3,0,2,1,3,1,1,2,1,1,0
760,3,4,2,1,2,1,2,2,1,1,0
761,5,4,3,1,3,1,1,2,1,1,0
762,1,3,2,1,2,1,1,2,1,1,0
763,5,0,3,1,3,1,1,2,1,1,0
764,2,0,1,1,3,1,2,2,1,1,0
765,0,5,2,2,2,1,2,2,1,1,0
766,2,4,1,2,3,1,2,2,1,1,0
767,0,5,2,1,1,1,1,2,1,1,0
768,5,4,3,1,2,1,2,1,1,1,0
769,1,3,2,1,2,1,2,2,1,1,0
770,2,0,2,1,3,1,2,2,1,1,0
771,1,4,2,1,3,1,2,2,1,1,1
772,5,4,3,1,3,1,1,2,1,1,0
773,5,4,3,1,1,1,1,2,1,1,0
774,5,4,3,1,2,1,1,1,1,1,1
775,5,4,3,1,3,1,2,1,1,1,0
776,2,0,0,2,3,1,2,2,1,1,0
777,5,3,3,1,3,1,1,2,1,1,0
778,2,1,2,1,2,1,2,2,1,1,0
779,3,0,1,1,3,1,2,2,1,1,0
780,2,0,1,2,2,1,2,2,1,1,1
781,1,3,2,1,2,1,1,2,1,1,0
782,0,5,1,1,2,1,1,2,1,1,0
783,1,0,2,1,3,1,2,2,1,1,0
784,2,4,2,1,2,1,2,2,1,1,1
785,3,4,2,1,3,1,1,2,1,1,1
786,1,4,2,1,2,1,1,2,1,1,0
787,2,0,1,1,2,1,2,2,1,1,0
788,1,3,2,1,2,1,1,2,1,1,0
789,2,0,1,1,3,1,1,2,1,1,1
790,2,4,1,1,3,1,1,2,1,1,1
791,2,4,2,1,1,1,1,2,1,1,0
792,5,3,3,1,1,1,1,2,1,1,0
793,3,0,1,1,3,1,2,2,1,1,0
794,5,4,3,1,2,1,2,2,1,1,0
795,0,5,2,1,3,1,1,2,1,1,0
796,5,4,3,1,1,1,2,2,1,1,1
797,4,2,0,1,2,1,2,2,2,1,0
798,1,3,2,1,2,1,1,2,1,1,0
799,5,4,3,1,2,1,2,1,1,1,0
800,1,4,2,2,2,1,1,2,1,1,1
801,2,4,2,1,3,1,2,2,1,1,0
802,1,0,1,2,3,1,2,2,1,1,0
803,1,0,2,1,3,1,2,2,1,1,0
804,2,0,1,1,3,1,1,2,1,1,0
805,4,3,1,1,2,1,2,2,1,1,1
806,5,4,3,1,1,1,1,2,1,1,0
807,3,4,1,2,2,1,2,2,1,1,0
808,1,4,2,1,3,1,1,2,1,1,0
809,2,0,1,1,1,1,2,2,1,1,1
810,4,1,2,1,3,1,2,2,1,1,0
811,1,4,2,1,2,1,2,2,1,1,0
812,3,4,1,2,3,1,2,2,1,1,0
813,3,2,0,2,2,3,2,2,2,1,0
814,2,3,2,1,3,1,1,2,1,1,0
815,1,3,2,1,3,1,1,2,1,1,1
816,0,5,2,1,3,1,1,2,1,1,0
817,2,0,2,1,3,1,2,2,1,1,0
818,1,4,2,1,3,1,1,2,1,1,1
819,0,5,2,1,2,1,2,2,1,1,0
820,4,4,2,2,2,1,1,2,1,1,0
821,5,3,3,1,1,1,1,2,1,1,0
822,1,4,1,1,3,1,1,2,1,1,0
823,5,3,3,1,3,1,2,1,1,1,0
824,5,1,3,1,3,1,1,2,1,1,0
825,4,0,1,2,2,1,2,2,1,1,0
826,0,5,2,1,2,1,1,2,1,1,0
827,5,4,3,1,1,1,2,2,1,1,0
828,0,5,2,1,3,1,1,2,1,1,0
829,2,0,1,2,3,1,2,2,1,1,1
830,5,4,3,1,2,1,2,1,1,1,0
831,5,4,3,1,1,1,1,2,1,1,0
832,2,3,1,1,3,1,1,2,1,1,0
833,5,3,3,1,1,1,1,2,1,1,0
834,5,4,3,1,3,1,1,1,1,1,0
835,5,3,3,1,2,1,1,2,1,1,0
836,0,5,2,1,2,1,1,2,1,1,0
837,5,4,3,1,2,1,2,2,1,1,0
838,1,3,2,1,3,1,1,2,1,1,0
839,2,4,2,1,2,1,1,2,1,1,0
840,0,5,2,1,2,1,1,2,1,1,0
841,2,0,1,1,3,1,2,2,1,1,1
842,5,4,3,1,3,1,2,1,1,1,0
843,1,3,2,1,2,1,1,2,1,1,0
844,2,2,1,2,2,1,2,2,1,1,0
845,3,0,1,1,3,1,2,2,1,1,0
846,5,0,3,1,3,1,2,2,1,1,0
847,0,5,2,1,3,1,1,2,1,1,0
848,2,3,1,1,3,1,2,2,1,1,0
849,2,0,1,1,3,1,1,2,1,1,0
850,1,3,2,1,2,1,2,2,1,1,0
851,0,4,2,1,2,1,1,2,1,1,0
852,1,4,2,2,1,1,1,2,1,1,0
853,5,4,3,1,2,1,2,2,1,1,0
854,5,0,3,1,2,1,2,2,1,1,0
855,5,4,3,1,1,1,1,2,1,1,0
856,0,5,2,1,3,1,1,2,1,1,0
857,1,4,1,1,3,1,1,2,1,1,0
858,0,5,2,2,2,1,2,2,1,1,1
859,1,3,2,1,3,1,1,2,1,1,0
860,2,0,1,2,3,1,2,2,1,1,0
861,2,0,1,1,3,1,2,2,1,1,0
862,5,3,3,1,3,1,1,2,1,1,1
863,3,0,0,1,3,1,2,2,1,1,0
864,5,4,3,1,3,1,2,2,1,1,0
865,1,4,2,1,2,1,1,2,1,1,0
866,2,0,1,2,3,3,1,2,1,1,1
867,2,3,1,2,3,2,2,2,1,1,0
868,5,4,3,1,3,1,1,1,1,1,0
869,3,0,1,2,3,1,2,2,1,1,1
870,0,5,2,1,3,1,1,2,1,1,0
871,0,5,2,1,1,1,1,2,1,1,0
872,2,0,1,1,3,1,2,2,1,1,1
873,4,2,1,2,2,3,2,2,1,1,0
874,4,2,0,2,3,3,2,2,2,1,1
875,5,4,3,1,1,1,2,2,1,1,0
876,5,4,3,1,1,2,2,2,1,1,0
877,2,3,2,1,3,1,1,2,1,1,0
878,4,0,1,1,2,1,2,2,1,1,1
879,5,4,3,1,2,1,1,1,1,1,0
880,5,4,3,1,2,1,1,2,1,1,0
881,0,5,2,1,1,1,2,2,1,1,0
882,5,4,3,1,1,1,2,2,1,1,0
883,0,5,2,1,2,1,1,2,1,1,0
884,0,5,2,1,2,1,2,2,1,1,1
885,2,0,1,1,3,1,2,2,1,1,0
886,1,3,2,1,3,1,1,2,1,1,0
887,0,5,2,1,3,1,1,2,1,1,0
888,1,4,2,2,2,1,1,2,1,1,0
889,2,4,2,1,1,1,2,2,1,1,0
890,2,0,1,1,2,1,2,2,1,1,0
891,5,4,3,1,2,1,2,1,1,1,0
892,2,4,2,1,3,1,2,2,1,1,0
893,5,0,3,1,2,1,1,1,1,1,0
894,0,5,2,1,3,1,1,2,1,1,0
895,1,3,2,1,3,1,1,2,1,1,1
896,5,2,3,1,3,1,1,1,1,1,0
897,5,4,3,1,3,1,1,1,1,1,0
898,2,0,2,1,2,1,2,2,1,1,1
899,5,4,3,1,2,1,1,2,1,1,0
900,5,0,3,2,3,2,2,2,1,1,0
901,5,3,3,1,3,1,1,2,1,1,0
902,0,5,2,1,2,1,2,2,1,1,0
903,5,0,3,1,2,1,1,1,1,1,0
904,0,5,2,2,3,1,1,2,1,1,0
905,2,3,1,2,2,1,1,2,1,1,0
906,2,0,2,2,3,3,2,2,1,1,1
907,0,5,2,1,2,1,2,2,1,1,0
908,4,0,1,2,2,1,2,2,1,1,1
909,0,5,2,1,1,1,1,2,1,1,0
910,3,4,2,1,1,1,2,2,1,1,0
911,2,4,2,1,3,1,1,2,1,1,1
912,0,5,2,1,3,1,1,2,1,1,0
913,5,4,3,1,1,1,1,1,1,1,0
914,1,0,2,1,3,1,2,2,1,1,0
915,3,2,0,2,2,2,2,2,2,1,1
916,1,3,2,1,3,1,1,2,1,1,0
917,2,3,1,1,3,1,2,2,1,1,0
918,5,4,3,1,2,1,2,2,1,1,0
919,5,0,3,1,3,1,2,1,1,1,0
920,2,2,1,2,2,1,2,2,1,1,0
921,5,4,3,1,3,1,1,2,1,1,0
922,3,0,1,2,2,1,2,2,1,1,0
923,2,4,1,1,3,1,1,2,1,1,1
924,0,5,2,1,1,1,1,2,1,1,0
925,5,4,3,1,2,1,1,2,1,1,0
926,1,3,1,1,3,1,1,2,1,1,0
927,5,4,3,1,2,1,2,1,1,1,0
928,5,4,3,1,3,1,1,1,1,1,0
929,1,3,2,1,3,1,1,2,1,1,0
930,5,1,3,1,2,1,1,2,1,1,0
931,5,4,3,1,2,1,1,2,1,1,0
932,2,0,2,2,3,1,1,2,1,1,0
933,2,4,2,1,3,1,1,2,1,1,0
934,1,4,2,1,2,1,1,2,1,1,0
935,5,4,3,1,2,1,2,2,1,1,0
936,0,5,2,1,3,1,1,2,1,1,0
937,5,3,3,1,2,1,1,2,1,1,0
938,5,3,3,1,2,1,2,1,1,1,0
939,2,4,1,1,3,1,2,2,1,1,0
940,2,0,1,1,2,1,2,2,1,1,0
941,1,3,2,1,3,1,1,2,1,1,0
942,5,4,3,1,2,1,1,1,1,1,0
943,5,4,3,1,2,1,1,2,1,1,0
944,5,4,3,1,3,1,2,2,1,1,0
945,5,1,3,1,3,1,1,2,1,1,0
946,5,4,3,1,2,1,1,1,1,1,0
947,1,3,2,1,3,1,1,2,1,1,0
948,1,3,2,1,3,1,1,2,1,1,0
949,5,4,3,1,2,1,1,1,1,1,0
950,0,5,1,1,2,1,1,2,1,1,0
951,0,5,2,1,2,1,1,2,1,1,0
952,5,4,3,2,2,1,1,1,1,1,0
953,1,3,2,1,3,1,1,2,1,1,0
954,2,3,1,1,2,1,2,2,1,1,0
955,2,4,1,1,3,1,1,2,1,1,0
956,3,0,1,2,3,1,2,2,1,1,1
957,2,0,1,2,3,3,2,2,1,1,1
958,2,3,2,1,2,1,1,2,1,1,0
959,2,3,2,1,3,1,1,2,1,1,0
960,5,4,3,1,2,1,1,1,1,1,0
961,5,4,3,1,3,1,1,1,1,1,0
962,2,0,2,1,2,1,1,2,1,1,0
963,5,4,3,1,2,1,1,2,1,1,0
964,4,1,2,1,2,1,1,2,1,1,0
965,2,3,2,1,1,1,2,2,1,1,0
966,1,3,2,1,2,1,1,2,1,1,0
967,1,4,2,1,3,1,1,2,1,1,0
968,2,1,1,2,3,1,2,2,1,1,0
969,2,2,1,2,3,1,2,2,1,1,1
970,1,4,2,1,3,1,1,2,1,1,0
971,1,4,2,1,3,1,1,2,1,1,0
972,2,4,1,2,2,1,2,2,1,1,1
973,2,3,2,1,3,1,1,2,1,1,0
974,1,4,2,2,2,2,1,2,1,1,0
975,0,5,2,1,3,1,1,2,1,1,0
976,1,4,2,1,3,1,1,2,1,1,0
977,4,0,1,1,2,1,2,2,1,1,1
978,1,4,2,1,3,1,1,2,1,1,0
979,5,4,3,1,2,1,1,2,1,1,0
980,0,5,1,1,2,1,2,2,1,1,1
981,2,0,1,1,2,1,2,2,1,1,0
982,0,5,2,1,2,1,1,2,1,1,0
983,2,3,2,1,2,1,2,2,1,1,0
984,5,4,3,1,2,1,2,2,1,1,0
985,5,4,3,1,2,1,2,2,1,1,0
986,0,5,2,1,3,1,1,2,1,1,1
987,1,4,2,1,3,1,1,2,1,1,0
988,2,0,2,2,3,1,1,2,1,1,0
989,1,4,2,1,2,1,2,2,1,1,0
990,0,5,2,1,3,1,1,2,1,1,0
991,1,4,2,1,2,1,1,2,1,1,0
992,0,5,2,1,1,1,1,2,1,1,0
993,2,4,2,1,3,1,1,2,1,1,1
994,2,3,2,1,3,1,1,2,1,1,0
995,2,1,2,1,3,1,1,2,1,1,0
996,2,4,2,1,3,1,1,2,1,1,0
997,1,4,2,1,2,1,2,2,1,1,0
998,3,0,1,1,3,1,2,2,1,1,1
999,2,4,2,1,2,1,2,2,1,1,0
1000,1,0,1,1,2,1,2,2,1,1,0
1001,5,4,3,1,2,1,2,2,1,1,0
1002,5,4,3,1,2,1,1,2,1,1,0
1003,0,5,2,1,2,1,2,2,1,1,0
1004,5,4,3,2,2,1,1,2,1,1,0
1005,5,4,3,1,2,1,1,1,1,1,0
1006,0,5,2,1,3,1,1,2,1,1,1
1007,1,0,2,1,2,1,1,2,1,1,0
1008,4,2,0,2,3,1,2,2,2,1,0
1009,5,4,3,1,2,1,2,2,1,1,0
1010,5,3,3,1,3,1,1,2,1,1,0
1011,1,3,2,1,3,1,1,2,1,1,0
1012,0,5,2,1,2,1,1,2,1,1,0
1013,2,3,2,1,2,1,1,2,1,1,0
1014,2,0,2,1,3,1,2,2,1,1,0
1015,5,3,3,1,2,1,1,2,1,1,0
1016,3,0,2,1,1,1,2,2,1,1,1
1017,2,3,1,1,3,1,1,2,1,1,0
1018,2,3,2,1,2,1,2,2,1,1,0
1019,5,4,3,1,1,1,2,2,1,1,0
1020,5,4,3,1,3,1,2,2,1,1,0
1021,1,3,2,1,3,1,1,2,1,1,0
1022,2,4,2,2,2,2,2,2,1,1,1
1023,0,5,2,1,1,1,1,2,1,1,0
1024,5,3,3,1,3,1,1,2,1,1,0
1025,5,3,3,1,2,1,1,2,1,1,0
1026,5,4,3,1,2,1,1,2,1,1,0
1027,3,2,1,2,3,1,2,2,2,1,1
1028,1,3,2,1,3,1,1,2,1,1,0
1029,2,0,1,1,3,1,1,2,1,1,0
1030,2,4,1,2,3,1,1,2,1,1,0
1031,1,4,2,1,3,1,1,2,1,1,0
1032,4,4,1,1,3,1,2,2,1,1,0
1033,1,3,2,1,3,1,1,2,1,1,0
1034,3,0,1,2,3,1,1,2,1,1,1
1035,2,0,2,1,2,1,2,2,1,1,0
1036,2,3,2,1,3,1,2,2,1,1,0
1037,1,3,2,1,1,1,1,2,1,1,0
1038,5,4,3,1,2,1,1,2,1,1,0
1039,2,3,2,1,3,1,1,2,1,1,0
1040,3,0,1,1,2,1,2,2,1,1,0
1041,2,3,2,1,3,1,1,2,1,1,0
1042,5,4,3,1,3,1,1,1,1,1,0
1043,0,5,2,1,3,1,1,2,1,1,0
1044,5,4,3,1,1,1,1,2,1,1,0
1045,1,4,2,1,2,1,1,2,1,1,0
1046,5,4,3,1,2,1,2,1,1,1,0
1047,5,4,3,1,2,1,1,1,1,1,0
1048,1,4,2,2,2,1,1,2,1,1,0
1049,1,4,2,1,3,1,1,2,1,1,1
1050,0,5,2,1,2,1,1,2,1,1,0
1051,5,4,3,2,2,1,1,1,1,1,1
1052,5,4,3,1,2,1,1,1,1,1,0
1053,5,3,3,1,2,1,1,1,1,1,0
1054,5,0,3,1,2,1,1,2,1,1,0
1055,0,5,2,1,2,1,1,2,1,1,0
1056,0,5,2,1,3,1,1,2,1,1,0
1057,2,4,2,1,2,1,2,2,1,1,0
1058,3,0,1,2,3,1,2,2,1,1,0
1059,0,5,2,1,3,1,1,2,1,1,0
1060,5,3,3,1,2,1,1,2,1,1,0
1061,5,4,3,1,1,1,1,2,1,1,0
1062,2,0,2,1,3,1,1,2,1,1,1
1063,5,4,3,1,3,1,1,2,1,1,0
1064,5,4,3,1,3,1,1,2,1,1,0
1065,5,0,3,1,3,1,1,1,1,1,0
