d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,Class
272,3.66,3393.0,0.53,0.0,v1,v1,4931.0,v3,2.0,v1,2.01,0.0,class1
273,1.7,3145.0,0.14,2.0,v1,v1,4551.0,v2,2.0,v1,0.57,1.0,class1
274,5.83,3568.0,0.23,1.0,v1,v2,3309.0,v2,2.0,v1,2.07,0.0,class3
275,2.0,3152.0,0.14,2.0,v1,v2,5624.0,v2,2.0,v2,0.88,1.0,class3
276,5.62,3234.0,0.13,0.0,v1,v1,3647.0,v2,0.0,v1,0.79,0.0,class3
277,5.62,3120.0,0.14,1.0,v1,v1,7245.0,v1,0.0,v1,1.18,1.0,class2
278,1.41,3072.0,0.51,2.0,v2,v1,4857.0,v2,2.0,v2,0.56,1.0,class2
279,5.49,3602.0,0.14,0.0,v1,v2,3848.0,v2,0.0,v3,1.92,0.0,class3
280,5.53,3147.0,0.14,2.0,v1,v1,7334.0,v2,0.0,v1,1.35,2.0,class1
281,1.57,3122.0,0.19,1.0,v1,v1,6834.0,v2,2.0,v3,0.79,0.0,class2
282,1.52,3074.0,0.65,1.0,v2,v1,4589.0,v3,0.0,v1,0.71,0.0,class3
283,1.55,3598.0,0.61,0.0,v2,v1,6476.0,v2,1.0,v1,1.99,2.0,class3
284,1.67,3622.0,0.23,0.0,v1,v1,7228.0,v2,1.0,v1,1.54,0.0,class3
285,2.23,3547.0,0.47,2.0,v2,v1,7240.0,v1,1.0,v1,0.58,0.0,class3
286,6.67,3297.0,0.46,0.0,v1,v1,6282.0,v2,2.0,v3,1.94,2.0,class1
287,1.58,3076.0,0.13,2.0,v1,v1,5238.0,v2,2.0,v1,1.47,2.0,class3
288,1.52,3149.0,0.13,2.0,v1,v1,4489.0,v3,0.0,v1,1.23,1.0,class2
289,7.22,3121.0,0.58,1.0,v1,v1,5853.0,v3,1.0,v1,1.64,2.0,class2
290,8.02,3221.0,0.47,1.0,v2,v2,4536.0,v3,2.0,v3,0.97,0.0,class1
291,1.53,3609.0,0.21,1.0,v1,v1,3979.0,v2,2.0,v1,0.79,0.0,class3
292,5.48,3419.0,0.33,0.0,v1,v1,7225.0,v1,2.0,v1,1.88,0.0,class2
293,1.46,3096.0,0.5,1.0,v2,v1,3058.0,v2,1.0,v1,0.87,0.0,class1
294,7.37,3485.0,0.24,2.0,v1,v1,7156.0,v2,0.0,v1,0.79,0.0,class2
295,6.89,3139.0,0.51,1.0,v1,v1,7272.0,v2,1.0,v1,0.79,2.0,class3
296,1.45,3149.0,0.6,2.0,v1,v1,3042.0,v3,2.0,v1,1.88,2.0,class2
297,1.59,3564.0,0.45,0.0,v1,v2,4585.0,v3,0.0,v3,1.5,1.0,class2
298,6.28,3461.0,0.14,0.0,v2,v1,4585.0,v2,0.0,v1,1.81,0.0,class2
299,1.81,3075.0,0.51,0.0,v1,v1,4449.0,v2,1.0,v1,1.81,1.0,class2
300,6.36,3529.0,0.28,2.0,v1,v1,3657.0,v2,2.0,v1,0.75,1.0,class3
301,2.18,3140.0,0.51,2.0,v1,v1,7338.0,v3,2.0,v1,1.09,2.0,class1
302,6.3,3153.0,0.52,0.0,v2,v1,4508.0,v3,0.0,v1,0.93,1.0,class3
303,8.25,3181.0,0.53,0.0,v2,v2,7174.0,v2,1.0,v3,1.45,2.0,class3
304,6.92,3573.0,0.4,1.0,v1,v1,3175.0,v1,2.0,v1,1.02,0.0,class3
305,1.54,3134.0,0.16,2.0,v1,v1,4535.0,v2,1.0,v1,1.19,2.0,class1
306,3.84,3130.0,0.57,2.0,v2,v1,3742.0,v1,1.0,v1,1.09,1.0,class1
307,7.67,3142.0,0.63,0.0,v1,v1,4523.0,v2,1.0,v1,1.79,1.0,class2
308,8.33,3147.0,0.14,1.0,v1,v1,3249.0,v2,1.0,v1,1.69,0.0,class1
309,5.88,3137.0,0.14,2.0,v1,v2,3303.0,v1,2.0,v3,1.76,2.0,class1
310,1.94,3146.0,0.13,1.0,v1,v2,7258.0,v1,1.0,v3,0.58,1.0,class2
311,2.99,3076.0,0.13,2.0,v2,v1,5143.0,v1,0.0,v1,1.99,1.0,class3
312,1.89,3493.0,0.61,0.0,v2,v1,3511.0,v2,0.0,v1,2.05,1.0,class3
313,1.45,3147.0,0.14,2.0,v1,v1,7190.0,v1,1.0,v1,1.19,2.0,class1
314,5.84,3474.0,0.65,0.0,v2,v1,7191.0,v1,0.0,v2,1.08,0.0,class3
315,8.07,3136.0,0.62,1.0,v2,v2,4484.0,v1,0.0,v3,1.16,1.0,class3
316,1.98,3120.0,0.14,2.0,v1,v1,3040.0,v2,0.0,v1,1.17,2.0,class1
317,1.57,3120.0,0.6,2.0,v2,v1,7182.0,v2,1.0,v1,1.21,0.0,class2
318,5.46,3429.0,0.56,0.0,v1,v1,7177.0,v2,1.0,v1,1.08,0.0,class1
319,1.42,3432.0,0.36,0.0,v2,v1,3805.0,v1,2.0,v1,1.67,1.0,class2
320,6.44,3138.0,0.52,2.0,v1,v1,4503.0,v3,0.0,v1,0.56,1.0,class1
321,3.56,3502.0,0.4,2.0,v1,v1,6787.0,v2,2.0,v1,0.57,2.0,class3
322,8.05,3398.0,0.48,0.0,v2,v1,7273.0,v2,2.0,v1,1.79,0.0,class2
323,7.29,3142.0,0.13,1.0,v2,v1,4548.0,v2,2.0,v1,1.12,1.0,class3
324,1.47,3144.0,0.13,2.0,v1,v2,4542.0,v3,1.0,v3,1.55,1.0,class2
325,1.92,3475.0,0.62,2.0,v2,v2,4582.0,v2,1.0,v3,1.5,1.0,class3
326,6.41,3141.0,0.43,1.0,v1,v2,5629.0,v1,0.0,v3,0.57,1.0,class3
327,4.05,3149.0,0.62,1.0,v2,v2,4562.0,v1,1.0,v3,0.93,0.0,class3
328,5.94,3118.0,0.48,1.0,v2,v1,7080.0,v2,1.0,v1,0.55,2.0,class2
329,1.57,3133.0,0.35,2.0,v1,v2,3807.0,v1,2.0,v3,2.01,1.0,class1
330,5.47,3117.0,0.14,2.0,v2,v1,4505.0,v3,2.0,v1,1.88,0.0,class1
331,6.82,3136.0,0.54,1.0,v2,v1,7056.0,v2,2.0,v1,1.64,2.0,class2
332,2.13,3075.0,0.37,1.0,v2,v1,4587.0,v2,2.0,v1,0.97,1.0,class3
333,5.5,3136.0,0.13,2.0,v1,v2,5554.0,v2,0.0,v3,0.69,1.0,class2
334,4.98,3149.0,0.22,2.0,v1,v1,4517.0,v3,0.0,v1,1.66,1.0,class2
335,5.59,3069.0,0.14,2.0,v2,v2,7235.0,v3,0.0,v3,1.96,2.0,class2
336,7.02,3594.0,0.26,1.0,v2,v1,7005.0,v3,0.0,v1,1.93,2.0,class3
337,5.52,3150.0,0.58,2.0,v2,v1,6776.0,v3,1.0,v1,0.6,1.0,class1
338,1.66,3512.0,0.14,2.0,v1,v2,4381.0,v1,1.0,v3,1.62,0.0,class2
339,1.72,3142.0,0.57,2.0,v1,v1,4881.0,v2,0.0,v1,0.55,1.0,class1
340,5.82,3590.0,0.13,2.0,v1,v1,6043.0,v2,2.0,v1,1.35,1.0,class2
341,6.01,3150.0,0.59,2.0,v2,v1,3406.0,v1,0.0,v1,1.15,0.0,class1
342,7.6,3300.0,0.41,0.0,v1,v1,4256.0,v1,2.0,v1,1.97,0.0,class1
343,1.66,3115.0,0.14,2.0,v1,v1,3547.0,v1,0.0,v1,1.06,0.0,class1
344,7.18,3572.0,0.5,1.0,v2,v1,3811.0,v2,2.0,v1,1.73,1.0,class3
345,6.57,3119.0,0.46,2.0,v1,v1,3449.0,v2,1.0,v1,1.56,0.0,class2
346,2.24,3139.0,0.56,2.0,v1,v1,5365.0,v1,1.0,v1,1.39,2.0,class3
347,1.41,3486.0,0.48,0.0,v2,v1,5821.0,v1,1.0,v2,1.38,2.0,class3
348,7.14,3129.0,0.51,0.0,v2,v1,3129.0,v3,2.0,v1,0.57,0.0,class1
349,5.44,3123.0,0.34,2.0,v1,v1,7183.0,v3,1.0,v1,2.02,2.0,class1
350,5.7,3549.0,0.14,1.0,v1,v2,4493.0,v2,2.0,v3,0.86,1.0,class2
351,1.41,3071.0,0.44,1.0,v1,v1,3302.0,v2,1.0,v1,1.91,2.0,class3
352,4.5,3070.0,0.13,0.0,v2,v1,5762.0,v1,0.0,v1,1.63,1.0,class3
353,5.46,3143.0,0.57,2.0,v1,v1,5552.0,v1,0.0,v1,1.73,0.0,class2
354,1.54,3252.0,0.43,0.0,v2,v1,4512.0,v3,1.0,v1,1.12,1.0,class3
355,6.0,3123.0,0.13,2.0,v2,v1,4541.0,v2,1.0,v1,0.57,0.0,class1
356,1.48,3190.0,0.14,0.0,v1,v1,4785.0,v2,1.0,v1,1.44,0.0,class1
357,6.68,3237.0,0.14,0.0,v1,v1,7355.0,v1,0.0,v1,0.58,0.0,class2
358,1.48,3123.0,0.19,2.0,v2,v1,5568.0,v3,0.0,v1,1.16,1.0,class2
359,4.72,3150.0,0.5,2.0,v1,v2,6695.0,v1,0.0,v3,1.05,2.0,class2
360,1.57,3382.0,0.48,1.0,v2,v1,6358.0,v3,0.0,v1,0.55,2.0,class2
361,5.43,3137.0,0.18,2.0,v1,v1,4576.0,v3,1.0,v1,1.18,1.0,class1
362,1.69,3127.0,0.13,2.0,v1,v1,5762.0,v2,2.0,v1,0.89,0.0,class1
363,2.43,3361.0,0.57,0.0,v1,v1,4743.0,v3,0.0,v1,1.4,1.0,class1
364,3.35,3557.0,0.13,0.0,v2,v2,3106.0,v3,2.0,v3,0.77,2.0,class2
365,1.97,3606.0,0.53,2.0,v2,v1,4213.0,v3,0.0,v1,1.19,1.0,class3
366,6.84,3204.0,0.22,1.0,v2,v1,6255.0,v1,2.0,v1,1.22,1.0,class1
367,1.67,3072.0,0.39,2.0,v2,v2,5592.0,v3,1.0,v3,1.08,2.0,class2
368,4.54,3074.0,0.56,1.0,v2,v1,4540.0,v1,1.0,v2,2.04,1.0,class2
369,6.93,3126.0,0.47,1.0,v1,v1,3788.0,v1,1.0,v1,0.67,0.0,class3
370,5.63,3122.0,0.51,2.0,v2,v1,3222.0,v1,0.0,v1,0.59,0.0,class2
371,5.07,3243.0,0.47,1.0,v2,v1,7241.0,v3,0.0,v1,0.92,0.0,class2
372,5.63,3116.0,0.14,1.0,v1,v1,4486.0,v3,1.0,v1,1.71,1.0,class2
373,1.82,3487.0,0.51,2.0,v2,v1,4308.0,v1,1.0,v1,0.77,0.0,class1
374,7.09,3216.0,0.13,0.0,v1,v2,4544.0,v2,0.0,v1,0.78,1.0,class3
375,2.14,3345.0,0.57,0.0,v2,v2,7030.0,v1,2.0,v2,2.05,2.0,class2
376,7.87,3119.0,0.21,2.0,v2,v2,7199.0,v2,0.0,v3,0.86,0.0,class3
377,1.71,3149.0,0.39,2.0,v2,v1,6118.0,v2,2.0,v1,1.61,2.0,class1
378,6.0,3140.0,0.52,1.0,v2,v1,4566.0,v1,1.0,v1,2.01,2.0,class1
379,7.41,3073.0,0.58,2.0,v1,v1,3144.0,v1,1.0,v1,0.63,1.0,class3
380,1.45,3348.0,0.62,0.0,v1,v1,4530.0,v2,2.0,v1,0.99,1.0,class3
381,6.71,3126.0,0.13,1.0,v2,v1,5439.0,v3,2.0,v1,0.9,1.0,class3
382,6.0,3522.0,0.51,2.0,v1,v1,5585.0,v1,1.0,v1,0.6,1.0,class3
383,5.55,3129.0,0.41,2.0,v2,v2,4115.0,v3,0.0,v3,1.63,0.0,class2
384,1.59,3144.0,0.25,1.0,v2,v1,7361.0,v3,1.0,v1,1.85,2.0,class3
385,7.8,3383.0,0.17,0.0,v1,v1,3244.0,v2,2.0,v1,1.99,2.0,class1
386,3.45,3125.0,0.47,1.0,v1,v1,6970.0,v2,2.0,v1,0.58,2.0,class1
387,4.87,3139.0,0.49,2.0,v2,v1,4513.0,v1,2.0,v1,0.8,1.0,class2
388,6.04,3120.0,0.14,2.0,v1,v2,3415.0,v1,2.0,v2,0.68,0.0,class2
389,4.55,3118.0,0.13,1.0,v2,v2,4512.0,v3,2.0,v3,1.8,1.0,class1
390,5.45,3071.0,0.4,2.0,v1,v1,4641.0,v3,0.0,v1,1.5,1.0,class3
391,5.45,3116.0,0.53,2.0,v2,v1,7320.0,v3,1.0,v1,0.59,0.0,class1
392,1.46,3118.0,0.53,2.0,v2,v1,4496.0,v1,2.0,v1,0.58,2.0,class2
393,6.9,3140.0,0.66,2.0,v1,v1,4549.0,v1,0.0,v1,1.64,1.0,class1
394,1.49,3115.0,0.25,2.0,v2,v1,3195.0,v1,1.0,v1,1.62,0.0,class1
395,8.31,3150.0,0.13,1.0,v1,v1,6491.0,v2,1.0,v1,1.95,2.0,class2
396,6.75,3482.0,0.52,0.0,v1,v1,4505.0,v3,0.0,v1,0.6,0.0,class1
397,3.39,3122.0,0.27,2.0,v2,v1,4385.0,v2,1.0,v1,0.96,0.0,class2
398,5.51,3118.0,0.53,2.0,v2,v2,7165.0,v3,1.0,v3,1.71,0.0,class2
399,2.38,3589.0,0.45,0.0,v1,v1,3964.0,v1,2.0,v1,1.29,1.0,class3
400,6.57,3436.0,0.44,0.0,v1,v1,3114.0,v2,1.0,v1,0.58,2.0,class2
401,1.67,3532.0,0.42,0.0,v2,v1,4143.0,v3,1.0,v1,1.24,1.0,class3
402,5.43,3084.0,0.62,2.0,v1,v1,3149.0,v3,2.0,v1,1.09,2.0,class2
403,6.26,3557.0,0.17,1.0,v1,v1,4715.0,v3,0.0,v1,0.55,0.0,class3
404,5.76,3141.0,0.52,2.0,v1,v1,4474.0,v1,0.0,v1,1.1,1.0,class1
405,8.01,3311.0,0.33,0.0,v2,v1,3323.0,v1,0.0,v1,1.96,1.0,class2
406,2.03,3120.0,0.55,2.0,v1,v1,7292.0,v1,0.0,v1,1.15,0.0,class3
407,7.53,3150.0,0.16,1.0,v2,v1,6246.0,v3,0.0,v1,0.84,2.0,class2
408,1.76,3517.0,0.53,0.0,v1,v1,4542.0,v3,1.0,v2,1.4,2.0,class1
409,2.14,3384.0,0.13,0.0,v1,v1,5593.0,v1,0.0,v1,1.63,2.0,class2
410,6.01,3095.0,0.14,2.0,v2,v1,7362.0,v2,0.0,v1,1.44,2.0,class2
411,5.68,3117.0,0.52,2.0,v2,v1,3674.0,v2,1.0,v1,1.48,1.0,class2
412,4.93,3151.0,0.14,1.0,v1,v2,3243.0,v3,2.0,v3,1.31,2.0,class2
413,6.75,3148.0,0.46,2.0,v1,v1,3782.0,v1,0.0,v1,0.7,1.0,class1
414,5.85,3585.0,0.22,1.0,v1,v1,3988.0,v3,2.0,v2,1.15,0.0,class3
415,1.95,3079.0,0.52,2.0,v2,v1,3326.0,v3,2.0,v1,1.13,0.0,class2
416,8.35,3116.0,0.13,2.0,v1,v1,4569.0,v1,0.0,v1,1.94,1.0,class3
417,7.25,3162.0,0.35,0.0,v1,v1,3721.0,v3,1.0,v1,1.85,1.0,class1
418,5.5,3490.0,0.13,2.0,v1,v2,3218.0,v1,0.0,v2,1.97,0.0,class3
419,3.82,3176.0,0.52,0.0,v2,v1,7327.0,v3,0.0,v1,1.19,0.0,class3
420,5.11,3532.0,0.21,2.0,v1,v1,6724.0,v3,0.0,v1,1.1,2.0,class1
421,3.1,3550.0,0.15,2.0,v1,v1,4557.0,v1,1.0,v1,1.16,2.0,class3
422,1.46,3128.0,0.13,2.0,v2,v1,7289.0,v3,1.0,v1,1.81,1.0,class2
423,5.88,3458.0,0.49,1.0,v1,v1,7222.0,v2,1.0,v1,1.23,0.0,class1
424,7.01,3140.0,0.64,2.0,v2,v1,7200.0,v2,2.0,v1,1.8,0.0,class2
425,5.53,3304.0,0.14,0.0,v1,v1,7345.0,v1,1.0,v1,1.43,0.0,class1
426,1.46,3284.0,0.5,0.0,v1,v1,5638.0,v2,1.0,v1,1.74,0.0,class1
427,5.61,3121.0,0.14,2.0,v2,v1,7162.0,v3,2.0,v1,1.44,1.0,class2
428,2.85,3135.0,0.27,1.0,v1,v1,5746.0,v3,0.0,v1,1.86,2.0,class1
429,2.25,3466.0,0.39,2.0,v2,v1,3291.0,v2,1.0,v2,1.83,2.0,class3
430,6.49,3584.0,0.4,0.0,v2,v1,4090.0,v1,0.0,v1,0.56,2.0,class3
431,2.5,3126.0,0.59,2.0,v2,v1,7301.0,v2,1.0,v1,2.04,0.0,class1
432,4.97,3478.0,0.4,2.0,v2,v2,4214.0,v3,0.0,v3,1.85,1.0,class1
433,5.58,3073.0,0.53,1.0,v1,v1,4440.0,v3,1.0,v1,1.75,0.0,class3
434,8.14,3596.0,0.52,1.0,v2,v1,7341.0,v3,0.0,v1,1.79,0.0,class3
435,5.52,3142.0,0.5,1.0,v2,v1,3349.0,v2,2.0,v3,1.2,2.0,class3
436,6.18,3133.0,0.44,1.0,v2,v2,7163.0,v2,2.0,v3,0.55,0.0,class1
437,7.11,3405.0,0.2,1.0,v1,v1,7250.0,v2,1.0,v1,0.82,2.0,class1
438,5.52,3132.0,0.39,2.0,v2,v1,7314.0,v1,0.0,v1,1.76,1.0,class1
439,5.14,3115.0,0.13,2.0,v1,v1,4025.0,v2,2.0,v1,1.74,0.0,class3
440,8.07,3136.0,0.19,2.0,v1,v1,3728.0,v2,2.0,v1,0.85,0.0,class1
441,5.6,3116.0,0.6,1.0,v2,v2,4573.0,v2,1.0,v3,1.86,1.0,class1
442,4.24,3138.0,0.19,2.0,v1,v2,4272.0,v3,0.0,v1,0.57,0.0,class1
443,6.8,3076.0,0.41,1.0,v2,v1,3219.0,v3,2.0,v1,1.6,1.0,class3
444,7.81,3574.0,0.14,0.0,v1,v2,4480.0,v1,1.0,v1,1.82,1.0,class2
445,7.42,3124.0,0.14,2.0,v2,v2,7239.0,v2,1.0,v2,1.54,2.0,class2
446,7.71,3462.0,0.6,0.0,v2,v2,5761.0,v3,2.0,v3,1.19,1.0,class2
447,6.54,3117.0,0.42,2.0,v2,v1,5685.0,v1,2.0,v1,0.67,2.0,class1
448,5.58,3135.0,0.42,2.0,v1,v1,3748.0,v3,1.0,v1,1.63,1.0,class2
449,2.83,3179.0,0.13,0.0,v2,v1,4543.0,v3,2.0,v2,1.88,1.0,class1
450,2.17,3456.0,0.48,0.0,v1,v1,4237.0,v2,1.0,v1,0.58,0.0,class1
451,6.49,3120.0,0.47,2.0,v1,v1,4354.0,v1,1.0,v1,0.57,1.0,class1
452,1.45,3126.0,0.47,2.0,v2,v1,4477.0,v1,1.0,v1,1.24,2.0,class2
453,6.43,3533.0,0.14,1.0,v2,v2,7239.0,v3,0.0,v3,1.96,2.0,class2
454,5.81,3122.0,0.53,2.0,v1,v1,4566.0,v2,0.0,v1,1.14,2.0,class2
455,2.91,3124.0,0.13,1.0,v2,v1,5249.0,v3,1.0,v2,2.05,1.0,class1
456,8.35,3075.0,0.41,1.0,v1,v1,4201.0,v2,1.0,v1,0.55,1.0,class3
457,8.04,3125.0,0.52,2.0,v2,v1,4471.0,v3,1.0,v1,0.87,1.0,class3
458,5.48,3487.0,0.5,2.0,v2,v1,7056.0,v3,1.0,v1,0.73,2.0,class2
459,6.69,3132.0,0.48,2.0,v1,v2,7161.0,v1,2.0,v3,1.73,2.0,class1
460,1.61,3070.0,0.52,2.0,v2,v1,4271.0,v3,1.0,v1,0.59,0.0,class3
461,7.08,3121.0,0.44,2.0,v2,v1,4495.0,v2,0.0,v1,1.73,1.0,class2
462,1.47,3218.0,0.42,0.0,v2,v1,4543.0,v1,1.0,v1,1.26,1.0,class3
463,5.59,3127.0,0.37,1.0,v1,v1,7287.0,v1,2.0,v1,1.86,2.0,class2
464,7.13,3494.0,0.5,0.0,v2,v2,4575.0,v1,0.0,v1,1.19,0.0,class2
465,6.25,3151.0,0.51,1.0,v1,v1,4552.0,v2,2.0,v1,1.32,1.0,class2
466,1.48,3580.0,0.35,1.0,v2,v1,6061.0,v2,2.0,v1,2.02,1.0,class3
467,5.75,3464.0,0.65,0.0,v1,v2,7350.0,v3,2.0,v3,0.6,2.0,class2
468,3.81,3138.0,0.54,2.0,v2,v1,5090.0,v1,1.0,v1,1.19,2.0,class1
469,1.56,3143.0,0.41,1.0,v1,v1,7270.0,v1,0.0,v1,1.35,2.0,class2
470,7.29,3137.0,0.39,2.0,v1,v1,7228.0,v1,1.0,v1,0.78,1.0,class2
471,3.09,3116.0,0.13,2.0,v1,v1,4562.0,v1,1.0,v1,2.01,1.0,class1
472,6.12,3130.0,0.14,1.0,v2,v2,3631.0,v2,0.0,v3,1.83,1.0,class1
473,5.91,3125.0,0.14,2.0,v1,v1,5003.0,v2,2.0,v1,1.69,1.0,class1
474,4.09,3518.0,0.42,0.0,v1,v1,3965.0,v3,0.0,v1,1.24,1.0,class3
475,8.22,3129.0,0.53,2.0,v1,v1,6911.0,v2,0.0,v1,1.25,0.0,class1
476,5.27,3179.0,0.39,1.0,v2,v1,4523.0,v3,0.0,v1,1.93,1.0,class1
477,2.97,3140.0,0.28,2.0,v2,v2,4722.0,v2,1.0,v3,0.6,1.0,class2
478,1.7,3548.0,0.14,1.0,v1,v1,4337.0,v3,2.0,v1,1.26,0.0,class3
479,2.49,3236.0,0.57,0.0,v1,v1,6319.0,v3,0.0,v1,2.04,2.0,class2
480,1.5,3202.0,0.52,0.0,v1,v1,7244.0,v2,0.0,v1,1.92,2.0,class2
481,6.83,3393.0,0.44,0.0,v1,v1,3650.0,v2,1.0,v1,1.38,1.0,class3
482,6.37,3621.0,0.66,0.0,v2,v1,7260.0,v2,2.0,v1,1.59,2.0,class3
483,6.29,3409.0,0.49,0.0,v2,v2,3218.0,v1,2.0,v3,1.85,2.0,class3
484,5.53,3129.0,0.44,1.0,v1,v1,7258.0,v1,1.0,v1,1.08,1.0,class2
485,1.95,3129.0,0.61,1.0,v2,v1,3011.0,v1,2.0,v1,1.2,0.0,class2
486,5.63,3139.0,0.13,2.0,v2,v1,5604.0,v3,1.0,v1,2.04,1.0,class2
487,6.6,3505.0,0.51,0.0,v1,v1,3725.0,v2,1.0,v1,1.56,1.0,class2
488,7.55,3132.0,0.53,2.0,v2,v1,4254.0,v3,2.0,v1,1.66,0.0,class1
489,6.18,3215.0,0.52,1.0,v2,v1,7159.0,v2,0.0,v1,0.66,0.0,class2
490,5.48,3148.0,0.17,2.0,v2,v2,7307.0,v2,1.0,v3,0.94,1.0,class3
491,7.1,3436.0,0.14,0.0,v1,v1,7271.0,v2,1.0,v1,1.9,2.0,class2
492,8.14,3559.0,0.48,0.0,v2,v1,4583.0,v3,0.0,v1,0.59,1.0,class3
493,6.12,3129.0,0.51,1.0,v2,v1,7217.0,v2,2.0,v1,1.98,1.0,class2
494,4.39,3495.0,0.62,2.0,v1,v1,4349.0,v3,0.0,v1,1.11,1.0,class3
495,6.81,3172.0,0.63,0.0,v2,v1,5112.0,v2,0.0,v1,1.6,2.0,class1
496,1.51,3130.0,0.52,2.0,v1,v2,7199.0,v2,0.0,v3,0.75,0.0,class2
497,1.61,3149.0,0.51,2.0,v1,v1,3196.0,v3,0.0,v1,0.78,0.0,class3
498,6.97,3087.0,0.57,2.0,v1,v1,7305.0,v1,0.0,v1,1.87,2.0,class3
499,8.18,3257.0,0.14,0.0,v2,v1,4261.0,v2,2.0,v1,1.0,0.0,class3
500,6.21,3144.0,0.53,2.0,v1,v1,3032.0,v1,0.0,v1,0.71,0.0,class2
501,1.53,3250.0,0.48,0.0,v2,v1,4170.0,v3,2.0,v1,1.7,1.0,class1
502,7.75,3567.0,0.14,0.0,v2,v2,7296.0,v2,1.0,v3,1.92,2.0,class2
503,8.28,3143.0,0.62,2.0,v1,v1,3481.0,v1,2.0,v1,0.83,0.0,class3
504,6.47,3578.0,0.19,0.0,v2,v1,4517.0,v3,1.0,v1,0.67,0.0,class3
505,6.85,3384.0,0.42,0.0,v1,v1,3451.0,v2,0.0,v1,1.97,1.0,class2
506,5.5,3248.0,0.38,0.0,v1,v1,4571.0,v3,0.0,v1,2.04,1.0,class1
507,5.79,3465.0,0.56,2.0,v1,v2,4588.0,v1,1.0,v3,0.87,1.0,class1
508,8.37,3126.0,0.13,1.0,v1,v1,7165.0,v3,1.0,v1,0.77,2.0,class3
509,5.75,3134.0,0.13,2.0,v1,v2,5350.0,v1,2.0,v3,0.72,1.0,class2
510,8.25,3228.0,0.31,0.0,v1,v1,7361.0,v3,1.0,v1,1.24,1.0,class3
511,1.41,3463.0,0.18,2.0,v2,v1,7334.0,v1,1.0,v1,1.31,1.0,class2
512,6.13,3141.0,0.14,2.0,v1,v1,4526.0,v2,2.0,v1,0.6,2.0,class1
513,4.76,3130.0,0.39,1.0,v1,v1,3227.0,v3,0.0,v1,1.13,0.0,class1
514,6.24,3116.0,0.5,2.0,v2,v2,7354.0,v2,0.0,v3,2.02,0.0,class1
515,1.67,3168.0,0.58,1.0,v2,v1,5226.0,v1,2.0,v1,1.94,1.0,class1
516,1.55,3501.0,0.67,1.0,v2,v2,4165.0,v1,0.0,v3,0.58,1.0,class2
517,5.63,3260.0,0.13,1.0,v1,v1,4043.0,v1,0.0,v1,1.81,0.0,class1
518,2.98,3496.0,0.5,0.0,v1,v2,5399.0,v2,2.0,v3,1.61,1.0,class2
519,5.71,3214.0,0.64,0.0,v2,v1,3122.0,v3,2.0,v1,1.46,0.0,class1
520,2.91,3152.0,0.13,1.0,v2,v1,7207.0,v3,2.0,v2,1.63,0.0,class1
521,7.37,3413.0,0.45,0.0,v2,v1,3717.0,v2,0.0,v1,1.83,1.0,class2
522,7.73,3126.0,0.59,2.0,v1,v1,4572.0,v1,1.0,v1,1.91,0.0,class2
523,5.77,3607.0,0.13,0.0,v2,v1,7315.0,v3,1.0,v1,1.17,2.0,class3
524,1.49,3474.0,0.59,0.0,v1,v1,6464.0,v2,2.0,v2,1.62,2.0,class3
525,5.6,3137.0,0.14,2.0,v2,v1,4520.0,v2,2.0,v1,1.18,0.0,class2
526,1.51,3478.0,0.63,2.0,v1,v1,4483.0,v2,2.0,v1,1.76,1.0,class2
527,4.44,3484.0,0.48,0.0,v1,v1,6796.0,v1,0.0,v1,0.65,2.0,class1
528,6.86,3479.0,0.13,0.0,v1,v1,3385.0,v2,2.0,v1,0.64,2.0,class2
529,4.72,3137.0,0.47,1.0,v2,v1,6638.0,v1,0.0,v1,1.82,2.0,class1
530,8.32,3139.0,0.67,2.0,v1,v1,4149.0,v2,1.0,v2,1.26,1.0,class3
531,1.59,3466.0,0.59,2.0,v2,v1,4507.0,v1,2.0,v1,0.74,1.0,class2
532,3.02,3133.0,0.13,2.0,v1,v1,5550.0,v1,0.0,v1,1.88,2.0,class3
533,1.55,3140.0,0.14,2.0,v2,v1,5136.0,v2,1.0,v1,1.68,1.0,class1
534,1.47,3127.0,0.61,1.0,v2,v1,4315.0,v2,0.0,v1,1.14,1.0,class1
535,7.24,3517.0,0.37,1.0,v2,v1,7187.0,v1,1.0,v1,1.54,2.0,class3
536,2.51,3152.0,0.49,2.0,v2,v1,4473.0,v2,0.0,v1,0.56,0.0,class1
537,1.88,3546.0,0.53,1.0,v2,v1,7338.0,v3,2.0,v1,1.9,2.0,class3
538,5.46,3131.0,0.65,2.0,v1,v1,3885.0,v1,1.0,v1,1.92,1.0,class2
539,5.48,3138.0,0.62,2.0,v2,v1,3579.0,v2,1.0,v1,0.99,1.0,class2
540,2.47,3510.0,0.14,2.0,v2,v1,5587.0,v3,2.0,v1,2.07,1.0,class3
541,6.75,3151.0,0.39,2.0,v1,v1,4515.0,v3,1.0,v1,1.62,2.0,class1
542,7.69,3148.0,0.48,2.0,v2,v1,4593.0,v3,0.0,v1,1.58,1.0,class1
543,1.52,3075.0,0.43,0.0,v1,v1,4754.0,v1,0.0,v1,2.0,1.0,class3
544,5.78,3069.0,0.14,2.0,v1,v1,7309.0,v2,1.0,v1,1.62,0.0,class2
