d3mIndex,id,start,end,event,size,state
3955,1246.0,0.0,16.0,1.0,123.0,0
3956,1246.0,16.0,767514.0,0.0,123.0,1
3957,1247.0,0.0,16.0,1.0,123.0,0
3958,1247.0,16.0,1015137.0,1.0,123.0,1
3959,1247.0,1015137.0,1716807.0,0.0,124.0,1
3960,1401.0,0.0,76029.0,0.0,15.0,0
3961,1402.0,0.0,562697.0,1.0,29.0,0
3962,1402.0,562697.0,734349.0,0.0,25.0,1
3963,1248.0,0.0,8782.0,1.0,122.0,0
3964,1248.0,8782.0,1807484.0,0.0,116.0,1
3965,1249.0,0.0,9108.0,1.0,154.0,0
3966,1249.0,9108.0,1807484.0,0.0,341.0,1
3967,1403.0,0.0,550.0,1.0,77.0,0
3968,1403.0,550.0,384947.0,0.0,77.0,1
3969,1250.0,0.0,194911.0,0.0,22.0,0
3970,1250.0,194911.0,616039.0,1.0,15.0,0
3971,1250.0,616039.0,1082458.0,0.0,15.0,1
3972,1251.0,0.0,195236.0,1.0,22.0,0
3973,1251.0,195236.0,519139.0,1.0,15.0,1
3974,1251.0,519139.0,982646.0,1.0,15.0,1
3975,1251.0,982646.0,1368280.0,1.0,15.0,1
3976,1251.0,1368280.0,1719901.0,0.0,15.0,1
3977,1252.0,0.0,325297.0,1.0,283.0,0
3978,1252.0,325297.0,396239.0,1.0,286.0,1
3979,1252.0,396239.0,478154.0,1.0,290.0,1
3980,1252.0,478154.0,580241.0,0.0,281.0,1
3981,1252.0,580241.0,580251.0,0.0,282.0,1
3982,1252.0,580251.0,580674.0,1.0,289.0,1
3983,1252.0,580674.0,583015.0,0.0,288.0,1
3984,1252.0,583015.0,583071.0,0.0,289.0,1
3985,1252.0,583071.0,583163.0,0.0,288.0,1
3986,1252.0,583163.0,583195.0,1.0,289.0,1
3987,1252.0,583195.0,601713.0,0.0,288.0,1
3988,1252.0,601713.0,603847.0,0.0,289.0,1
3989,1252.0,603847.0,609352.0,0.0,288.0,1
3990,1252.0,609352.0,662633.0,1.0,290.0,1
3991,1252.0,662633.0,791709.0,0.0,326.0,1
3992,1253.0,0.0,227742.0,1.0,283.0,0
3993,1253.0,227742.0,396208.0,1.0,286.0,1
3994,1253.0,396208.0,478154.0,1.0,290.0,1
3995,1253.0,478154.0,580241.0,0.0,281.0,1
3996,1253.0,580241.0,580251.0,0.0,282.0,1
3997,1253.0,580251.0,580720.0,1.0,289.0,1
3998,1253.0,580720.0,583015.0,0.0,288.0,1
3999,1253.0,583015.0,583071.0,0.0,289.0,1
4000,1253.0,583071.0,583163.0,0.0,288.0,1
4001,1253.0,583163.0,583195.0,1.0,289.0,1
4002,1253.0,583195.0,601713.0,0.0,288.0,1
4003,1253.0,601713.0,603847.0,0.0,289.0,1
4004,1253.0,603847.0,609348.0,0.0,288.0,1
4005,1253.0,609348.0,662657.0,1.0,290.0,1
4006,1253.0,662657.0,691243.0,1.0,326.0,1
4007,1253.0,691243.0,823529.0,1.0,326.0,1
4008,1253.0,823529.0,1076876.0,1.0,327.0,1
4009,1253.0,1076876.0,1086154.0,1.0,327.0,1
4010,1253.0,1086154.0,1203147.0,1.0,333.0,1
4011,1253.0,1203147.0,1291471.0,1.0,319.0,1
4012,1253.0,1291471.0,1428496.0,0.0,322.0,1
4013,1254.0,0.0,19.0,1.0,35.0,0
4014,1254.0,19.0,180019.0,0.0,116.0,1
4015,1255.0,0.0,19.0,1.0,35.0,0
4016,1255.0,19.0,79553.0,1.0,123.0,1
4017,1255.0,79553.0,465187.0,1.0,123.0,1
4018,1255.0,465187.0,816808.0,0.0,123.0,1
4019,1256.0,0.0,325297.0,1.0,396.0,0
4020,1256.0,325297.0,478154.0,1.0,396.0,1
4021,1256.0,478154.0,540747.0,1.0,384.0,1
4022,1256.0,540747.0,662638.0,1.0,385.0,1
4023,1256.0,662638.0,791714.0,0.0,417.0,1
4024,1257.0,0.0,227742.0,1.0,396.0,0
4025,1257.0,227742.0,478154.0,1.0,396.0,1
4026,1257.0,478154.0,540747.0,1.0,384.0,1
4027,1257.0,540747.0,662662.0,1.0,385.0,1
4028,1257.0,662662.0,691248.0,1.0,417.0,1
4029,1257.0,691248.0,994848.0,1.0,417.0,1
4030,1257.0,994848.0,1076881.0,1.0,396.0,1
4031,1257.0,1076881.0,1203152.0,1.0,396.0,1
4032,1257.0,1203152.0,1428501.0,0.0,386.0,1
4033,1258.0,0.0,19.0,1.0,26.0,0
4034,1258.0,19.0,1517.0,1.0,235.0,1
4035,1258.0,1517.0,180019.0,0.0,235.0,1
4036,1259.0,0.0,19.0,1.0,26.0,0
4037,1259.0,19.0,1517.0,1.0,235.0,1
4038,1259.0,1517.0,79553.0,1.0,235.0,1
4039,1259.0,79553.0,465187.0,1.0,235.0,1
4040,1259.0,465187.0,627955.0,1.0,235.0,1
4041,1259.0,627955.0,816808.0,0.0,191.0,1
4042,1260.0,0.0,19.0,1.0,18.0,0
4043,1260.0,19.0,180019.0,0.0,122.0,1
4044,1261.0,0.0,19.0,1.0,18.0,0
4045,1261.0,19.0,79553.0,1.0,138.0,1
4046,1261.0,79553.0,340151.0,0.0,138.0,1
4047,1261.0,340151.0,465186.0,1.0,128.0,1
4048,1261.0,465186.0,816807.0,0.0,128.0,1
4049,1262.0,0.0,194911.0,0.0,22.0,0
4050,1262.0,194911.0,616039.0,1.0,15.0,0
4051,1262.0,616039.0,1082458.0,0.0,15.0,1
4052,1263.0,0.0,195236.0,1.0,22.0,0
4053,1263.0,195236.0,519139.0,1.0,15.0,1
4054,1263.0,519139.0,982646.0,1.0,15.0,1
4055,1263.0,982646.0,1368280.0,1.0,15.0,1
4056,1263.0,1368280.0,1719901.0,0.0,15.0,1
4057,1264.0,0.0,194911.0,0.0,22.0,0
4058,1264.0,194911.0,328317.0,1.0,15.0,0
4059,1264.0,328317.0,616039.0,1.0,21.0,1
4060,1264.0,616039.0,1082458.0,0.0,21.0,1
4061,1265.0,0.0,195236.0,1.0,22.0,0
4062,1265.0,195236.0,328972.0,1.0,15.0,1
4063,1265.0,328972.0,519139.0,1.0,21.0,1
4064,1265.0,519139.0,982646.0,1.0,21.0,1
4065,1265.0,982646.0,1368280.0,1.0,21.0,1
4066,1265.0,1368280.0,1719901.0,0.0,21.0,1
4067,1266.0,0.0,46.0,1.0,22.0,0
4068,1266.0,46.0,7052.0,0.0,158.0,1
4069,1266.0,7052.0,10706.0,1.0,158.0,1
4070,1266.0,10706.0,12217.0,1.0,158.0,1
4071,1266.0,12217.0,192217.0,0.0,150.0,1
4072,1267.0,0.0,46.0,1.0,22.0,0
4073,1267.0,46.0,7066.0,1.0,158.0,1
4074,1267.0,7066.0,10706.0,1.0,158.0,1
4075,1267.0,10706.0,12217.0,1.0,158.0,1
4076,1267.0,12217.0,91751.0,1.0,150.0,1
4077,1267.0,91751.0,199906.0,1.0,150.0,1
4078,1267.0,199906.0,477384.0,1.0,152.0,1
4079,1267.0,477384.0,665785.0,1.0,152.0,1
4080,1267.0,665785.0,713450.0,1.0,146.0,1
4081,1267.0,713450.0,829004.0,0.0,146.0,1
4082,1268.0,0.0,846.0,1.0,87.0,0
4083,1268.0,846.0,53509.0,0.0,1042.0,1
4084,1268.0,53509.0,54488.0,1.0,1048.0,1
4085,1268.0,54488.0,90545.0,1.0,1050.0,1
4086,1268.0,90545.0,182356.0,0.0,1059.0,1
4087,1269.0,0.0,846.0,1.0,87.0,0
4088,1269.0,846.0,53510.0,0.0,1055.0,1
4089,1269.0,53510.0,54484.0,0.0,1061.0,1
4090,1269.0,54484.0,81891.0,1.0,1063.0,1
4091,1269.0,81891.0,90546.0,1.0,1063.0,1
4092,1269.0,90546.0,286010.0,1.0,1072.0,1
4093,1269.0,286010.0,286049.0,1.0,1051.0,1
4094,1269.0,286049.0,286301.0,1.0,1053.0,1
4095,1269.0,286301.0,342487.0,0.0,1053.0,1
4096,1269.0,342487.0,371397.0,1.0,999.0,1
4097,1269.0,371397.0,467522.0,1.0,999.0,1
4098,1269.0,467522.0,580717.0,1.0,999.0,1
4099,1269.0,580717.0,582669.0,1.0,999.0,1
4100,1269.0,582669.0,628175.0,1.0,1002.0,1
4101,1269.0,628175.0,630288.0,1.0,1003.0,1
4102,1269.0,630288.0,819141.0,0.0,977.0,1
4103,1270.0,0.0,846.0,1.0,15.0,0
4104,1270.0,846.0,53509.0,0.0,92.0,1
4105,1270.0,53509.0,182357.0,0.0,94.0,1
4106,1271.0,0.0,846.0,1.0,15.0,0
4107,1271.0,846.0,53510.0,0.0,92.0,1
4108,1271.0,53510.0,81891.0,1.0,94.0,1
4109,1271.0,81891.0,286010.0,1.0,94.0,1
4110,1271.0,286010.0,286302.0,1.0,98.0,1
4111,1271.0,286302.0,342488.0,0.0,98.0,1
4112,1271.0,342488.0,467523.0,1.0,98.0,1
4113,1271.0,467523.0,630291.0,1.0,98.0,1
4114,1271.0,630291.0,819144.0,0.0,82.0,1
4115,1272.0,0.0,1909390.0,0.0,28.0,0
4116,1273.0,0.0,227025.0,0.0,629.0,0
4117,1273.0,227025.0,282635.0,1.0,632.0,0
4118,1273.0,282635.0,355783.0,1.0,633.0,1
4119,1273.0,355783.0,367633.0,1.0,633.0,1
4120,1273.0,367633.0,392740.0,1.0,633.0,1
4121,1273.0,392740.0,402171.0,0.0,633.0,1
4122,1273.0,402171.0,476976.0,0.0,633.0,1
4123,1274.0,0.0,2664.0,1.0,119.0,0
4124,1274.0,2664.0,78788.0,1.0,119.0,1
4125,1274.0,78788.0,78808.0,1.0,124.0,1
4126,1274.0,78808.0,80282.0,1.0,124.0,1
4127,1274.0,80282.0,80351.0,0.0,119.0,1
4128,1274.0,80351.0,81756.0,1.0,124.0,1
4129,1274.0,81756.0,87568.0,1.0,119.0,1
4130,1274.0,87568.0,226682.0,1.0,119.0,1
4131,1274.0,226682.0,226692.0,1.0,119.0,1
4132,1274.0,226692.0,226694.0,1.0,119.0,1
4133,1274.0,226694.0,226787.0,1.0,118.0,1
4134,1274.0,226787.0,401622.0,1.0,118.0,1
4135,1274.0,401622.0,403431.0,0.0,118.0,1
4136,1274.0,403431.0,490412.0,1.0,117.0,1
4137,1274.0,490412.0,1016793.0,1.0,116.0,1
4138,1274.0,1016793.0,1049510.0,0.0,116.0,1
4139,1275.0,0.0,487991.0,0.0,8.0,0
4140,1276.0,0.0,61655.0,1.0,9.0,0
4141,1276.0,61655.0,1059709.0,0.0,9.0,1
4142,1277.0,0.0,3824.0,1.0,20.0,0
4143,1277.0,3824.0,31436.0,1.0,20.0,1
4144,1277.0,31436.0,1247674.0,0.0,20.0,1
4145,1278.0,0.0,60100.0,1.0,20.0,0
4146,1278.0,60100.0,282491.0,0.0,20.0,1
4147,1279.0,0.0,81991.0,0.0,1.0,0
4148,1280.0,0.0,1784412.0,0.0,1.0,0
4149,1281.0,0.0,81991.0,0.0,7.0,0
4150,1282.0,0.0,1784412.0,0.0,7.0,0
4151,1283.0,0.0,465461.0,0.0,52.0,0
4152,1284.0,0.0,38990.0,1.0,41.0,0
4153,1284.0,38990.0,49848.0,0.0,41.0,1
4154,1285.0,0.0,73.0,1.0,528.0,0
4155,1285.0,73.0,1367.0,1.0,529.0,1
4156,1285.0,1367.0,14127.0,1.0,535.0,1
4157,1285.0,14127.0,94795.0,1.0,552.0,1
4158,1285.0,94795.0,100300.0,1.0,573.0,1
4159,1285.0,100300.0,100395.0,1.0,573.0,1
4160,1285.0,100395.0,102836.0,1.0,579.0,1
4161,1285.0,102836.0,155527.0,1.0,585.0,1
4162,1285.0,155527.0,155608.0,1.0,655.0,1
4163,1285.0,155608.0,155672.0,1.0,655.0,1
4164,1285.0,155672.0,211532.0,1.0,655.0,1
4165,1285.0,211532.0,393336.0,1.0,658.0,1
4166,1285.0,393336.0,403431.0,0.0,664.0,1
4167,1285.0,403431.0,487984.0,0.0,683.0,1
4168,1286.0,0.0,490420.0,1.0,65.0,0
4169,1286.0,490420.0,1059709.0,0.0,63.0,1
4170,1287.0,0.0,137853.0,1.0,40.0,0
4171,1287.0,137853.0,206972.0,1.0,42.0,1
4172,1287.0,206972.0,626545.0,0.0,44.0,1
4173,1404.0,0.0,740339.0,1.0,83.0,0
4174,1404.0,740339.0,760349.0,1.0,83.0,1
4175,1404.0,760349.0,790631.0,1.0,83.0,1
4176,1404.0,790631.0,1104289.0,0.0,83.0,1
4177,1404.0,1104289.0,1431067.0,1.0,83.0,1
4178,1404.0,1431067.0,1863556.0,0.0,83.0,1
4179,1405.0,0.0,3260.0,1.0,77.0,0
4180,1405.0,3260.0,22384.0,0.0,81.0,1
4181,1408.0,0.0,1441172.0,0.0,67.0,0
4182,1406.0,0.0,1441172.0,0.0,58.0,0
4183,1407.0,0.0,1441172.0,0.0,42.0,0
4184,1442.0,0.0,156403.0,1.0,390.0,0
4185,1442.0,156403.0,1261052.0,1.0,350.0,1
4186,1442.0,1261052.0,1405495.0,0.0,111.0,1
4187,1443.0,0.0,26835.0,1.0,22.0,0
4188,1443.0,26835.0,459324.0,0.0,22.0,1
4189,1444.0,0.0,943536.0,0.0,69.0,0
4190,1445.0,0.0,1247675.0,0.0,3.0,0
4191,1446.0,0.0,282491.0,0.0,3.0,0
4192,1447.0,0.0,1136111.0,0.0,3.0,0
4193,1448.0,0.0,282491.0,0.0,3.0,0
4194,1449.0,0.0,334286.0,1.0,266.0,0
4195,1449.0,334286.0,1338416.0,0.0,295.0,1
4196,1449.0,1338416.0,1375075.0,1.0,290.0,1
4197,1449.0,1375075.0,1684864.0,0.0,290.0,1
4198,1449.0,1684864.0,1717381.0,1.0,292.0,1
4199,1449.0,1717381.0,1726219.0,1.0,292.0,1
4200,1449.0,1726219.0,1965724.0,0.0,295.0,1
4201,1450.0,0.0,175968.0,1.0,238.0,0
4202,1450.0,175968.0,397756.0,1.0,238.0,1
4203,1450.0,397756.0,1051203.0,0.0,236.0,1
4204,1450.0,1051203.0,1820685.0,0.0,159.0,1
4205,1451.0,0.0,175968.0,1.0,158.0,0
4206,1451.0,175968.0,1820685.0,0.0,158.0,1
4207,1452.0,0.0,116153.0,1.0,257.0,0
4208,1452.0,116153.0,292121.0,1.0,257.0,1
4209,1452.0,292121.0,513909.0,1.0,256.0,1
4210,1452.0,513909.0,1936838.0,0.0,251.0,1
4211,1453.0,0.0,175968.0,1.0,262.0,0
4212,1453.0,175968.0,1820685.0,0.0,261.0,1
4213,1454.0,0.0,1338416.0,0.0,80.0,0
4214,1454.0,1338416.0,1717382.0,1.0,77.0,0
4215,1454.0,1717382.0,1867862.0,1.0,77.0,1
4216,1454.0,1867862.0,1965725.0,0.0,78.0,1
4217,1455.0,0.0,274150.0,1.0,77.0,0
4218,1455.0,274150.0,1364756.0,1.0,75.0,1
4219,1455.0,1364756.0,1384070.0,0.0,47.0,1
4220,1456.0,0.0,138345.0,1.0,218.0,0
4221,1456.0,138345.0,442273.0,1.0,353.0,1
4222,1456.0,442273.0,565908.0,0.0,944.0,1
4223,1457.0,0.0,138345.0,1.0,8.0,0
4224,1457.0,138345.0,442273.0,1.0,13.0,1
4225,1457.0,442273.0,565908.0,0.0,20.0,1
4226,1458.0,0.0,1403434.0,0.0,50.0,0
4227,1460.0,0.0,105326.0,0.0,9.0,0
4228,1459.0,0.0,487991.0,0.0,19.0,0
4229,1461.0,0.0,1965727.0,0.0,256.0,0
4230,1462.0,0.0,475147.0,0.0,256.0,0
4231,1463.0,0.0,493807.0,1.0,26.0,0
4232,1463.0,493807.0,493976.0,0.0,15.0,1
4233,1464.0,0.0,475147.0,0.0,4.0,0
4234,1465.0,0.0,493807.0,1.0,26.0,0
4235,1465.0,493807.0,493976.0,0.0,15.0,1
4236,1466.0,0.0,475147.0,0.0,4.0,0
4237,1467.0,0.0,466.0,0.0,17.0,0
4238,1467.0,466.0,844749.0,0.0,17.0,0
4239,1467.0,844749.0,1044127.0,1.0,17.0,0
4240,1467.0,1044127.0,1223714.0,1.0,17.0,1
4241,1467.0,1223714.0,1472058.0,0.0,17.0,1
4242,1468.0,0.0,466.0,0.0,17.0,0
4243,1468.0,466.0,844749.0,0.0,17.0,0
4244,1468.0,844749.0,1044127.0,1.0,17.0,0
4245,1468.0,1044127.0,1223714.0,1.0,17.0,1
4246,1468.0,1223714.0,1472058.0,0.0,17.0,1
4247,1469.0,0.0,544954.0,0.0,17.0,0
4248,1470.0,0.0,569289.0,0.0,9.0,0
4249,1471.0,0.0,87344.0,0.0,399.0,0
4250,1471.0,87344.0,404439.0,1.0,401.0,0
4251,1471.0,404439.0,1788555.0,0.0,404.0,1
4252,1472.0,0.0,30825.0,1.0,210.0,0
4253,1472.0,30825.0,38595.0,1.0,221.0,1
4254,1472.0,38595.0,72964.0,1.0,229.0,1
4255,1472.0,72964.0,260156.0,0.0,241.0,1
4256,1472.0,260156.0,546913.0,0.0,243.0,1
4257,1473.0,0.0,1136111.0,0.0,20.0,0
4258,1474.0,0.0,58.0,1.0,20.0,0
4259,1474.0,58.0,156.0,1.0,20.0,1
4260,1474.0,156.0,5686.0,1.0,20.0,1
4261,1474.0,5686.0,60098.0,1.0,20.0,1
4262,1474.0,60098.0,282489.0,0.0,20.0,1
4263,1475.0,0.0,122767.0,0.0,40.0,0
4264,1476.0,0.0,14129.0,1.0,53.0,0
4265,1476.0,14129.0,403438.0,0.0,55.0,1
4266,1476.0,403438.0,490419.0,1.0,57.0,1
4267,1476.0,490419.0,1049518.0,0.0,56.0,1
4268,1477.0,0.0,465461.0,0.0,18.0,0
4269,1478.0,0.0,49849.0,0.0,12.0,0
4270,1479.0,0.0,138.0,0.0,52.0,0
4271,1479.0,138.0,11106.0,1.0,78.0,0
4272,1479.0,11106.0,12457.0,1.0,66.0,1
4273,1479.0,12457.0,12599.0,0.0,64.0,1
4274,1479.0,12599.0,227354.0,0.0,66.0,1
4275,1480.0,0.0,14129.0,1.0,48.0,0
4276,1480.0,14129.0,403438.0,0.0,49.0,1
4277,1480.0,403438.0,490419.0,1.0,58.0,1
4278,1480.0,490419.0,1049518.0,0.0,52.0,1
4279,1481.0,0.0,465461.0,0.0,48.0,0
4280,1482.0,0.0,1691.0,1.0,16.0,0
4281,1482.0,1691.0,1072925.0,0.0,16.0,1
4282,1483.0,0.0,138.0,0.0,19.0,0
4283,1483.0,138.0,11106.0,1.0,43.0,0
4284,1483.0,11106.0,12457.0,1.0,33.0,1
4285,1483.0,12457.0,12599.0,0.0,29.0,1
4286,1483.0,12599.0,181469.0,1.0,33.0,1
4287,1483.0,181469.0,227354.0,0.0,33.0,1
4288,1484.0,0.0,138.0,0.0,19.0,0
4289,1484.0,138.0,11106.0,1.0,43.0,0
4290,1484.0,11106.0,12457.0,1.0,33.0,1
4291,1484.0,12457.0,12599.0,0.0,29.0,1
4292,1484.0,12599.0,227354.0,0.0,33.0,1
4293,1485.0,0.0,122767.0,0.0,40.0,0
4294,1486.0,0.0,465461.0,0.0,18.0,0
4295,1487.0,0.0,49849.0,0.0,8.0,0
4296,1488.0,0.0,138.0,0.0,52.0,0
4297,1488.0,138.0,11106.0,1.0,78.0,0
4298,1488.0,11106.0,12457.0,1.0,66.0,1
4299,1488.0,12457.0,12599.0,0.0,64.0,1
4300,1488.0,12599.0,227354.0,0.0,66.0,1
4301,1489.0,0.0,465461.0,0.0,48.0,0
4302,1490.0,0.0,1413202.0,0.0,72.0,0
4303,1491.0,0.0,138331.0,1.0,316.0,0
4304,1491.0,138331.0,752718.0,1.0,309.0,1
4305,1491.0,752718.0,1809995.0,0.0,300.0,1
4306,1492.0,0.0,197093.0,1.0,359.0,0
4307,1492.0,197093.0,811480.0,1.0,351.0,1
4308,1492.0,811480.0,1026024.0,1.0,345.0,1
4309,1492.0,1026024.0,1113149.0,1.0,367.0,1
4310,1492.0,1113149.0,1602762.0,0.0,372.0,1
4311,1492.0,1602762.0,1868756.0,0.0,371.0,1
4312,1493.0,0.0,614387.0,1.0,548.0,0
4313,1493.0,614387.0,762550.0,1.0,542.0,1
4314,1493.0,762550.0,828930.0,1.0,543.0,1
4315,1493.0,828930.0,1529011.0,0.0,540.0,1
4316,1493.0,1529011.0,1671663.0,0.0,526.0,1
4317,1494.0,0.0,96471.0,0.0,538.0,0
4318,1494.0,96471.0,148787.0,1.0,543.0,0
4319,1494.0,148787.0,186017.0,0.0,534.0,1
4320,1494.0,186017.0,763173.0,1.0,538.0,1
4321,1494.0,763173.0,848607.0,0.0,537.0,1
4322,1494.0,848607.0,977716.0,1.0,532.0,1
4323,1494.0,977716.0,1820449.0,0.0,532.0,1
4324,1496.0,0.0,90920.0,1.0,387.0,0
4325,1496.0,90920.0,150917.0,1.0,402.0,1
4326,1496.0,150917.0,296072.0,1.0,410.0,1
4327,1496.0,296072.0,548346.0,0.0,517.0,1
4328,1496.0,548346.0,614386.0,1.0,494.0,1
4329,1496.0,614386.0,614565.0,0.0,488.0,1
4330,1496.0,614565.0,828929.0,1.0,490.0,1
4331,1496.0,828929.0,1671662.0,0.0,485.0,1
4332,1495.0,0.0,197093.0,1.0,231.0,0
4333,1495.0,197093.0,236154.0,1.0,227.0,1
4334,1495.0,236154.0,243175.0,1.0,237.0,1
4335,1495.0,243175.0,811479.0,1.0,238.0,1
4336,1495.0,811479.0,952868.0,1.0,232.0,1
4337,1495.0,952868.0,1026022.0,1.0,251.0,1
4338,1495.0,1026022.0,1602761.0,0.0,251.0,1
4339,1495.0,1602761.0,1868755.0,0.0,265.0,1
4340,1497.0,0.0,15615.0,1.0,398.0,0
4341,1497.0,15615.0,1687279.0,0.0,376.0,1
4342,1498.0,0.0,1571690.0,0.0,46.0,0
4343,1499.0,0.0,32968.0,0.0,39.0,0
4344,1499.0,32968.0,1680602.0,0.0,39.0,0
4345,1500.0,0.0,500875.0,1.0,143.0,0
4346,1500.0,500875.0,569592.0,1.0,150.0,1
4347,1500.0,569592.0,643147.0,1.0,150.0,1
4348,1500.0,643147.0,1325772.0,0.0,171.0,1
4349,1501.0,0.0,5492.0,1.0,171.0,0
4350,1501.0,5492.0,24461.0,0.0,171.0,1
4351,1502.0,0.0,650719.0,0.0,189.0,0
4352,1503.0,0.0,1556796.0,0.0,24.0,0
4353,1504.0,0.0,3196.0,1.0,267.0,0
4354,1504.0,3196.0,6068.0,0.0,261.0,1
4355,1504.0,6068.0,39036.0,0.0,261.0,1
4356,1504.0,39036.0,1686670.0,0.0,137.0,1
4357,1505.0,0.0,1885431.0,0.0,224.0,0
4358,1506.0,0.0,1615529.0,1.0,113.0,0
4359,1506.0,1615529.0,1883514.0,0.0,123.0,1
4360,1507.0,0.0,18845.0,0.0,123.0,0
4361,1508.0,0.0,501969.0,0.0,143.0,0
4362,1508.0,501969.0,569592.0,1.0,150.0,0
4363,1508.0,569592.0,643209.0,1.0,150.0,1
4364,1508.0,643209.0,1344746.0,0.0,171.0,1
4365,1509.0,0.0,96.0,1.0,640.0,0
4366,1509.0,96.0,614386.0,1.0,650.0,1
4367,1509.0,614386.0,828930.0,1.0,644.0,1
4368,1509.0,828930.0,1084336.0,0.0,645.0,1
4369,1509.0,1084336.0,1491308.0,1.0,616.0,1
4370,1509.0,1491308.0,1671663.0,0.0,605.0,1
4371,1510.0,0.0,2596.0,1.0,11.0,0
4372,1510.0,2596.0,1644488.0,0.0,12.0,1
4373,1511.0,0.0,197093.0,1.0,339.0,0
4374,1511.0,197093.0,224631.0,1.0,328.0,1
4375,1511.0,224631.0,226864.0,1.0,343.0,1
4376,1511.0,226864.0,811478.0,1.0,355.0,1
4377,1511.0,811478.0,1026022.0,1.0,345.0,1
4378,1511.0,1026022.0,1868755.0,0.0,346.0,1
4379,1512.0,0.0,197093.0,1.0,246.0,0
4380,1512.0,197093.0,224631.0,1.0,229.0,1
4381,1512.0,224631.0,226864.0,1.0,228.0,1
4382,1512.0,226864.0,811478.0,1.0,229.0,1
4383,1512.0,811478.0,1026022.0,1.0,218.0,1
4384,1512.0,1026022.0,1868755.0,0.0,218.0,1
4385,1409.0,0.0,238648.0,1.0,17.0,0
4386,1409.0,238648.0,624282.0,1.0,17.0,1
4387,1409.0,624282.0,975903.0,0.0,17.0,1
4388,1513.0,0.0,1625334.0,0.0,76.0,0
4389,1516.0,0.0,1081177.0,1.0,207.0,0
4390,1516.0,1081177.0,1135577.0,1.0,201.0,1
4391,1516.0,1135577.0,1211774.0,0.0,210.0,1
4392,1517.0,0.0,497168.0,0.0,19.0,0
4393,1517.0,497168.0,1556878.0,0.0,260.0,0
4394,1518.0,0.0,442361.0,1.0,15.0,0
4395,1518.0,442361.0,1552251.0,0.0,119.0,1
4396,1519.0,0.0,6062.0,0.0,15.0,0
4397,1519.0,6062.0,446973.0,1.0,15.0,0
4398,1519.0,446973.0,497153.0,0.0,16.0,1
4399,1519.0,497153.0,1556863.0,0.0,16.0,1
4400,1520.0,0.0,189969.0,0.0,15.0,0
4401,1514.0,0.0,1796371.0,0.0,88.0,0
4402,1515.0,0.0,974073.0,0.0,44.0,0
4403,1521.0,0.0,1523250.0,1.0,22.0,0
4404,1521.0,1523250.0,1667522.0,1.0,27.0,1
4405,1521.0,1667522.0,1840062.0,0.0,27.0,1
4406,1521.0,1840062.0,1867595.0,0.0,27.0,1
4407,1522.0,0.0,676277.0,1.0,174.0,0
4408,1522.0,676277.0,1556594.0,0.0,158.0,1
4409,1523.0,0.0,236244.0,1.0,30.0,0
4410,1523.0,236244.0,311001.0,1.0,43.0,1
4411,1523.0,311001.0,1867596.0,0.0,44.0,1
4412,1524.0,0.0,1356521.0,1.0,264.0,0
4413,1524.0,1356521.0,1556594.0,0.0,206.0,1
4414,1525.0,0.0,32064.0,1.0,433.0,0
4415,1525.0,32064.0,236243.0,1.0,417.0,1
4416,1525.0,236243.0,311000.0,1.0,431.0,1
4417,1525.0,311000.0,1429878.0,1.0,544.0,1
4418,1525.0,1429878.0,1867595.0,0.0,946.0,1
4419,1526.0,0.0,697055.0,0.0,52.0,0
4420,1527.0,0.0,1642511.0,0.0,67.0,0
4421,1528.0,0.0,311002.0,1.0,614.0,0
4422,1528.0,311002.0,1523250.0,1.0,621.0,1
4423,1528.0,1523250.0,1867596.0,0.0,715.0,1
4424,1529.0,0.0,1523250.0,1.0,147.0,0
4425,1529.0,1523250.0,1667522.0,1.0,141.0,1
4426,1529.0,1667522.0,1867595.0,0.0,141.0,1
4427,1530.0,0.0,61.0,1.0,474.0,0
4428,1530.0,61.0,585.0,0.0,475.0,1
4429,1530.0,585.0,32064.0,1.0,475.0,1
4430,1530.0,32064.0,37223.0,1.0,475.0,1
4431,1530.0,37223.0,37379.0,1.0,459.0,1
4432,1530.0,37379.0,236243.0,1.0,479.0,1
4433,1530.0,236243.0,1596560.0,1.0,435.0,1
4434,1530.0,1596560.0,1867596.0,0.0,431.0,1
4435,1531.0,0.0,41665.0,0.0,74.0,0
4436,1532.0,0.0,41665.0,0.0,19.0,0
4437,1533.0,0.0,41600.0,0.0,15.0,0
4438,1534.0,0.0,41600.0,0.0,22.0,0
4439,1535.0,0.0,41600.0,0.0,19.0,0
4440,1536.0,0.0,1164.0,1.0,16.0,0
4441,1536.0,1164.0,41600.0,0.0,16.0,1
4442,1537.0,0.0,5300.0,1.0,65.0,0
4443,1537.0,5300.0,41665.0,0.0,62.0,1
4444,1538.0,0.0,41600.0,0.0,15.0,0
4445,1539.0,0.0,41665.0,0.0,9.0,0
4446,1540.0,0.0,41600.0,0.0,23.0,0
4447,1541.0,0.0,41600.0,0.0,17.0,0
4448,1542.0,0.0,41600.0,0.0,16.0,0
4449,1543.0,0.0,41665.0,0.0,17.0,0
4450,1544.0,0.0,785.0,1.0,18.0,0
4451,1544.0,785.0,41599.0,0.0,18.0,1
4452,1545.0,0.0,5300.0,1.0,59.0,0
4453,1545.0,5300.0,41665.0,0.0,60.0,1
4454,1546.0,0.0,5300.0,1.0,5.0,0
