d3mIndex,country_code,year,strike_volume,unemployment,inflation,parliamentary_representation,union_centralization
447,13.0,1983.0,324.0,5.6,7.4,46.7,0.375
448,13.0,1984.0,363.0,5.7,6.2,59.0,0.375
449,13.0,1985.0,632.0,4.1,15.4,59.0,0.375
450,14.0,1951.0,37.0,0.8,16.1,56.7,0.875
451,14.0,1952.0,127.0,1.0,8.8,56.7,0.875
452,14.0,1953.0,41.0,0.9,1.9,56.7,0.875
453,14.0,1954.0,104.0,0.8,4.6,53.3,0.875
454,14.0,1955.0,106.0,0.9,1.1,53.3,0.875
455,14.0,1956.0,946.0,1.0,3.6,53.3,0.875
456,14.0,1957.0,26.0,1.6,2.8,53.3,0.875
457,14.0,1958.0,59.0,1.5,4.9,52.7,0.875
458,14.0,1959.0,46.0,1.1,2.2,52.7,0.875
459,14.0,1960.0,2.0,0.9,0.4,52.7,0.875
460,14.0,1961.0,400.0,1.0,2.5,52.7,0.875
461,14.0,1962.0,76.0,1.0,5.3,50.7,0.875
462,14.0,1963.0,210.0,1.2,2.6,50.7,0.875
463,14.0,1964.0,1.0,1.1,5.7,50.7,0.875
464,14.0,1965.0,8.0,0.9,4.3,50.7,0.875
465,14.0,1966.0,5.0,0.8,3.3,46.7,0.875
466,14.0,1967.0,4.0,0.7,4.4,46.7,0.875
467,14.0,1968.0,12.0,1.1,3.5,46.7,0.875
468,14.0,1969.0,19.0,1.0,3.1,46.7,0.875
469,14.0,1970.0,39.0,0.8,10.6,49.3,0.875
470,14.0,1971.0,7.0,0.8,6.3,49.3,0.875
471,14.0,1972.0,9.0,1.7,7.2,49.3,0.875
472,14.0,1973.0,8.0,1.5,7.4,49.3,0.875
473,14.0,1974.0,227.0,1.5,9.4,52.0,0.875
474,14.0,1975.0,9.0,2.3,11.7,52.0,0.875
475,14.0,1976.0,90.0,1.8,9.2,52.0,0.875
476,14.0,1977.0,16.0,1.5,9.0,52.0,0.875
477,14.0,1978.0,39.0,1.8,8.2,52.0,0.875
478,14.0,1979.0,4.0,1.9,4.8,52.0,0.875
479,14.0,1980.0,63.0,1.7,10.9,52.0,0.875
480,14.0,1981.0,17.0,2.0,13.6,52.0,0.875
481,14.0,1982.0,167.0,2.6,11.4,46.7,0.875
482,14.0,1983.0,3.0,3.3,8.4,46.7,0.875
483,14.0,1984.0,61.0,3.0,6.3,46.7,0.875
484,14.0,1985.0,37.0,2.5,5.7,46.7,0.875
485,15.0,1951.0,217.0,1.8,15.8,52.2,0.875
486,15.0,1952.0,32.0,2.4,7.7,52.2,0.875
487,15.0,1953.0,237.0,2.8,1.6,50.0,0.875
488,15.0,1954.0,10.0,2.6,0.8,50.0,0.875
489,15.0,1955.0,63.0,2.5,3.1,50.0,0.875
490,15.0,1956.0,2.0,1.5,4.5,50.0,0.875
491,15.0,1957.0,21.0,1.9,4.4,48.5,0.875
492,15.0,1958.0,6.0,2.5,4.4,50.2,0.875
493,15.0,1959.0,9.0,2.0,0.8,50.2,0.875
494,15.0,1960.0,7.0,1.8,4.1,50.2,0.875
495,15.0,1961.0,1.0,1.7,2.2,51.3,0.875
496,15.0,1962.0,2.0,1.5,4.8,51.3,0.875
497,15.0,1963.0,8.0,1.7,2.9,51.3,0.875
498,15.0,1964.0,11.0,1.6,3.4,51.3,0.875
499,15.0,1965.0,1.0,1.2,5.0,51.9,0.875
500,15.0,1966.0,109.0,1.6,6.4,51.9,0.875
501,15.0,1967.0,0.0,2.1,4.3,51.9,0.875
502,15.0,1968.0,0.0,2.2,1.9,51.9,0.875
503,15.0,1969.0,34.0,1.9,2.7,54.9,0.875
504,15.0,1970.0,45.0,1.5,7.0,54.9,0.875
505,15.0,1971.0,242.0,2.5,7.4,51.4,0.875
506,15.0,1972.0,3.0,2.7,6.0,51.4,0.875
507,15.0,1973.0,3.0,2.5,6.7,51.4,0.875
508,15.0,1974.0,16.0,2.0,9.9,50.0,0.875
509,15.0,1975.0,98.0,1.6,9.8,50.0,0.875
510,15.0,1976.0,7.0,1.6,10.3,50.0,0.875
511,15.0,1977.0,23.0,1.8,11.5,48.4,0.875
512,15.0,1978.0,10.0,2.2,9.9,48.4,0.875
513,15.0,1979.0,7.0,2.1,7.2,48.4,0.875
514,15.0,1980.0,1150.0,2.0,13.7,49.9,0.875
515,15.0,1981.0,54.0,2.5,12.1,49.9,0.875
516,15.0,1982.0,0.0,3.1,8.6,49.9,0.875
517,15.0,1983.0,9.0,3.5,8.9,53.3,0.875
518,15.0,1984.0,8.0,3.1,8.0,53.3,0.875
519,15.0,1985.0,127.0,2.8,7.4,53.3,0.875
520,16.0,1951.0,5.0,0.8,4.8,28.4,0.5
521,16.0,1952.0,7.0,0.9,2.5,27.6,0.5
522,16.0,1953.0,35.0,0.9,-0.6,27.6,0.5
523,16.0,1954.0,15.0,0.8,0.7,27.6,0.5
524,16.0,1955.0,1.0,0.5,0.9,27.6,0.5
525,16.0,1956.0,1.0,0.6,1.5,29.1,0.5
526,16.0,1957.0,0.0,0.4,2.0,29.1,0.5
527,16.0,1958.0,1.0,0.4,1.8,29.1,0.5
528,16.0,1959.0,1.0,0.4,-0.7,29.1,0.5
529,16.0,1960.0,1.0,0.0,1.4,27.6,0.5
530,16.0,1961.0,0.0,0.0,1.9,27.6,0.5
531,16.0,1962.0,1.0,0.0,4.3,27.6,0.5
532,16.0,1963.0,32.0,0.0,3.4,27.6,0.5
533,16.0,1964.0,2.0,0.0,3.1,28.5,0.5
534,16.0,1965.0,0.0,0.0,3.4,28.5,0.5
535,16.0,1966.0,0.0,0.0,4.8,28.5,0.5
536,16.0,1967.0,1.0,0.0,4.0,28.5,0.5
537,16.0,1968.0,1.0,0.0,2.4,28.0,0.5
538,16.0,1969.0,0.0,0.0,2.5,28.0,0.5
539,16.0,1970.0,1.0,0.0,3.6,28.0,0.5
540,16.0,1971.0,3.0,0.0,6.6,28.0,0.5
541,16.0,1972.0,1.0,0.0,6.7,25.5,0.5
542,16.0,1973.0,0.0,0.0,8.8,25.5,0.5
543,16.0,1974.0,1.0,0.0,9.8,25.5,0.5
544,16.0,1975.0,1.0,0.4,6.7,25.5,0.5
545,16.0,1976.0,8.0,0.7,1.7,29.5,0.5
546,16.0,1977.0,2.0,0.4,1.3,29.5,0.5
547,16.0,1978.0,2.0,0.3,1.1,29.5,0.5
548,16.0,1979.0,1.0,0.3,3.7,29.5,0.5
549,16.0,1980.0,2.0,0.2,4.0,27.0,0.5
550,16.0,1981.0,0.0,0.2,6.5,27.0,0.5
551,16.0,1982.0,0.0,0.4,5.7,27.0,0.5
552,16.0,1983.0,2.0,0.9,3.0,27.0,0.5
553,16.0,1984.0,0.0,1.1,2.9,24.0,0.5
554,16.0,1985.0,0.0,0.9,3.4,24.0,0.5
555,17.0,1951.0,81.0,0.9,9.7,47.2,0.375
556,17.0,1952.0,86.0,1.4,6.1,47.2,0.375
557,17.0,1953.0,104.0,1.3,1.9,47.2,0.375
558,17.0,1954.0,114.0,1.0,1.9,47.2,0.375
559,17.0,1955.0,173.0,0.8,3.1,44.0,0.375
560,17.0,1956.0,95.0,0.9,4.2,44.0,0.375
561,17.0,1957.0,380.0,1.1,2.4,44.0,0.375
562,17.0,1958.0,158.0,1.7,2.9,44.0,0.375
563,17.0,1959.0,239.0,1.7,0.7,41.0,0.375
564,17.0,1960.0,135.0,1.3,1.0,41.0,0.375
565,17.0,1961.0,134.0,1.1,3.6,41.0,0.375
566,17.0,1962.0,252.0,1.6,4.1,41.0,0.375
567,17.0,1963.0,76.0,2.0,2.1,41.0,0.375
568,17.0,1964.0,100.0,1.4,3.2,50.3,0.375
569,17.0,1965.0,127.0,1.2,4.8,50.3,0.375
570,17.0,1966.0,103.0,1.1,3.9,57.8,0.375
571,17.0,1967.0,122.0,2.0,2.4,57.8,0.375
572,17.0,1968.0,207.0,2.1,4.7,57.8,0.375
573,17.0,1969.0,303.0,2.0,5.5,57.8,0.375
574,17.0,1970.0,488.0,2.2,6.4,45.7,0.375
575,17.0,1971.0,612.0,2.8,9.4,45.7,0.375
576,17.0,1972.0,1080.0,3.1,7.1,45.7,0.375
577,17.0,1973.0,317.0,2.2,9.2,45.7,0.375
578,17.0,1974.0,647.0,2.1,15.9,47.4,0.375
579,17.0,1975.0,265.0,3.2,24.2,50.2,0.375
580,17.0,1976.0,146.0,4.8,16.5,50.2,0.375
581,17.0,1977.0,448.0,5.2,15.9,50.2,0.375
582,17.0,1978.0,413.0,5.1,8.2,50.2,0.375
583,17.0,1979.0,1272.0,4.6,13.5,42.4,0.375
584,17.0,1980.0,520.0,5.6,18.0,42.4,0.375
585,17.0,1981.0,195.0,9.0,11.9,42.4,0.375
586,17.0,1982.0,248.0,10.4,8.6,42.4,0.375
587,17.0,1983.0,178.0,11.2,4.6,32.2,0.375
588,17.0,1984.0,1278.0,11.2,5.0,32.2,0.375
589,17.0,1985.0,298.0,11.5,6.1,32.2,0.375
590,18.0,1951.0,466.0,3.2,8.0,51.0,0.0
591,18.0,1952.0,1190.0,2.9,2.2,51.0,0.0
592,18.0,1953.0,559.0,2.8,0.8,49.0,0.0
593,18.0,1954.0,456.0,5.3,0.4,49.0,0.0
594,18.0,1955.0,529.0,4.2,-0.3,51.0,0.0
595,18.0,1956.0,616.0,4.0,1.5,51.0,0.0
596,18.0,1957.0,311.0,4.2,3.4,51.0,0.0
597,18.0,1958.0,438.0,6.6,2.7,51.0,0.0
598,18.0,1959.0,1236.0,5.3,0.9,65.3,0.0
599,18.0,1960.0,341.0,5.4,1.5,65.3,0.0
600,18.0,1961.0,284.0,6.5,1.1,64.0,0.0
601,18.0,1962.0,317.0,5.4,1.1,64.0,0.0
602,18.0,1963.0,267.0,5.5,1.2,68.0,0.0
603,18.0,1964.0,385.0,5.0,1.3,68.0,0.0
604,18.0,1965.0,379.0,4.4,1.7,68.0,0.0
605,18.0,1966.0,399.0,3.7,3.0,68.0,0.0
606,18.0,1967.0,636.0,3.7,2.8,64.0,0.0
607,18.0,1968.0,723.0,3.5,4.2,64.0,0.0
608,18.0,1969.0,615.0,3.4,5.4,58.0,0.0
609,18.0,1970.0,940.0,4.8,5.9,58.0,0.0
610,18.0,1971.0,668.0,5.8,4.3,54.0,0.0
611,18.0,1972.0,366.0,5.5,3.3,54.0,0.0
612,18.0,1973.0,625.0,4.8,6.2,56.0,0.0
613,18.0,1974.0,612.0,5.5,11.0,56.0,0.0
614,18.0,1975.0,403.0,8.3,9.1,62.0,0.0
615,18.0,1976.0,298.0,7.6,5.7,62.0,0.0
616,18.0,1977.0,255.0,6.9,6.5,61.0,0.0
617,18.0,1978.0,273.0,6.0,7.7,61.0,0.0
618,18.0,1979.0,228.0,5.8,11.3,58.0,0.0
619,18.0,1980.0,232.0,7.0,13.5,58.0,0.0
620,18.0,1981.0,186.0,7.5,10.3,46.0,0.0
621,18.0,1982.0,101.0,9.5,6.2,46.0,0.0
622,18.0,1983.0,192.0,9.5,3.2,46.0,0.0
623,18.0,1984.0,89.0,7.4,4.3,46.0,0.0
624,18.0,1985.0,73.0,7.1,3.6,47.0,0.0
