d3mIndex,V1,V2,V3,V4,V5,V6,V7,Class
435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7
436,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8
437,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
438,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
439,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
440,1.0,0.0,1.0,0.0,1.0,1.0,0.0,8
441,0.0,1.0,1.0,0.0,0.0,1.0,1.0,9
442,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9
443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
445,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10
446,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10
447,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10
448,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
449,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
450,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3
451,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
452,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
453,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
454,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10
455,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1
456,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1
457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
458,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3
459,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
460,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5
461,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
462,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8
463,1.0,1.0,0.0,1.0,0.0,1.0,1.0,10
464,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
465,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1
466,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1
467,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4
468,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
469,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7
470,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1
471,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3
472,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4
473,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5
474,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2
475,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6
476,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
477,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
478,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
479,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
480,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
481,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
482,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5
483,1.0,1.0,0.0,1.0,1.0,1.0,0.0,7
484,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
485,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3
486,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5
487,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10
488,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
489,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3
490,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
491,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4
492,1.0,1.0,1.0,0.0,1.0,0.0,1.0,9
493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
494,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
495,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
496,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
497,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
498,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5
499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
