d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,Class
272,6.12,3332.0,0.53,0.0,v1,v1,3233.0,v1,2.0,v1,1.95,2.0,class1
273,2.1,3345.0,0.36,0.0,v2,v1,7341.0,v2,2.0,v1,1.96,0.0,class2
274,5.43,3127.0,0.57,2.0,v2,v1,7264.0,v3,1.0,v1,0.9,2.0,class1
275,5.87,3119.0,0.31,2.0,v2,v2,4589.0,v3,2.0,v3,0.73,1.0,class2
276,4.28,3142.0,0.25,1.0,v2,v1,6776.0,v3,2.0,v1,1.25,2.0,class1
277,3.71,3151.0,0.48,2.0,v2,v1,4503.0,v3,2.0,v1,1.76,1.0,class1
278,6.78,3131.0,0.39,2.0,v2,v1,3964.0,v1,1.0,v1,1.41,0.0,class1
279,5.64,3504.0,0.13,0.0,v2,v1,4472.0,v2,2.0,v1,0.57,1.0,class3
280,7.19,3500.0,0.13,0.0,v2,v2,3541.0,v1,0.0,v3,1.72,2.0,class2
281,6.68,3116.0,0.46,2.0,v2,v2,3772.0,v1,2.0,v3,1.15,1.0,class3
282,4.66,3076.0,0.45,1.0,v2,v1,5152.0,v1,0.0,v1,1.97,1.0,class3
283,1.8,3141.0,0.51,2.0,v2,v1,4576.0,v3,1.0,v1,1.14,1.0,class1
284,1.94,3125.0,0.65,2.0,v2,v1,4686.0,v2,1.0,v1,0.55,1.0,class2
285,8.06,3134.0,0.53,1.0,v1,v1,4932.0,v2,1.0,v1,0.59,2.0,class1
286,8.23,3130.0,0.34,1.0,v1,v1,4569.0,v2,0.0,v1,0.55,0.0,class1
287,1.48,3118.0,0.48,2.0,v2,v1,4495.0,v1,1.0,v1,1.44,1.0,class2
288,1.66,3519.0,0.49,0.0,v1,v1,3294.0,v1,2.0,v1,1.29,1.0,class2
289,5.96,3144.0,0.26,2.0,v1,v1,6026.0,v2,1.0,v1,0.59,0.0,class1
290,1.75,3484.0,0.52,2.0,v2,v2,7163.0,v3,1.0,v3,1.36,1.0,class3
291,1.58,3586.0,0.5,1.0,v2,v1,7174.0,v3,2.0,v1,1.22,2.0,class3
292,5.65,3121.0,0.46,1.0,v1,v1,4087.0,v3,0.0,v1,1.99,0.0,class1
293,6.59,3595.0,0.6,0.0,v2,v1,5025.0,v2,2.0,v1,1.62,0.0,class3
294,5.65,3198.0,0.19,0.0,v1,v1,4593.0,v2,0.0,v1,2.0,0.0,class1
295,6.9,3140.0,0.14,2.0,v2,v2,4410.0,v1,0.0,v3,0.58,1.0,class2
296,6.43,3181.0,0.61,0.0,v2,v1,3581.0,v2,2.0,v1,1.26,0.0,class3
297,6.96,3423.0,0.53,0.0,v2,v1,3754.0,v3,1.0,v1,1.04,0.0,class3
298,5.55,3246.0,0.49,1.0,v1,v1,6339.0,v3,0.0,v1,1.25,2.0,class2
299,3.65,3597.0,0.52,0.0,v1,v1,3323.0,v2,2.0,v1,0.67,0.0,class3
300,1.82,3352.0,0.52,2.0,v2,v2,3778.0,v1,0.0,v1,1.12,0.0,class5
301,2.26,3096.0,0.47,0.0,v1,v2,3390.0,v1,1.0,v3,1.39,1.0,class2
302,3.41,3072.0,0.6,2.0,v1,v2,4538.0,v1,0.0,v2,1.83,2.0,class1
303,7.77,3090.0,0.43,0.0,v1,v2,3117.0,v1,2.0,v3,0.85,1.0,class2
304,2.15,3258.0,0.57,1.0,v1,v2,6681.0,v1,0.0,v3,1.97,1.0,class3
305,6.15,3110.0,0.43,1.0,v2,v2,5013.0,v1,1.0,v3,0.68,1.0,class4
306,7.48,3074.0,0.45,2.0,v2,v2,7250.0,v1,2.0,v2,2.06,0.0,class5
307,5.44,3150.0,0.67,0.0,v2,v2,4578.0,v1,2.0,v1,0.55,2.0,class4
308,1.89,3148.0,0.46,1.0,v1,v2,6421.0,v1,0.0,v1,1.21,1.0,class4
309,1.48,3498.0,0.13,2.0,v2,v1,3744.0,v1,1.0,v3,1.18,0.0,class3
310,5.63,3082.0,0.46,2.0,v1,v2,6140.0,v1,0.0,v2,0.77,1.0,class4
311,1.42,3598.0,0.65,1.0,v1,v1,3230.0,v1,1.0,v2,0.6,1.0,class4
312,5.03,3466.0,0.52,1.0,v1,v1,5895.0,v3,0.0,v2,1.24,0.0,class3
313,5.6,3144.0,0.62,1.0,v1,v1,3328.0,v2,0.0,v3,1.41,0.0,class2
314,7.47,3083.0,0.53,0.0,v1,v1,4827.0,v1,0.0,v1,0.56,1.0,class5
315,6.94,3082.0,0.4,1.0,v2,v2,3421.0,v1,2.0,v3,1.84,1.0,class5
316,6.82,3467.0,0.14,2.0,v1,v2,4584.0,v1,1.0,v3,1.4,2.0,class5
317,3.17,3085.0,0.52,0.0,v2,v1,7235.0,v1,2.0,v3,1.87,0.0,class3
318,6.96,3481.0,0.14,1.0,v1,v1,3272.0,v1,1.0,v1,1.1,0.0,class5
319,1.46,3097.0,0.46,0.0,v1,v1,7053.0,v1,0.0,v2,0.71,1.0,class4
320,5.58,3106.0,0.49,1.0,v2,v1,5437.0,v1,1.0,v1,1.47,2.0,class2
321,7.68,3298.0,0.61,0.0,v1,v2,7214.0,v1,2.0,v1,0.91,1.0,class2
322,8.33,3082.0,0.48,1.0,v2,v2,6032.0,v1,0.0,v3,0.56,1.0,class4
323,1.5,3542.0,0.49,0.0,v2,v2,3791.0,v1,0.0,v3,0.56,0.0,class5
324,4.96,3476.0,0.14,1.0,v2,v1,3208.0,v1,2.0,v1,0.55,2.0,class3
325,3.84,3072.0,0.54,1.0,v2,v1,4474.0,v1,2.0,v1,1.2,2.0,class5
326,7.32,3091.0,0.13,0.0,v1,v1,4105.0,v1,0.0,v1,1.51,1.0,class3
327,2.04,3130.0,0.31,0.0,v1,v2,4565.0,v1,0.0,v1,0.56,1.0,class4
328,6.79,3616.0,0.48,0.0,v2,v2,7097.0,v3,1.0,v3,1.48,0.0,class3
329,2.28,3113.0,0.13,2.0,v1,v1,4218.0,v3,0.0,v1,0.56,0.0,class5
330,1.45,3479.0,0.35,2.0,v1,v1,4184.0,v2,1.0,v1,1.82,1.0,class5
331,3.79,3084.0,0.42,1.0,v1,v2,4660.0,v1,0.0,v1,1.24,2.0,class3
332,1.92,3096.0,0.45,2.0,v2,v2,4556.0,v1,1.0,v3,1.24,1.0,class2
333,5.6,3482.0,0.51,1.0,v2,v1,4492.0,v1,2.0,v1,1.71,1.0,class5
334,3.19,3090.0,0.52,0.0,v1,v1,3089.0,v1,1.0,v2,2.02,2.0,class4
335,1.67,3483.0,0.46,0.0,v1,v2,7174.0,v1,1.0,v3,1.15,1.0,class5
336,3.75,3145.0,0.44,2.0,v2,v1,3382.0,v1,1.0,v1,0.77,0.0,class5
337,7.16,3583.0,0.54,0.0,v2,v2,6555.0,v1,2.0,v1,0.55,0.0,class5
338,7.56,3474.0,0.26,0.0,v1,v1,6617.0,v1,1.0,v2,1.99,2.0,class1
339,5.62,3190.0,0.17,1.0,v1,v1,4497.0,v1,2.0,v1,0.55,1.0,class5
340,5.43,3087.0,0.14,0.0,v2,v1,7233.0,v1,2.0,v3,1.38,1.0,class5
341,6.51,3560.0,0.19,2.0,v1,v2,3263.0,v1,2.0,v1,1.24,2.0,class4
342,6.7,3071.0,0.57,1.0,v1,v1,3370.0,v1,1.0,v1,1.22,1.0,class2
343,5.06,3103.0,0.48,1.0,v1,v1,3307.0,v2,1.0,v2,1.46,0.0,class4
344,8.15,3083.0,0.5,2.0,v1,v2,7295.0,v1,2.0,v1,0.57,1.0,class5
345,2.15,3070.0,0.51,1.0,v1,v1,6647.0,v3,0.0,v1,0.56,1.0,class5
346,1.61,3143.0,0.53,1.0,v1,v1,6103.0,v1,1.0,v1,1.56,1.0,class5
347,1.5,3075.0,0.37,1.0,v1,v1,6770.0,v1,2.0,v3,1.16,1.0,class3
348,7.37,3071.0,0.13,2.0,v2,v2,5587.0,v1,1.0,v3,1.17,1.0,class4
349,7.11,3301.0,0.18,1.0,v1,v1,7282.0,v1,0.0,v3,0.55,1.0,class2
350,1.95,3124.0,0.13,1.0,v1,v1,7355.0,v1,1.0,v2,1.27,2.0,class5
351,2.07,3477.0,0.45,1.0,v1,v1,4537.0,v1,2.0,v2,1.66,0.0,class2
352,1.66,3469.0,0.2,2.0,v1,v2,4490.0,v1,2.0,v3,0.56,0.0,class5
353,2.0,3096.0,0.22,2.0,v1,v2,4161.0,v3,2.0,v1,0.56,1.0,class4
354,2.05,3076.0,0.48,1.0,v2,v1,4473.0,v3,1.0,v3,1.44,1.0,class2
355,1.42,3508.0,0.66,2.0,v1,v2,6586.0,v1,2.0,v2,1.2,1.0,class5
356,7.29,3490.0,0.13,1.0,v1,v1,4120.0,v1,2.0,v1,1.96,1.0,class5
357,1.55,3093.0,0.56,0.0,v2,v1,4553.0,v1,1.0,v1,1.13,1.0,class5
358,1.59,3087.0,0.14,2.0,v1,v1,7020.0,v3,2.0,v2,1.6,1.0,class4
359,6.88,3467.0,0.41,2.0,v2,v2,7150.0,v1,1.0,v3,1.22,1.0,class3
360,1.63,3484.0,0.46,2.0,v2,v1,3584.0,v2,2.0,v2,1.79,1.0,class5
361,7.38,3468.0,0.36,0.0,v1,v1,6737.0,v1,0.0,v3,0.55,0.0,class3
362,6.86,3126.0,0.5,0.0,v1,v1,5598.0,v1,0.0,v3,0.81,2.0,class4
363,1.97,3082.0,0.43,1.0,v1,v2,6021.0,v1,1.0,v1,1.05,1.0,class4
364,2.11,3185.0,0.67,1.0,v2,v1,5271.0,v1,1.0,v3,0.58,0.0,class4
365,1.83,3142.0,0.44,2.0,v2,v1,5817.0,v1,0.0,v3,0.56,1.0,class4
366,5.62,3510.0,0.52,1.0,v1,v1,5390.0,v1,1.0,v2,1.56,2.0,class4
367,6.1,3092.0,0.13,0.0,v1,v1,4563.0,v1,0.0,v2,0.55,1.0,class5
368,1.62,3073.0,0.52,0.0,v1,v2,7141.0,v1,1.0,v3,1.52,0.0,class3
369,2.19,3146.0,0.46,0.0,v2,v2,4480.0,v1,1.0,v3,1.43,1.0,class2
370,6.02,3478.0,0.18,1.0,v1,v1,4756.0,v1,1.0,v1,1.92,1.0,class5
371,7.79,3473.0,0.22,1.0,v1,v2,3562.0,v1,1.0,v2,1.19,1.0,class5
372,1.58,3114.0,0.13,1.0,v1,v2,3314.0,v1,0.0,v3,0.56,1.0,class4
373,1.86,3074.0,0.14,0.0,v1,v1,4511.0,v1,0.0,v1,1.09,1.0,class2
374,5.87,3559.0,0.48,1.0,v2,v2,3277.0,v1,1.0,v1,1.43,2.0,class2
375,5.93,3074.0,0.13,1.0,v1,v2,7200.0,v1,0.0,v3,0.56,0.0,class2
376,1.56,3102.0,0.52,2.0,v2,v1,3447.0,v1,0.0,v3,1.24,2.0,class5
377,2.85,3478.0,0.6,0.0,v1,v2,7273.0,v1,1.0,v1,1.24,2.0,class2
378,5.55,3116.0,0.14,1.0,v1,v1,7161.0,v2,1.0,v2,1.47,1.0,class5
379,8.3,3239.0,0.46,0.0,v1,v1,3681.0,v1,0.0,v1,0.71,2.0,class5
380,1.97,3113.0,0.52,2.0,v2,v1,4571.0,v1,0.0,v2,1.35,1.0,class4
381,6.5,3206.0,0.13,2.0,v2,v2,4579.0,v1,1.0,v2,0.79,2.0,class4
382,1.6,3521.0,0.14,1.0,v1,v1,5050.0,v3,0.0,v2,1.17,2.0,class3
383,6.54,3075.0,0.63,0.0,v1,v2,3149.0,v1,1.0,v2,1.73,1.0,class4
384,2.16,3144.0,0.51,1.0,v1,v2,3440.0,v1,1.0,v1,2.03,2.0,class3
385,2.24,3084.0,0.14,2.0,v1,v1,7282.0,v1,2.0,v1,1.51,1.0,class3
386,5.71,3097.0,0.21,0.0,v2,v1,6866.0,v1,1.0,v1,1.94,2.0,class5
387,1.41,3075.0,0.51,0.0,v2,v1,3204.0,v1,1.0,v2,1.5,2.0,class4
388,1.89,3085.0,0.53,2.0,v1,v2,3724.0,v1,2.0,v1,1.54,2.0,class5
389,7.61,3081.0,0.14,0.0,v2,v2,3246.0,v1,1.0,v3,1.4,1.0,class5
390,5.9,3125.0,0.13,1.0,v2,v2,6382.0,v1,2.0,v1,1.55,2.0,class4
391,5.9,3378.0,0.28,1.0,v2,v2,7213.0,v1,2.0,v3,1.19,1.0,class2
392,7.52,3106.0,0.48,1.0,v1,v2,5545.0,v2,2.0,v3,1.53,1.0,class4
393,3.17,3540.0,0.14,1.0,v1,v2,4637.0,v1,2.0,v1,1.42,2.0,class4
394,5.5,3414.0,0.45,1.0,v2,v2,7206.0,v1,1.0,v1,1.38,2.0,class3
395,6.79,3072.0,0.13,1.0,v1,v2,3235.0,v1,1.0,v2,1.84,0.0,class4
396,1.6,3087.0,0.51,2.0,v2,v2,4500.0,v1,0.0,v2,1.91,0.0,class4
397,2.31,3076.0,0.14,0.0,v1,v1,7211.0,v1,1.0,v2,1.17,0.0,class1
398,1.54,3273.0,0.31,0.0,v2,v2,5822.0,v1,2.0,v3,1.27,1.0,class1
399,1.74,3424.0,0.52,2.0,v2,v1,4628.0,v1,0.0,v1,0.56,2.0,class5
400,8.28,3135.0,0.21,2.0,v2,v1,4462.0,v1,1.0,v3,1.85,1.0,class4
401,5.13,3103.0,0.65,0.0,v1,v2,6898.0,v1,1.0,v3,1.96,1.0,class1
402,8.01,3497.0,0.14,1.0,v1,v1,3179.0,v2,1.0,v2,0.79,2.0,class5
403,7.53,3137.0,0.13,0.0,v2,v2,7336.0,v2,1.0,v3,0.63,0.0,class5
404,5.53,3465.0,0.13,1.0,v1,v1,3383.0,v2,0.0,v3,1.11,2.0,class5
405,1.44,3076.0,0.52,1.0,v2,v2,4885.0,v1,1.0,v3,1.77,1.0,class4
406,5.48,3131.0,0.34,2.0,v2,v1,3003.0,v1,2.0,v2,1.19,1.0,class2
407,2.26,3472.0,0.14,0.0,v1,v1,3832.0,v2,1.0,v2,0.95,1.0,class5
408,6.84,3144.0,0.15,0.0,v1,v1,4498.0,v1,1.0,v3,1.82,2.0,class5
409,1.61,3481.0,0.42,0.0,v1,v2,4893.0,v1,2.0,v2,0.66,1.0,class5
410,5.56,3591.0,0.47,0.0,v2,v1,5296.0,v1,0.0,v1,0.55,2.0,class5
411,3.9,3069.0,0.51,1.0,v2,v1,3289.0,v3,2.0,v3,1.97,2.0,class2
412,1.43,3069.0,0.13,0.0,v1,v2,3608.0,v1,2.0,v1,0.73,0.0,class5
413,6.38,3070.0,0.46,0.0,v1,v1,7066.0,v1,0.0,v1,0.59,0.0,class2
414,1.48,3070.0,0.64,1.0,v2,v1,4503.0,v3,1.0,v3,0.8,1.0,class5
415,6.41,3174.0,0.46,2.0,v1,v1,4397.0,v1,0.0,v2,0.55,2.0,class3
416,1.62,3481.0,0.19,0.0,v1,v1,3008.0,v1,1.0,v2,2.07,1.0,class4
417,6.97,3092.0,0.13,1.0,v2,v1,4666.0,v2,1.0,v1,1.61,2.0,class5
418,1.46,3071.0,0.58,1.0,v1,v1,7297.0,v1,2.0,v1,0.66,1.0,class2
419,1.47,3099.0,0.13,1.0,v2,v2,7184.0,v1,0.0,v3,1.56,1.0,class5
420,1.48,3519.0,0.65,0.0,v2,v1,4332.0,v1,1.0,v3,1.25,2.0,class5
421,1.47,3258.0,0.52,2.0,v1,v1,7234.0,v1,2.0,v1,1.88,2.0,class3
422,1.54,3077.0,0.51,1.0,v2,v2,6709.0,v1,1.0,v3,1.6,1.0,class5
423,7.83,3507.0,0.13,2.0,v2,v2,7127.0,v1,0.0,v2,0.56,1.0,class4
424,5.46,3096.0,0.13,2.0,v2,v1,7181.0,v3,1.0,v3,1.49,2.0,class2
425,6.92,3262.0,0.13,2.0,v2,v2,5467.0,v1,2.0,v2,1.31,2.0,class4
426,1.65,3150.0,0.51,0.0,v1,v1,3372.0,v1,2.0,v2,1.74,2.0,class4
427,5.68,3166.0,0.5,2.0,v1,v1,7268.0,v1,0.0,v1,0.56,1.0,class2
428,1.9,3083.0,0.13,2.0,v1,v2,3625.0,v2,1.0,v1,1.42,1.0,class3
429,7.99,3079.0,0.54,0.0,v1,v1,3751.0,v1,2.0,v2,0.57,1.0,class1
430,6.51,3121.0,0.34,1.0,v2,v2,3131.0,v1,2.0,v1,0.55,2.0,class4
431,1.61,3476.0,0.13,2.0,v2,v1,3879.0,v1,1.0,v1,1.05,1.0,class5
432,1.5,3540.0,0.14,1.0,v2,v2,4884.0,v1,1.0,v2,1.16,0.0,class3
433,1.43,3106.0,0.25,2.0,v1,v1,5401.0,v2,1.0,v1,2.03,0.0,class2
434,1.65,3482.0,0.52,1.0,v2,v2,3531.0,v1,2.0,v3,0.55,2.0,class5
435,6.84,3074.0,0.51,0.0,v1,v2,4578.0,v1,0.0,v2,1.26,2.0,class5
436,7.03,3342.0,0.25,0.0,v1,v1,6622.0,v1,2.0,v2,1.87,0.0,class4
437,7.22,3134.0,0.33,0.0,v2,v2,3532.0,v1,1.0,v2,1.8,0.0,class2
438,5.14,3522.0,0.13,2.0,v2,v1,6177.0,v1,1.0,v1,0.93,0.0,class3
439,1.78,3611.0,0.55,0.0,v1,v1,3366.0,v1,0.0,v1,0.84,1.0,class5
440,2.1,3099.0,0.53,0.0,v2,v1,3312.0,v1,2.0,v2,0.56,2.0,class3
441,1.66,3171.0,0.21,0.0,v1,v1,4525.0,v1,1.0,v2,1.27,1.0,class2
442,1.44,3157.0,0.48,0.0,v2,v1,3425.0,v1,0.0,v3,0.98,1.0,class5
443,1.53,3202.0,0.28,2.0,v2,v1,6080.0,v1,0.0,v2,1.7,2.0,class4
444,1.66,3077.0,0.14,0.0,v2,v1,3910.0,v1,1.0,v2,1.28,1.0,class1
445,1.84,3103.0,0.51,1.0,v2,v1,4223.0,v1,0.0,v2,1.66,0.0,class1
446,7.72,3469.0,0.13,0.0,v2,v2,3035.0,v1,1.0,v1,1.44,1.0,class2
447,6.27,3112.0,0.27,0.0,v2,v1,7338.0,v1,1.0,v2,1.94,1.0,class1
448,4.23,3490.0,0.52,0.0,v1,v1,3934.0,v1,2.0,v1,2.01,0.0,class5
449,4.19,3091.0,0.16,2.0,v2,v2,4533.0,v3,1.0,v2,1.97,0.0,class4
450,1.57,3075.0,0.13,2.0,v1,v1,7160.0,v1,1.0,v3,1.29,0.0,class5
451,1.44,3474.0,0.14,1.0,v1,v2,4175.0,v1,1.0,v3,1.6,1.0,class4
452,1.54,3463.0,0.5,0.0,v2,v2,6958.0,v1,0.0,v1,0.58,1.0,class1
453,2.23,3143.0,0.33,0.0,v1,v1,7322.0,v1,1.0,v1,1.51,1.0,class5
454,2.11,3106.0,0.52,0.0,v1,v1,4508.0,v1,0.0,v1,0.55,2.0,class5
455,5.63,3098.0,0.3,2.0,v2,v1,6497.0,v1,0.0,v2,0.6,1.0,class4
456,7.84,3078.0,0.46,0.0,v2,v2,3019.0,v1,0.0,v3,2.03,1.0,class2
457,5.43,3113.0,0.52,0.0,v1,v2,6534.0,v1,1.0,v3,1.55,2.0,class3
458,1.48,3487.0,0.14,0.0,v1,v1,7290.0,v1,0.0,v1,2.05,1.0,class5
459,7.02,3149.0,0.13,0.0,v2,v1,3029.0,v1,0.0,v2,0.73,0.0,class4
460,6.3,3487.0,0.14,2.0,v1,v2,4514.0,v2,1.0,v3,1.45,1.0,class5
461,1.62,3071.0,0.13,2.0,v2,v1,6447.0,v1,1.0,v1,0.94,2.0,class5
462,4.01,3481.0,0.52,0.0,v2,v1,7299.0,v2,1.0,v3,1.61,1.0,class5
463,6.3,3130.0,0.14,1.0,v2,v1,5681.0,v1,1.0,v1,1.23,1.0,class5
464,2.77,3073.0,0.23,2.0,v1,v2,4484.0,v2,2.0,v2,1.27,2.0,class4
465,1.8,3132.0,0.51,1.0,v2,v2,3045.0,v1,1.0,v3,1.42,0.0,class5
466,4.62,3422.0,0.45,1.0,v2,v1,7354.0,v1,2.0,v3,1.95,0.0,class3
467,2.33,3501.0,0.46,1.0,v2,v1,7165.0,v1,0.0,v1,0.55,0.0,class5
468,1.72,3246.0,0.15,0.0,v1,v1,3056.0,v1,0.0,v3,1.36,1.0,class2
469,1.52,3332.0,0.13,2.0,v1,v1,3321.0,v1,0.0,v2,1.32,1.0,class4
470,1.88,3147.0,0.13,1.0,v1,v1,3109.0,v1,1.0,v1,1.28,1.0,class5
471,1.44,3346.0,0.6,1.0,v1,v2,5808.0,v1,0.0,v3,0.55,0.0,class4
472,1.48,3115.0,0.58,0.0,v1,v1,4524.0,v1,1.0,v2,1.65,0.0,class2
473,7.49,3569.0,0.42,1.0,v2,v2,7332.0,v1,1.0,v1,1.53,2.0,class4
474,6.31,3073.0,0.14,2.0,v1,v2,4774.0,v1,2.0,v3,1.5,1.0,class4
475,2.47,3554.0,0.14,0.0,v1,v1,4193.0,v2,1.0,v1,1.6,1.0,class3
476,6.7,3467.0,0.2,2.0,v1,v2,4568.0,v1,1.0,v1,1.78,0.0,class4
477,1.58,3483.0,0.48,0.0,v1,v2,6745.0,v2,0.0,v1,0.87,0.0,class3
478,1.47,3084.0,0.14,2.0,v1,v1,5128.0,v1,1.0,v1,1.42,1.0,class5
479,6.47,3118.0,0.31,1.0,v1,v1,3055.0,v1,1.0,v1,1.95,0.0,class5
480,7.2,3267.0,0.61,0.0,v2,v1,7190.0,v2,0.0,v2,0.56,1.0,class5
481,1.91,3114.0,0.14,2.0,v1,v2,4561.0,v1,0.0,v3,0.56,0.0,class5
482,1.59,3489.0,0.52,1.0,v1,v1,6123.0,v1,0.0,v1,0.6,1.0,class5
483,5.61,3463.0,0.45,2.0,v1,v2,4585.0,v1,0.0,v1,0.58,1.0,class4
484,5.61,3170.0,0.13,0.0,v1,v1,3305.0,v1,0.0,v3,1.99,1.0,class5
485,5.52,3497.0,0.64,2.0,v2,v2,6630.0,v1,0.0,v2,0.55,2.0,class4
486,1.9,3452.0,0.44,0.0,v2,v2,4584.0,v1,2.0,v2,0.56,0.0,class2
487,1.63,3322.0,0.44,2.0,v2,v2,6848.0,v1,1.0,v2,1.23,0.0,class5
488,2.06,3070.0,0.34,1.0,v1,v1,3268.0,v1,0.0,v1,0.57,2.0,class3
489,7.84,3069.0,0.53,0.0,v1,v1,6849.0,v1,1.0,v1,1.36,2.0,class5
490,1.94,3466.0,0.61,1.0,v1,v2,5327.0,v1,0.0,v3,1.57,1.0,class4
491,5.58,3496.0,0.45,0.0,v1,v2,5984.0,v1,1.0,v1,1.26,1.0,class4
492,7.0,3587.0,0.49,0.0,v2,v2,4199.0,v1,1.0,v3,1.21,1.0,class5
493,5.64,3483.0,0.27,1.0,v2,v1,4501.0,v1,0.0,v1,0.56,1.0,class5
494,1.66,3147.0,0.54,1.0,v1,v1,6451.0,v2,0.0,v2,1.51,2.0,class5
495,1.51,3128.0,0.13,1.0,v2,v1,5703.0,v1,1.0,v2,1.57,1.0,class5
496,5.63,3462.0,0.14,2.0,v1,v2,7328.0,v2,0.0,v2,1.79,1.0,class1
497,1.51,3134.0,0.14,1.0,v1,v2,6659.0,v1,1.0,v1,1.21,2.0,class4
498,7.85,3073.0,0.53,1.0,v1,v2,6628.0,v1,0.0,v1,1.85,1.0,class3
499,1.62,3306.0,0.52,2.0,v1,v2,7188.0,v1,1.0,v2,1.34,1.0,class1
500,2.51,3535.0,0.49,1.0,v2,v2,3334.0,v1,0.0,v1,1.98,1.0,class3
501,1.66,3141.0,0.14,2.0,v1,v2,3267.0,v1,1.0,v3,1.59,2.0,class4
502,1.78,3476.0,0.13,2.0,v2,v2,3025.0,v1,0.0,v1,1.15,2.0,class5
503,5.47,3488.0,0.47,2.0,v1,v2,3319.0,v3,2.0,v2,0.89,1.0,class4
504,1.57,3086.0,0.54,1.0,v2,v1,4012.0,v1,1.0,v2,1.24,2.0,class1
505,7.3,3103.0,0.52,0.0,v1,v1,4295.0,v1,2.0,v1,1.67,1.0,class3
506,1.65,3476.0,0.46,1.0,v2,v2,6410.0,v1,1.0,v1,1.46,1.0,class3
507,5.9,3625.0,0.3,0.0,v1,v1,6782.0,v2,1.0,v2,0.56,2.0,class1
508,8.02,3262.0,0.55,2.0,v1,v2,6063.0,v1,1.0,v2,1.96,1.0,class4
509,6.76,3086.0,0.44,0.0,v1,v1,4185.0,v1,2.0,v2,1.87,1.0,class4
510,4.25,3472.0,0.42,1.0,v2,v2,3657.0,v1,0.0,v2,0.56,0.0,class5
511,7.88,3146.0,0.53,1.0,v2,v1,5084.0,v1,0.0,v1,0.67,1.0,class5
512,3.24,3485.0,0.66,2.0,v1,v1,7325.0,v1,1.0,v2,1.97,2.0,class2
513,2.94,3542.0,0.51,2.0,v1,v1,6669.0,v1,2.0,v1,0.56,2.0,class2
514,7.37,3137.0,0.39,2.0,v2,v1,4999.0,v1,2.0,v3,1.66,1.0,class4
515,1.99,3079.0,0.65,2.0,v1,v2,5535.0,v1,0.0,v1,0.56,1.0,class5
516,1.56,3103.0,0.59,0.0,v1,v1,6426.0,v1,1.0,v1,0.6,1.0,class2
517,3.07,3288.0,0.13,1.0,v1,v1,6720.0,v1,1.0,v1,1.47,0.0,class2
518,1.59,3472.0,0.35,0.0,v1,v1,7267.0,v1,1.0,v3,0.55,1.0,class5
519,5.62,3487.0,0.48,1.0,v1,v1,3264.0,v1,0.0,v1,0.8,2.0,class3
520,6.54,3133.0,0.14,1.0,v1,v1,3885.0,v1,0.0,v2,0.56,1.0,class2
521,2.22,3250.0,0.25,2.0,v2,v1,4027.0,v1,1.0,v3,1.98,1.0,class5
522,1.91,3552.0,0.5,0.0,v1,v1,6987.0,v1,0.0,v3,0.64,1.0,class3
523,7.18,3266.0,0.48,1.0,v1,v2,3684.0,v1,0.0,v2,0.56,1.0,class3
524,6.8,3134.0,0.48,1.0,v2,v1,3412.0,v1,1.0,v1,1.54,1.0,class5
525,5.52,3089.0,0.53,0.0,v2,v2,3437.0,v1,0.0,v1,1.57,1.0,class2
526,5.55,3537.0,0.48,1.0,v1,v2,3048.0,v3,0.0,v2,1.11,1.0,class4
527,5.55,3140.0,0.41,1.0,v2,v2,4888.0,v1,1.0,v2,0.56,1.0,class5
528,1.46,3123.0,0.44,1.0,v1,v2,6318.0,v1,2.0,v1,1.07,1.0,class4
529,1.57,3147.0,0.49,1.0,v2,v2,3580.0,v1,0.0,v3,0.55,2.0,class3
530,5.61,3149.0,0.31,0.0,v1,v1,7318.0,v1,0.0,v2,1.62,1.0,class5
531,1.66,3256.0,0.44,1.0,v1,v2,6428.0,v2,2.0,v2,0.76,1.0,class4
532,1.49,3076.0,0.13,2.0,v2,v1,3079.0,v1,0.0,v3,2.04,0.0,class2
533,1.5,3316.0,0.38,1.0,v1,v2,6557.0,v1,1.0,v2,1.99,1.0,class4
534,4.73,3501.0,0.47,2.0,v2,v1,4075.0,v1,1.0,v3,1.51,0.0,class3
535,8.2,3105.0,0.14,1.0,v2,v2,7102.0,v2,0.0,v3,0.56,1.0,class3
536,5.48,3618.0,0.53,1.0,v2,v1,3976.0,v1,2.0,v1,1.83,1.0,class5
537,1.52,3073.0,0.53,0.0,v2,v2,6587.0,v1,1.0,v3,1.57,0.0,class2
538,7.76,3474.0,0.34,1.0,v2,v1,6258.0,v1,2.0,v1,0.56,1.0,class2
539,2.21,3074.0,0.53,0.0,v1,v1,5784.0,v2,1.0,v1,1.67,1.0,class5
540,4.89,3490.0,0.53,0.0,v1,v2,3087.0,v1,1.0,v2,1.35,2.0,class4
541,1.63,3518.0,0.15,0.0,v2,v2,6987.0,v1,2.0,v3,0.56,1.0,class2
542,7.07,3617.0,0.47,1.0,v1,v1,3196.0,v1,2.0,v3,1.91,2.0,class2
543,1.8,3188.0,0.44,1.0,v1,v2,6356.0,v1,2.0,v2,1.69,1.0,class4
544,1.48,3481.0,0.13,0.0,v1,v1,3364.0,v1,2.0,v1,1.87,1.0,class5
