d3mIndex,V1,V2,V3,V4,V5,V6,V7,Class
2612,0.0,0.0,0.0,0.0,12.0,12.0,26.25,7
2613,1.0,0.0,12.0,2.0,20.0,8.25,26.25,7
2614,2.0,0.0,12.0,10.0,12.0,10.0,26.25,7
2615,3.0,2.0,20.0,17.0,19.0,15.03,26.25,7
2616,0.0,0.0,0.0,0.0,14.0,14.0,27.66,7
2617,1.0,0.0,14.0,1.0,20.0,6.08,27.66,7
2618,2.0,0.0,14.0,18.0,13.0,18.03,27.66,7
2619,3.0,1.0,20.0,14.0,21.0,13.04,27.66,7
2620,0.0,0.0,0.0,0.0,22.0,22.0,46.32,7
2621,1.0,0.0,22.0,2.0,39.0,17.12,46.32,7
2622,2.0,0.0,22.0,12.0,21.0,12.04,46.32,7
2623,3.0,2.0,39.0,25.0,39.0,23.0,46.32,7
2624,0.0,0.0,0.0,0.0,6.0,6.0,21.47,7
2625,1.0,0.0,6.0,1.0,18.0,12.04,21.47,7
2626,2.0,0.0,6.0,10.0,7.0,10.05,21.47,7
2627,3.0,1.0,18.0,8.0,19.0,7.07,21.47,7
2628,0.0,0.0,0.0,0.0,13.0,13.0,37.54,7
2629,1.0,0.0,13.0,0.0,28.0,15.0,37.54,7
2630,2.0,0.0,13.0,25.0,13.0,25.0,37.54,7
2631,3.0,0.0,28.0,15.0,27.0,15.03,37.54,7
2632,0.0,0.0,0.0,0.0,12.0,12.0,24.08,7
2633,1.0,0.0,12.0,0.0,18.0,6.0,24.08,7
2634,2.0,0.0,12.0,16.0,12.0,16.0,24.08,7
2635,3.0,0.0,18.0,9.0,17.0,9.06,24.08,7
2636,0.0,0.0,0.0,0.0,7.0,7.0,23.41,7
2637,1.0,0.0,7.0,0.0,20.0,13.0,23.41,7
2638,2.0,0.0,7.0,8.0,7.0,8.0,23.41,7
2639,3.0,0.0,20.0,7.0,22.0,7.28,23.41,7
2640,0.0,0.0,0.0,0.0,16.0,16.0,46.04,7
2641,1.0,0.0,16.0,0.0,38.0,22.0,46.04,7
2642,2.0,0.0,16.0,7.0,15.0,7.07,46.04,7
2643,3.0,0.0,38.0,26.0,38.0,26.0,46.04,7
2644,0.0,0.0,0.0,0.0,7.0,7.0,18.79,7
2645,1.0,0.0,7.0,1.0,17.0,10.05,18.79,7
2646,2.0,0.0,7.0,8.0,9.0,8.25,18.79,7
2647,3.0,1.0,17.0,7.0,15.0,6.32,18.79,7
2648,0.0,0.0,0.0,0.0,15.0,15.0,32.02,7
2649,1.0,0.0,15.0,0.0,25.0,10.0,32.02,7
2650,2.0,0.0,15.0,11.0,17.0,11.18,32.02,7
2651,3.0,0.0,25.0,20.0,23.0,20.1,32.02,7
2652,0.0,0.0,0.0,0.0,8.0,8.0,27.8,7
2653,1.0,0.0,8.0,0.0,22.0,14.0,27.8,7
2654,2.0,0.0,8.0,17.0,7.0,17.03,27.8,7
2655,3.0,0.0,22.0,15.0,22.0,15.0,27.8,7
2656,0.0,0.0,0.0,0.0,20.0,20.0,34.71,7
2657,1.0,0.0,20.0,1.0,26.0,6.08,34.71,7
2658,2.0,0.0,20.0,23.0,19.0,23.02,34.71,7
2659,3.0,1.0,26.0,7.0,26.0,6.0,34.71,7
2660,0.0,0.0,0.0,0.0,6.0,6.0,35.11,7
2661,1.0,0.0,6.0,2.0,31.0,25.08,35.11,7
2662,2.0,0.0,6.0,12.0,6.0,12.0,35.11,7
2663,3.0,2.0,31.0,8.0,33.0,6.32,35.11,7
2664,0.0,0.0,0.0,0.0,19.0,19.0,39.82,7
2665,1.0,0.0,19.0,1.0,33.0,14.04,39.82,7
2666,2.0,0.0,19.0,19.0,19.0,19.0,39.82,7
2667,3.0,1.0,33.0,9.0,35.0,8.25,39.82,7
2668,0.0,0.0,0.0,0.0,11.0,11.0,28.32,7
2669,1.0,0.0,11.0,2.0,21.0,10.2,28.32,7
2670,2.0,0.0,11.0,8.0,11.0,8.0,28.32,7
2671,3.0,2.0,21.0,19.0,21.0,17.0,28.32,7
2672,0.0,0.0,0.0,0.0,16.0,16.0,51.66,7
2673,1.0,0.0,16.0,1.0,38.0,22.02,51.66,7
2674,2.0,0.0,16.0,14.0,18.0,14.14,51.66,7
2675,3.0,1.0,38.0,35.0,37.0,34.01,51.66,7
2676,0.0,0.0,0.0,0.0,23.0,23.0,44.55,7
2677,1.0,0.0,23.0,2.0,32.0,9.22,44.55,7
2678,2.0,0.0,23.0,31.0,24.0,31.02,44.55,7
2679,3.0,2.0,32.0,22.0,32.0,20.0,44.55,7
2680,0.0,0.0,0.0,0.0,21.0,21.0,56.59,7
2681,1.0,0.0,21.0,1.0,41.0,20.02,56.59,7
2682,2.0,0.0,21.0,10.0,21.0,10.0,56.59,7
2683,3.0,1.0,41.0,39.0,39.0,38.05,56.59,7
2684,0.0,0.0,0.0,0.0,8.0,8.0,32.8,7
2685,1.0,0.0,8.0,2.0,25.0,17.12,32.8,7
2686,2.0,0.0,8.0,11.0,6.0,11.18,32.8,7
2687,3.0,2.0,25.0,20.0,26.0,18.03,32.8,7
2688,0.0,0.0,0.0,0.0,13.0,13.0,26.63,7
2689,1.0,0.0,13.0,2.0,20.0,7.28,26.63,7
2690,2.0,0.0,13.0,12.0,14.0,12.04,26.63,7
2691,3.0,2.0,20.0,15.0,22.0,13.15,26.63,7
2692,0.0,0.0,0.0,0.0,14.0,14.0,44.1,7
2693,1.0,0.0,14.0,1.0,35.0,21.02,44.1,7
2694,2.0,0.0,14.0,24.0,14.0,24.0,44.1,7
2695,3.0,1.0,35.0,9.0,37.0,8.25,44.1,7
2696,0.0,0.0,0.0,0.0,11.0,11.0,26.57,7
2697,1.0,0.0,11.0,0.0,25.0,14.0,26.57,7
2698,2.0,0.0,11.0,7.0,10.0,7.07,26.57,7
2699,3.0,0.0,25.0,9.0,25.0,9.0,26.57,7
2700,0.0,0.0,0.0,0.0,8.0,8.0,21.63,7
2701,1.0,0.0,8.0,2.0,17.0,9.22,21.63,7
2702,2.0,0.0,8.0,12.0,8.0,12.0,21.63,7
2703,3.0,2.0,17.0,8.0,18.0,6.08,21.63,7
2704,0.0,0.0,0.0,0.0,14.0,14.0,24.17,7
2705,1.0,0.0,14.0,0.0,20.0,6.0,24.17,7
2706,2.0,0.0,14.0,7.0,14.0,7.0,24.17,7
2707,3.0,0.0,20.0,10.0,22.0,10.2,24.17,7
2708,0.0,0.0,0.0,0.0,14.0,14.0,46.65,7
2709,1.0,0.0,14.0,1.0,38.0,24.02,46.65,7
2710,2.0,0.0,14.0,24.0,13.0,24.02,46.65,7
2711,3.0,1.0,38.0,23.0,40.0,22.09,46.65,7
2712,0.0,0.0,0.0,0.0,21.0,21.0,62.94,7
2713,1.0,0.0,21.0,1.0,45.0,24.02,62.94,7
2714,2.0,0.0,21.0,44.0,20.0,44.01,62.94,7
2715,3.0,1.0,45.0,40.0,45.0,39.0,62.94,7
2716,0.0,0.0,0.0,0.0,12.0,12.0,38.91,7
2717,1.0,0.0,12.0,1.0,35.0,23.02,38.91,7
2718,2.0,0.0,12.0,16.0,12.0,16.0,38.91,7
2719,3.0,1.0,35.0,17.0,34.0,16.03,38.91,7
2720,0.0,0.0,0.0,0.0,8.0,8.0,29.07,7
2721,1.0,0.0,8.0,0.0,22.0,14.0,29.07,7
2722,2.0,0.0,8.0,19.0,6.0,19.1,29.07,7
2723,3.0,0.0,22.0,19.0,20.0,19.1,29.07,7
2724,0.0,0.0,0.0,0.0,12.0,12.0,38.6,7
2725,1.0,0.0,12.0,0.0,31.0,19.0,38.6,7
2726,2.0,0.0,12.0,15.0,12.0,15.0,38.6,7
2727,3.0,0.0,31.0,23.0,29.0,23.09,38.6,7
2728,0.0,0.0,0.0,0.0,8.0,8.0,27.66,7
2729,1.0,0.0,8.0,0.0,21.0,13.0,27.66,7
2730,2.0,0.0,8.0,18.0,8.0,18.0,27.66,7
2731,3.0,0.0,21.0,18.0,21.0,18.0,27.66,7
2732,0.0,0.0,0.0,0.0,24.0,24.0,54.92,7
2733,1.0,0.0,24.0,2.0,46.0,22.09,54.92,7
2734,2.0,0.0,24.0,12.0,25.0,12.04,54.92,7
2735,3.0,2.0,46.0,30.0,45.0,28.02,54.92,7
2736,0.0,0.0,0.0,0.0,6.0,6.0,36.72,7
2737,1.0,0.0,6.0,0.0,31.0,25.0,36.72,7
2738,2.0,0.0,6.0,18.0,6.0,18.0,36.72,7
2739,3.0,0.0,31.0,18.0,32.0,18.03,36.72,7
2740,0.0,0.0,0.0,0.0,23.0,23.0,56.85,7
2741,1.0,0.0,23.0,2.0,44.0,21.1,56.85,7
2742,2.0,0.0,23.0,8.0,23.0,8.0,56.85,7
2743,3.0,2.0,44.0,36.0,43.0,34.01,56.85,7
2744,0.0,0.0,0.0,0.0,20.0,20.0,52.2,7
2745,1.0,0.0,20.0,0.0,40.0,20.0,52.2,7
2746,2.0,0.0,20.0,16.0,22.0,16.12,52.2,7
2747,3.0,0.0,40.0,31.0,42.0,31.06,52.2,7
2748,0.0,0.0,0.0,0.0,24.0,24.0,35.69,7
2749,1.0,0.0,24.0,1.0,35.0,11.05,35.69,7
2750,2.0,0.0,24.0,6.0,22.0,6.32,35.69,7
2751,3.0,1.0,35.0,7.0,33.0,6.32,35.69,7
2752,0.0,0.0,0.0,0.0,23.0,23.0,51.4,7
2753,1.0,0.0,23.0,2.0,41.0,18.11,51.4,7
2754,2.0,0.0,23.0,16.0,23.0,16.0,51.4,7
2755,3.0,2.0,41.0,31.0,41.0,29.0,51.4,7
2756,0.0,0.0,0.0,0.0,6.0,6.0,33.24,7
2757,1.0,0.0,6.0,1.0,29.0,23.02,33.24,7
2758,2.0,0.0,6.0,12.0,8.0,12.17,33.24,7
2759,3.0,1.0,29.0,11.0,31.0,10.2,33.24,7
2760,0.0,0.0,0.0,0.0,19.0,19.0,48.84,7
2761,1.0,0.0,19.0,2.0,36.0,17.12,48.84,7
2762,2.0,0.0,19.0,33.0,19.0,33.0,48.84,7
2763,3.0,2.0,36.0,23.0,35.0,21.02,48.84,7
2764,0.0,0.0,0.0,0.0,25.0,25.0,41.34,7
2765,1.0,0.0,25.0,0.0,33.0,8.0,41.34,7
2766,2.0,0.0,25.0,22.0,23.0,22.09,41.34,7
2767,3.0,0.0,33.0,7.0,35.0,7.28,41.34,7
2768,0.0,0.0,0.0,0.0,13.0,13.0,35.0,7
2769,1.0,0.0,13.0,0.0,26.0,13.0,35.0,7
2770,2.0,0.0,13.0,21.0,12.0,21.02,35.0,7
2771,3.0,0.0,26.0,6.0,28.0,6.32,35.0,7
2772,0.0,0.0,0.0,0.0,12.0,12.0,48.1,7
2773,1.0,0.0,12.0,0.0,35.0,23.0,48.1,7
2774,2.0,0.0,12.0,33.0,12.0,33.0,48.1,7
2775,3.0,0.0,35.0,9.0,35.0,9.0,48.1,7
2776,0.0,0.0,0.0,0.0,22.0,22.0,35.81,7
2777,1.0,0.0,22.0,2.0,28.0,6.32,35.81,7
2778,2.0,0.0,22.0,15.0,22.0,15.0,35.81,7
2779,3.0,2.0,28.0,21.0,29.0,19.03,35.81,7
2780,0.0,0.0,0.0,0.0,21.0,21.0,58.9,7
2781,1.0,0.0,21.0,2.0,45.0,24.08,58.9,7
2782,2.0,0.0,21.0,30.0,23.0,30.07,58.9,7
2783,3.0,2.0,45.0,38.0,45.0,36.0,58.9,7
2784,0.0,0.0,0.0,0.0,8.0,8.0,24.41,7
2785,1.0,0.0,8.0,0.0,20.0,12.0,24.41,7
2786,2.0,0.0,8.0,14.0,8.0,14.0,24.41,7
2787,3.0,0.0,20.0,11.0,19.0,11.05,24.41,7
2788,0.0,0.0,0.0,0.0,20.0,20.0,44.38,7
2789,1.0,0.0,20.0,1.0,43.0,23.02,44.38,7
2790,2.0,0.0,20.0,11.0,18.0,11.18,44.38,7
2791,3.0,1.0,43.0,9.0,41.0,8.25,44.38,7
2792,0.0,0.0,0.0,0.0,17.0,17.0,47.63,7
2793,1.0,0.0,17.0,0.0,36.0,19.0,47.63,7
2794,2.0,0.0,17.0,28.0,17.0,28.0,47.63,7
2795,3.0,0.0,36.0,30.0,37.0,30.02,47.63,7
2796,0.0,0.0,0.0,0.0,25.0,25.0,53.25,7
2797,1.0,0.0,25.0,1.0,44.0,19.03,53.25,7
2798,2.0,0.0,25.0,15.0,24.0,15.03,53.25,7
2799,3.0,1.0,44.0,30.0,43.0,29.02,53.25,7
2800,0.0,0.0,0.0,0.0,20.0,20.0,49.24,7
2801,1.0,0.0,20.0,0.0,42.0,22.0,49.24,7
2802,2.0,0.0,20.0,10.0,21.0,10.05,49.24,7
2803,3.0,0.0,42.0,24.0,43.0,24.02,49.24,7
2804,0.0,0.0,0.0,0.0,7.0,7.0,29.21,7
2805,1.0,0.0,7.0,2.0,23.0,16.12,29.21,7
2806,2.0,0.0,7.0,7.0,5.0,7.28,29.21,7
2807,3.0,2.0,23.0,18.0,23.0,16.0,29.21,7
2808,0.0,0.0,0.0,0.0,24.0,24.0,41.77,7
2809,1.0,0.0,24.0,0.0,31.0,7.0,41.77,7
2810,2.0,0.0,24.0,28.0,24.0,28.0,41.77,7
2811,3.0,0.0,31.0,17.0,31.0,17.0,41.77,7
2812,0.0,0.0,0.0,0.0,9.0,9.0,42.01,7
2813,1.0,0.0,9.0,0.0,31.0,22.0,42.01,7
2814,2.0,0.0,9.0,26.0,7.0,26.08,42.01,7
2815,3.0,0.0,31.0,10.0,33.0,10.2,42.01,7
2816,0.0,0.0,0.0,0.0,6.0,6.0,18.87,7
2817,1.0,0.0,6.0,1.0,14.0,8.06,18.87,7
2818,2.0,0.0,6.0,7.0,8.0,7.28,18.87,7
2819,3.0,1.0,14.0,10.0,16.0,9.22,18.87,7
2820,0.0,0.0,0.0,0.0,13.0,13.0,33.3,7
2821,1.0,0.0,13.0,2.0,23.0,10.2,33.3,7
2822,2.0,0.0,13.0,14.0,15.0,14.14,33.3,7
2823,3.0,2.0,23.0,22.0,25.0,20.1,33.3,7
2824,0.0,0.0,0.0,0.0,14.0,14.0,30.61,7
2825,1.0,0.0,14.0,0.0,24.0,10.0,30.61,7
2826,2.0,0.0,14.0,19.0,14.0,19.0,30.61,7
2827,3.0,0.0,24.0,9.0,24.0,9.0,30.61,7
2828,0.0,0.0,0.0,0.0,19.0,19.0,38.01,7
2829,1.0,0.0,19.0,1.0,31.0,12.04,38.01,7
2830,2.0,0.0,19.0,22.0,19.0,22.0,38.01,7
2831,3.0,1.0,31.0,7.0,30.0,6.08,38.01,7
2832,0.0,0.0,0.0,0.0,18.0,18.0,59.41,7
2833,1.0,0.0,18.0,2.0,43.0,25.08,59.41,7
2834,2.0,0.0,18.0,25.0,18.0,25.0,59.41,7
2835,3.0,2.0,43.0,41.0,43.0,39.0,59.41,7
2836,0.0,0.0,0.0,0.0,18.0,18.0,31.4,7
2837,1.0,0.0,18.0,0.0,24.0,6.0,31.4,7
2838,2.0,0.0,18.0,10.0,17.0,10.05,31.4,7
2839,3.0,0.0,24.0,19.0,25.0,19.03,31.4,7
2840,0.0,0.0,0.0,0.0,20.0,20.0,46.86,7
2841,1.0,0.0,20.0,1.0,36.0,16.03,46.86,7
2842,2.0,0.0,20.0,25.0,20.0,25.0,46.86,7
2843,3.0,1.0,36.0,30.0,36.0,29.0,46.86,7
2844,0.0,0.0,0.0,0.0,8.0,8.0,23.77,7
2845,1.0,0.0,8.0,2.0,22.0,14.14,23.77,7
2846,2.0,0.0,8.0,7.0,8.0,7.0,23.77,7
2847,3.0,2.0,22.0,9.0,21.0,7.07,23.77,7
2848,0.0,0.0,0.0,0.0,23.0,23.0,48.37,7
2849,1.0,0.0,23.0,2.0,42.0,19.1,48.37,7
2850,2.0,0.0,23.0,24.0,21.0,24.08,48.37,7
2851,3.0,2.0,42.0,22.0,42.0,20.0,48.37,7
2852,0.0,0.0,0.0,0.0,8.0,8.0,22.8,7
2853,1.0,0.0,8.0,1.0,17.0,9.06,22.8,7
2854,2.0,0.0,8.0,8.0,8.0,8.0,22.8,7
2855,3.0,1.0,17.0,14.0,18.0,13.04,22.8,7
2856,0.0,0.0,0.0,0.0,18.0,18.0,34.93,7
2857,1.0,0.0,18.0,1.0,31.0,13.04,34.93,7
2858,2.0,0.0,18.0,14.0,19.0,14.04,34.93,7
2859,3.0,1.0,31.0,8.0,32.0,7.07,34.93,7
2860,0.0,0.0,0.0,0.0,18.0,18.0,47.8,7
2861,1.0,0.0,18.0,0.0,36.0,18.0,47.8,7
2862,2.0,0.0,18.0,29.0,17.0,29.02,47.8,7
2863,3.0,0.0,36.0,19.0,38.0,19.1,47.8,7
2864,0.0,0.0,0.0,0.0,9.0,9.0,38.08,7
2865,1.0,0.0,9.0,2.0,32.0,23.09,38.08,7
2866,2.0,0.0,9.0,19.0,10.0,19.03,38.08,7
2867,3.0,2.0,32.0,12.0,33.0,10.05,38.08,7
2868,0.0,0.0,0.0,0.0,9.0,9.0,46.67,7
2869,1.0,0.0,9.0,2.0,33.0,24.08,46.67,7
2870,2.0,0.0,9.0,18.0,11.0,18.11,46.67,7
2871,3.0,2.0,33.0,33.0,32.0,31.02,46.67,7
2872,0.0,0.0,0.0,0.0,9.0,9.0,19.85,7
2873,1.0,0.0,9.0,0.0,15.0,6.0,19.85,7
2874,2.0,0.0,9.0,13.0,10.0,13.04,19.85,7
2875,3.0,0.0,15.0,9.0,13.0,9.22,19.85,7
2876,0.0,0.0,0.0,0.0,8.0,8.0,31.3,7
2877,1.0,0.0,8.0,0.0,26.0,18.0,31.3,7
2878,2.0,0.0,8.0,8.0,6.0,8.25,31.3,7
2879,3.0,0.0,26.0,14.0,28.0,14.14,31.3,7
2880,0.0,0.0,0.0,0.0,14.0,14.0,53.26,7
2881,1.0,0.0,14.0,0.0,39.0,25.0,53.26,7
2882,2.0,0.0,14.0,26.0,14.0,26.0,53.26,7
2883,3.0,0.0,39.0,34.0,41.0,34.06,53.26,7
2884,0.0,0.0,0.0,0.0,23.0,23.0,45.97,7
2885,1.0,0.0,23.0,0.0,33.0,10.0,45.97,7
2886,2.0,0.0,23.0,30.0,23.0,30.0,45.97,7
2887,3.0,0.0,33.0,32.0,31.0,32.06,45.97,7
2888,0.0,0.0,0.0,0.0,17.0,17.0,50.25,7
2889,1.0,0.0,17.0,0.0,35.0,18.0,50.25,7
2890,2.0,0.0,17.0,34.0,16.0,34.01,50.25,7
2891,3.0,0.0,35.0,28.0,37.0,28.07,50.25,7
2892,0.0,0.0,0.0,0.0,23.0,23.0,58.9,7
2893,1.0,0.0,23.0,2.0,45.0,22.09,58.9,7
2894,2.0,0.0,23.0,38.0,21.0,38.05,58.9,7
2895,3.0,2.0,45.0,30.0,45.0,28.0,58.9,7
2896,0.0,0.0,0.0,0.0,12.0,12.0,34.41,7
2897,1.0,0.0,12.0,0.0,26.0,14.0,34.41,7
2898,2.0,0.0,12.0,20.0,11.0,20.02,34.41,7
2899,3.0,0.0,26.0,11.0,28.0,11.18,34.41,7
2900,0.0,0.0,0.0,0.0,17.0,17.0,40.31,7
2901,1.0,0.0,17.0,1.0,29.0,12.04,40.31,7
2902,2.0,0.0,17.0,28.0,17.0,28.0,40.31,7
2903,3.0,1.0,29.0,22.0,29.0,21.0,40.31,7
2904,0.0,0.0,0.0,0.0,19.0,19.0,39.36,7
2905,1.0,0.0,19.0,1.0,35.0,16.03,39.36,7
2906,2.0,0.0,19.0,11.0,19.0,11.0,39.36,7
2907,3.0,1.0,35.0,18.0,35.0,17.0,39.36,7
2908,0.0,0.0,0.0,0.0,21.0,21.0,36.77,7
2909,1.0,0.0,21.0,1.0,32.0,11.05,36.77,7
2910,2.0,0.0,21.0,14.0,21.0,14.0,36.77,7
2911,3.0,1.0,32.0,7.0,34.0,6.32,36.77,7
2912,0.0,0.0,0.0,0.0,15.0,15.0,37.74,7
2913,1.0,0.0,15.0,1.0,31.0,16.03,37.74,7
2914,2.0,0.0,15.0,18.0,14.0,18.03,37.74,7
2915,3.0,1.0,31.0,20.0,32.0,19.03,37.74,7
2916,0.0,0.0,0.0,0.0,7.0,7.0,19.85,7
2917,1.0,0.0,7.0,0.0,15.0,8.0,19.85,7
2918,2.0,0.0,7.0,10.0,6.0,10.05,19.85,7
2919,3.0,0.0,15.0,13.0,14.0,13.04,19.85,7
2920,0.0,0.0,0.0,0.0,22.0,22.0,47.42,7
2921,1.0,0.0,22.0,0.0,35.0,13.0,47.42,7
2922,2.0,0.0,22.0,32.0,22.0,32.0,47.42,7
2923,3.0,0.0,35.0,11.0,33.0,11.18,47.42,7
2924,0.0,0.0,0.0,0.0,15.0,15.0,48.01,7
2925,1.0,0.0,15.0,1.0,39.0,24.02,48.01,7
2926,2.0,0.0,15.0,28.0,14.0,28.02,48.01,7
2927,3.0,1.0,39.0,18.0,38.0,17.03,48.01,7
2928,0.0,0.0,0.0,0.0,7.0,7.0,16.16,7
2929,1.0,0.0,7.0,0.0,13.0,6.0,16.16,7
2930,2.0,0.0,7.0,6.0,5.0,6.32,16.16,7
2931,3.0,0.0,13.0,6.0,15.0,6.32,16.16,7
2932,0.0,0.0,0.0,0.0,7.0,7.0,30.41,7
2933,1.0,0.0,7.0,1.0,26.0,19.03,30.41,7
2934,2.0,0.0,7.0,14.0,7.0,14.0,30.41,7
2935,3.0,1.0,26.0,12.0,27.0,11.05,30.41,7
2936,0.0,0.0,0.0,0.0,9.0,9.0,37.44,7
2937,1.0,0.0,9.0,1.0,31.0,22.02,37.44,7
2938,2.0,0.0,9.0,9.0,7.0,9.22,37.44,7
2939,3.0,1.0,31.0,21.0,31.0,20.0,37.44,7
2940,0.0,0.0,0.0,0.0,9.0,9.0,41.11,7
2941,1.0,0.0,9.0,2.0,31.0,22.09,41.11,7
2942,2.0,0.0,9.0,27.0,8.0,27.02,41.11,7
2943,3.0,2.0,31.0,24.0,30.0,22.02,41.11,7
2944,0.0,0.0,0.0,0.0,8.0,8.0,34.83,7
2945,1.0,0.0,8.0,1.0,25.0,17.03,34.83,7
2946,2.0,0.0,8.0,9.0,8.0,9.0,34.83,7
2947,3.0,1.0,25.0,22.0,27.0,21.1,34.83,7
2948,0.0,0.0,0.0,0.0,20.0,20.0,50.21,7
2949,1.0,0.0,20.0,2.0,35.0,15.13,50.21,7
2950,2.0,0.0,20.0,22.0,20.0,22.0,50.21,7
2951,3.0,2.0,35.0,36.0,34.0,34.01,50.21,7
2952,0.0,0.0,0.0,0.0,14.0,14.0,42.72,7
2953,1.0,0.0,14.0,0.0,36.0,22.0,42.72,7
2954,2.0,0.0,14.0,12.0,14.0,12.0,42.72,7
2955,3.0,0.0,36.0,23.0,36.0,23.0,42.72,7
2956,0.0,0.0,0.0,0.0,24.0,24.0,45.28,7
2957,1.0,0.0,24.0,2.0,33.0,9.22,45.28,7
2958,2.0,0.0,24.0,31.0,23.0,31.02,45.28,7
2959,3.0,2.0,33.0,28.0,32.0,26.02,45.28,7
2960,0.0,0.0,0.0,0.0,10.0,10.0,30.46,7
2961,1.0,0.0,10.0,1.0,28.0,18.03,30.46,7
2962,2.0,0.0,10.0,8.0,10.0,8.0,30.46,7
2963,3.0,1.0,28.0,12.0,28.0,11.0,30.46,7
2964,0.0,0.0,0.0,0.0,6.0,6.0,24.76,7
2965,1.0,0.0,6.0,1.0,18.0,12.04,24.76,7
2966,2.0,0.0,6.0,6.0,4.0,6.32,24.76,7
2967,3.0,1.0,18.0,17.0,18.0,16.0,24.76,7
2968,0.0,0.0,0.0,0.0,21.0,21.0,48.51,7
2969,1.0,0.0,21.0,2.0,46.0,25.08,48.51,7
2970,2.0,0.0,21.0,11.0,22.0,11.05,48.51,7
2971,3.0,2.0,46.0,12.0,47.0,10.05,48.51,7
2972,0.0,0.0,0.0,0.0,18.0,18.0,50.99,7
2973,1.0,0.0,18.0,0.0,37.0,19.0,50.99,7
2974,2.0,0.0,18.0,7.0,20.0,7.28,50.99,7
2975,3.0,0.0,37.0,34.0,38.0,34.01,50.99,7
2976,0.0,0.0,0.0,0.0,7.0,7.0,27.2,7
2977,1.0,0.0,7.0,2.0,26.0,19.1,27.2,7
2978,2.0,0.0,7.0,7.0,7.0,7.0,27.2,7
2979,3.0,2.0,26.0,8.0,26.0,6.0,27.2,7
2980,0.0,0.0,0.0,0.0,9.0,9.0,17.89,7
2981,1.0,0.0,9.0,1.0,16.0,7.07,17.89,7
2982,2.0,0.0,9.0,6.0,11.0,6.32,17.89,7
2983,3.0,1.0,16.0,8.0,14.0,7.28,17.89,7
2984,0.0,0.0,0.0,0.0,18.0,18.0,45.45,7
2985,1.0,0.0,18.0,0.0,34.0,16.0,45.45,7
2986,2.0,0.0,18.0,9.0,19.0,9.06,45.45,7
2987,3.0,0.0,34.0,29.0,35.0,29.02,45.45,7
2988,0.0,0.0,0.0,0.0,25.0,25.0,45.65,7
2989,1.0,0.0,25.0,0.0,40.0,15.0,45.65,7
2990,2.0,0.0,25.0,22.0,24.0,22.02,45.65,7
2991,3.0,0.0,40.0,8.0,39.0,8.06,45.65,7
2992,0.0,0.0,0.0,0.0,20.0,20.0,35.47,7
2993,1.0,0.0,20.0,2.0,27.0,7.28,35.47,7
2994,2.0,0.0,20.0,9.0,21.0,9.06,35.47,7
2995,3.0,2.0,27.0,23.0,25.0,21.1,35.47,7
2996,0.0,0.0,0.0,0.0,15.0,15.0,26.0,7
2997,1.0,0.0,15.0,2.0,22.0,7.28,26.0,7
2998,2.0,0.0,15.0,10.0,13.0,10.2,26.0,7
2999,3.0,2.0,22.0,10.0,24.0,8.25,26.0,7
3000,0.0,0.0,0.0,0.0,6.0,6.0,20.12,7
3001,1.0,0.0,6.0,0.0,18.0,12.0,20.12,7
3002,2.0,0.0,6.0,7.0,6.0,7.0,20.12,7
3003,3.0,0.0,18.0,9.0,16.0,9.22,20.12,7
3004,0.0,15.0,0.0,1.0,8.0,16.12,33.54,8
3005,1.0,1.0,8.0,0.0,15.0,7.07,33.54,8
3006,2.0,0.0,15.0,1.0,23.0,8.06,33.54,8
3007,3.0,1.0,23.0,15.0,30.0,15.65,33.54,8
3008,4.0,15.0,0.0,14.0,11.0,11.05,33.54,8
3009,5.0,15.0,11.0,11.0,11.0,4.0,33.54,8
3010,0.0,10.0,0.0,1.0,5.0,10.3,23.85,8
3011,1.0,1.0,5.0,0.0,10.0,5.1,23.85,8
3012,2.0,0.0,10.0,1.0,15.0,5.1,23.85,8
3013,3.0,1.0,15.0,10.0,20.0,10.3,23.85,8
3014,4.0,10.0,0.0,11.0,9.0,9.06,23.85,8
3015,5.0,13.0,9.0,8.0,9.0,5.0,23.85,8
3016,0.0,7.0,0.0,3.0,2.0,4.47,14.42,8
3017,1.0,3.0,2.0,0.0,4.0,3.61,14.42,8
3018,2.0,0.0,4.0,0.0,8.0,4.0,14.42,8
3019,3.0,0.0,8.0,3.0,10.0,3.61,14.42,8
3020,4.0,3.0,10.0,7.0,12.0,4.47,14.42,8
3021,5.0,7.0,0.0,6.0,6.0,6.08,14.42,8
3022,6.0,8.0,6.0,2.0,6.0,6.0,14.42,8
3023,0.0,7.0,0.0,0.0,4.0,8.06,15.65,8
3024,1.0,0.0,4.0,0.0,7.0,3.0,15.65,8
3025,2.0,0.0,7.0,0.0,11.0,4.0,15.65,8
3026,3.0,0.0,11.0,7.0,14.0,7.62,15.65,8
3027,4.0,7.0,0.0,6.0,11.0,11.05,15.65,8
3028,5.0,7.0,11.0,4.0,11.0,3.0,15.65,8
3029,0.0,12.0,0.0,2.0,4.0,10.77,27.29,8
3030,1.0,2.0,4.0,0.0,8.0,4.47,27.29,8
3031,2.0,0.0,8.0,0.0,16.0,8.0,27.29,8
3032,3.0,0.0,16.0,2.0,20.0,4.47,27.29,8
3033,4.0,2.0,20.0,12.0,24.0,10.77,27.29,8
3034,5.0,12.0,0.0,13.0,11.0,11.05,27.29,8
