d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,Class
285,0.001953,0.0,0.001953,0.023438,0.017578,0.001953,0.013672,0.010742,0.007812,0.016602,0.013672,0.0,0.00293,0.017578,0.0,0.0,0.000977,0.000977,0.066406,0.005859,0.0,0.017578,0.007812,0.004883,0.004883,0.072266,0.057617,0.016602,0.011719,0.008789,0.029297,0.0,0.006836,0.010742,0.004883,0.0,0.003906,0.020508,0.03418,0.015625,0.02832,0.0,0.014648,0.10547,0.009766,0.02832,0.026367,0.006836,0.016602,0.010742,0.000977,0.001953,0.009766,0.072266,0.02832,0.0,0.008789,0.003906,0.019531,0.0,0.0,0.044922,0.008789,0.021484,11
286,0.00293,0.000977,0.006836,0.009766,0.068359,0.0,0.024414,0.019531,0.001953,0.0,0.042969,0.016602,0.003906,0.022461,0.0,0.005859,0.0,0.0,0.019531,0.006836,0.0,0.017578,0.005859,0.0,0.0,0.005859,0.004883,0.014648,0.03125,0.013672,0.085938,0.010742,0.0,0.023438,0.012695,0.0,0.0,0.038086,0.003906,0.000977,0.0,0.017578,0.013672,0.008789,0.008789,0.013672,0.041016,0.069336,0.015625,0.017578,0.012695,0.046875,0.004883,0.076172,0.092773,0.0,0.001953,0.001953,0.004883,0.0,0.0,0.016602,0.010742,0.001953,11
287,0.0,0.0,0.0,0.03125,0.0,0.004883,0.0,0.0,0.001953,0.005859,0.074219,0.0,0.0,0.0,0.032227,0.0,0.0,0.0,0.020508,0.0,0.0,0.003906,0.0,0.02832,0.003906,0.13672,0.0,0.0,0.007812,0.0,0.003906,0.0,0.09668,0.0,0.0,0.0,0.15234,0.0,0.0,0.001953,0.023438,0.0,0.0,0.0,0.000977,0.0,0.000977,0.0,0.001953,0.008789,0.013672,0.0,0.10742,0.008789,0.0,0.000977,0.0,0.071289,0.008789,0.050781,0.0,0.092773,0.00293,0.0,12
288,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.0,0.007812,0.0,0.006836,0.0,0.0,0.006836,0.087891,0.0,0.0,0.0,0.0,0.0,0.0,0.003906,0.0,0.000977,0.0,0.008789,0.0,0.0,0.0,0.0,0.0,0.0,0.024414,0.0,0.0,0.0,0.24121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812,0.009766,0.020508,0.0,0.0,0.0,0.0,0.000977,0.0,0.020508,0.0,0.5293,0.0,0.016602,0.003906,0.0,12
289,0.0,0.0,0.0,0.013672,0.0,0.001953,0.0,0.0,0.003906,0.043945,0.029297,0.0,0.003906,0.014648,0.004883,0.000977,0.000977,0.0,0.016602,0.0,0.0,0.003906,0.0,0.013672,0.003906,0.081055,0.0,0.0,0.016602,0.004883,0.009766,0.0,0.23047,0.0,0.0,0.0,0.21387,0.0,0.000977,0.007812,0.036133,0.000977,0.000977,0.0,0.0,0.0,0.0,0.0,0.008789,0.016602,0.000977,0.000977,0.06543,0.004883,0.0,0.0,0.0,0.051758,0.001953,0.03418,0.0,0.043945,0.010742,0.0,12
290,0.0,0.0,0.0,0.0,0.0,0.005859,0.0,0.0,0.005859,0.0,0.050781,0.0,0.001953,0.012695,0.33496,0.0,0.0,0.0,0.0,0.0,0.0,0.005859,0.0,0.0,0.0,0.004883,0.0,0.0,0.0,0.0,0.0,0.0,0.005859,0.0,0.0,0.0,0.10059,0.0,0.0,0.0,0.0,0.00293,0.0,0.0,0.0,0.0,0.0,0.0,0.010742,0.010742,0.057617,0.0,0.000977,0.0,0.0,0.007812,0.0,0.020508,0.0,0.33594,0.0,0.023438,0.0,0.0,12
291,0.0,0.0,0.0,0.023438,0.0,0.004883,0.0,0.0,0.008789,0.022461,0.019531,0.0,0.003906,0.005859,0.000977,0.000977,0.001953,0.0,0.048828,0.0,0.0,0.0,0.0,0.038086,0.0,0.1875,0.0,0.0,0.003906,0.001953,0.011719,0.0,0.099609,0.0,0.0,0.0,0.21094,0.0,0.001953,0.011719,0.009766,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.011719,0.004883,0.00293,0.0,0.054688,0.018555,0.0,0.0,0.0,0.032227,0.000977,0.070312,0.0,0.079102,0.004883,0.0,12
292,0.0,0.0,0.0,0.0,0.0,0.006836,0.0,0.0,0.010742,0.0,0.016602,0.0,0.000977,0.000977,0.080078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00293,0.0,0.024414,0.0,0.0,0.001953,0.0,0.001953,0.0,0.054688,0.0,0.0,0.0,0.23926,0.0,0.0,0.0,0.004883,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.013672,0.006836,0.019531,0.0,0.008789,0.0,0.0,0.0,0.0,0.025391,0.0,0.41602,0.0,0.058594,0.003906,0.0,12
293,0.0,0.0,0.0,0.0,0.0,0.00293,0.0,0.0,0.005859,0.0,0.027344,0.0,0.0,0.004883,0.23047,0.0,0.0,0.0,0.0,0.0,0.0,0.006836,0.0,0.0,0.0,0.005859,0.0,0.0,0.0,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.09668,0.0,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.006836,0.007812,0.02832,0.0,0.000977,0.0,0.0,0.0,0.0,0.016602,0.0,0.51758,0.0,0.038086,0.000977,0.0,12
294,0.0,0.0,0.0,0.014648,0.0,0.007812,0.0,0.0,0.014648,0.019531,0.033203,0.0,0.0,0.003906,0.008789,0.0,0.00293,0.0,0.023438,0.0,0.0,0.003906,0.0,0.046875,0.0,0.1709,0.003906,0.0,0.008789,0.0,0.014648,0.0,0.12695,0.0,0.0,0.0,0.1084,0.0,0.010742,0.010742,0.079102,0.0,0.00293,0.004883,0.000977,0.0,0.0,0.0,0.019531,0.014648,0.011719,0.0,0.050781,0.03125,0.0,0.0,0.0,0.039062,0.001953,0.011719,0.0,0.094727,0.0,0.001953,12
295,0.0,0.0,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.02832,0.0,0.0,0.006836,0.11719,0.0,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.001953,0.0,0.043945,0.0,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.0,0.0,0.16016,0.0,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.00293,0.000977,0.022461,0.0,0.0,0.0,0.0,0.000977,0.0,0.013672,0.0,0.4873,0.0,0.09082,0.010742,0.0,12
296,0.0,0.0,0.0,0.0,0.0,0.009766,0.0,0.0,0.00293,0.0,0.040039,0.0,0.003906,0.000977,0.007812,0.0,0.000977,0.0,0.0,0.0,0.0,0.00293,0.0,0.000977,0.0,0.027344,0.0,0.0,0.000977,0.0,0.000977,0.0,0.09668,0.0,0.0,0.0,0.44434,0.0,0.0,0.0,0.00293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812,0.016602,0.00293,0.0,0.007812,0.0,0.0,0.0,0.0,0.047852,0.0,0.22461,0.0,0.042969,0.005859,0.0,12
297,0.0,0.0,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.045898,0.0,0.0,0.010742,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.000977,0.0,0.006836,0.0,0.0,0.0,0.0,0.0,0.008789,0.00293,0.0,0.0,0.0,0.20703,0.0,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.041992,0.0,0.0,0.0,0.0,0.010742,0.0,0.014648,0.0,0.41797,0.0,0.02832,0.003906,0.0,12
298,0.006836,0.000977,0.0,0.12012,0.0,0.007812,0.001953,0.0,0.022461,0.09668,0.00293,0.0,0.000977,0.0,0.0,0.0,0.006836,0.0,0.038086,0.001953,0.0,0.0,0.008789,0.067383,0.009766,0.009766,0.041992,0.0,0.009766,0.005859,0.018555,0.0,0.082031,0.0,0.005859,0.0,0.021484,0.001953,0.058594,0.0625,0.071289,0.0,0.036133,0.026367,0.00293,0.001953,0.012695,0.0,0.0,0.010742,0.0,0.0,0.053711,0.019531,0.0,0.0,0.0,0.006836,0.023438,0.0,0.0,0.0,0.0,0.022461,12
299,0.0,0.0,0.0,0.032227,0.0,0.000977,0.0,0.0,0.006836,0.027344,0.030273,0.0,0.000977,0.006836,0.006836,0.0,0.0,0.0,0.010742,0.0,0.0,0.003906,0.0,0.007812,0.000977,0.074219,0.000977,0.0,0.003906,0.0,0.005859,0.0,0.32227,0.0,0.0,0.0,0.17773,0.0,0.0,0.006836,0.074219,0.0,0.006836,0.007812,0.0,0.0,0.001953,0.0,0.003906,0.006836,0.008789,0.0,0.057617,0.003906,0.0,0.0,0.0,0.030273,0.00293,0.018555,0.0,0.048828,0.0,0.0,12
300,0.0,0.000977,0.0,0.079102,0.0,0.004883,0.0,0.0,0.012695,0.037109,0.043945,0.0,0.00293,0.008789,0.001953,0.0,0.0,0.0,0.000977,0.0,0.0,0.000977,0.000977,0.02832,0.003906,0.037109,0.003906,0.0,0.015625,0.001953,0.020508,0.0,0.18359,0.0,0.0,0.0,0.053711,0.0,0.011719,0.008789,0.18848,0.0,0.016602,0.007812,0.001953,0.0,0.000977,0.0,0.001953,0.009766,0.00293,0.0,0.10742,0.004883,0.0,0.0,0.0,0.050781,0.005859,0.000977,0.0,0.025391,0.009766,0.0,12
301,0.0,0.0,0.0,0.036133,0.0,0.006836,0.000977,0.0,0.005859,0.023438,0.029297,0.0,0.005859,0.00293,0.0,0.0,0.000977,0.0,0.072266,0.0,0.0,0.001953,0.0,0.027344,0.007812,0.12109,0.008789,0.0,0.019531,0.001953,0.030273,0.0,0.067383,0.0,0.0,0.0,0.15723,0.0,0.016602,0.025391,0.007812,0.001953,0.015625,0.0,0.004883,0.0,0.004883,0.0,0.010742,0.014648,0.001953,0.0,0.081055,0.039062,0.0,0.0,0.0,0.047852,0.017578,0.006836,0.0,0.050781,0.020508,0.003906,12
302,0.000977,0.0,0.0,0.06543,0.0,0.008789,0.013672,0.0,0.013672,0.06543,0.007812,0.0,0.00293,0.000977,0.0,0.0,0.001953,0.0,0.1084,0.003906,0.0,0.00293,0.012695,0.048828,0.017578,0.047852,0.000977,0.0,0.006836,0.005859,0.021484,0.0,0.074219,0.0,0.003906,0.0,0.14844,0.0,0.016602,0.057617,0.015625,0.001953,0.008789,0.0,0.003906,0.0,0.006836,0.0,0.00293,0.004883,0.004883,0.0,0.069336,0.066406,0.0,0.0,0.0,0.017578,0.012695,0.0,0.0,0.011719,0.007812,0.004883,12
303,0.0,0.058594,0.0,0.0,0.0,0.051758,0.000977,0.0,0.11914,0.0,0.001953,0.0,0.024414,0.000977,0.0,0.0,0.11816,0.000977,0.003906,0.003906,0.0,0.0,0.025391,0.004883,0.0,0.017578,0.0,0.0,0.11231,0.014648,0.1709,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.0,0.016602,0.0,0.00293,0.0,0.060547,0.013672,0.0,0.0,0.010742,0.050781,0.0,0.0,0.00293,0.010742,0.091797,0.0,0.0,0.005859,0.0,0.0,14
304,0.0,0.016602,0.0,0.009766,0.0,0.084961,0.0,0.0,0.125,0.0,0.000977,0.0,0.025391,0.007812,0.0,0.0,0.10645,0.0,0.009766,0.001953,0.0,0.0,0.009766,0.03418,0.0,0.067383,0.0,0.0,0.047852,0.011719,0.056641,0.0,0.003906,0.0,0.0,0.0,0.029297,0.0,0.0,0.001953,0.0,0.005859,0.0,0.0,0.001953,0.0,0.00293,0.0,0.072266,0.006836,0.0,0.0,0.060547,0.03125,0.0,0.0,0.000977,0.061523,0.078125,0.0,0.0,0.022461,0.003906,0.0,14
305,0.0,0.05957,0.000977,0.008789,0.0,0.069336,0.001953,0.004883,0.099609,0.0,0.0,0.0,0.041992,0.012695,0.0,0.0,0.081055,0.00293,0.026367,0.017578,0.0,0.0,0.037109,0.041992,0.003906,0.015625,0.0,0.0,0.032227,0.017578,0.043945,0.0,0.000977,0.0,0.007812,0.0,0.000977,0.000977,0.003906,0.00293,0.0,0.015625,0.000977,0.0,0.030273,0.0,0.022461,0.0,0.033203,0.030273,0.0,0.0,0.042969,0.036133,0.0,0.0,0.005859,0.014648,0.091797,0.0,0.0,0.00293,0.035156,0.0,14
306,0.0,0.0,0.0,0.0,0.0,0.007812,0.0,0.0,0.063477,0.0,0.081055,0.0,0.003906,0.15137,0.0,0.003906,0.0,0.0,0.0,0.0,0.0,0.054688,0.001953,0.0,0.0,0.0,0.0,0.0,0.15918,0.000977,0.022461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040039,0.0,0.0,0.0,0.0,0.0,0.0,0.10742,0.1748,0.013672,0.020508,0.0,0.0,0.0,0.0,0.0,0.003906,0.008789,0.0,0.0,0.000977,0.079102,0.0,14
307,0.0,0.026367,0.0,0.00293,0.0,0.069336,0.006836,0.0,0.11914,0.0,0.000977,0.0,0.019531,0.043945,0.0,0.0,0.023438,0.0,0.029297,0.014648,0.0,0.005859,0.052734,0.010742,0.0,0.000977,0.0,0.0,0.082031,0.016602,0.1084,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.007812,0.0,0.000977,0.0,0.0,0.025391,0.0,0.021484,0.0,0.045898,0.053711,0.0,0.0,0.001953,0.085938,0.0,0.0,0.007812,0.001953,0.089844,0.0,0.0,0.001953,0.020508,0.0,14
308,0.0,0.052734,0.0,0.0,0.0,0.037109,0.009766,0.0,0.11621,0.0,0.0,0.0,0.015625,0.041992,0.0,0.0,0.057617,0.0,0.021484,0.022461,0.0,0.001953,0.077148,0.010742,0.0,0.0,0.0,0.0,0.064453,0.014648,0.074219,0.0,0.0,0.0,0.004883,0.0,0.0,0.004883,0.0,0.004883,0.0,0.011719,0.0,0.0,0.0625,0.0,0.03125,0.0,0.040039,0.032227,0.0,0.001953,0.003906,0.035156,0.0,0.0,0.013672,0.0,0.076172,0.0,0.0,0.0,0.057617,0.000977,14
309,0.0,0.017578,0.000977,0.0,0.0,0.047852,0.0,0.0,0.086914,0.0,0.023438,0.0,0.018555,0.049805,0.0,0.0,0.02832,0.0,0.00293,0.004883,0.0,0.005859,0.020508,0.009766,0.0,0.014648,0.0,0.0,0.13281,0.011719,0.13281,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.009766,0.0,0.011719,0.0,0.0625,0.067383,0.0,0.0,0.010742,0.05957,0.0,0.0,0.001953,0.016602,0.058594,0.0,0.0,0.02832,0.046875,0.0,14
310,0.0,0.014648,0.0,0.004883,0.0,0.040039,0.003906,0.0,0.095703,0.0,0.003906,0.0,0.013672,0.047852,0.0,0.0,0.012695,0.0,0.019531,0.006836,0.0,0.015625,0.022461,0.008789,0.0,0.003906,0.0,0.0,0.11328,0.005859,0.13965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.011719,0.0,0.0,0.007812,0.0,0.013672,0.0,0.06543,0.10254,0.0,0.0,0.006836,0.064453,0.0,0.0,0.004883,0.005859,0.084961,0.0,0.0,0.007812,0.048828,0.0,14
311,0.0,0.029297,0.0,0.0,0.0,0.066406,0.001953,0.0,0.11621,0.0,0.0,0.0,0.019531,0.054688,0.0,0.0,0.032227,0.0,0.035156,0.012695,0.0,0.0,0.060547,0.000977,0.0,0.0,0.0,0.0,0.076172,0.009766,0.10254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00293,0.0,0.012695,0.0,0.0,0.02832,0.0,0.023438,0.0,0.0625,0.057617,0.0,0.0,0.006836,0.073242,0.0,0.0,0.000977,0.0,0.083984,0.0,0.0,0.001953,0.027344,0.0,14
312,0.0,0.036133,0.0,0.009766,0.0,0.10449,0.0,0.0,0.11914,0.0,0.0,0.0,0.03418,0.012695,0.0,0.0,0.048828,0.0,0.010742,0.006836,0.0,0.0,0.011719,0.032227,0.0,0.037109,0.0,0.0,0.035156,0.010742,0.088867,0.0,0.000977,0.0,0.0,0.0,0.005859,0.0,0.0,0.00293,0.0,0.010742,0.0,0.0,0.000977,0.0,0.003906,0.0,0.083008,0.005859,0.0,0.0,0.063477,0.051758,0.0,0.0,0.0,0.043945,0.10645,0.0,0.0,0.013672,0.007812,0.0,14
313,0.0,0.041992,0.0,0.000977,0.0,0.073242,0.007812,0.0,0.11231,0.0,0.0,0.0,0.036133,0.016602,0.0,0.0,0.068359,0.0,0.037109,0.014648,0.0,0.0,0.038086,0.003906,0.0,0.000977,0.0,0.0,0.087891,0.012695,0.092773,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.004883,0.0,0.013672,0.0,0.0,0.020508,0.0,0.046875,0.0,0.033203,0.050781,0.0,0.0,0.010742,0.074219,0.0,0.0,0.003906,0.0,0.083008,0.0,0.0,0.000977,0.010742,0.0,14
314,0.0,0.022461,0.0,0.012695,0.0,0.073242,0.009766,0.0,0.094727,0.000977,0.000977,0.0,0.017578,0.023438,0.0,0.0,0.023438,0.0,0.052734,0.009766,0.0,0.00293,0.02832,0.030273,0.001953,0.006836,0.0,0.0,0.071289,0.005859,0.09375,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.010742,0.0,0.008789,0.0,0.0,0.004883,0.0,0.027344,0.0,0.039062,0.078125,0.000977,0.0,0.018555,0.13086,0.0,0.0,0.0,0.005859,0.072266,0.0,0.0,0.000977,0.017578,0.0,14
315,0.000977,0.036133,0.0,0.024414,0.0,0.11914,0.007812,0.0,0.099609,0.004883,0.0,0.0,0.030273,0.008789,0.0,0.0,0.083984,0.0,0.033203,0.016602,0.0,0.0,0.027344,0.040039,0.013672,0.003906,0.0,0.0,0.026367,0.026367,0.046875,0.0,0.000977,0.0,0.003906,0.0,0.000977,0.0,0.007812,0.036133,0.0,0.006836,0.004883,0.0,0.03125,0.0,0.02832,0.0,0.036133,0.010742,0.0,0.0,0.017578,0.06543,0.0,0.0,0.005859,0.001953,0.083984,0.0,0.0,0.0,0.006836,0.0,14
316,0.0,0.026367,0.000977,0.035156,0.0,0.097656,0.000977,0.005859,0.10547,0.0,0.0,0.0,0.038086,0.020508,0.0,0.0,0.052734,0.0,0.027344,0.025391,0.0,0.00293,0.025391,0.049805,0.008789,0.011719,0.0,0.0,0.041016,0.025391,0.066406,0.0,0.009766,0.0,0.009766,0.0,0.005859,0.000977,0.012695,0.015625,0.0,0.011719,0.009766,0.0,0.010742,0.0,0.024414,0.0,0.041992,0.016602,0.0,0.0,0.042969,0.02832,0.0,0.0,0.001953,0.007812,0.070312,0.0,0.0,0.003906,0.005859,0.000977,14
317,0.0,0.046875,0.0,0.012695,0.0,0.086914,0.009766,0.001953,0.11816,0.0,0.0,0.0,0.050781,0.004883,0.0,0.0,0.071289,0.0,0.02832,0.025391,0.0,0.0,0.075195,0.016602,0.009766,0.00293,0.0,0.0,0.019531,0.03125,0.036133,0.0,0.0,0.0,0.006836,0.0,0.0,0.0,0.001953,0.029297,0.0,0.011719,0.00293,0.0,0.043945,0.0,0.046875,0.0,0.03418,0.003906,0.0,0.0,0.017578,0.058594,0.0,0.0,0.012695,0.000977,0.076172,0.0,0.0,0.0,0.003906,0.0,14
318,0.0,0.007812,0.0,0.0,0.0,0.048828,0.0,0.0,0.12402,0.0,0.042969,0.0,0.007812,0.10352,0.0,0.003906,0.016602,0.0,0.0,0.000977,0.0,0.004883,0.009766,0.0,0.0,0.0,0.0,0.0,0.1582,0.004883,0.027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050781,0.0,0.0,0.000977,0.0,0.0,0.0,0.089844,0.18066,0.004883,0.000977,0.0,0.003906,0.0,0.0,0.0,0.004883,0.013672,0.0,0.0,0.000977,0.086914,0.0,14
319,0.027344,0.0,0.008789,0.011719,0.03418,0.000977,0.007812,0.011719,0.017578,0.03418,0.003906,0.021484,0.000977,0.025391,0.0,0.0,0.0,0.0,0.026367,0.015625,0.0,0.022461,0.00293,0.005859,0.003906,0.006836,0.053711,0.005859,0.00293,0.003906,0.010742,0.0,0.015625,0.084961,0.001953,0.0,0.004883,0.032227,0.024414,0.027344,0.023438,0.0,0.017578,0.05957,0.000977,0.041992,0.007812,0.018555,0.012695,0.006836,0.001953,0.0,0.00293,0.027344,0.16309,0.0,0.003906,0.00293,0.013672,0.0,0.0,0.006836,0.0,0.029297,15
320,0.038086,0.001953,0.004883,0.009766,0.048828,0.0,0.025391,0.015625,0.007812,0.032227,0.015625,0.064453,0.000977,0.025391,0.000977,0.0,0.000977,0.0,0.019531,0.010742,0.0,0.023438,0.000977,0.005859,0.032227,0.009766,0.037109,0.007812,0.004883,0.011719,0.007812,0.001953,0.003906,0.046875,0.005859,0.0,0.007812,0.029297,0.025391,0.02832,0.012695,0.0,0.016602,0.042969,0.000977,0.044922,0.011719,0.02832,0.013672,0.013672,0.005859,0.007812,0.011719,0.013672,0.10547,0.0,0.001953,0.001953,0.016602,0.0,0.0,0.008789,0.0,0.026367,15
321,0.02832,0.001953,0.009766,0.009766,0.044922,0.0,0.016602,0.02832,0.004883,0.032227,0.023438,0.013672,0.000977,0.016602,0.0,0.0,0.0,0.0,0.027344,0.003906,0.0,0.012695,0.0,0.014648,0.013672,0.029297,0.030273,0.023438,0.00293,0.017578,0.001953,0.005859,0.026367,0.041016,0.011719,0.0,0.007812,0.046875,0.017578,0.029297,0.006836,0.0,0.038086,0.029297,0.0,0.057617,0.011719,0.03125,0.018555,0.009766,0.001953,0.03418,0.006836,0.017578,0.054688,0.0,0.003906,0.000977,0.015625,0.000977,0.0,0.021484,0.000977,0.041992,15
322,0.027344,0.001953,0.009766,0.032227,0.013672,0.0,0.025391,0.007812,0.00293,0.082031,0.003906,0.000977,0.016602,0.027344,0.0,0.024414,0.0,0.007812,0.037109,0.007812,0.001953,0.006836,0.0,0.018555,0.020508,0.001953,0.036133,0.007812,0.010742,0.033203,0.014648,0.0,0.005859,0.014648,0.023438,0.0,0.003906,0.017578,0.046875,0.092773,0.003906,0.014648,0.02832,0.016602,0.006836,0.017578,0.017578,0.003906,0.022461,0.016602,0.0,0.041016,0.009766,0.017578,0.022461,0.0,0.008789,0.000977,0.013672,0.0,0.001953,0.005859,0.008789,0.03418,15
323,0.008789,0.001953,0.017578,0.011719,0.03418,0.0,0.006836,0.035156,0.0,0.000977,0.085938,0.0,0.013672,0.008789,0.005859,0.006836,0.0,0.00293,0.013672,0.008789,0.001953,0.010742,0.000977,0.029297,0.008789,0.041992,0.00293,0.006836,0.008789,0.006836,0.009766,0.03125,0.0,0.015625,0.009766,0.017578,0.001953,0.027344,0.010742,0.019531,0.0,0.018555,0.012695,0.001953,0.00293,0.016602,0.03418,0.001953,0.025391,0.000977,0.084961,0.025391,0.023438,0.019531,0.014648,0.019531,0.003906,0.038086,0.017578,0.0,0.019531,0.077148,0.00293,0.011719,15
324,0.013672,0.003906,0.00293,0.016602,0.030273,0.0,0.010742,0.013672,0.000977,0.022461,0.044922,0.009766,0.003906,0.006836,0.0,0.0,0.0,0.00293,0.02832,0.003906,0.0,0.016602,0.001953,0.021484,0.018555,0.040039,0.038086,0.00293,0.003906,0.005859,0.005859,0.009766,0.004883,0.056641,0.005859,0.008789,0.012695,0.026367,0.017578,0.043945,0.005859,0.006836,0.023438,0.018555,0.006836,0.021484,0.03125,0.010742,0.024414,0.003906,0.023438,0.032227,0.022461,0.025391,0.079102,0.0,0.004883,0.013672,0.011719,0.0,0.0,0.052734,0.0,0.023438,15
325,0.025391,0.0,0.007812,0.019531,0.006836,0.0,0.005859,0.003906,0.008789,0.045898,0.014648,0.010742,0.000977,0.015625,0.0,0.0,0.0,0.001953,0.023438,0.007812,0.0,0.009766,0.0,0.005859,0.012695,0.024414,0.094727,0.001953,0.003906,0.004883,0.003906,0.018555,0.02832,0.071289,0.007812,0.0,0.026367,0.016602,0.041992,0.021484,0.033203,0.0,0.021484,0.089844,0.0,0.035156,0.004883,0.021484,0.010742,0.00293,0.009766,0.010742,0.008789,0.008789,0.09082,0.000977,0.000977,0.003906,0.011719,0.0,0.0,0.017578,0.0,0.022461,15
326,0.035156,0.0,0.010742,0.019531,0.042969,0.0,0.014648,0.004883,0.0,0.017578,0.005859,0.005859,0.010742,0.005859,0.0,0.003906,0.0,0.000977,0.038086,0.00293,0.0,0.000977,0.0,0.000977,0.016602,0.005859,0.073242,0.008789,0.000977,0.008789,0.001953,0.012695,0.008789,0.051758,0.013672,0.013672,0.001953,0.023438,0.040039,0.037109,0.015625,0.013672,0.03125,0.077148,0.001953,0.067383,0.006836,0.024414,0.011719,0.004883,0.0,0.013672,0.005859,0.007812,0.085938,0.000977,0.000977,0.000977,0.006836,0.0,0.019531,0.001953,0.004883,0.054688,15
327,0.015625,0.0,0.010742,0.024414,0.018555,0.0,0.008789,0.010742,0.000977,0.055664,0.009766,0.0,0.00293,0.010742,0.009766,0.0,0.0,0.0,0.041992,0.007812,0.0,0.009766,0.0,0.018555,0.024414,0.046875,0.03418,0.008789,0.001953,0.010742,0.00293,0.019531,0.049805,0.033203,0.012695,0.016602,0.040039,0.023438,0.010742,0.038086,0.011719,0.0,0.026367,0.021484,0.004883,0.019531,0.008789,0.005859,0.026367,0.004883,0.016602,0.018555,0.022461,0.018555,0.040039,0.00293,0.005859,0.009766,0.007812,0.011719,0.0,0.03418,0.001953,0.048828,15
328,0.025391,0.000977,0.003906,0.037109,0.007812,0.0,0.017578,0.006836,0.001953,0.051758,0.016602,0.0,0.0,0.013672,0.00293,0.0,0.0,0.0,0.047852,0.00293,0.0,0.015625,0.0,0.009766,0.022461,0.048828,0.06543,0.003906,0.004883,0.006836,0.0,0.005859,0.033203,0.032227,0.005859,0.004883,0.032227,0.027344,0.042969,0.05957,0.005859,0.0,0.035156,0.03125,0.001953,0.024414,0.007812,0.0,0.015625,0.001953,0.016602,0.023438,0.025391,0.019531,0.009766,0.0,0.011719,0.005859,0.010742,0.003906,0.0,0.026367,0.0,0.063477,15
329,0.00293,0.000977,0.001953,0.023438,0.010742,0.0,0.019531,0.008789,0.001953,0.009766,0.10254,0.0,0.001953,0.005859,0.005859,0.0,0.0,0.0,0.047852,0.005859,0.0,0.025391,0.0,0.001953,0.000977,0.063477,0.013672,0.0,0.003906,0.005859,0.000977,0.022461,0.006836,0.026367,0.0,0.040039,0.009766,0.026367,0.016602,0.017578,0.0,0.005859,0.018555,0.011719,0.000977,0.010742,0.025391,0.0,0.019531,0.004883,0.077148,0.036133,0.037109,0.040039,0.012695,0.015625,0.00293,0.036133,0.013672,0.0,0.0,0.089844,0.0,0.008789,15
330,0.033203,0.0,0.019531,0.004883,0.025391,0.0,0.033203,0.046875,0.009766,0.007812,0.015625,0.00293,0.006836,0.02832,0.0,0.0,0.0,0.009766,0.027344,0.011719,0.0,0.016602,0.000977,0.008789,0.013672,0.007812,0.005859,0.045898,0.011719,0.011719,0.009766,0.008789,0.000977,0.051758,0.013672,0.005859,0.000977,0.072266,0.010742,0.024414,0.0,0.000977,0.014648,0.006836,0.005859,0.09668,0.015625,0.025391,0.019531,0.009766,0.000977,0.049805,0.00293,0.023438,0.02832,0.0,0.033203,0.001953,0.013672,0.0,0.0,0.013672,0.001953,0.029297,15
