d3mIndex,V1,V2,Class
1151,1.301,0.657,1
1152,1.292,0.666,1
1153,1.511,0.676,1
1154,1.495,0.685,1
1155,1.476,0.698,1
1156,1.451,0.705,1
1157,1.434,0.715,1
1158,1.419,0.724,1
1159,0.94,0.727,1
1160,0.917,0.73,1
1161,0.897,0.736,2
1162,0.878,0.743,2
1163,0.862,0.75,2
1164,0.846,0.757,2
1165,0.831,0.765,2
1166,0.816,0.769,2
1167,0.804,0.779,2
1168,0.795,0.783,2
1169,0.794,0.782,2
1170,0.799,0.78,2
1171,0.799,0.78,2
1172,0.799,0.783,2
1173,0.799,0.782,2
1174,0.803,0.786,2
1175,1.257,0.785,1
1176,1.257,0.788,1
1177,1.264,0.811,1
1178,1.273,0.807,1
1179,1.415,0.812,1
1180,1.275,0.817,1
1181,1.273,0.82,1
1182,1.4,0.828,1
1183,1.389,0.802,1
1184,1.223,0.806,1
1185,1.362,0.814,1
1186,1.19,0.827,1
1187,1.172,0.837,1
1188,1.156,0.85,1
1189,1.137,0.868,1
1190,1.122,0.875,1
1191,1.106,0.9,1
1192,1.086,0.899,1
1193,1.07,0.904,3
1194,1.052,0.904,3
1195,1.036,0.908,3
1196,1.018,0.908,3
1197,1.001,0.906,3
1198,0.983,0.91,3
1199,0.967,0.946,3
1200,0.954,0.988,3
1201,0.938,0.911,3
1202,0.922,0.909,3
1203,0.907,0.911,3
1204,0.892,0.912,2
1205,0.878,0.914,2
1206,0.861,0.919,2
1207,0.849,0.918,2
1208,0.837,0.92,2
1209,0.827,0.922,2
1210,0.825,0.921,2
1211,0.827,0.916,2
1212,0.829,0.914,2
1213,0.829,0.914,2
1214,0.829,0.914,2
1215,0.829,0.914,2
1216,0.828,0.913,2
1217,0.831,0.912,2
1218,0.831,0.911,2
1219,0.826,0.897,2
1220,0.825,0.897,2
1221,0.823,0.893,2
1222,0.821,0.888,2
1223,0.82,1.001,2
1224,0.819,0.904,2
1225,0.817,0.897,2
1226,0.816,0.499,2
1227,0.816,0.489,2
1228,0.815,0.484,2
1229,0.817,0.482,2
1230,0.858,0.483,2
1231,0.86,0.502,2
1232,0.818,0.837,2
1233,0.817,0.833,2
1234,0.817,0.482,2
1235,0.82,0.472,2
1236,0.827,0.469,2
1237,0.844,0.467,2
1238,0.917,0.468,4
1239,0.916,0.802,1
1240,0.925,0.799,1
1241,1.713,0.796,1
1242,1.713,0.795,1
1243,1.711,0.795,1
1244,1.705,0.795,1
1245,1.699,0.793,1
1246,1.689,0.789,1
1247,1.681,0.785,1
1248,1.668,0.481,4
1249,1.653,0.476,4
1250,1.636,0.478,4
1251,1.616,0.484,4
1252,1.603,0.487,4
1253,1.586,0.497,1
1254,1.571,0.507,1
1255,1.556,0.736,1
1256,1.552,0.731,1
1257,1.555,0.726,1
1258,2.482,0.72,1
1259,2.468,0.714,1
1260,2.453,0.709,1
1261,2.437,0.577,1
1262,2.421,0.571,1
1263,2.404,0.58,1
1264,2.386,0.598,1
1265,2.371,0.604,1
1266,2.352,0.616,1
1267,2.334,0.629,1
1268,2.315,0.642,1
1269,2.296,0.648,1
1270,2.277,0.641,1
1271,2.258,0.634,1
1272,2.24,0.626,1
1273,2.221,0.621,1
1274,2.002,0.616,1
1275,1.985,0.606,1
1276,1.965,0.601,1
1277,1.944,0.591,1
1278,1.924,0.585,1
1279,1.9,0.58,1
1280,1.88,0.571,1
1281,1.098,0.565,1
1282,1.076,0.558,1
1283,1.054,0.552,1
1284,1.032,0.545,1
1285,1.007,0.539,1
1286,0.991,0.534,1
1287,0.969,0.528,1
1288,0.95,0.518,1
1289,0.932,0.514,1
1290,0.913,0.505,1
1291,0.896,0.501,2
1292,0.878,0.495,2
1293,0.861,0.488,2
1294,0.843,0.481,2
1295,0.826,0.475,2
1296,0.81,0.472,2
1297,1.553,0.466,4
1298,1.542,0.458,4
1299,1.543,0.453,4
1300,1.545,0.453,4
1301,1.544,0.453,4
1302,1.542,0.453,4
1303,1.541,0.452,4
1304,1.541,0.452,4
1305,1.54,0.452,4
1306,1.541,0.452,4
1307,1.541,0.452,4
1308,1.54,0.452,4
1309,1.54,0.452,4
1310,1.54,0.452,4
1311,1.539,0.451,4
1312,1.537,0.451,4
1313,0.504,0.449,2
1314,0.503,0.447,2
1315,0.501,0.445,2
1316,0.5,0.442,2
1317,0.495,0.439,2
1318,0.497,0.437,2
1319,0.496,0.435,2
1320,0.496,0.433,2
1321,0.747,0.432,2
1322,0.744,0.432,2
1323,0.745,0.432,2
1324,0.742,0.431,2
1325,0.742,0.431,2
1326,0.742,0.427,2
1327,0.741,0.426,2
1328,0.741,0.425,2
1329,0.738,0.427,2
1330,0.738,0.426,2
1331,0.738,0.426,2
1332,0.741,0.426,2
1333,0.74,0.425,2
1334,0.743,0.424,2
1335,1.493,0.423,4
1336,1.496,0.422,4
1337,1.732,0.42,4
1338,1.731,0.418,4
1339,1.731,0.418,4
1340,1.731,0.418,4
1341,1.732,0.418,4
1342,1.731,0.418,4
1343,1.731,0.418,4
1344,1.731,0.418,4
1345,1.731,0.418,4
1346,1.731,0.418,4
1347,1.731,0.418,4
1348,1.729,0.418,4
1349,1.726,0.418,4
1350,1.721,0.417,4
1351,1.714,0.417,4
1352,1.707,0.416,4
1353,1.698,0.416,4
1354,1.689,0.416,4
1355,1.679,0.416,4
1356,1.668,0.416,4
1357,1.657,0.416,4
1358,1.647,0.416,4
1359,1.636,0.417,4
1360,1.411,0.418,4
1361,1.615,0.42,4
1362,1.604,0.421,4
1363,1.594,0.422,4
1364,1.584,0.423,4
1365,1.36,0.425,4
1366,1.348,0.426,4
1367,1.34,0.428,4
1368,1.331,0.429,4
1369,1.323,0.431,4
1370,1.314,0.433,4
1371,1.305,0.435,4
1372,1.298,0.437,4
1373,1.289,0.439,4
1374,1.285,0.441,4
1375,1.473,0.443,4
1376,1.463,0.445,4
1377,1.452,0.447,4
1378,1.442,0.449,4
1379,1.432,0.451,4
1380,1.422,0.453,4
1381,1.411,0.455,4
1382,1.401,0.458,4
1383,1.391,0.46,4
1384,1.381,0.462,4
1385,1.371,0.465,4
1386,1.362,0.467,4
1387,1.352,0.469,4
1388,1.343,0.472,4
1389,1.333,0.474,4
1390,1.324,0.477,4
1391,1.314,0.48,4
1392,1.305,0.483,4
1393,1.295,0.486,4
1394,1.286,0.489,4
1395,1.277,0.493,4
1396,1.271,0.497,1
1397,1.259,0.5,1
1398,1.25,0.503,1
1399,1.245,0.507,1
1400,1.236,0.511,1
1401,1.225,0.516,1
1402,1.213,0.522,1
1403,1.199,0.528,1
1404,1.185,0.536,1
1405,1.17,0.543,1
1406,1.154,0.551,1
1407,1.138,0.564,1
1408,1.121,0.573,1
1409,1.101,0.579,1
1410,1.084,0.592,1
1411,1.066,0.604,1
1412,1.049,0.715,1
1413,1.031,0.634,1
1414,1.027,0.638,1
1415,0.998,0.668,1
1416,0.982,0.657,1
1417,0.962,0.669,1
1418,0.946,0.683,1
1419,0.93,0.691,1
1420,0.914,0.706,1
1421,0.899,0.717,2
1422,0.883,0.725,2
1423,0.867,0.739,2
1424,0.851,0.75,2
1425,0.835,0.762,2
1426,0.819,0.772,2
1427,0.806,0.781,2
1428,0.8,0.78,2
1429,0.801,0.779,2
1430,0.802,0.777,2
1431,0.802,0.777,2
1432,0.801,0.778,2
1433,0.8,0.778,2
1434,0.8,0.777,2
1435,0.799,0.778,2
1436,0.799,0.78,2
1437,0.799,0.778,2
1438,0.798,0.781,2
1439,0.797,0.781,2
1440,0.796,0.781,2
1441,0.795,0.782,2
1442,0.795,0.786,2
1443,0.794,0.789,2
1444,0.793,0.796,2
1445,0.796,0.793,2
1446,0.796,0.827,2
1447,0.796,0.826,2
1448,0.799,0.824,2
1449,0.803,0.793,2
1450,0.81,0.819,2
1451,0.798,0.816,2
1452,0.795,0.813,2
1453,0.794,0.808,2
1454,0.794,0.808,2
1455,0.797,0.806,2
1456,0.8,0.809,2
1457,0.801,0.792,2
1458,0.821,0.789,2
1459,1.463,0.783,1
1460,1.461,0.78,1
1461,1.466,0.777,1
1462,1.467,0.775,1
1463,1.466,0.774,1
1464,1.462,0.772,1
1465,1.456,0.771,1
1466,1.448,0.768,1
1467,1.437,0.763,1
1468,1.425,0.757,1
1469,1.411,0.751,1
1470,1.395,0.745,1
1471,1.379,0.738,1
1472,1.362,0.732,1
1473,1.345,0.725,1
1474,1.328,0.717,1
1475,1.309,0.71,1
1476,1.291,0.703,1
1477,1.273,0.696,1
1478,1.257,0.689,1
1479,1.235,0.682,1
1480,1.216,0.675,1
1481,1.196,0.668,1
1482,1.177,0.661,1
1483,1.159,0.654,1
1484,1.14,0.647,1
1485,1.122,0.64,1
1486,1.103,0.633,1
1487,1.085,0.626,1
1488,1.066,0.619,1
1489,1.046,0.612,1
1490,1.027,0.604,1
1491,1.009,0.597,1
1492,0.99,0.59,1
1493,0.971,0.583,1
1494,0.775,0.576,2
1495,0.759,0.569,2
1496,0.712,0.562,2
1497,0.689,0.554,2
1498,0.674,0.547,2
1499,0.656,0.54,2
1500,0.655,0.534,2
1501,0.847,0.533,2
1502,0.85,0.535,2
1503,0.852,0.531,2
1504,0.853,0.531,2
1505,0.853,0.527,2
1506,0.852,0.526,2
1507,0.852,0.525,2
1508,0.584,0.524,2
1509,0.582,0.523,2
1510,0.582,0.522,2
1511,0.852,0.521,2
1512,0.582,0.52,2
1513,0.583,0.52,2
1514,0.85,0.519,2
1515,0.849,0.518,2
1516,0.849,0.517,2
1517,0.85,0.517,2
1518,0.85,0.516,2
1519,0.851,0.515,2
1520,0.851,0.513,2
1521,0.852,0.512,2
1522,0.855,0.51,2
1523,0.857,0.509,2
1524,0.858,0.508,2
1525,0.858,0.507,2
1526,0.602,0.504,2
1527,0.854,0.501,2
1528,0.854,0.498,2
1529,0.854,0.496,2
1530,0.854,0.494,2
1531,0.857,0.492,2
1532,0.858,0.49,2
1533,0.857,0.488,2
1534,0.856,0.486,2
1535,0.855,0.483,2
1536,0.851,0.48,2
1537,0.85,0.477,2
1538,0.852,0.475,2
1539,0.851,0.473,2
1540,0.851,0.471,2
1541,0.851,0.47,2
1542,0.854,0.468,2
1543,0.852,0.467,2
1544,0.847,0.469,2
1545,0.845,0.47,2
1546,0.841,0.466,2
1547,0.839,0.465,2
1548,0.841,0.464,2
1549,0.84,0.463,2
1550,0.839,0.467,2
1551,0.838,0.48,2
1552,5.0,0.506,1
1553,5.0,0.575,1
1554,5.0,0.475,4
1555,5.0,0.476,4
1556,0.939,0.565,1
1557,5.0,0.569,1
1558,5.0,0.569,1
1559,5.0,0.569,1
1560,5.0,0.566,1
1561,5.0,0.483,4
1562,5.0,0.573,1
1563,5.0,0.573,1
1564,0.816,0.506,2
1565,0.806,0.516,2
1566,0.794,0.528,2
1567,0.784,0.54,2
1568,0.772,0.552,2
1569,0.764,0.565,2
1570,0.756,0.606,2
1571,0.752,0.772,2
1572,0.753,0.993,2
1573,0.758,0.992,2
1574,0.758,0.595,2
1575,0.758,0.991,2
1576,0.758,0.597,2
1577,0.758,0.594,2
1578,0.761,0.986,2
1579,0.774,0.988,2
1580,0.777,0.762,2
1581,3.163,0.589,1
1582,3.163,0.587,1
1583,3.164,0.589,1
1584,3.163,0.597,1
1585,3.162,0.598,1
1586,3.158,0.598,1
1587,3.151,0.604,1
1588,3.142,0.613,1
1589,3.131,0.627,1
1590,3.118,0.722,1
1591,3.104,0.715,1
1592,3.088,0.708,1
1593,3.072,0.7,1
1594,3.055,0.692,1
1595,3.037,0.684,1
1596,3.019,0.675,1
1597,3.0,0.667,1
1598,2.982,0.658,1
1599,2.964,0.649,1
1600,2.945,0.641,1
1601,2.928,0.632,1
1602,2.91,0.624,1
1603,0.808,0.616,2
1604,0.789,0.609,2
1605,0.758,0.601,2
1606,0.759,0.593,2
1607,0.747,0.586,2
1608,2.801,0.621,1
1609,2.786,0.611,1
1610,2.776,0.605,1
1611,2.769,0.603,1
1612,2.765,0.598,1
1613,2.769,0.599,1
1614,2.766,0.6,1
1615,2.764,0.6,1
1616,2.763,0.599,1
1617,2.761,0.598,1
1618,2.758,0.597,1
1619,2.753,0.595,1
1620,2.745,0.592,1
1621,2.734,0.578,1
1622,2.722,0.583,1
1623,2.708,0.574,1
1624,2.693,0.551,1
1625,2.678,0.551,1
1626,2.661,0.558,1
1627,2.644,0.55,1
1628,2.626,0.546,1
1629,2.608,0.536,1
1630,2.589,0.528,1
1631,2.57,0.521,1
1632,2.55,0.513,1
1633,2.531,0.505,1
1634,2.511,0.498,1
1635,2.491,0.49,4
1636,2.472,0.482,4
1637,2.452,0.474,4
1638,2.433,0.466,4
1639,2.415,0.457,4
1640,2.397,0.45,4
1641,2.38,0.443,4
1642,2.363,0.436,4
1643,2.348,0.43,4
1644,2.333,0.427,4
1645,2.319,0.425,4
1646,2.307,0.437,4
1647,1.793,0.426,4
1648,1.78,0.418,4
1649,1.768,0.426,4
1650,1.757,0.403,4
1651,1.749,0.397,4
1652,1.745,0.394,4
1653,2.243,0.392,4
1654,2.236,0.39,4
1655,2.229,0.388,4
1656,2.222,0.386,4
1657,2.218,0.387,4
1658,2.212,0.388,4
1659,2.205,0.387,4
1660,2.199,0.504,1
1661,2.192,0.432,4
1662,2.185,0.381,4
1663,2.177,0.38,4
1664,2.165,0.376,4
1665,2.156,0.379,4
1666,2.147,0.428,4
1667,2.137,0.42,4
1668,2.127,0.422,4
1669,2.116,0.452,4
1670,2.105,0.426,4
1671,2.094,0.388,4
1672,2.083,0.39,4
1673,2.072,0.427,4
1674,2.062,0.401,4
1675,2.051,1.407,3
1676,2.04,1.401,3
1677,2.028,1.399,3
1678,2.015,1.4,3
1679,2.002,1.399,3
1680,1.988,1.395,3
1681,1.973,1.391,3
1682,1.958,1.391,3
1683,1.943,1.39,3
1684,1.928,1.387,3
1685,1.912,1.386,3
1686,1.897,1.386,3
1687,1.882,1.382,3
1688,1.867,1.381,3
1689,1.852,1.381,3
1690,1.838,1.381,3
1691,1.824,1.381,3
1692,1.811,1.384,3
1693,1.799,1.383,3
1694,1.787,1.386,3
1695,1.68,1.417,3
1696,1.671,1.384,3
1697,1.745,1.38,3
1698,1.601,1.379,3
1699,1.599,1.38,3
1700,1.605,0.621,1
1701,1.395,0.622,1
1702,1.385,0.629,1
1703,1.369,0.639,1
1704,1.36,0.72,1
1705,1.399,0.744,1
1706,1.408,0.751,1
1707,1.372,0.764,1
1708,1.327,0.889,1
1709,1.317,0.9,1
1710,1.308,0.923,3
1711,1.291,0.937,3
1712,1.277,2.127,3
1713,1.263,2.14,3
1714,1.249,2.153,3
1715,1.235,2.165,3
1716,1.221,2.177,3
1717,1.208,2.191,3
1718,1.195,2.202,3
1719,1.183,2.213,3
1720,1.17,2.222,3
1721,1.158,2.228,3
1722,1.149,2.234,3
1723,1.137,2.243,3
1724,1.128,2.251,3
1725,1.117,2.255,3
1726,1.104,2.263,3
1727,1.091,2.271,3
1728,1.078,2.278,3
1729,1.061,0.785,1
1730,1.045,0.786,1
1731,1.033,0.784,1
1732,1.02,0.755,1
1733,1.008,0.758,1
1734,1.001,0.762,1
1735,0.988,0.762,1
1736,0.974,0.765,1
1737,0.959,0.769,1
1738,0.942,0.769,1
1739,0.921,0.773,1
1740,0.902,0.776,1
1741,0.882,0.78,2
1742,0.863,0.781,2
1743,0.843,0.785,2
1744,0.823,0.789,2
1745,0.803,0.789,2
1746,0.785,0.792,2
1747,0.773,0.797,2
1748,0.77,0.795,2
1749,0.773,0.794,2
1750,0.776,0.793,2
1751,0.778,0.793,2
1752,0.778,0.793,2
1753,0.777,0.792,2
1754,0.777,0.793,2
1755,0.777,0.792,2
1756,0.778,0.792,2
1757,0.778,0.793,2
1758,0.778,0.792,2
1759,0.78,0.788,2
1760,0.78,0.788,2
1761,0.78,0.787,2
1762,0.78,0.786,2
1763,0.78,0.785,2
1764,0.78,0.784,2
1765,0.782,0.783,2
1766,0.782,0.779,2
1767,0.78,0.778,2
1768,0.777,0.776,2
1769,0.776,0.778,2
1770,0.776,0.776,2
1771,0.775,0.775,2
1772,0.775,0.773,2
1773,0.778,0.776,2
1774,0.778,0.798,2
1775,0.776,0.785,2
1776,0.772,0.777,2
1777,0.771,0.776,2
1778,0.77,0.772,2
1779,0.768,0.768,2
1780,0.767,0.77,2
1781,0.766,0.856,2
1782,0.765,0.82,2
1783,0.768,0.817,2
1784,0.767,0.799,2
1785,0.767,0.791,2
1786,0.827,0.789,2
1787,0.789,0.84,2
1788,0.765,0.791,2
1789,0.765,0.781,2
1790,0.768,0.832,2
1791,0.771,0.768,2
1792,0.781,0.762,2
1793,0.851,0.755,2
1794,0.847,0.753,2
1795,0.87,0.75,2
1796,0.904,0.751,1
1797,0.9,0.748,2
1798,1.38,0.758,1
1799,1.384,0.738,1
1800,1.384,0.734,1
1801,1.384,0.737,1
1802,1.38,0.735,1
1803,1.379,0.741,1
1804,1.381,0.737,1
1805,1.378,0.737,1
1806,1.37,0.735,1
1807,1.365,0.733,1
1808,1.35,0.729,1
1809,1.34,0.723,1
1810,1.326,0.722,1
1811,1.306,0.719,1
1812,1.293,0.713,1
1813,1.275,0.714,1
1814,1.257,0.715,1
1815,1.238,0.707,1
1816,1.22,0.697,1
1817,1.202,0.704,1
1818,1.183,0.692,1
1819,1.163,0.698,1
1820,1.144,0.673,1
1821,1.124,0.67,1
1822,1.104,0.664,1
1823,1.084,0.648,1
1824,0.927,0.649,1
1825,0.899,0.638,2
1826,0.879,0.635,2
1827,0.862,0.629,2
1828,0.845,0.615,2
1829,0.829,0.609,2
1830,0.813,0.602,2
1831,0.8,0.608,2
1832,0.794,0.587,2
1833,0.809,0.58,2
1834,0.922,0.583,1
1835,0.923,0.579,1
1836,0.923,0.58,1
1837,0.923,0.58,1
1838,0.921,0.579,1
1839,0.918,0.578,1
1840,0.914,0.577,1
1841,0.907,0.575,1
1842,0.898,0.573,2
1843,0.887,0.57,2
1844,0.873,0.566,2
1845,0.859,0.563,2
1846,0.845,0.558,2
1847,0.833,0.554,2
1848,0.821,0.551,2
1849,0.811,0.548,2
1850,0.805,0.541,2
1851,0.805,0.537,2
1852,0.807,0.536,2
1853,0.808,0.536,2
1854,0.808,0.536,2
1855,0.808,0.535,2
1856,0.808,0.534,2
1857,0.809,0.533,2
1858,0.809,0.529,2
1859,0.81,0.529,2
1860,0.81,0.528,2
1861,0.811,0.528,2
1862,0.811,0.526,2
1863,0.812,0.528,2
1864,0.812,0.527,2
1865,0.811,0.527,2
1866,0.811,0.525,2
1867,0.81,0.53,2
1868,0.809,0.523,2
1869,0.809,0.517,2
1870,0.808,0.512,2
1871,0.808,0.509,2
1872,0.808,0.51,2
1873,0.807,0.509,2
1874,0.806,0.511,2
1875,0.805,0.516,2
1876,0.803,0.514,2
1877,0.803,0.503,2
1878,0.802,0.498,2
1879,0.802,0.492,2
1880,0.802,0.49,2
1881,0.805,0.491,2
1882,0.804,0.49,2
1883,0.798,0.513,2
1884,0.797,0.591,2
1885,0.795,0.515,2
1886,0.794,0.487,2
1887,0.793,0.486,2
1888,0.792,0.486,2
1889,0.791,0.854,2
1890,0.794,0.833,2
1891,0.793,0.822,2
1892,0.831,0.644,2
1893,0.82,0.631,2
1894,0.792,0.625,2
1895,0.792,0.622,2
1896,0.795,0.624,2
1897,0.798,0.502,2
1898,0.801,0.503,2
1899,0.815,0.511,2
1900,0.945,0.513,1
1901,0.944,0.777,1
1902,1.738,0.774,1
1903,1.738,0.772,1
1904,1.737,0.774,1
1905,1.735,0.774,1
1906,1.735,0.774,1
1907,1.733,0.773,1
1908,1.731,0.769,1
1909,1.726,0.767,1
1910,1.719,0.764,1
1911,1.709,0.76,1
1912,1.696,0.757,1
1913,1.682,0.751,1
1914,0.94,0.746,1
1915,0.926,0.74,1
1916,0.908,0.732,1
1917,0.899,0.726,2
1918,0.878,0.718,2
1919,0.866,0.711,2
1920,1.558,0.704,1
1921,0.845,0.697,2
1922,0.832,0.69,2
1923,0.902,0.684,1
1924,0.806,0.682,2
1925,1.483,0.676,1
1926,1.477,0.672,1
1927,1.476,0.672,1
1928,1.476,0.674,1
1929,1.474,0.67,1
1930,1.472,0.67,1
1931,1.47,0.669,1
1932,1.468,0.668,1
1933,0.851,0.67,2
1934,1.465,0.667,1
1935,0.848,0.667,2
1936,1.463,0.672,1
1937,1.462,0.671,1
1938,1.46,0.67,1
1939,1.458,0.665,1
1940,1.457,0.664,1
1941,1.455,0.664,1
1942,1.453,0.663,1
1943,1.452,0.666,1
1944,1.449,0.659,1
1945,0.9,0.661,2
1946,0.898,0.664,2
1947,0.894,0.659,2
1948,1.432,0.653,1
1949,1.425,0.65,1
1950,1.415,0.644,1
1951,1.408,0.641,1
1952,1.4,0.638,1
1953,1.391,0.635,1
1954,1.379,0.631,1
1955,1.366,0.627,1
1956,1.352,0.623,1
1957,1.336,0.619,1
1958,1.322,0.614,1
1959,1.305,0.61,1
1960,1.288,0.605,1
1961,1.27,0.601,1
1962,1.252,0.597,1
1963,1.234,0.593,1
1964,1.215,0.589,1
1965,1.197,0.584,1
1966,1.182,0.579,1
1967,1.164,0.575,1
1968,1.146,0.571,1
1969,1.128,0.566,1
1970,1.111,0.562,1
1971,1.097,0.558,1
1972,1.08,0.554,1
1973,1.066,0.55,1
1974,1.048,0.543,1
1975,1.03,0.539,1
1976,1.009,0.536,1
1977,0.988,0.533,1
1978,0.971,0.53,1
1979,0.954,0.528,1
1980,0.935,0.525,1
1981,0.919,0.523,1
1982,0.899,0.52,2
1983,0.882,0.518,2
1984,0.865,0.515,2
1985,0.848,0.513,2
1986,0.833,0.51,2
1987,0.818,0.507,2
1988,0.806,0.505,2
1989,0.803,0.502,2
1990,0.804,0.501,2
1991,0.806,0.501,2
1992,0.806,0.501,2
1993,0.806,0.501,2
1994,0.805,0.5,2
1995,0.805,0.5,2
1996,0.808,0.499,2
1997,0.809,0.499,2
1998,0.805,0.498,2
1999,0.808,0.497,2
2000,0.814,0.495,2
2001,1.074,0.493,4
2002,1.07,0.49,4
2003,1.069,0.489,4
2004,0.82,0.487,2
2005,1.473,0.485,4
2006,1.472,0.486,4
2007,1.072,0.486,4
2008,1.471,0.486,4
2009,1.471,0.486,4
2010,1.471,0.486,4
2011,1.471,0.486,4
2012,1.47,0.486,4
2013,1.47,0.485,4
2014,1.47,0.485,4
2015,1.468,0.486,4
2016,1.466,0.486,4
2017,1.462,0.486,4
2018,1.458,0.486,4
2019,1.452,0.487,4
2020,1.445,0.488,4
2021,1.437,0.488,4
2022,1.425,0.49,4
2023,1.417,0.491,4
2024,1.412,0.493,4
2025,1.404,0.494,4
2026,1.393,0.496,1
2027,1.385,0.497,1
2028,1.377,0.498,1
2029,1.369,0.5,1
2030,1.363,0.502,1
2031,1.353,0.505,1
2032,1.342,0.509,1
2033,1.33,0.513,1
2034,1.318,0.518,1
2035,1.305,0.523,1
2036,1.293,0.529,1
2037,1.28,0.534,1
2038,1.267,0.54,1
2039,1.252,0.546,1
2040,1.233,0.552,1
2041,1.217,0.558,1
2042,1.199,0.564,1
2043,1.179,0.57,1
2044,1.16,0.576,1
2045,1.141,0.583,1
2046,1.122,0.589,1
2047,1.101,0.595,1
2048,1.085,0.601,1
2049,1.065,0.607,1
2050,1.045,0.613,1
2051,1.026,0.619,1
2052,1.008,0.625,1
2053,0.989,0.63,1
2054,0.971,0.632,1
2055,0.952,0.631,1
2056,0.934,0.634,1
2057,0.879,0.637,2
2058,0.857,0.64,2
2059,0.835,0.644,2
2060,0.816,0.649,2
2061,0.794,0.653,2
2062,0.776,0.661,2
2063,0.762,0.66,2
2064,0.756,0.658,2
2065,0.757,0.652,2
2066,0.76,0.651,2
2067,0.761,0.65,2
2068,0.761,0.65,2
2069,0.76,0.649,2
2070,0.763,0.649,2
2071,0.763,0.648,2
2072,0.767,0.648,2
2073,0.77,0.647,2
2074,1.461,0.646,1
2075,1.461,0.646,1
2076,1.462,0.644,1
2077,1.036,0.644,1
2078,1.035,0.644,1
2079,1.034,0.645,1
2080,1.032,0.646,1
2081,1.031,0.648,1
2082,1.023,0.651,1
2083,1.018,0.656,1
2084,1.012,0.661,1
2085,1.002,0.667,1
2086,0.998,0.674,1
2087,0.989,0.685,1
2088,0.981,0.693,1
2089,0.664,0.702,2
2090,0.641,0.71,2
2091,0.619,0.718,2
2092,0.602,0.724,2
2093,0.586,0.732,2
2094,0.569,0.736,2
2095,0.558,0.737,2
2096,0.548,0.74,2
2097,0.544,0.738,2
2098,0.545,0.736,2
2099,0.549,0.735,2
2100,0.55,0.735,2
2101,0.55,0.735,2
2102,0.549,0.732,2
2103,0.553,0.734,2
2104,1.011,0.733,1
2105,1.012,0.732,1
2106,1.015,0.732,1
2107,1.014,0.731,1
2108,1.023,0.732,1
2109,1.015,0.732,1
2110,1.009,0.733,1
2111,1.005,0.734,1
2112,1.002,0.736,1
2113,0.99,0.736,1
2114,0.976,0.736,1
2115,0.964,0.738,1
2116,0.951,0.739,1
2117,0.943,0.742,1
2118,0.948,0.741,1
2119,0.936,0.738,1
2120,0.886,0.735,2
2121,0.867,0.735,2
2122,0.847,0.734,2
2123,0.831,0.739,2
2124,0.813,0.741,2
2125,0.799,0.746,2
2126,0.787,0.753,2
2127,0.777,0.856,2
2128,0.774,0.854,2
2129,0.775,0.85,2
2130,0.776,0.85,2
2131,0.776,0.849,2
2132,0.776,0.849,2
2133,0.776,0.755,2
2134,0.776,0.75,2
2135,0.775,0.749,2
2136,0.775,0.746,2
2137,0.775,0.745,2
2138,0.775,0.744,2
2139,0.774,0.74,2
2140,0.774,0.738,2
2141,0.774,0.736,2
2142,0.773,0.731,2
2143,0.776,0.732,2
2144,0.776,0.73,2
2145,0.786,0.732,2
2146,0.786,0.372,2
2147,0.775,0.363,2
2148,0.775,0.36,2
2149,0.775,0.355,2
2150,0.778,0.356,2
2151,0.781,0.354,2
2152,0.784,0.735,2
2153,0.804,0.732,2
2154,1.826,0.778,1
2155,1.82,0.349,4
2156,1.817,0.342,4
2157,1.819,0.34,4
2158,1.819,0.34,4
2159,1.818,0.341,4
2160,1.818,0.341,4
2161,1.818,0.341,4
2162,1.818,0.341,4
2163,1.818,0.341,4
2164,1.817,0.341,4
2165,1.817,0.341,4
2166,1.818,0.341,4
2167,1.817,0.34,4
2168,1.816,0.34,4
2169,1.813,0.34,4
2170,1.809,0.341,4
2171,0.95,0.341,4
2172,0.941,0.345,4
2173,0.928,0.356,4
2174,0.921,0.74,1
2175,0.914,0.74,1
2176,0.906,0.734,1
2177,0.905,0.727,1
2178,2.751,0.723,1
2179,2.739,0.355,4
2180,2.726,0.355,4
2181,2.711,0.361,4
2182,2.696,0.367,4
2183,2.68,0.394,4
2184,2.665,0.691,1
2185,2.652,0.687,1
2186,2.638,0.683,1
2187,2.626,0.68,1
2188,2.616,0.676,1
2189,2.603,0.672,1
2190,2.591,0.478,4
2191,2.575,0.664,1
2192,2.555,0.659,1
2193,2.541,0.655,1
2194,2.52,0.552,1
2195,1.493,0.647,1
2196,1.476,0.533,1
2197,1.455,0.571,1
2198,1.433,0.634,1
2199,2.427,0.63,1
2200,1.403,0.626,1
2201,1.96,0.621,1
2202,1.364,0.617,1
2203,1.345,0.613,1
2204,1.324,0.609,1
2205,1.306,0.604,1
2206,1.287,0.6,1
2207,1.272,0.595,1
2208,1.253,0.59,1
2209,1.235,0.586,1
2210,1.216,0.581,1
2211,1.197,0.576,1
2212,1.182,0.572,1
2213,1.161,0.564,1
2214,1.144,0.561,1
2215,1.126,0.558,1
2216,1.108,0.553,1
2217,1.09,0.549,1
2218,1.075,0.545,1
2219,1.054,0.54,1
2220,1.04,0.536,1
2221,0.592,0.531,2
2222,0.587,0.527,2
2223,0.579,0.522,2
2224,0.577,0.517,2
2225,0.573,0.512,2
