d3mIndex,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,Class
308,Casual,Average,4.8,L,Automn,o-neck,short,natural,cashmere,?,?,?,1
309,Sexy,low,4.7,free,Spring,v-neck,sleeveless,?,?,?,sequined,?,2
310,Casual,Average,0.0,S,Winter,slash-neck,halfsleeve,natural,nylon,broadcloth,?,?,1
311,Casual,Average,4.2,S,Winter,v-neck,sleevless,empire,other,chiffon,hollowout,patchwork,1
312,Novelty,Average,0.0,free,Summer,o-neck,full,natural,cotton,sattin,hollowout,solid,1
313,Casual,Low,4.3,free,Summer,backless,sleevless,empire,chiffonfabric,chiffon,crystal,?,1
314,Casual,Average,3.7,M,Summer,boat-neck,sleevless,natural,linen,?,?,?,1
315,Casual,Average,5.0,free,winter,o-neck,sleevless,natural,polyster,broadcloth,lace,?,2
316,Sexy,low,5.0,free,Spring,v-neck,sleevless,empire,?,chiffon,?,?,1
317,cute,Low,0.0,free,Winter,o-neck,sleevless,natural,?,chiffon,?,?,1
318,vintage,Average,4.8,M,Summer,v-neck,full,natural,rayon,poplin,?,?,2
319,bohemian,Average,4.8,L,Winter,o-neck,sleevless,natural,polyster,chiffon,?,solid,1
320,bohemian,Average,0.0,free,Spring,o-neck,sleevless,natural,rayon,chiffon,?,striped,2
321,Sexy,Average,4.5,M,Summer,bowneck,sleevless,?,cotton,chiffon,?,solid,1
322,Novelty,Medium,4.2,M,Winter,o-neck,halfsleeve,natural,polyster,chiffon,hollowout,animal,2
323,Casual,Low,5.0,free,Spring,v-neck,full,natural,cotton,?,?,solid,2
324,Casual,Average,5.0,L,Winter,o-neck,thressqatar,natural,polyster,?,applique,solid,1
325,Casual,Low,4.8,M,Winter,v-neck,sleevless,natural,polyster,?,?,print,1
326,bohemian,Low,5.0,free,Spring,o-neck,short,natural,nylon,jersey,sashes,print,2
327,Casual,low,5.0,free,Spring,bowneck,sleevless,natural,silk,chiffon,applique,print,1
328,Casual,Low,5.0,M,Spring,o-neck,sleeevless,natural,chiffonfabric,chiffon,?,solid,2
329,cute,Average,4.3,M,Summer,?,?,natural,cotton,chiffon,?,solid,1
330,Novelty,Average,0.0,free,winter,o-neck,short,natural,polyster,broadcloth,lace,?,2
331,cute,low,0.0,L,Spring,o-neck,sleevless,empire,?,?,?,?,2
332,Sexy,Low,4.8,free,Spring,slash-neck,sleevless,natural,cotton,broadcloth,sequined,solid,1
333,Sexy,Low,4.8,free,Summer,slash-neck,sleevless,empire,silk,?,lace,solid,1
334,Casual,Low,4.4,M,Winter,o-neck,sleevless,natural,polyster,?,?,solid,1
335,Casual,Average,4.5,M,Winter,o-neck,sleevless,natural,polyster,chiffon,ruched,striped,1
336,Casual,Low,4.7,S,Summer,o-neck,full,natural,cotton,?,?,patchwork,1
337,Casual,low,4.4,free,Spring,o-neck,sleevless,natural,polyster,?,sashes,print,1
338,work,Average,4.9,M,Winter,slash-neck,short,natural,polyster,broadcloth,ruffles,solid,1
339,cute,Medium,4.6,free,Spring,o-neck,short,natural,chiffonfabric,?,hollowout,solid,2
340,Casual,Low,4.7,free,Spring,o-neck,halfsleeve,natural,silk,chiffon,sashes,print,1
341,Casual,Low,4.7,M,Winter,o-neck,full,empire,polyster,chiffon,?,print,2
342,Casual,Average,4.8,M,Spring,o-neck,sleevless,natural,cotton,chiffon,hollowout,print,1
343,Sexy,Low,4.8,L,Summer,o-neck,sleevless,natural,cotton,?,?,solid,2
344,Casual,Average,4.3,M,Spring,o-neck,halfsleeve,?,?,?,?,?,2
345,Casual,Average,4.7,XL,winter,v-neck,short,empire,milksilk,?,?,print,1
346,Casual,Low,0.0,L,winter,v-neck,full,?,?,?,?,solid,1
347,Sexy,Average,4.7,M,Automn,slash-neck,sleevless,natural,nylon,?,rivet,solid,1
348,Casual,Low,4.7,free,winter,o-neck,sleevless,natural,?,?,?,?,2
349,Casual,high,0.0,L,winter,v-neck,full,?,polyster,?,?,solid,1
350,Casual,Low,4.7,L,Summer,o-neck,sleevless,natural,silk,worsted,lace,patchwork,1
351,Casual,Average,4.7,free,Summer,v-neck,full,natural,cotton,?,sashes,solid,1
352,Casual,Average,0.0,free,Winter,v-neck,full,?,cashmere,?,?,solid,2
353,Casual,low,4.7,free,Summer,o-neck,capsleeves,natural,chiffonfabric,chiffon,?,print,2
354,Casual,Average,4.7,M,Summer,o-neck,thressqatar,?,chiffonfabric,chiffon,ruched,solid,1
355,Sexy,low,4.5,free,Summer,slash-neck,sleevless,?,polyster,Corduroy,?,?,1
356,vintage,low,4.0,free,Summer,turndowncollor,short,natural,cotton,wollen,hollowout,solid,1
357,Sexy,low,4.7,free,Summer,v-neck,sleevless,?,?,?,?,?,1
358,bohemian,low,5.0,free,Summer,o-neck,sleevless,empire,cotton,broadcloth,tassel,print,2
359,Casual,low,4.7,S,Winter,o-neck,sleeevless,natural,knitting,?,lace,solid,1
360,Sexy,Average,4.5,S,Winter,v-neck,sleevless,?,polyster,?,?,?,1
361,cute,Average,4.7,M,Summer,o-neck,sleevless,natural,chiffonfabric,?,sashes,splice,1
362,vintage,Low,0.0,free,Summer,o-neck,sleevless,natural,cotton,batik,?,print,2
363,Casual,Average,4.1,L,winter,o-neck,sleevless,natural,polyster,?,?,?,2
364,Casual,Average,4.2,M,winter,v-neck,full,empire,polyster,?,lace,patchwork,2
365,Brief,Average,4.8,free,winter,v-neck,halfsleeve,natural,polyster,broadcloth,?,solid,1
366,Brief,Average,4.9,free,Winter,o-neck,sleevless,natural,?,?,?,solid,1
367,Sexy,Average,4.8,S,Winter,v-neck,sleevless,empire,polyster,chiffon,lace,solid,1
368,Casual,Average,4.7,L,Winter,o-neck,sleevless,natural,polyster,chiffon,?,patchwork,1
369,vintage,Average,4.7,M,Summer,v-neck,short,natural,rayon,?,beading,print,1
370,Casual,Average,4.8,free,Summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,1
371,Sexy,Low,4.7,M,Winter,v-neck,sleevless,natural,polyster,?,?,striped,1
372,Casual,Average,5.0,s,Spring,turndowncollor,full,empire,cotton,worsted,?,solid,1
373,Casual,Low,1.0,M,Spring,o-neck,halfsleeve,?,?,chiffon,?,?,1
374,Sexy,Average,4.1,free,Summer,v-neck,sleevless,natural,cotton,?,lace,?,2
375,Casual,Low,4.0,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,hollowout,print,1
376,work,Average,4.7,M,Spring,v-neck,sleevless,?,?,?,?,?,2
377,cute,Average,4.6,free,Spring,v-neck,full,natural,cotton,chiffon,?,solid,2
378,Casual,Low,5.0,M,Spring,o-neck,sleevless,natural,spandex,jersey,?,print,1
379,Casual,Average,4.7,M,Automn,v-neck,sleevless,natural,?,chiffon,?,striped,2
380,Casual,low,4.6,free,winter,o-neck,full,natural,polyster,?,applique,solid,1
381,Casual,Average,4.5,L,Summer,o-neck,short,natural,cotton,jersey,pockets,solid,1
382,cute,Average,4.6,M,Automn,o-neck,thressqatar,natural,silk,chiffon,sashes,print,1
383,Casual,Low,4.6,free,Automn,o-neck,halfsleeve,natural,chiffonfabric,chiffon,?,leapord,2
384,Casual,Low,4.7,L,Summer,?,sleevless,?,cotton,?,?,solid,2
385,Sexy,Low,0.0,L,Summer,o-neck,sleevless,empire,sill,?,?,striped,1
386,bohemian,Average,4.0,free,Winter,o-neck,sleevless,natural,polyster,chiffon,ruffles,striped,1
387,Casual,low,4.7,free,Summer,o-neck,full,natural,cotton,?,?,solid,2
388,work,Average,0.0,M,Summer,v-neck,sleevless,natural,cotton,worsted,?,solid,2
389,bohemian,Average,4.1,free,Summer,o-neck,thressqatar,?,?,?,hollowout,?,1
390,Casual,Average,0.0,M,Spring,o-neck,halfsleeve,natural,?,?,lace,?,1
391,Brief,Low,4.6,M,Summer,o-neck,short,natural,cotton,?,?,animal,1
392,cute,Low,0.0,free,Spring,v-neck,sleevless,empire,chiffonfabric,chiffon,?,?,2
393,Casual,Average,5.0,M,Spring,o-neck,thressqatar,?,spandex,?,?,?,1
394,Casual,Low,5.0,free,winter,o-neck,full,natural,wool,?,applique,solid,1
395,vintage,Average,4.5,L,winter,o-neck,short,empire,?,?,sequined,patchwork,2
396,Casual,Average,4.5,free,Summer,o-neck,short,natural,polyster,?,?,solid,1
397,bohemian,Low,4.4,L,Summer,bowneck,short,natural,cotton,?,?,dot,1
398,Casual,high,0.0,L,winter,v-neck,thressqatar,natural,polyster,?,ruffles,solid,2
399,Casual,Average,4.8,free,winter,o-neck,sleevless,?,polyster,?,sashes,solid,1
400,Brief,Low,4.7,M,Winter,o-neck,full,natural,cotton,?,?,patchwork,1
401,Casual,Medium,0.0,free,Winter,bowneck,full,?,cashmere,knitted,?,solid,2
402,Casual,Average,4.7,M,Winter,o-neck,short,empire,polyster,shiffon,?,animal,1
403,party,Average,0.0,M,Summer,o-neck,full,natural,cotton,?,?,patchwork,2
404,bohemian,Average,4.8,S,Summer,v-neck,short,natural,cotton,?,?,solid,1
405,Sexy,Average,4.9,free,Summer,sqare-collor,sleevless,natural,polyster,?,sashes,print,1
406,Casual,Average,3.0,M,Spring,turndowncollor,short,empire,polyster,?,sashes,patchwork,1
407,Casual,low,4.7,L,Automn,o-neck,short,natural,polyster,shiffon,?,patchwork,2
408,Casual,Average,4.3,M,Automn,o-neck,sleevless,natural,polyster,?,plain,solid,1
409,Casual,Average,0.0,XL,Winter,v-neck,short,empire,polyster,shiffon,pockets,solid,2
410,Casual,Low,5.0,free,Summer,o-neck,sleevless,natural,model,jersey,plain,solid,2
411,vintage,Average,0.0,L,Summer,sqare-collor,short,empire,cotton,chiffon,?,dot,2
412,Casual,Low,4.7,free,winter,o-neck,sleevless,natural,milksilk,?,?,animal,1
413,vintage,Average,5.0,M,Summer,v-neck,thressqatar,natural,polyster,?,?,print,1
414,Casual,Low,4.7,L,Summer,o-neck,full,natural,mix,worsted,lace,patchwork,2
415,bohemian,Average,4.6,M,Spring,o-neck,sleevless,natural,shiffon,shiffon,sashes,solid,1
416,party,Average,4.8,M,Summer,o-neck,full,?,cotton,?,?,solid,2
417,bohemian,Low,4.6,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid,1
418,party,very-high,4.6,free,Summer,o-neck,sleevless,empire,rayon,?,hollowout,solid,1
419,cute,Low,4.8,M,Spring,o-neck,short,natural,shiffon,shiffon,bow,dot,2
420,vintage,Average,0.0,M,Spring,o-neck,halfsleeve,empire,polyster,?,lace,animal,1
421,Casual,Medium,4.9,L,Winter,o-neck,short,natural,cotton,broadcloth,sashes,solid,1
422,Casual,Average,4.2,free,Summer,o-neck,sleevless,natural,cotton,worsted,?,striped,2
423,Casual,Average,4.9,M,Summer,o-neck,short,dropped,cotton,?,ruffles,patchwork,1
424,bohemian,Low,5.0,XL,Spring,v-neck,thressqatar,natural,?,shiffon,?,print,2
425,Casual,Average,4.7,M,Summer,o-neck,sleevless,?,cotton,?,?,dot,1
426,Casual,Average,0.0,free,Summer,bowneck,halfsleeve,?,cotton,?,?,?,1
427,Casual,Average,0.0,free,Summer,o-neck,sleevless,natural,cotton,?,lace,floral,1
428,Sexy,Medium,0.0,free,winter,o-neck,sleevless,natural,polyster,?,sequined,solid,1
429,Sexy,low,4.4,free,Automn,v-neck,sleevless,natural,cotton,worsted,lace,solid,1
430,Sexy,Average,0.0,free,Spring,v-neck,full,natural,cotton,wollen,lace,solid,2
431,Brief,Average,4.9,XL,Spring,slash-neck,full,natural,?,?,sashes,solid,1
432,Casual,Average,4.7,XL,Summer,v-neck,halfsleeve,natural,?,broadcloth,?,print,2
433,Casual,Average,0.0,free,Automn,v-neck,full,natural,cotton,?,lace,solid,1
434,Casual,Average,4.8,M,Summer,v-neck,full,natural,?,shiffon,?,?,1
435,Casual,Medium,4.9,L,Spring,sqare-collor,sleevless,empire,?,?,?,print,1
436,party,Average,4.7,M,Spring,o-neck,halfsleeve,empire,?,shiffon,?,patchwork,1
437,Sexy,low,4.4,free,Summer,bowneck,sleevless,natural,viscos,?,bow,solid,1
438,bohemian,Low,4.6,free,winter,o-neck,sleevless,empire,polyster,?,?,patchwork,2
439,Casual,Low,4.6,free,Autumn,o-neck,full,natural,rayon,?,lace,solid,2
440,Sexy,Low,4.5,free,Summer,o-neck,sleevless,empire,cotton,?,sashes,solid,2
441,Sexy,Low,0.0,free,winter,v-neck,?,dropped,cotton,?,lace,?,2
442,Casual,Average,0.0,XL,Spring,bowneck,sleevless,natural,mix,?,lace,solid,1
443,Sexy,Average,0.0,free,Autumn,o-neck,full,natural,polyster,sattin,hollowout,solid,1
444,Sexy,Low,4.8,free,Spring,v-neck,sleevless,natural,?,?,?,striped,2
445,Brief,Low,4.7,free,Autumn,o-neck,sleevless,natural,?,shiffon,sequined,solid,1
446,Sexy,high,5.0,M,Summer,v-neck,sleevless,natural,mix,?,?,striped,1
447,Casual,Average,4.6,L,Summer,bowneck,full,dropped,cotton,?,?,patchwork,1
448,cute,Medium,4.9,S,Summer,bowneck,sleevless,empire,?,?,bow,patchwork,2
449,Novelty,Average,4.9,M,Autumn,o-neck,short,natural,polyster,chiffon,none,print,1
450,Casual,Low,4.3,free,Spring,o-neck,full,?,?,chiffon,sashes,none,2
451,Casual,Low,4.7,S,Autumn,o-neck,sleevless,natural,cotton,?,?,solid,1
452,Casual,Average,4.8,L,Autumn,boat-neck,sleevless,natural,?,?,sashes,solid,1
453,cute,Average,4.5,L,winter,v-neck,sleevless,natural,polyster,jersey,sashes,solid,2
454,Casual,Average,4.4,free,Summer,o-neck,capsleeves,natural,cotton,?,?,solid,1
455,party,Average,0.0,M,Spring,o-neck,sleevless,?,?,chiffon,?,solid,2
456,Sexy,Low,0.0,free,Summer,v-neck,sleevless,dropped,?,?,?,?,2
457,Casual,Low,4.8,L,Summer,v-neck,thressqatar,natural,cotton,?,?,print,1
458,work,Average,5.0,M,Summer,o-neck,sleveless,natural,?,?,?,solid,2
459,Novelty,Average,5.0,free,Summer,o-neck,sleeveless,natural,?,?,?,print,1
460,Casual,Low,4.6,free,Spring,v-neck,sleevless,natural,silk,chiffon,draped,solid,1
461,Casual,Average,4.5,M,Summer,o-neck,full,natural,cotton,?,lace,solid,1
462,Casual,Average,4.5,L,Spring,boat-neck,thressqatar,natural,?,dobby,lace,animal,2
463,Casual,Average,4.5,free,Autumn,o-neck,halfsleeve,natural,cotton,chiffon,hollowout,solid,2
464,cute,Low,0.0,M,Summer,boat-neck,short,?,?,chiffon,sashes,?,1
465,party,Average,4.9,M,winter,o-neck,halfsleeve,?,cotton,?,lace,?,2
466,Casual,Average,4.8,M,Summer,o-neck,halfsleeve,?,?,?,?,?,1
467,Casual,Low,4.4,L,Summer,o-neck,sleevless,natural,cotton,chiffon,?,solid,1
468,Casual,Average,4.3,M,winter,slash-neck,sleeveless,natural,polyster,?,sashes,solid,1
469,cute,Average,4.7,L,Summer,o-neck,sleevless,natural,polyster,broadcloth,lace,solid,1
470,Sexy,Average,0.0,S,Summer,v-neck,sleevless,?,?,?,?,?,2
471,Casual,Low,4.4,free,Summer,o-neck,sleevless,?,?,?,?,animal,1
472,cute,high,4.3,M,Spring,boat-neck,full,natural,polyster,terry,lace,solid,2
473,work,Average,4.8,M,winter,turndowncollor,full,natural,?,?,?,solid,1
474,Casual,Average,4.6,M,Spring,o-neck,halfsleeve,natural,polyster,?,lace,solid,1
475,Sexy,Low,0.0,free,Summer,v-neck,sleevless,empire,cotton,?,?,solid,1
476,Casual,high,4.9,XL,winter,v-neck,full,empire,cotton,?,sequined,solid,1
477,Sexy,Low,0.0,free,winter,o-neck,sleevless,natural,lycra,chiffon,hollowout,solid,1
478,cute,Average,5.0,M,Autumn,v-neck,sleevless,natural,cotton,?,?,solid,1
479,cute,Low,0.0,free,Spring,v-neck,sleevless,natural,silk,worsted,lace,patchwork,2
480,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,?,pockets,solid,1
481,Casual,Average,0.0,L,Spring,o-neck,sleevless,natural,chiffonfabric,chiffon,sequined,solid,1
482,cute,Average,4.7,M,Spring,o-neck,full,natural,rayon,chiffon,beading,solid,2
483,Casual,Average,4.6,M,winter,v-neck,halfsleeve,natural,silk,chiffon,sashes,solid,2
484,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,?,?,solid,2
485,Casual,Low,5.0,M,Automn,o-neck,sleevless,empire,?,chiffon,?,print,2
486,Casual,Average,0.0,free,winter,o-neck,short,natural,polyster,chiffon,cascading,solid,1
487,Sexy,Average,0.0,free,winter,slash-neck,sleevless,natural,cotton,broadcloth,sequined,solid,2
488,Casual,Low,4.4,M,Summer,o-neck,halfsleeve,empire,chiffonfabric,chiffon,bow,solid,1
489,cute,Average,0.0,L,Summer,o-neck,sleevless,empire,cotton,?,lace,solid,2
490,Casual,Low,4.8,free,winter,bowneck,full,natural,polyster,chiffon,bow,solid,1
491,Casual,Average,5.0,L,Summer,o-neck,sleevless,natural,cotton,?,?,?,2
492,cute,Average,4.6,M,Spring,o-neck,halfsleeve,natural,acrylic,chiffon,?,?,1
493,bohemian,Low,4.6,free,Summer,o-neck,sleevless,natural,cotton,chiffon,none,solid,2
494,Brief,Average,4.7,M,winter,o-neck,halfsleeve,natural,acrylic,chiffon,?,striped,1
495,Casual,Low,4.7,M,Spring,o-neck,full,natural,polyster,?,?,solid,2
496,Sexy,Low,4.3,free,Summer,o-neck,full,empire,cotton,?,?,?,1
497,Casual,Average,4.7,M,Summer,v-neck,full,empire,cotton,?,lace,solid,2
498,Casual,Average,4.6,L,winter,boat-neck,sleevless,empire,silk,broadcloth,applique,print,2
499,Casual,Low,4.4,free,Summer,v-neck,short,empire,cotton,Corduroy,lace,solid,1
