d3mIndex,V1,V2,Class
1055,-0.259,0.996,1
1056,-0.0662,-0.479,2
1057,-1.4,0.553,1
1058,0.1,-1.48,1
1059,1.37,0.428,1
1060,-0.32,0.707,2
1061,1.76,1.33,2
1062,-0.254,0.403,2
1063,0.636,1.34,2
1064,-0.437,-0.984,1
1065,-0.804,0.396,2
1066,0.685,2.2,1
1067,1.89,0.834,2
1068,-0.615,-1.36,1
1069,0.387,1.71,1
1070,-0.238,-1.49,1
1071,-1.03,-0.422,2
1072,0.656,0.844,1
1073,0.713,2.04,2
1074,1.26,1.72,1
1075,-0.745,0.987,1
1076,-1.44,-0.358,2
1077,0.127,1.22,1
1078,1.79,1.5,2
1079,-0.27,0.0117,2
1080,0.418,-1.12,1
1081,2.17,1.45,2
1082,1.66,1.3,2
1083,2.12,1.1,2
1084,-0.252,0.623,2
1085,0.16,-1.4,1
1086,1.27,0.301,1
1087,-0.93,0.758,1
1088,-0.966,0.487,2
1089,0.0236,-1.07,1
1090,0.517,-0.931,1
1091,-1.95,-0.9,2
1092,0.213,-0.752,1
1093,-0.377,-0.973,1
1094,0.395,0.423,2
1095,-0.76,-0.862,1
1096,-0.947,0.445,2
1097,0.112,0.238,2
1098,1.24,0.342,1
1099,-0.322,-0.356,2
1100,-1.15,0.587,1
1101,0.923,0.246,1
1102,-0.339,0.806,2
1103,-0.711,0.0759,2
1104,0.157,-0.934,1
1105,0.235,-1.05,1
1106,-0.111,-1.33,1
1107,-0.651,0.369,2
1108,0.527,1.18,1
1109,1.76,1.48,2
1110,0.0386,-1.26,1
1111,0.584,-0.212,2
1112,-1.02,-1.01,1
1113,-1.2,-0.248,2
1114,-0.824,0.858,1
1115,0.191,1.94,1
1116,-0.259,1.34,1
1117,-1.22,1.12,1
1118,1.11,0.57,1
1119,0.073,-0.00169,2
1120,-0.0281,-0.323,2
1121,0.48,-1.15,1
1122,0.0967,-1.4,1
1123,0.375,1.24,1
1124,-1.63,0.101,1
1125,0.02,-1.54,1
1126,0.592,1.15,1
1127,0.0071,-0.924,1
1128,0.784,0.972,1
1129,1.33,0.335,1
1130,-1.42,-0.0747,2
1131,-0.795,1.17,1
1132,-0.0247,-1.5,1
1133,0.904,1.04,1
1134,0.237,0.0367,2
1135,0.604,-0.709,2
1136,-0.948,-0.982,1
1137,0.686,-0.19,2
1138,1.2,-0.754,2
1139,-1.59,0.763,1
1140,0.255,0.412,1
1141,1.78,1.35,2
1142,-0.629,-0.118,2
1143,0.0428,-1.04,1
1144,0.973,0.457,1
1145,-0.639,1.28,1
1146,1.23,-0.00847,1
1147,2.64,0.966,2
1148,0.323,-0.796,2
1149,-1.12,-1.39,1
1150,-1.14,0.693,1
1151,0.0328,1.22,1
1152,0.0496,-1.05,1
1153,-2.11,-1.45,2
1154,-1.28,0.213,2
1155,-0.577,0.206,2
1156,2.71,1.35,2
1157,0.121,1.63,1
1158,-0.0275,-1.42,1
1159,-1.15,0.406,2
1160,-0.204,-1.54,1
1161,-0.299,-1.14,1
1162,0.216,1.96,2
1163,-0.567,-1.14,1
1164,-0.236,-1.17,1
1165,1.22,-0.0466,1
1166,-0.852,-0.59,2
1167,-1.06,0.917,1
1168,0.595,1.02,1
1169,1.05,0.768,1
1170,0.996,1.04,1
1171,1.0,1.69,2
1172,0.799,0.995,1
1173,0.725,1.39,1
1174,0.782,1.8,1
1175,1.93,1.34,2
1176,-0.791,-1.43,1
1177,1.33,-0.486,2
1178,1.64,-0.605,1
1179,1.13,0.33,1
1180,-1.58,0.456,1
1181,-0.0767,0.000168,2
1182,-1.87,-1.17,2
1183,-0.892,1.25,1
1184,0.785,0.173,1
1185,1.04,0.779,1
1186,-0.693,0.953,1
1187,0.682,-0.146,1
1188,-0.167,1.07,1
1189,-0.621,-1.12,1
1190,0.133,-0.227,2
1191,0.871,1.29,1
1192,-0.719,-0.384,2
1193,0.0379,-1.64,1
1194,1.57,1.43,2
1195,0.314,1.84,1
1196,1.68,-0.293,1
1197,-0.656,-0.334,2
1198,0.551,0.921,1
1199,-1.52,0.946,1
1200,-0.156,-1.16,1
1201,0.0652,-0.766,1
1202,-1.15,0.771,1
1203,1.07,-0.221,2
1204,0.535,1.4,1
1205,-0.0692,1.73,2
1206,2.36,1.33,2
1207,-0.599,-0.965,1
1208,-0.903,-0.0822,2
1209,-1.6,0.682,1
1210,0.271,-0.0382,2
1211,0.838,0.603,1
1212,1.34,-0.689,1
1213,0.657,1.05,1
1214,-1.52,0.506,1
1215,-1.21,0.488,1
1216,-0.112,1.85,2
1217,0.74,1.53,2
1218,0.451,-0.00833,2
1219,-1.6,0.632,1
1220,-2.1,-0.859,2
1221,-1.37,0.645,1
1222,0.52,1.25,1
1223,-0.198,-0.536,2
1224,1.54,1.24,2
1225,-0.421,-0.731,1
1226,1.1,0.253,1
1227,0.734,-0.212,2
1228,-2.12,-0.575,2
1229,-0.0531,-1.26,1
1230,0.835,-0.0137,1
1231,1.1,0.604,1
1232,-0.505,1.17,1
1233,-0.524,-0.857,1
1234,-1.89,-0.799,2
1235,-0.975,-0.182,2
1236,0.616,-1.07,2
1237,-0.362,-1.7,1
1238,0.611,0.649,1
1239,-1.41,-1.02,2
1240,-0.614,-1.43,1
1241,-0.286,-0.571,2
1242,-0.697,-1.69,1
1243,-0.859,0.885,1
1244,0.526,1.36,2
1245,-0.251,0.846,2
1246,2.01,-0.695,1
1247,-1.51,-0.593,2
1248,-0.155,-1.03,1
1249,-1.8,0.529,1
1250,-0.162,-0.0223,2
1251,-0.628,-0.267,2
1252,-0.746,-0.93,1
1253,-0.61,0.00888,2
1254,-0.0339,-1.66,1
1255,0.935,0.556,1
1256,1.01,0.829,1
1257,-2.77,0.0962,1
1258,1.26,0.0903,1
1259,-0.638,-1.01,1
1260,0.552,0.961,1
1261,-0.239,-0.848,1
1262,0.275,-0.202,2
1263,-1.83,0.601,1
1264,-0.507,1.24,1
1265,0.908,-0.506,2
1266,1.16,0.703,1
1267,-0.751,-1.37,1
1268,-0.628,0.601,2
1269,-0.5,-0.0595,2
1270,-0.889,-0.884,1
1271,-0.341,0.169,2
1272,0.0554,-0.139,2
1273,-0.455,-1.3,1
1274,-0.116,0.0815,2
1275,-0.71,-0.874,2
1276,1.35,-0.25,1
1277,1.51,1.59,2
1278,1.67,-0.978,1
1279,-0.116,-1.36,1
1280,-1.95,-0.16,2
1281,1.75,-1.03,1
1282,2.36,1.5,2
1283,1.24,0.828,1
1284,-0.526,1.19,1
1285,-0.0866,-1.37,1
1286,-1.46,-0.891,2
1287,0.637,0.00536,2
1288,0.384,-0.314,2
1289,0.431,0.266,1
1290,1.35,0.644,1
1291,-0.744,0.196,2
1292,-0.45,-1.59,1
1293,1.31,1.07,1
1294,-0.696,-1.2,1
1295,0.553,-0.817,2
1296,-0.532,-0.179,2
1297,-0.861,-0.862,1
1298,-1.25,-0.897,2
1299,-0.631,-0.914,1
1300,0.524,-0.648,2
1301,0.791,1.69,2
1302,-0.501,1.1,1
1303,0.768,-0.917,2
1304,1.29,1.07,1
1305,1.24,0.00235,1
1306,0.811,2.0,1
1307,1.18,1.25,2
1308,0.32,-0.465,2
1309,-1.27,-0.704,2
1310,-0.869,1.38,1
1311,-0.468,0.245,2
1312,1.44,-1.52,2
1313,-1.62,-1.16,2
1314,1.89,1.1,2
1315,0.284,2.31,1
1316,0.0066,-0.994,1
1317,-1.81,-0.643,2
1318,-1.19,-1.03,1
1319,-0.747,0.468,2
1320,1.19,-0.966,2
1321,0.748,1.81,2
1322,0.225,1.34,1
1323,0.899,0.538,1
1324,0.904,0.195,1
1325,-1.25,0.479,1
1326,0.74,1.35,2
1327,-0.798,-1.21,1
1328,0.371,-0.589,2
1329,1.11,0.0482,1
1330,-0.27,-1.28,1
1331,-0.369,-0.984,1
1332,-0.752,-0.319,2
1333,-0.538,-1.15,1
1334,-0.509,0.912,1
1335,2.51,1.3,2
1336,0.137,1.69,1
1337,-0.129,1.57,1
1338,-1.55,-0.663,2
1339,0.818,0.845,1
1340,-0.717,-1.03,1
1341,0.0188,0.0512,2
1342,-0.71,0.465,2
1343,-1.43,-1.18,2
1344,-1.39,-0.282,2
1345,0.753,1.84,1
1346,0.598,0.484,1
1347,0.0256,0.228,2
1348,1.02,0.508,1
1349,-1.32,1.12,1
1350,-1.7,0.422,1
1351,-0.037,-1.35,1
1352,-1.01,-0.211,2
1353,-1.25,-1.1,1
1354,1.5,0.637,1
1355,-1.02,0.899,2
1356,-0.827,-0.757,1
1357,1.54,-0.26,1
1358,-0.0979,-1.01,1
1359,-1.01,-1.29,1
1360,-0.707,-0.378,2
1361,-0.878,-1.16,1
1362,-1.34,0.717,1
1363,2.21,1.21,2
1364,0.25,0.466,2
1365,2.34,1.13,2
1366,0.614,-0.157,2
1367,2.03,-0.427,1
1368,-0.568,-1.36,1
1369,-1.64,-1.27,2
1370,0.779,-0.815,2
1371,-0.707,-0.568,2
1372,-0.712,-1.1,1
1373,1.62,0.0564,1
1374,-1.01,0.412,2
1375,1.61,1.4,2
1376,-1.26,-0.503,2
1377,-0.845,-0.377,2
1378,1.31,-0.566,2
1379,-0.218,2.09,1
1380,-0.68,-1.07,1
1381,1.15,-1.56,2
1382,0.55,0.857,1
1383,-0.43,-1.4,1
1384,0.403,-0.997,1
1385,-0.0017,0.282,2
1386,-0.617,-0.458,2
1387,0.143,-1.56,1
1388,-0.221,0.12,2
1389,0.58,1.17,1
1390,0.876,-0.969,2
1391,-0.0237,0.303,2
1392,0.0052,0.24,2
1393,0.904,0.97,1
1394,-0.806,0.575,2
1395,0.423,-0.334,2
1396,1.08,1.36,2
1397,-0.639,1.25,1
1398,-0.0782,-1.1,1
1399,0.595,0.429,1
1400,0.908,1.48,2
1401,0.355,0.562,2
1402,0.149,-0.295,2
1403,-1.94,-0.273,2
1404,0.222,0.214,2
1405,-1.44,-0.43,2
1406,0.265,-0.375,2
1407,-0.295,0.565,2
1408,-1.55,-1.02,2
1409,-0.93,-0.895,1
1410,-1.18,0.422,2
1411,-0.203,-1.08,1
1412,1.26,-0.328,2
1413,1.48,-1.05,2
1414,-0.499,-0.766,1
1415,0.12,-1.12,1
1416,-0.338,-0.91,1
1417,0.909,0.522,1
1418,0.395,0.0856,1
1419,-0.7,-1.25,1
1420,0.0828,-0.879,2
1421,-0.832,-1.33,1
1422,-2.01,-1.85,2
1423,-1.55,0.695,1
1424,-0.755,-1.09,1
1425,-0.83,0.993,1
1426,0.314,1.54,1
1427,-1.44,-0.225,2
1428,0.287,1.45,2
1429,-0.278,-0.815,2
1430,1.46,-0.509,2
1431,0.496,1.52,1
1432,1.81,-0.218,1
1433,0.824,0.45,1
1434,-2.56,-0.0784,1
1435,-0.836,-0.507,2
1436,0.066,-1.23,1
1437,-0.742,0.36,2
1438,1.31,0.328,1
1439,1.35,1.21,2
1440,0.34,-1.03,1
1441,-1.07,-0.616,2
1442,-0.634,1.65,1
1443,1.95,-1.02,1
1444,-0.0397,-1.09,1
1445,1.04,-1.13,2
1446,-1.15,0.729,1
1447,-0.528,0.953,2
1448,0.854,1.15,1
1449,-1.04,1.04,1
1450,-0.921,-1.19,1
1451,-1.78,-1.58,2
1452,-0.0184,-1.13,1
1453,-1.55,0.386,1
1454,-0.539,-1.21,1
1455,-0.455,0.494,2
1456,1.44,1.38,2
1457,-1.2,0.659,1
1458,0.731,1.31,1
1459,-1.39,-1.09,2
1460,-0.413,0.0554,2
1461,0.271,0.38,2
1462,-0.882,1.29,1
1463,1.29,-1.04,2
1464,0.299,1.49,1
1465,-0.754,1.1,1
1466,-0.0601,2.04,2
1467,1.42,-0.697,2
1468,1.12,0.173,1
1469,-0.783,-1.33,1
1470,-1.55,-1.6,2
1471,-1.34,0.146,2
1472,-1.1,-1.17,1
1473,0.101,-1.39,1
1474,-0.484,-1.2,1
1475,-0.984,1.03,1
1476,-0.269,0.961,2
1477,-0.547,1.71,1
1478,0.494,-1.01,1
1479,-0.123,1.86,1
1480,-0.0853,-1.12,1
1481,1.41,0.607,1
1482,1.27,-0.159,1
1483,-0.0373,-1.32,1
1484,0.433,1.65,2
1485,-1.03,-0.858,2
1486,0.69,0.745,1
1487,0.354,1.06,1
1488,-1.92,-1.06,2
1489,-0.541,-0.65,2
1490,1.38,-1.36,2
1491,1.29,0.525,1
1492,-0.836,0.959,1
1493,-0.247,0.775,2
1494,0.552,0.942,1
1495,-0.19,0.168,2
1496,0.714,-1.19,2
1497,1.19,0.594,1
1498,0.428,-1.43,1
1499,-0.575,-1.62,1
1500,-1.97,-1.72,2
1501,-0.0255,-1.3,1
1502,-0.892,1.02,1
1503,-0.132,-1.35,1
1504,-1.85,0.545,1
1505,-0.491,-0.429,2
1506,-0.158,0.358,2
1507,-0.475,-1.02,1
1508,1.26,-2.39,2
1509,-0.807,0.992,1
1510,1.19,0.115,1
1511,0.439,1.5,1
1512,1.44,-1.73,2
1513,0.109,1.65,2
1514,-0.596,-1.33,1
1515,1.11,0.431,1
1516,-0.347,-0.556,2
1517,1.47,1.39,2
1518,1.63,-0.56,1
1519,-1.53,1.21,1
1520,-1.12,1.1,1
1521,0.0551,1.34,1
1522,-0.388,-1.08,1
1523,0.136,-1.36,1
1524,-0.79,-0.823,1
1525,0.646,1.82,2
1526,-0.468,-0.206,2
1527,0.735,0.571,1
1528,-0.777,-1.33,1
1529,-0.31,1.45,1
1530,-0.0693,-1.3,1
1531,-0.162,-0.334,2
1532,0.724,-0.574,2
1533,-1.03,0.153,2
1534,0.385,-0.744,1
1535,1.23,-0.115,1
1536,-1.49,0.796,1
1537,0.0586,-0.133,2
1538,1.05,-0.362,2
1539,-0.84,-1.05,1
1540,0.351,-1.42,1
1541,-1.34,-0.462,2
1542,-0.213,0.77,2
1543,0.523,1.05,1
1544,-0.665,1.23,1
1545,1.03,1.55,2
1546,0.495,1.54,1
1547,0.582,0.232,1
1548,0.35,0.889,1
1549,0.321,1.58,1
1550,0.155,0.0373,2
1551,-0.783,0.931,1
1552,0.153,-0.875,2
1553,1.08,0.925,1
1554,0.614,0.908,1
1555,-0.353,1.98,2
1556,0.0762,-1.27,1
1557,0.282,-1.43,1
1558,0.876,-0.807,2
1559,-0.685,0.459,2
1560,0.265,1.4,1
1561,0.29,0.591,1
1562,0.662,1.49,1
1563,-0.689,-1.45,1
1564,-0.214,-1.27,1
1565,-0.119,-0.842,1
1566,-1.84,-1.23,2
1567,-0.102,-0.306,2
1568,-0.995,-0.937,1
1569,-0.479,0.0719,2
1570,-1.31,0.463,1
1571,-0.486,-1.62,1
1572,0.115,-0.443,2
1573,0.698,0.784,1
1574,1.09,-1.24,2
1575,-1.57,-0.401,2
1576,-0.274,0.489,2
1577,0.764,1.98,2
1578,2.41,0.946,2
1579,-0.348,0.119,2
1580,1.27,-0.194,1
1581,-0.22,-1.38,1
1582,1.08,-1.83,2
1583,-0.414,-1.28,1
1584,2.12,1.07,2
1585,0.22,2.08,1
1586,0.207,-1.38,1
1587,-0.519,-1.0,1
1588,-0.00634,-1.0,1
1589,-0.68,1.68,1
1590,-1.18,-0.522,2
1591,0.32,0.282,2
1592,-0.638,1.32,1
1593,0.72,-0.154,2
1594,0.92,-0.717,2
1595,0.511,-0.773,2
1596,-0.681,-0.586,2
1597,1.11,0.205,1
1598,0.087,-1.28,1
1599,1.13,-0.541,2
1600,-0.016,-1.26,1
1601,-0.439,-0.884,2
1602,0.424,-0.84,1
1603,2.25,-1.4,1
1604,0.139,-0.803,2
1605,0.488,1.31,1
1606,-1.04,1.27,1
1607,1.33,-0.704,1
1608,-1.23,0.89,1
1609,-0.329,-0.955,1
1610,0.174,-1.11,1
1611,-0.699,0.755,1
1612,-0.137,-1.16,1
1613,1.09,-1.1,2
1614,-0.0172,-1.03,1
1615,0.269,0.605,2
1616,0.305,1.63,2
1617,-1.82,0.904,1
1618,-0.527,-1.38,1
1619,0.557,-0.255,2
1620,-2.41,0.26,1
1621,-0.514,-1.07,1
1622,-0.325,-1.32,1
1623,2.53,1.5,2
1624,0.471,2.03,1
1625,0.986,0.843,1
1626,0.746,0.441,1
1627,-1.32,0.907,1
1628,1.33,1.7,2
1629,1.59,-0.378,1
1630,0.387,-0.000653,2
1631,-0.914,-0.919,1
1632,1.41,0.0907,1
1633,-0.639,0.522,2
1634,0.866,1.14,1
1635,-1.78,-0.491,2
1636,0.391,-0.0901,2
1637,-1.27,0.184,2
1638,-1.08,-0.612,2
1639,-0.717,0.455,2
1640,-1.11,0.00172,2
1641,-1.51,-0.966,2
1642,-0.862,1.53,1
1643,0.605,1.86,2
1644,-0.818,0.654,2
1645,-0.391,1.1,1
1646,0.941,-0.254,2
1647,1.59,1.72,2
1648,-1.51,-1.16,2
1649,0.413,0.473,2
1650,-0.351,-1.0,1
1651,1.68,0.113,1
1652,-0.834,1.48,1
1653,1.45,-0.507,1
1654,-0.559,0.0594,2
1655,1.23,-0.0997,1
1656,-0.0342,0.145,2
1657,-0.834,1.41,1
1658,0.743,-1.01,2
1659,1.01,1.82,2
1660,0.191,-1.29,1
1661,0.0543,-0.967,1
1662,0.768,-1.25,2
1663,1.12,0.612,1
1664,0.424,0.547,2
1665,1.29,-0.391,1
1666,-0.612,-1.42,1
1667,-0.201,0.287,2
1668,-0.779,1.09,1
1669,0.44,0.246,2
1670,0.778,0.952,1
1671,0.0179,-1.01,1
1672,-0.216,-1.38,1
1673,-0.554,-0.38,2
1674,0.0698,-1.25,1
1675,-0.869,0.625,1
1676,-1.53,-1.17,2
1677,-0.175,-0.909,1
1678,-1.5,-1.14,2
1679,0.528,-1.04,2
1680,1.07,0.61,1
1681,-0.987,-0.735,2
1682,-0.468,-1.17,1
1683,1.77,0.239,1
1684,0.885,-0.372,2
1685,2.59,-1.15,1
1686,1.04,0.285,1
1687,0.736,1.64,1
1688,1.23,0.458,1
1689,-0.137,-1.39,1
1690,-0.0574,-0.208,2
1691,-0.496,1.03,1
1692,-1.04,0.984,1
1693,0.952,-1.9,2
1694,-0.21,0.11,2
1695,-1.95,0.614,1
1696,1.68,-0.472,1
1697,-0.866,0.751,1
1698,0.322,-1.04,1
1699,-1.71,-0.653,2
1700,-0.486,-1.53,1
1701,0.587,-0.311,2
1702,-0.55,0.236,2
1703,1.4,-0.874,2
1704,-0.384,-1.08,1
1705,0.746,0.991,1
1706,0.758,-1.45,1
1707,-0.0468,-0.332,2
1708,0.698,1.02,1
1709,-1.53,0.658,1
1710,-0.162,-1.24,1
1711,-0.507,0.69,2
1712,1.41,-1.38,2
1713,-0.735,-1.19,1
1714,-0.141,-0.119,2
1715,1.31,0.628,1
1716,1.38,-1.02,2
1717,1.18,-1.19,2
1718,-0.0785,-1.16,1
1719,0.844,1.22,1
1720,0.913,-1.6,2
1721,-1.04,1.33,1
1722,-1.1,0.145,2
1723,-0.244,-1.2,1
1724,0.0643,-1.28,1
1725,0.483,-1.23,1
1726,1.37,1.29,2
1727,-0.869,0.634,1
1728,-0.0547,-1.06,1
1729,0.816,-0.133,2
1730,-1.49,0.744,1
1731,-0.813,-0.665,2
1732,1.6,0.0487,1
1733,0.742,1.56,2
1734,1.45,-0.188,1
1735,-0.791,-1.44,1
1736,-1.31,0.118,2
1737,0.0336,0.323,2
1738,0.308,-1.34,1
1739,0.856,-1.11,2
1740,0.532,-0.0431,2
1741,-0.171,1.68,2
1742,-0.305,0.247,2
1743,-0.422,-0.241,2
1744,0.836,0.849,1
1745,1.77,0.013,1
1746,-1.56,0.514,1
1747,0.137,-0.862,1
1748,-1.07,-0.017,2
1749,-1.31,-0.32,2
1750,-1.33,-0.581,2
1751,-1.76,-1.58,2
1752,-0.258,-1.06,1
1753,-0.253,-0.809,1
1754,0.395,1.35,2
1755,-1.39,-0.156,2
1756,0.446,-1.07,1
1757,1.52,0.795,1
1758,1.44,0.898,1
1759,1.04,0.952,1
1760,-1.82,-0.847,2
1761,-1.11,0.276,2
1762,-1.2,-1.19,1
1763,0.268,1.14,1
1764,1.29,-1.19,2
1765,-0.935,1.02,1
1766,0.247,-0.96,1
1767,0.387,1.59,2
1768,0.247,0.41,2
1769,0.722,0.153,1
1770,0.249,-0.451,2
1771,0.923,0.166,2
1772,-0.237,-0.0378,2
1773,1.27,0.496,1
1774,-1.2,1.43,1
1775,-1.19,-0.939,1
1776,0.0209,-0.973,1
1777,0.637,0.984,1
1778,0.714,-1.08,2
1779,-0.215,0.549,2
1780,0.306,-0.161,2
1781,0.205,-1.28,1
1782,1.51,1.52,2
1783,-0.761,0.373,2
1784,-0.706,-0.697,1
1785,-0.383,0.671,2
1786,-1.11,-0.44,2
1787,0.496,-0.614,2
1788,-0.0529,-0.0168,2
1789,2.09,1.1,2
1790,-1.28,-1.17,2
1791,1.44,0.0946,1
1792,2.06,-0.893,1
1793,-0.638,-0.752,1
1794,0.402,-0.39,2
1795,0.122,0.599,2
1796,1.42,1.49,2
1797,-1.55,0.588,1
1798,0.854,0.0949,2
1799,-0.268,0.75,2
1800,-0.57,0.502,2
1801,-0.381,-0.959,1
1802,0.236,0.443,2
1803,0.898,-0.719,2
1804,-0.432,1.13,1
1805,1.14,-0.938,2
1806,0.0935,2.1,1
1807,0.463,0.935,1
1808,-0.23,-1.02,1
1809,0.671,0.181,2
1810,0.168,1.7,1
1811,-0.175,0.0644,2
1812,0.796,0.423,2
1813,-0.824,-0.471,2
1814,-0.93,-0.502,2
1815,-1.06,1.49,1
1816,0.375,1.27,1
1817,2.45,1.25,2
1818,-2.04,0.401,1
1819,0.0735,-1.01,1
1820,-0.737,-0.0677,2
1821,0.848,0.402,1
1822,0.281,0.343,2
1823,-1.13,-0.0974,2
1824,-0.821,-1.44,1
1825,-0.211,-0.334,2
1826,-0.364,-1.4,1
1827,-1.27,-0.673,2
1828,0.784,1.39,1
1829,-1.02,0.883,1
1830,0.833,-0.0565,2
1831,0.478,1.31,2
1832,-1.14,-0.245,2
1833,1.14,0.494,1
1834,0.667,-1.01,2
1835,2.17,0.926,2
1836,-0.129,0.877,2
1837,-0.581,0.582,2
1838,0.427,1.77,2
1839,-0.138,0.425,2
1840,-1.98,0.875,1
1841,-0.337,0.559,2
1842,-0.369,-0.965,1
1843,0.325,-0.153,2
1844,-0.232,-0.364,2
1845,-0.749,1.26,1
1846,-0.566,1.19,1
1847,1.33,-0.774,2
1848,-1.25,-1.47,1
1849,0.00453,1.47,1
1850,-1.81,-0.543,2
1851,-0.307,0.938,1
1852,-1.18,0.732,1
1853,-1.68,0.93,1
1854,-1.52,-1.4,2
1855,-1.45,-0.701,2
1856,0.616,1.77,2
1857,-0.0222,-0.202,2
1858,0.246,-0.767,1
1859,-0.763,-0.573,2
1860,-0.581,-0.182,2
1861,1.42,-0.0465,1
1862,-0.139,-1.27,1
1863,-0.179,0.19,2
1864,-0.721,1.19,1
1865,-0.709,-0.942,1
1866,0.945,0.239,2
1867,-0.891,0.593,1
1868,-1.18,0.862,1
1869,1.3,-0.028,1
1870,0.576,-0.342,2
1871,0.0381,0.167,2
1872,-0.219,-0.195,2
1873,0.855,0.959,1
1874,-1.08,-1.17,1
1875,-0.596,-0.989,1
1876,-1.41,-0.856,2
1877,-0.298,-0.243,2
1878,0.444,1.14,1
1879,1.01,0.397,1
1880,1.31,-0.36,2
1881,1.78,1.19,2
1882,1.1,0.458,1
1883,-1.33,-0.647,2
1884,-1.6,-0.541,2
1885,-1.2,0.455,1
1886,1.01,1.57,2
1887,1.38,0.583,1
1888,-0.223,1.04,1
1889,-1.0,-1.22,1
1890,0.576,-0.665,2
1891,-0.394,1.39,1
1892,-0.573,-0.88,1
1893,-2.19,0.0991,1
1894,0.729,1.49,2
1895,0.308,-0.913,1
1896,0.661,0.0147,2
1897,0.515,0.884,1
1898,1.32,-0.144,1
1899,-1.05,-0.382,2
1900,1.46,-0.0465,1
1901,1.22,-0.159,1
1902,0.639,-0.815,1
1903,-0.235,0.352,2
1904,-2.0,0.403,1
1905,-0.158,-1.08,1
1906,1.71,1.39,2
1907,0.905,-0.551,2
1908,-0.0949,-0.821,1
1909,0.781,1.08,1
1910,-0.624,1.75,1
1911,-1.4,1.19,1
1912,-1.21,0.357,2
1913,0.123,-1.24,1
1914,1.01,0.446,1
1915,-0.666,-1.34,1
1916,-0.819,-0.943,1
1917,0.202,-1.17,1
1918,0.745,0.681,1
1919,-0.461,-1.07,1
1920,0.622,-0.546,2
1921,-1.51,-1.39,2
1922,1.05,0.409,1
1923,0.751,0.608,1
1924,-1.13,0.164,2
1925,2.33,1.21,2
1926,0.855,-0.265,2
1927,-0.0247,-0.765,1
1928,0.21,-1.26,1
1929,-1.67,-0.212,2
1930,-0.394,-0.338,2
1931,-0.389,-1.2,1
1932,1.11,1.33,2
1933,-1.24,0.323,2
1934,-0.116,-1.23,1
1935,0.372,1.6,1
1936,-1.23,-0.806,2
1937,1.31,-1.72,2
1938,-0.254,-1.37,1
1939,-1.15,-0.647,2
1940,1.21,-1.77,2
1941,0.00425,1.61,1
1942,-0.67,1.22,1
1943,1.57,1.16,2
1944,-0.241,0.897,2
1945,1.04,0.93,1
1946,1.39,0.504,1
1947,1.96,-0.709,1
1948,0.978,-1.33,2
1949,-1.67,-0.00451,2
1950,-0.529,-1.02,1
1951,-0.137,1.44,1
1952,-1.87,-0.78,2
1953,1.04,-0.24,2
1954,-1.21,-0.785,2
1955,0.8,0.662,1
1956,0.133,2.05,1
1957,1.34,-1.8,2
1958,0.175,0.652,2
1959,1.14,-0.0829,1
1960,-0.634,1.26,1
1961,-0.617,-0.792,1
1962,-1.42,0.728,1
1963,0.897,0.742,1
1964,-0.0814,2.18,2
1965,1.27,1.6,2
1966,-0.759,0.366,2
1967,-0.847,-0.896,1
1968,1.23,-0.785,2
1969,-0.843,-1.14,1
1970,0.357,0.647,1
1971,-1.36,-0.258,2
1972,0.977,0.597,1
1973,1.05,-0.467,2
1974,-0.717,1.23,1
1975,0.955,-0.0158,1
1976,1.6,-0.183,1
1977,-1.21,-0.733,2
1978,-0.593,1.28,1
1979,1.14,0.814,1
1980,-0.597,0.232,2
1981,0.575,-0.19,2
1982,-1.34,-0.31,2
1983,-0.129,-0.061,2
1984,0.447,0.92,1
1985,0.377,-0.643,2
1986,-1.54,0.643,1
1987,-1.25,-0.689,2
1988,2.34,1.18,2
1989,-0.341,1.55,1
1990,1.27,0.0842,1
1991,-1.73,0.562,1
1992,0.957,0.0986,1
1993,-0.639,-1.04,1
1994,0.303,-1.35,1
1995,-0.439,1.37,1
1996,-0.287,-1.07,1
1997,1.46,0.651,1
1998,0.957,-0.786,2
1999,-0.0107,-0.96,1
2000,1.21,0.0512,1
2001,0.105,-1.67,1
2002,0.786,0.859,1
2003,-1.08,0.356,2
2004,0.0909,-1.39,1
2005,-1.34,0.805,1
2006,-0.647,1.08,1
2007,1.17,-1.4,2
2008,-0.811,-1.35,1
2009,-0.961,-0.102,2
2010,-0.968,-0.226,2
2011,-0.322,0.535,2
2012,-1.26,-0.515,2
2013,0.62,-0.986,2
2014,-2.32,0.0861,1
2015,1.21,1.31,2
2016,0.196,1.08,1
2017,1.45,1.33,2
2018,0.137,-0.247,2
2019,-0.974,-1.43,1
2020,-0.335,-1.69,1
2021,-0.0999,1.97,2
2022,0.272,0.813,1
2023,0.56,1.18,1
2024,-0.0527,-0.746,1
2025,-0.188,-0.998,1
2026,-0.369,0.692,2
2027,-0.226,-1.06,1
2028,0.458,-0.709,2
2029,-1.26,-0.912,1
2030,-1.33,-0.392,2
2031,-0.621,1.52,1
2032,-0.753,1.1,1
2033,-0.435,-1.08,1
2034,0.328,1.28,1
2035,0.227,1.71,2
2036,-0.715,0.0859,2
2037,0.81,1.93,1
2038,0.364,1.98,2
2039,0.624,1.1,1
2040,0.922,0.93,1
2041,-0.416,-0.941,1
2042,-1.37,0.968,1
2043,0.269,1.62,2
