d3mIndex,V1,V2,V3,V4,V5,V6,Class
8648,2,2.0,5,5.0,8,1.0,5
8649,2,2.0,5,6.0,8,1.0,5
8650,2,2.0,5,7.0,8,1.0,5
8651,2,2.0,5,8.0,8,1.0,5
8652,2,2.0,6,3.0,4,1.0,5
8653,2,2.0,6,3.0,4,2.0,5
8654,2,2.0,6,3.0,5,1.0,5
8655,2,2.0,6,3.0,6,1.0,5
8656,2,2.0,6,4.0,6,1.0,5
8657,2,2.0,6,4.0,7,1.0,5
8658,2,2.0,6,4.0,8,1.0,5
8659,2,2.0,7,1.0,4,1.0,5
8660,2,2.0,7,1.0,8,4.0,5
8661,2,2.0,7,2.0,8,4.0,5
8662,2,2.0,7,2.0,8,6.0,5
8663,2,2.0,7,3.0,8,5.0,5
8664,2,2.0,7,3.0,8,6.0,5
8665,2,2.0,7,4.0,4,1.0,5
8666,2,2.0,7,4.0,8,2.0,5
8667,2,2.0,7,4.0,8,6.0,5
8668,2,2.0,7,4.0,8,7.0,5
8669,2,2.0,7,5.0,4,1.0,5
8670,2,2.0,7,5.0,8,2.0,5
8671,2,2.0,7,5.0,8,3.0,5
8672,2,2.0,7,5.0,8,7.0,5
8673,2,2.0,7,6.0,4,1.0,5
8674,2,2.0,7,6.0,8,3.0,5
8675,2,2.0,7,6.0,8,4.0,5
8676,2,2.0,7,7.0,4,1.0,5
8677,2,2.0,7,7.0,8,3.0,5
8678,2,2.0,7,7.0,8,5.0,5
8679,2,2.0,7,8.0,4,1.0,5
8680,2,2.0,7,8.0,8,5.0,5
8681,2,2.0,8,1.0,4,1.0,5
8682,2,2.0,8,1.0,5,1.0,5
8683,2,2.0,8,4.0,4,1.0,5
8684,2,2.0,8,4.0,4,3.0,5
8685,2,2.0,8,4.0,5,1.0,5
8686,2,2.0,8,4.0,6,1.0,5
8687,2,2.0,8,4.0,7,1.0,5
8688,2,2.0,8,4.0,8,1.0,5
8689,2,2.0,8,5.0,4,1.0,5
8690,2,2.0,8,5.0,5,1.0,5
8691,2,2.0,8,6.0,4,1.0,5
8692,2,2.0,8,6.0,5,1.0,5
8693,2,2.0,8,7.0,4,1.0,5
8694,2,2.0,8,7.0,5,1.0,5
8695,2,2.0,8,8.0,4,1.0,5
8696,2,2.0,8,8.0,5,1.0,5
8697,3,1.0,1,1.0,7,2.0,5
8698,3,1.0,1,2.0,1,8.0,5
8699,3,1.0,1,2.0,7,2.0,5
8700,3,1.0,1,3.0,1,8.0,5
8701,3,1.0,1,4.0,1,8.0,5
8702,3,1.0,1,4.0,5,2.0,5
8703,3,1.0,1,4.0,5,3.0,5
8704,3,1.0,1,5.0,7,2.0,5
8705,3,1.0,1,5.0,8,3.0,5
8706,3,1.0,1,5.0,8,4.0,5
8707,3,1.0,1,6.0,7,2.0,5
8708,3,1.0,1,7.0,4,8.0,5
8709,3,1.0,1,7.0,6,8.0,5
8710,3,1.0,1,7.0,7,2.0,5
8711,3,1.0,1,7.0,7,8.0,5
8712,3,1.0,1,8.0,7,2.0,5
8713,3,1.0,2,1.0,7,2.0,5
8714,3,1.0,2,2.0,7,2.0,5
8715,3,1.0,2,5.0,7,2.0,5
8716,3,1.0,2,5.0,8,3.0,5
8717,3,1.0,2,5.0,8,4.0,5
8718,3,1.0,2,6.0,7,2.0,5
8719,3,1.0,2,7.0,6,8.0,5
8720,3,1.0,2,7.0,7,2.0,5
8721,3,1.0,2,7.0,8,8.0,5
8722,3,1.0,2,8.0,7,2.0,5
8723,3,1.0,3,2.0,1,2.0,5
8724,3,1.0,3,2.0,1,3.0,5
8725,3,1.0,3,2.0,1,4.0,5
8726,3,1.0,3,2.0,1,5.0,5
8727,3,1.0,3,2.0,1,6.0,5
8728,3,1.0,3,2.0,2,3.0,5
8729,3,1.0,3,2.0,2,4.0,5
8730,3,1.0,3,2.0,2,5.0,5
8731,3,1.0,3,2.0,2,6.0,5
8732,3,1.0,3,2.0,7,2.0,5
8733,3,1.0,3,3.0,1,3.0,5
8734,3,1.0,3,3.0,1,4.0,5
8735,3,1.0,3,3.0,1,5.0,5
8736,3,1.0,3,3.0,1,6.0,5
8737,3,1.0,3,3.0,2,5.0,5
8738,3,1.0,3,3.0,2,6.0,5
8739,3,1.0,3,5.0,1,8.0,5
8740,3,1.0,3,5.0,2,8.0,5
8741,3,1.0,3,5.0,7,2.0,5
8742,3,1.0,3,5.0,8,3.0,5
8743,3,1.0,3,5.0,8,4.0,5
8744,3,1.0,3,6.0,1,7.0,5
8745,3,1.0,3,6.0,1,8.0,5
8746,3,1.0,3,6.0,2,8.0,5
8747,3,1.0,3,6.0,7,2.0,5
8748,3,1.0,3,7.0,1,8.0,5
8749,3,1.0,3,7.0,2,3.0,5
8750,3,1.0,3,7.0,7,2.0,5
8751,3,1.0,3,7.0,8,8.0,5
8752,3,1.0,3,8.0,1,5.0,5
8753,3,1.0,3,8.0,1,6.0,5
8754,3,1.0,3,8.0,1,7.0,5
8755,3,1.0,3,8.0,1,8.0,5
8756,3,1.0,3,8.0,2,3.0,5
8757,3,1.0,3,8.0,2,5.0,5
8758,3,1.0,3,8.0,2,6.0,5
8759,3,1.0,3,8.0,7,2.0,5
8760,3,1.0,4,2.0,1,8.0,5
8761,3,1.0,4,3.0,1,8.0,5
8762,3,1.0,4,4.0,1,8.0,5
8763,3,1.0,4,4.0,5,1.0,5
8764,3,1.0,4,4.0,6,1.0,5
8765,3,1.0,4,5.0,8,3.0,5
8766,3,1.0,4,5.0,8,4.0,5
8767,3,1.0,5,2.0,1,8.0,5
8768,3,1.0,5,3.0,1,8.0,5
8769,3,1.0,5,4.0,1,8.0,5
8770,3,1.0,5,4.0,6,2.0,5
8771,3,1.0,5,4.0,7,2.0,5
8772,3,1.0,5,4.0,7,3.0,5
8773,3,1.0,5,5.0,1,2.0,5
8774,3,1.0,5,5.0,1,3.0,5
8775,3,1.0,5,5.0,1,4.0,5
8776,3,1.0,6,1.0,8,1.0,5
8777,3,1.0,6,2.0,1,8.0,5
8778,3,1.0,6,3.0,1,8.0,5
8779,3,1.0,6,4.0,1,8.0,5
8780,3,1.0,6,4.0,5,1.0,5
8781,3,1.0,6,4.0,6,1.0,5
8782,3,1.0,6,4.0,7,7.0,5
8783,3,1.0,6,4.0,7,8.0,5
8784,3,1.0,6,4.0,8,7.0,5
8785,3,1.0,6,4.0,8,8.0,5
8786,3,1.0,6,5.0,1,2.0,5
8787,3,1.0,6,5.0,1,3.0,5
8788,3,1.0,6,5.0,1,4.0,5
8789,3,1.0,6,6.0,7,1.0,5
8790,3,1.0,6,6.0,8,1.0,5
8791,3,1.0,6,7.0,1,8.0,5
8792,3,1.0,6,7.0,7,1.0,5
8793,3,1.0,6,7.0,8,1.0,5
8794,3,1.0,6,8.0,7,1.0,5
8795,3,1.0,6,8.0,8,1.0,5
8796,3,1.0,7,2.0,1,8.0,5
8797,3,1.0,7,3.0,1,8.0,5
8798,3,1.0,7,4.0,1,8.0,5
8799,3,1.0,7,4.0,7,2.0,5
8800,3,1.0,7,5.0,1,2.0,5
8801,3,1.0,7,5.0,1,3.0,5
8802,3,1.0,7,5.0,1,4.0,5
8803,3,1.0,7,7.0,1,8.0,5
8804,3,1.0,7,7.0,3,8.0,5
8805,3,1.0,8,1.0,6,1.0,5
8806,3,1.0,8,2.0,1,8.0,5
8807,3,1.0,8,3.0,1,8.0,5
8808,3,1.0,8,4.0,1,8.0,5
8809,3,1.0,8,4.0,6,2.0,5
8810,3,1.0,8,4.0,6,3.0,5
8811,3,1.0,8,5.0,1,2.0,5
8812,3,1.0,8,5.0,1,3.0,5
8813,3,1.0,8,5.0,1,4.0,5
8814,3,1.0,8,5.0,6,1.0,5
8815,3,1.0,8,5.0,7,1.0,5
8816,3,1.0,8,5.0,8,1.0,5
8817,3,1.0,8,6.0,6,1.0,5
8818,3,1.0,8,6.0,7,1.0,5
8819,3,1.0,8,6.0,8,1.0,5
8820,3,1.0,8,7.0,2,8.0,5
8821,3,1.0,8,7.0,3,8.0,5
8822,3,1.0,8,7.0,5,8.0,5
8823,3,1.0,8,7.0,6,1.0,5
8824,3,1.0,8,7.0,7,1.0,5
8825,3,1.0,8,7.0,8,1.0,5
8826,3,1.0,8,8.0,6,1.0,5
8827,3,1.0,8,8.0,7,1.0,5
8828,3,1.0,8,8.0,8,1.0,5
8829,3,2.0,1,1.0,5,2.0,5
8830,3,2.0,1,1.0,6,2.0,5
8831,3,2.0,1,1.0,7,2.0,5
8832,3,2.0,1,2.0,5,2.0,5
8833,3,2.0,1,2.0,6,2.0,5
8834,3,2.0,1,2.0,7,2.0,5
8835,3,2.0,1,3.0,1,5.0,5
8836,3,2.0,1,3.0,1,6.0,5
8837,3,2.0,1,5.0,1,8.0,5
8838,3,2.0,1,5.0,5,2.0,5
8839,3,2.0,1,5.0,6,2.0,5
8840,3,2.0,1,5.0,7,2.0,5
8841,3,2.0,1,5.0,7,3.0,5
8842,3,2.0,1,5.0,7,4.0,5
8843,3,2.0,1,5.0,8,3.0,5
8844,3,2.0,1,5.0,8,4.0,5
8845,3,2.0,1,6.0,5,2.0,5
8846,3,2.0,1,6.0,6,2.0,5
8847,3,2.0,1,6.0,7,2.0,5
8848,3,2.0,1,7.0,1,3.0,5
8849,3,2.0,1,7.0,1,4.0,5
8850,3,2.0,1,7.0,4,8.0,5
8851,3,2.0,1,7.0,5,2.0,5
8852,3,2.0,1,7.0,6,2.0,5
8853,3,2.0,1,7.0,7,2.0,5
8854,3,2.0,1,8.0,1,3.0,5
8855,3,2.0,1,8.0,1,4.0,5
8856,3,2.0,1,8.0,1,5.0,5
8857,3,2.0,1,8.0,5,2.0,5
8858,3,2.0,1,8.0,6,2.0,5
8859,3,2.0,1,8.0,7,2.0,5
8860,3,2.0,2,1.0,5,2.0,5
8861,3,2.0,2,1.0,6,2.0,5
8862,3,2.0,2,1.0,7,2.0,5
8863,3,2.0,2,2.0,5,2.0,5
8864,3,2.0,2,2.0,6,2.0,5
8865,3,2.0,2,2.0,7,2.0,5
8866,3,2.0,2,5.0,5,2.0,5
8867,3,2.0,2,5.0,6,2.0,5
8868,3,2.0,2,5.0,7,2.0,5
8869,3,2.0,2,5.0,7,3.0,5
8870,3,2.0,2,5.0,7,4.0,5
8871,3,2.0,2,5.0,8,3.0,5
8872,3,2.0,2,5.0,8,4.0,5
8873,3,2.0,2,6.0,5,2.0,5
8874,3,2.0,2,6.0,6,2.0,5
8875,3,2.0,2,6.0,7,2.0,5
8876,3,2.0,2,7.0,4,8.0,5
8877,3,2.0,2,7.0,5,2.0,5
8878,3,2.0,2,7.0,6,2.0,5
8879,3,2.0,2,7.0,6,8.0,5
8880,3,2.0,2,7.0,7,2.0,5
8881,3,2.0,2,8.0,5,2.0,5
8882,3,2.0,2,8.0,6,2.0,5
8883,3,2.0,2,8.0,7,2.0,5
8884,3,2.0,3,1.0,1,3.0,5
8885,3,2.0,3,1.0,1,4.0,5
8886,3,2.0,3,1.0,1,5.0,5
8887,3,2.0,3,1.0,7,2.0,5
8888,3,2.0,3,1.0,8,2.0,5
8889,3,2.0,3,5.0,5,2.0,5
8890,3,2.0,3,5.0,6,2.0,5
8891,3,2.0,3,5.0,7,2.0,5
8892,3,2.0,3,5.0,7,3.0,5
8893,3,2.0,3,5.0,7,4.0,5
8894,3,2.0,3,5.0,8,3.0,5
8895,3,2.0,3,5.0,8,4.0,5
8896,3,2.0,3,6.0,1,4.0,5
8897,3,2.0,3,6.0,1,5.0,5
8898,3,2.0,3,6.0,1,6.0,5
8899,3,2.0,3,6.0,2,4.0,5
8900,3,2.0,3,6.0,5,2.0,5
8901,3,2.0,3,6.0,6,2.0,5
8902,3,2.0,3,6.0,7,2.0,5
8903,3,2.0,3,7.0,5,2.0,5
8904,3,2.0,3,7.0,5,8.0,5
8905,3,2.0,3,7.0,6,2.0,5
8906,3,2.0,3,7.0,6,8.0,5
8907,3,2.0,3,7.0,7,2.0,5
8908,3,2.0,3,8.0,5,2.0,5
8909,3,2.0,3,8.0,6,2.0,5
8910,3,2.0,3,8.0,7,2.0,5
8911,3,2.0,4,1.0,1,6.0,5
8912,3,2.0,4,1.0,1,7.0,5
8913,3,2.0,4,1.0,2,6.0,5
8914,3,2.0,4,1.0,2,7.0,5
8915,3,2.0,4,1.0,3,6.0,5
8916,3,2.0,4,1.0,3,7.0,5
8917,3,2.0,4,1.0,7,2.0,5
8918,3,2.0,4,2.0,1,6.0,5
8919,3,2.0,4,2.0,1,7.0,5
8920,3,2.0,4,2.0,2,6.0,5
8921,3,2.0,4,2.0,2,7.0,5
8922,3,2.0,4,2.0,3,6.0,5
8923,3,2.0,4,2.0,3,7.0,5
8924,3,2.0,4,2.0,7,2.0,5
8925,3,2.0,4,3.0,1,4.0,5
8926,3,2.0,4,3.0,1,5.0,5
8927,3,2.0,4,3.0,1,6.0,5
8928,3,2.0,4,3.0,2,6.0,5
8929,3,2.0,4,3.0,2,7.0,5
8930,3,2.0,4,3.0,3,4.0,5
8931,3,2.0,4,3.0,3,6.0,5
8932,3,2.0,4,3.0,3,7.0,5
8933,3,2.0,4,4.0,1,4.0,5
8934,3,2.0,4,4.0,1,5.0,5
8935,3,2.0,4,4.0,1,6.0,5
8936,3,2.0,4,4.0,2,4.0,5
8937,3,2.0,4,4.0,2,5.0,5
8938,3,2.0,4,4.0,2,6.0,5
8939,3,2.0,4,4.0,2,7.0,5
8940,3,2.0,4,4.0,3,6.0,5
8941,3,2.0,4,4.0,3,7.0,5
8942,3,2.0,4,5.0,7,2.0,5
8943,3,2.0,4,5.0,7,3.0,5
8944,3,2.0,4,5.0,7,4.0,5
8945,3,2.0,4,5.0,8,3.0,5
8946,3,2.0,4,5.0,8,4.0,5
8947,3,2.0,4,6.0,1,6.0,5
8948,3,2.0,4,6.0,1,7.0,5
8949,3,2.0,4,6.0,1,8.0,5
8950,3,2.0,4,6.0,7,2.0,5
8951,3,2.0,4,7.0,1,3.0,5
8952,3,2.0,4,7.0,1,4.0,5
8953,3,2.0,4,7.0,2,8.0,5
8954,3,2.0,4,7.0,6,8.0,5
8955,3,2.0,4,7.0,7,2.0,5
8956,3,2.0,4,7.0,7,8.0,5
8957,3,2.0,4,8.0,1,3.0,5
8958,3,2.0,4,8.0,1,4.0,5
8959,3,2.0,4,8.0,1,5.0,5
8960,3,2.0,4,8.0,1,6.0,5
8961,3,2.0,4,8.0,1,7.0,5
8962,3,2.0,4,8.0,1,8.0,5
8963,3,2.0,4,8.0,3,4.0,5
8964,3,2.0,4,8.0,7,2.0,5
8965,3,2.0,5,3.0,1,4.0,5
8966,3,2.0,5,3.0,1,5.0,5
8967,3,2.0,5,3.0,1,6.0,5
8968,3,2.0,5,5.0,1,8.0,5
8969,3,2.0,5,5.0,5,2.0,5
8970,3,2.0,5,5.0,6,2.0,5
8971,3,2.0,5,5.0,6,8.0,5
8972,3,2.0,5,5.0,7,2.0,5
8973,3,2.0,5,5.0,7,8.0,5
8974,3,2.0,5,5.0,8,3.0,5
8975,3,2.0,5,5.0,8,4.0,5
8976,3,2.0,5,5.0,8,5.0,5
8977,3,2.0,5,5.0,8,6.0,5
8978,3,2.0,5,5.0,8,7.0,5
8979,3,2.0,5,5.0,8,8.0,5
8980,3,2.0,5,7.0,1,3.0,5
8981,3,2.0,5,7.0,1,4.0,5
8982,3,2.0,5,7.0,2,8.0,5
8983,3,2.0,5,7.0,3,8.0,5
8984,3,2.0,5,7.0,7,8.0,5
8985,3,2.0,5,8.0,1,3.0,5
8986,3,2.0,5,8.0,1,4.0,5
8987,3,2.0,5,8.0,1,5.0,5
8988,3,2.0,6,1.0,7,3.0,5
8989,3,2.0,6,1.0,7,5.0,5
8990,3,2.0,6,1.0,7,7.0,5
8991,3,2.0,6,1.0,8,1.0,5
8992,3,2.0,6,2.0,7,7.0,5
8993,3,2.0,6,3.0,1,4.0,5
8994,3,2.0,6,3.0,1,5.0,5
8995,3,2.0,6,3.0,1,6.0,5
8996,3,2.0,6,4.0,7,7.0,5
8997,3,2.0,6,4.0,7,8.0,5
8998,3,2.0,6,4.0,8,7.0,5
8999,3,2.0,6,4.0,8,8.0,5
9000,3,2.0,6,5.0,1,8.0,5
9001,3,2.0,6,5.0,5,1.0,5
9002,3,2.0,6,5.0,6,1.0,5
9003,3,2.0,6,5.0,7,2.0,5
9004,3,2.0,6,5.0,8,2.0,5
9005,3,2.0,6,6.0,5,1.0,5
9006,3,2.0,6,6.0,6,1.0,5
9007,3,2.0,6,6.0,7,2.0,5
9008,3,2.0,6,6.0,8,2.0,5
9009,3,2.0,6,7.0,1,3.0,5
9010,3,2.0,6,7.0,1,4.0,5
9011,3,2.0,6,7.0,3,8.0,5
9012,3,2.0,6,7.0,4,8.0,5
9013,3,2.0,6,7.0,5,1.0,5
9014,3,2.0,6,7.0,6,1.0,5
9015,3,2.0,6,7.0,7,3.0,5
9016,3,2.0,6,8.0,1,3.0,5
9017,3,2.0,6,8.0,1,4.0,5
9018,3,2.0,6,8.0,1,5.0,5
9019,3,2.0,6,8.0,5,1.0,5
9020,3,2.0,6,8.0,6,1.0,5
9021,3,2.0,6,8.0,7,3.0,5
9022,3,2.0,6,8.0,7,5.0,5
9023,3,2.0,7,3.0,1,4.0,5
9024,3,2.0,7,3.0,1,5.0,5
9025,3,2.0,7,3.0,1,6.0,5
9026,3,2.0,7,4.0,5,2.0,5
9027,3,2.0,7,4.0,5,3.0,5
9028,3,2.0,7,4.0,6,2.0,5
9029,3,2.0,7,4.0,7,2.0,5
9030,3,2.0,7,5.0,1,8.0,5
9031,3,2.0,7,7.0,1,3.0,5
9032,3,2.0,7,7.0,1,4.0,5
9033,3,2.0,7,7.0,3,8.0,5
9034,3,2.0,7,7.0,5,8.0,5
9035,3,2.0,7,8.0,1,3.0,5
9036,3,2.0,7,8.0,1,4.0,5
9037,3,2.0,7,8.0,1,5.0,5
9038,3,2.0,8,1.0,5,2.0,5
9039,3,2.0,8,1.0,6,1.0,5
9040,3,2.0,8,2.0,5,2.0,5
9041,3,2.0,8,3.0,1,4.0,5
9042,3,2.0,8,3.0,1,5.0,5
9043,3,2.0,8,3.0,1,6.0,5
9044,3,2.0,8,5.0,1,8.0,5
9045,3,2.0,8,5.0,5,2.0,5
9046,3,2.0,8,5.0,6,1.0,5
9047,3,2.0,8,5.0,7,1.0,5
9048,3,2.0,8,5.0,8,1.0,5
9049,3,2.0,8,6.0,5,2.0,5
9050,3,2.0,8,6.0,6,1.0,5
9051,3,2.0,8,6.0,7,1.0,5
9052,3,2.0,8,6.0,8,1.0,5
9053,3,2.0,8,7.0,1,3.0,5
9054,3,2.0,8,7.0,1,4.0,5
9055,3,2.0,8,7.0,5,2.0,5
9056,3,2.0,8,7.0,5,8.0,5
9057,3,2.0,8,7.0,6,1.0,5
9058,3,2.0,8,7.0,7,1.0,5
9059,3,2.0,8,7.0,8,1.0,5
9060,3,2.0,8,8.0,1,3.0,5
9061,3,2.0,8,8.0,1,4.0,5
9062,3,2.0,8,8.0,1,5.0,5
9063,3,2.0,8,8.0,5,2.0,5
9064,3,2.0,8,8.0,6,1.0,5
9065,3,2.0,8,8.0,7,1.0,5
9066,3,2.0,8,8.0,8,1.0,5
9067,3,3.0,1,1.0,4,1.0,5
9068,3,3.0,1,1.0,5,1.0,5
9069,3,3.0,1,1.0,5,2.0,5
9070,3,3.0,1,1.0,6,1.0,5
9071,3,3.0,1,1.0,6,2.0,5
9072,3,3.0,1,1.0,7,2.0,5
9073,3,3.0,1,2.0,5,2.0,5
9074,3,3.0,1,2.0,6,2.0,5
9075,3,3.0,1,2.0,7,2.0,5
9076,3,3.0,1,3.0,5,2.0,5
9077,3,3.0,1,3.0,6,2.0,5
9078,3,3.0,1,3.0,7,2.0,5
9079,3,3.0,1,5.0,4,1.0,5
9080,3,3.0,1,5.0,5,1.0,5
9081,3,3.0,1,5.0,5,2.0,5
9082,3,3.0,1,5.0,5,4.0,5
9083,3,3.0,1,5.0,6,1.0,5
9084,3,3.0,1,5.0,6,2.0,5
9085,3,3.0,1,5.0,7,2.0,5
9086,3,3.0,1,5.0,7,3.0,5
9087,3,3.0,1,5.0,7,4.0,5
9088,3,3.0,1,5.0,8,3.0,5
9089,3,3.0,1,5.0,8,4.0,5
9090,3,3.0,1,6.0,4,1.0,5
9091,3,3.0,1,6.0,5,1.0,5
9092,3,3.0,1,6.0,5,2.0,5
9093,3,3.0,1,6.0,6,1.0,5
9094,3,3.0,1,6.0,6,2.0,5
9095,3,3.0,1,6.0,7,2.0,5
9096,3,3.0,1,7.0,4,1.0,5
9097,3,3.0,1,7.0,5,1.0,5
9098,3,3.0,1,7.0,5,2.0,5
9099,3,3.0,1,7.0,6,1.0,5
9100,3,3.0,1,7.0,6,2.0,5
9101,3,3.0,1,7.0,7,2.0,5
9102,3,3.0,1,8.0,4,1.0,5
9103,3,3.0,1,8.0,5,1.0,5
9104,3,3.0,1,8.0,5,2.0,5
9105,3,3.0,1,8.0,6,1.0,5
9106,3,3.0,1,8.0,6,2.0,5
9107,3,3.0,1,8.0,7,2.0,5
9108,3,3.0,2,1.0,4,1.0,5
9109,3,3.0,2,1.0,5,1.0,5
9110,3,3.0,2,1.0,5,2.0,5
9111,3,3.0,2,1.0,6,1.0,5
9112,3,3.0,2,1.0,6,2.0,5
9113,3,3.0,2,1.0,7,2.0,5
9114,3,3.0,2,2.0,5,2.0,5
9115,3,3.0,2,2.0,6,2.0,5
9116,3,3.0,2,2.0,7,2.0,5
9117,3,3.0,2,3.0,5,2.0,5
9118,3,3.0,2,3.0,6,2.0,5
9119,3,3.0,2,3.0,7,2.0,5
9120,3,3.0,2,5.0,4,1.0,5
9121,3,3.0,2,5.0,5,1.0,5
9122,3,3.0,2,5.0,5,2.0,5
9123,3,3.0,2,5.0,5,4.0,5
9124,3,3.0,2,5.0,6,1.0,5
9125,3,3.0,2,5.0,6,2.0,5
9126,3,3.0,2,5.0,7,2.0,5
9127,3,3.0,2,5.0,7,3.0,5
9128,3,3.0,2,5.0,7,4.0,5
9129,3,3.0,2,5.0,8,3.0,5
9130,3,3.0,2,5.0,8,4.0,5
9131,3,3.0,2,6.0,4,1.0,5
9132,3,3.0,2,6.0,5,1.0,5
9133,3,3.0,2,6.0,5,2.0,5
9134,3,3.0,2,6.0,6,1.0,5
9135,3,3.0,2,6.0,6,2.0,5
9136,3,3.0,2,6.0,7,2.0,5
9137,3,3.0,2,7.0,4,1.0,5
9138,3,3.0,2,7.0,5,1.0,5
9139,3,3.0,2,7.0,5,2.0,5
9140,3,3.0,2,7.0,6,1.0,5
9141,3,3.0,2,7.0,6,2.0,5
9142,3,3.0,2,7.0,7,2.0,5
9143,3,3.0,2,8.0,4,1.0,5
9144,3,3.0,2,8.0,5,1.0,5
9145,3,3.0,2,8.0,5,2.0,5
9146,3,3.0,2,8.0,6,1.0,5
9147,3,3.0,2,8.0,6,2.0,5
9148,3,3.0,2,8.0,7,2.0,5
9149,3,3.0,3,1.0,7,2.0,5
9150,3,3.0,3,1.0,8,2.0,5
9151,3,3.0,3,2.0,7,2.0,5
9152,3,3.0,3,2.0,8,2.0,5
9153,3,3.0,3,5.0,4,1.0,5
9154,3,3.0,3,5.0,5,1.0,5
9155,3,3.0,3,5.0,5,2.0,5
9156,3,3.0,3,5.0,5,4.0,5
9157,3,3.0,3,5.0,6,1.0,5
9158,3,3.0,3,5.0,6,2.0,5
9159,3,3.0,3,5.0,7,2.0,5
9160,3,3.0,3,5.0,7,3.0,5
9161,3,3.0,3,5.0,7,4.0,5
9162,3,3.0,3,5.0,8,3.0,5
9163,3,3.0,3,5.0,8,4.0,5
9164,3,3.0,3,6.0,4,1.0,5
9165,3,3.0,3,6.0,5,1.0,5
9166,3,3.0,3,6.0,5,2.0,5
9167,3,3.0,3,6.0,6,1.0,5
9168,3,3.0,3,6.0,6,2.0,5
9169,3,3.0,3,6.0,7,2.0,5
9170,3,3.0,3,7.0,4,1.0,5
9171,3,3.0,3,7.0,5,1.0,5
9172,3,3.0,3,7.0,5,2.0,5
9173,3,3.0,3,7.0,6,1.0,5
9174,3,3.0,3,7.0,6,2.0,5
9175,3,3.0,3,7.0,7,2.0,5
9176,3,3.0,3,8.0,4,1.0,5
9177,3,3.0,3,8.0,5,1.0,5
9178,3,3.0,3,8.0,5,2.0,5
9179,3,3.0,3,8.0,6,1.0,5
9180,3,3.0,3,8.0,6,2.0,5
9181,3,3.0,3,8.0,7,2.0,5
9182,3,3.0,4,4.0,5,2.0,5
9183,3,3.0,4,4.0,6,2.0,5
9184,3,3.0,4,4.0,6,3.0,5
9185,3,3.0,4,5.0,5,2.0,5
9186,3,3.0,4,5.0,6,2.0,5
9187,3,3.0,4,5.0,7,2.0,5
9188,3,3.0,4,5.0,7,3.0,5
9189,3,3.0,4,5.0,7,4.0,5
9190,3,3.0,4,5.0,8,3.0,5
9191,3,3.0,4,5.0,8,4.0,5
9192,3,3.0,4,6.0,5,2.0,5
9193,3,3.0,4,6.0,6,2.0,5
9194,3,3.0,4,6.0,7,2.0,5
9195,3,3.0,4,6.0,8,7.0,5
9196,3,3.0,4,7.0,5,2.0,5
9197,3,3.0,4,7.0,6,2.0,5
9198,3,3.0,4,7.0,7,2.0,5
9199,3,3.0,4,8.0,5,2.0,5
9200,3,3.0,4,8.0,6,2.0,5
9201,3,3.0,4,8.0,7,2.0,5
9202,3,3.0,5,5.0,5,2.0,5
9203,3,3.0,5,5.0,5,3.0,5
9204,3,3.0,5,5.0,6,2.0,5
9205,3,3.0,5,5.0,6,3.0,5
9206,3,3.0,5,5.0,7,2.0,5
9207,3,3.0,5,5.0,7,3.0,5
9208,3,3.0,5,5.0,7,4.0,5
9209,3,3.0,5,5.0,7,5.0,5
9210,3,3.0,5,5.0,7,6.0,5
9211,3,3.0,5,5.0,7,7.0,5
9212,3,3.0,5,5.0,8,3.0,5
9213,3,3.0,5,5.0,8,4.0,5
9214,3,3.0,5,5.0,8,5.0,5
9215,3,3.0,5,5.0,8,6.0,5
9216,3,3.0,5,5.0,8,7.0,5
9217,3,3.0,5,5.0,8,8.0,5
9218,3,3.0,6,1.0,4,1.0,5
9219,3,3.0,6,1.0,7,3.0,5
9220,3,3.0,6,1.0,7,4.0,5
9221,3,3.0,6,1.0,7,5.0,5
9222,3,3.0,6,1.0,7,6.0,5
9223,3,3.0,6,1.0,7,7.0,5
9224,3,3.0,6,1.0,8,1.0,5
9225,3,3.0,6,1.0,8,2.0,5
9226,3,3.0,6,1.0,8,3.0,5
9227,3,3.0,6,1.0,8,4.0,5
9228,3,3.0,6,1.0,8,5.0,5
9229,3,3.0,6,1.0,8,6.0,5
9230,3,3.0,6,1.0,8,7.0,5
9231,3,3.0,6,1.0,8,8.0,5
9232,3,3.0,6,2.0,7,6.0,5
9233,3,3.0,6,2.0,7,7.0,5
9234,3,3.0,6,2.0,8,6.0,5
9235,3,3.0,6,2.0,8,7.0,5
9236,3,3.0,6,2.0,8,8.0,5
9237,3,3.0,6,3.0,7,7.0,5
9238,3,3.0,6,3.0,8,7.0,5
9239,3,3.0,6,3.0,8,8.0,5
9240,3,3.0,6,4.0,7,7.0,5
9241,3,3.0,6,4.0,8,7.0,5
9242,3,3.0,6,4.0,8,8.0,5
9243,3,3.0,6,5.0,7,2.0,5
9244,3,3.0,6,5.0,8,2.0,5
9245,3,3.0,6,6.0,7,2.0,5
9246,3,3.0,6,6.0,8,2.0,5
9247,3,3.0,6,7.0,7,2.0,5
9248,3,3.0,6,7.0,7,3.0,5
9249,3,3.0,6,7.0,8,2.0,5
9250,3,3.0,6,7.0,8,3.0,5
9251,3,3.0,6,8.0,7,2.0,5
9252,3,3.0,6,8.0,7,3.0,5
9253,3,3.0,6,8.0,7,4.0,5
9254,3,3.0,6,8.0,7,5.0,5
