d3mIndex,att1,att2,att3,att4,att5,att6,binaryClass
435,0.0,2.0,0.0,187.014861,1.952584,10192.868764,N
436,0.0,2.0,0.0,191.150861,1.978231,11158.094989,N
437,0.0,2.0,0.0,188.520861,1.943182,10355.376555,N
438,0.0,2.0,0.0,196.550861,1.954214,11507.50873,N
439,0.0,2.0,0.0,182.714861,1.994255,10369.663556,N
440,0.0,2.0,0.0,174.974861,2.063824,10287.065861,N
441,0.0,2.0,0.0,195.880861,2.039572,10007.79328,N
442,0.0,2.0,0.0,190.564861,2.123288,11295.040352,N
443,0.0,2.0,0.0,193.068861,1.957658,10291.735735,N
444,0.0,3.0,1.0,152.494861,1.713878,5908.136094,N
445,0.0,2.0,0.0,197.130861,1.967326,10926.199659,N
446,0.0,2.0,0.0,169.382861,1.925193,8596.957479,N
447,0.0,2.0,0.0,204.366861,2.113582,11473.956852,N
448,0.0,2.0,0.0,180.324861,1.898403,9638.135226,N
449,0.0,2.0,0.0,190.992861,1.985973,10628.615973,N
450,0.0,2.0,0.0,189.372861,1.886365,10142.291887,N
451,0.0,2.0,0.0,162.403861,1.616716,6738.528577,N
452,0.0,2.0,0.0,195.236861,2.127745,11077.545687,N
453,0.0,2.0,0.0,189.346861,2.169786,10841.254857,N
454,0.0,2.0,0.0,171.400861,2.004225,8726.454015,N
455,0.0,2.0,0.0,202.538861,2.360232,13014.443008,N
456,0.0,2.0,0.0,181.648861,2.107822,9578.79959,N
457,0.0,2.0,0.0,175.800861,1.841819,9071.296402,N
458,0.0,2.0,0.0,204.515861,2.113703,11909.113687,N
459,0.0,2.0,0.0,190.885861,1.993,10160.088215,N
460,0.0,2.0,0.0,195.020861,2.041775,10576.933088,N
461,0.0,2.0,0.0,183.384861,2.062686,10864.253642,N
462,0.0,3.0,0.0,185.286861,1.946579,9900.675466,N
463,0.0,2.0,0.0,144.630861,1.526887,4735.332786,N
464,0.0,2.0,0.0,175.692861,1.965263,9308.355267,N
465,0.0,2.0,0.0,164.262861,1.924068,8348.204419,N
466,0.0,2.0,0.0,187.900861,2.160357,10395.694761,N
467,1.0,1.0,1.0,153.478861,1.588361,5167.201292,N
468,0.0,2.0,0.0,178.330861,1.894641,9203.619536,N
469,0.0,2.0,0.0,176.272861,1.640298,8604.065581,N
470,0.0,2.0,0.0,194.690861,2.005442,10439.851479,N
471,0.0,2.0,0.0,193.052861,2.0823,10795.736538,N
472,0.0,2.0,0.0,200.768861,2.066672,11587.085794,N
473,0.0,2.0,0.0,200.612861,2.192889,12560.345177,N
474,0.0,2.0,0.0,206.318861,2.225389,12793.897095,N
475,0.0,2.0,0.0,163.849861,1.784349,7033.617718,N
476,0.0,2.0,0.0,204.474861,2.202282,13686.018707,N
477,0.0,2.0,0.0,198.568861,2.224649,11660.197663,N
478,0.0,2.0,0.0,198.716861,2.273411,11386.310532,N
479,0.0,2.0,0.0,182.838861,1.967819,9629.454458,N
480,0.0,2.0,0.0,198.188861,1.997991,11721.200167,N
481,0.0,2.0,0.0,190.944861,2.109499,9958.568754,N
482,0.0,2.0,0.0,192.110861,2.188854,11248.936007,N
483,0.0,2.0,0.0,161.616861,1.770618,6720.473842,N
484,0.0,3.0,1.0,187.254861,1.922448,9495.981358,N
485,0.0,3.0,1.0,197.592861,2.010033,11201.396538,N
486,0.0,2.0,0.0,185.451861,1.995942,10102.218858,N
487,0.0,2.0,0.0,187.338861,1.916974,9772.330884,N
488,0.0,2.0,0.0,206.400861,2.049603,12174.213562,N
489,0.0,2.0,0.0,185.320861,1.941558,11312.415865,N
490,0.0,2.0,0.0,194.152861,1.962321,11270.596774,N
491,0.0,2.0,0.0,187.610861,1.99465,9487.464661,N
492,0.0,2.0,0.0,177.844861,1.838054,8575.661498,N
493,0.0,2.0,0.0,189.098861,1.982507,10099.495776,N
494,0.0,2.0,0.0,201.330861,2.284605,11864.604927,N
495,0.0,3.0,1.0,177.041861,1.741948,6955.245778,N
496,0.0,2.0,0.0,177.174861,2.040429,9774.504211,N
497,0.0,3.0,1.0,176.346861,1.904893,8661.646275,N
498,0.0,2.0,0.0,172.072861,2.062303,9499.490563,N
499,0.0,2.0,0.0,193.812861,1.886418,10154.279974,N
500,0.0,2.0,0.0,190.256861,1.918026,10275.862944,N
501,0.0,2.0,0.0,200.058861,1.997797,11920.934127,N
502,0.0,2.0,0.0,178.214861,1.865824,9884.033255,N
503,0.0,2.0,0.0,176.709861,1.781455,8826.387131,N
504,0.0,2.0,0.0,188.926861,1.998729,10406.002131,N
505,0.0,2.0,0.0,200.455861,2.135772,12815.776719,N
506,0.0,2.0,0.0,184.320861,2.066654,10969.361836,N
507,0.0,2.0,0.0,206.590861,2.084024,12109.130588,N
508,0.0,2.0,0.0,171.764861,1.807028,7563.383152,N
509,0.0,2.0,0.0,181.392861,2.008597,9965.915743,N
510,0.0,2.0,0.0,205.912861,2.038452,12582.807804,N
511,0.0,2.0,0.0,185.676861,1.995461,11184.708343,N
512,0.0,2.0,0.0,175.800861,1.900389,8519.378288,N
513,0.0,2.0,0.0,192.870861,2.181557,11221.656933,N
514,0.0,2.0,0.0,190.150861,1.885902,11846.521116,N
515,0.0,2.0,0.0,193.002861,1.836388,10251.059662,N
516,0.0,2.0,0.0,162.865861,1.699286,7045.790825,N
517,0.0,2.0,0.0,187.776861,1.967289,10303.50152,N
518,0.0,2.0,0.0,156.092861,1.60893,5997.794663,N
519,0.0,2.0,0.0,202.926861,2.335056,11790.590911,N
520,0.0,2.0,0.0,176.776861,1.878131,8604.726175,N
521,0.0,2.0,0.0,205.002861,2.088129,12375.060858,N
522,1.0,1.0,1.0,159.722861,1.657448,5540.35815,N
523,0.0,2.0,0.0,189.678861,1.988588,10490.343668,N
524,0.0,2.0,0.0,192.498861,1.990842,10969.884586,N
525,0.0,2.0,0.0,169.020861,1.98494,10014.861858,N
526,0.0,2.0,0.0,197.866861,2.164499,11817.640146,N
527,0.0,2.0,0.0,194.566861,2.171268,12202.529749,N
528,0.0,2.0,0.0,190.190861,2.072752,11045.908342,N
529,0.0,2.0,0.0,203.166861,1.958895,11654.644098,N
530,0.0,2.0,0.0,200.198861,2.3172,11504.647461,N
531,0.0,2.0,0.0,180.754861,1.908253,9236.347017,N
532,0.0,2.0,0.0,162.386861,1.791254,7395.956163,N
533,0.0,2.0,0.0,184.782861,2.03364,9803.585155,N
534,0.0,2.0,0.0,200.850861,2.009487,11787.397273,N
535,0.0,2.0,0.0,180.052861,1.847286,9837.072335,N
536,0.0,2.0,0.0,180.266861,2.043928,10484.021251,N
537,0.0,2.0,0.0,199.660861,1.938728,12370.7252,N
538,0.0,2.0,0.0,163.709861,1.6462,6395.847904,N
539,0.0,3.0,1.0,190.000861,2.034562,10087.465598,N
540,0.0,2.0,0.0,199.552861,2.048706,11627.201229,N
541,0.0,2.0,0.0,191.530861,1.887956,10609.477747,N
542,0.0,2.0,0.0,189.818861,2.01956,9573.069189,N
543,0.0,3.0,1.0,192.200861,2.040554,10614.393048,N
544,0.0,2.0,0.0,208.716861,2.104126,12055.420322,N
545,0.0,2.0,0.0,188.678861,2.05935,11500.401738,N
546,0.0,2.0,0.0,172.194861,1.932221,8935.584052,N
547,0.0,2.0,0.0,184.426861,2.032818,9667.240189,N
548,0.0,2.0,0.0,200.570861,2.102779,11487.182576,N
549,0.0,2.0,0.0,188.098861,1.929836,10866.637576,N
550,0.0,3.0,1.0,203.770861,2.025999,12442.14279,N
551,0.0,2.0,0.0,199.586861,2.196566,12487.673053,N
552,0.0,2.0,0.0,203.804861,2.040325,12260.313863,N
553,0.0,2.0,0.0,182.764861,1.877596,9377.221221,N
554,0.0,2.0,0.0,194.012861,1.899707,10621.097542,N
555,0.0,2.0,0.0,180.572861,1.990338,9018.823006,N
556,0.0,2.0,0.0,182.722861,1.913021,9699.206349,N
557,0.0,2.0,0.0,183.806861,1.940473,10132.94264,N
558,0.0,2.0,0.0,221.212861,2.218795,14512.738685,N
559,0.0,2.0,0.0,184.542861,1.926774,10506.459905,N
560,0.0,2.0,0.0,200.668861,2.122952,11510.314943,N
561,0.0,2.0,0.0,201.934861,2.351188,12998.871847,N
562,0.0,2.0,0.0,185.526861,2.049642,10041.996664,N
563,0.0,2.0,0.0,188.860861,2.091292,10516.40694,N
564,0.0,2.0,0.0,192.680861,1.984737,11143.196259,N
565,0.0,2.0,0.0,177.470861,1.904509,8874.523511,N
566,0.0,2.0,0.0,183.236861,1.828667,9885.668003,N
567,0.0,2.0,0.0,176.974861,1.842717,9360.566431,N
568,0.0,2.0,0.0,203.854861,2.17821,12826.225572,N
569,0.0,2.0,0.0,169.936861,1.787797,8925.453146,N
570,0.0,3.0,1.0,204.696861,2.012826,11580.750505,N
571,0.0,2.0,0.0,200.520861,2.031907,12182.097504,N
572,0.0,2.0,0.0,190.298861,1.985512,11316.466084,N
573,0.0,2.0,0.0,164.496861,1.755149,9084.261466,N
574,0.0,2.0,0.0,204.698861,2.079617,12819.327662,N
575,0.0,2.0,0.0,181.432861,1.920799,9503.117046,N
576,0.0,2.0,0.0,191.968861,2.090569,11575.880161,N
577,0.0,2.0,0.0,205.118861,2.026851,11509.95509,N
578,0.0,2.0,0.0,188.296861,1.825141,8658.349388,N
579,0.0,2.0,0.0,201.100861,2.003188,11771.377278,N
580,0.0,2.0,0.0,199.710861,1.927826,11420.755384,N
581,0.0,2.0,0.0,186.048861,2.018593,11075.259967,N
582,0.0,2.0,0.0,198.626861,2.104311,11288.750651,N
583,0.0,2.0,0.0,177.420861,1.919311,9347.623625,N
584,0.0,3.0,1.0,189.372861,2.15942,10842.553855,N
585,0.0,2.0,0.0,193.102861,2.027287,10775.343598,N
586,0.0,3.0,1.0,178.248861,1.713643,8632.919926,N
587,0.0,2.0,0.0,195.542861,1.960083,11127.522887,N
588,0.0,2.0,0.0,191.250861,2.098446,10695.619299,N
589,0.0,2.0,0.0,184.964861,1.772045,9752.960413,N
590,0.0,2.0,0.0,162.179861,1.838852,8592.084147,N
591,0.0,2.0,0.0,175.080861,1.852247,8488.775971,N
592,0.0,2.0,0.0,191.522861,1.938229,10846.810857,N
593,0.0,2.0,0.0,180.192861,1.81541,9298.405847,N
594,0.0,2.0,0.0,206.838861,2.024075,12424.144391,N
595,0.0,2.0,0.0,197.666861,2.178754,11745.041372,N
596,0.0,3.0,1.0,184.698861,1.94989,9398.358074,N
597,0.0,2.0,0.0,143.852861,1.588024,4790.233746,N
598,0.0,2.0,0.0,193.068861,1.976908,10611.242549,N
599,0.0,2.0,0.0,178.166861,2.060457,10367.975021,N
600,0.0,3.0,1.0,170.028861,1.746755,8077.610813,N
601,0.0,3.0,1.0,209.062861,2.29042,12900.695228,N
602,0.0,2.0,0.0,137.742861,1.525253,3801.706956,N
603,0.0,3.0,1.0,193.944861,2.200793,11751.944647,N
604,0.0,3.0,1.0,170.664861,1.768602,7245.337192,N
605,0.0,4.0,2.0,211.362861,2.202276,15845.420424,N
606,0.0,4.0,2.0,188.718861,1.974437,10852.680114,N
607,0.0,3.0,1.0,174.998861,1.973073,9505.015895,N
608,0.0,4.0,2.0,183.294861,2.005093,10691.516287,N
609,0.0,4.0,2.0,192.540861,2.076777,11453.769685,N
610,0.0,4.0,2.0,163.974861,1.744595,7053.135525,N
611,0.0,3.0,1.0,200.734861,2.173116,12567.869557,N
612,0.0,3.0,1.0,193.010861,1.910728,11054.802955,N
613,0.0,3.0,1.0,176.380861,2.03809,9590.974495,N
614,0.0,3.0,1.0,165.082861,1.643385,8263.715861,N
615,0.0,4.0,2.0,184.028861,1.764095,9560.24594,N
616,0.0,2.0,0.0,181.970861,1.986135,8527.398384,N
617,0.0,4.0,2.0,197.964861,2.057072,12499.417484,N
618,0.0,3.0,1.0,187.362861,2.076305,11248.090349,N
619,0.0,2.0,0.0,172.434861,1.950406,8179.285889,N
620,0.0,3.0,1.0,184.236861,1.852611,9926.684989,N
621,0.0,3.0,1.0,189.496861,1.901882,10333.620816,N
622,0.0,3.0,1.0,178.224861,1.940895,9466.056547,N
623,0.0,2.0,0.0,155.886861,1.752001,6437.857934,N
624,0.0,4.0,2.0,202.670861,2.005123,11249.856365,N
625,0.0,3.0,1.0,203.091861,2.221656,13438.731435,N
626,0.0,3.0,1.0,165.496861,1.887162,8692.21883,N
627,0.0,3.0,1.0,178.868861,1.848637,8202.668226,N
628,0.0,3.0,1.0,192.845861,2.04019,11367.298734,N
629,0.0,3.0,1.0,172.378861,1.911732,8420.247278,N
630,0.0,3.0,1.0,174.866861,1.876565,8755.626201,N
631,0.0,2.0,0.0,183.144861,2.034276,9036.091978,N
632,0.0,2.0,0.0,192.630861,1.879394,11076.026497,N
633,0.0,4.0,2.0,175.478861,1.82714,9665.159322,N
634,0.0,3.0,1.0,192.208861,1.940184,11319.729496,N
635,0.0,3.0,1.0,170.358861,1.975145,9086.685067,N
636,0.0,3.0,1.0,175.701861,1.874705,7955.096455,N
637,0.0,3.0,1.0,176.454861,1.816388,9791.829075,N
638,0.0,4.0,2.0,179.704861,1.869869,9534.49311,N
639,0.0,4.0,2.0,187.346861,2.006142,11269.239772,N
640,0.0,3.0,1.0,158.078861,1.753141,6033.595279,N
641,0.0,2.0,0.0,157.556861,1.609052,5877.716905,N
642,0.0,4.0,2.0,152.760861,1.725102,6333.395227,N
643,0.0,2.0,0.0,152.636861,1.757838,6438.94189,N
644,0.0,3.0,1.0,183.152861,1.993077,9901.108292,N
645,0.0,4.0,2.0,203.142861,2.027324,13242.815125,N
646,0.0,4.0,2.0,183.310861,1.932532,9301.735274,N
647,0.0,4.0,2.0,163.454861,1.716028,7601.00931,N
648,0.0,3.0,1.0,156.019861,1.941303,8434.741032,N
649,0.0,2.0,0.0,165.462861,1.608568,7739.406955,N
650,0.0,3.0,1.0,203.464861,2.246094,12199.940871,N
651,0.0,3.0,1.0,202.786861,2.069609,12568.45198,N
652,0.0,3.0,1.0,210.370861,2.231881,15242.065184,N
653,0.0,3.0,1.0,153.248861,1.790433,6610.251123,N
654,0.0,3.0,1.0,179.026861,1.84903,8527.506976,N
655,0.0,2.0,0.0,159.888861,1.682088,7059.039253,N
656,0.0,3.0,1.0,153.422861,1.630011,5676.856667,N
657,0.0,3.0,1.0,203.588861,1.905927,13138.417138,N
658,0.0,3.0,1.0,178.712861,1.80511,9524.782811,N
659,0.0,4.0,2.0,163.412861,1.723964,7456.090335,N
660,0.0,3.0,1.0,207.674861,2.301397,14634.753374,N
661,0.0,3.0,1.0,163.081861,1.730179,6343.282297,N
662,0.0,3.0,1.0,209.576861,2.136112,15203.105245,N
663,0.0,3.0,1.0,178.456861,1.874825,9784.332319,N
664,0.0,3.0,1.0,188.256861,2.050145,10306.117309,N
665,0.0,4.0,2.0,158.508861,1.708454,7317.155703,N
666,0.0,3.0,1.0,164.918861,1.726621,8540.315839,N
667,0.0,3.0,1.0,190.744861,2.042529,10965.806855,N
668,0.0,4.0,2.0,182.508861,1.965699,9698.376114,N
669,0.0,3.0,1.0,175.726861,1.855172,8390.676164,N
670,0.0,4.0,2.0,184.624861,1.751698,9678.079131,N
671,0.0,3.0,1.0,192.010861,2.002006,11134.455481,N
672,0.0,3.0,1.0,176.298861,1.847037,9528.447663,N
673,0.0,3.0,1.0,174.262861,1.906291,9209.637083,N
674,0.0,3.0,1.0,172.932861,2.003297,10281.3982,N
675,0.0,3.0,1.0,183.648861,1.989612,9150.224116,N
676,0.0,4.0,2.0,191.398861,2.079718,11453.373893,N
677,0.0,2.0,0.0,171.566861,1.749838,9298.727567,N
678,0.0,3.0,1.0,175.362861,1.829675,9222.736469,N
679,0.0,3.0,1.0,157.672861,1.772074,7814.674346,N
680,0.0,4.0,2.0,193.846861,1.974496,10159.923818,N
681,0.0,3.0,0.0,143.142861,1.546225,5338.505378,N
682,0.0,3.0,1.0,200.412861,2.247081,13358.621877,N
683,0.0,4.0,2.0,194.640861,2.130812,12182.301677,N
684,0.0,3.0,1.0,206.640861,2.156019,12907.011054,N
685,0.0,4.0,2.0,174.452861,1.775794,8610.957772,N
686,0.0,3.0,1.0,193.590861,1.92002,11953.478108,N
687,0.0,2.0,0.0,168.624861,1.915023,8822.056707,N
688,0.0,2.0,0.0,170.614861,1.958364,8276.339409,N
689,0.0,3.0,1.0,182.516861,1.897838,11437.436131,N
690,0.0,3.0,1.0,195.392861,2.030346,11234.781059,N
691,0.0,3.0,1.0,208.394861,2.143745,13418.205456,N
692,0.0,3.0,1.0,174.304861,1.717108,9232.873642,N
693,0.0,4.0,2.0,172.220861,1.82071,8677.42931,N
694,0.0,3.0,1.0,171.268861,1.824797,7661.911104,N
695,0.0,2.0,0.0,162.940861,1.593542,6285.724599,N
696,0.0,3.0,1.0,190.314861,2.023399,10211.824353,N
697,0.0,3.0,1.0,183.442861,1.982998,10757.710501,N
698,0.0,2.0,0.0,182.152861,1.94912,10137.65591,N
699,0.0,3.0,1.0,179.084861,1.799662,9240.950925,N
700,0.0,3.0,1.0,183.880861,1.949463,10131.451469,N
701,0.0,2.0,0.0,169.120861,1.784182,7032.551853,N
702,0.0,3.0,1.0,146.888861,1.81363,6882.786349,N
703,0.0,2.0,0.0,154.504861,1.627712,6124.557304,N
704,0.0,2.0,0.0,189.454861,1.972663,10830.31208,N
705,0.0,2.0,0.0,172.012861,1.778974,8697.084662,N
706,0.0,3.0,1.0,174.792861,2.003007,10477.241338,N
707,0.0,2.0,0.0,154.082861,1.794033,6626.833373,N
708,0.0,2.0,0.0,179.514861,1.926444,9187.86672,N
709,0.0,3.0,1.0,169.746861,1.852715,8150.843615,N
710,0.0,3.0,1.0,188.164861,2.050672,10296.852115,N
711,0.0,3.0,1.0,179.390861,1.872984,9118.29772,N
712,0.0,2.0,0.0,151.386861,1.631691,5850.605589,N
713,0.0,4.0,2.0,170.714861,1.934063,9992.607526,N
714,0.0,3.0,1.0,179.200861,1.906591,8873.645224,N
715,0.0,3.0,1.0,186.932861,2.084446,10726.28569,N
716,0.0,3.0,1.0,188.834861,1.946419,10856.932099,N
717,0.0,2.0,0.0,181.804861,1.928816,9139.958631,N
718,0.0,2.0,0.0,169.589861,1.773084,7537.661656,N
719,0.0,3.0,1.0,210.138861,2.164566,12664.493272,N
720,0.0,3.0,1.0,174.304861,1.92419,9046.521241,N
721,0.0,3.0,1.0,161.022861,1.680057,7692.524861,N
722,0.0,3.0,1.0,190.208861,1.991395,11393.367271,N
723,0.0,3.0,1.0,174.056861,1.857153,8846.744263,N
724,0.0,3.0,1.0,184.814861,1.945672,10767.472032,N
725,0.0,3.0,1.0,206.094861,2.184971,13448.248867,N
726,0.0,3.0,1.0,198.998861,2.148005,12700.228357,N
727,0.0,2.0,0.0,166.322861,1.918653,8118.65868,N
728,0.0,3.0,1.0,175.304861,1.881265,7975.417421,N
729,0.0,2.0,0.0,172.252861,1.822329,8623.000595,N
730,0.0,3.0,1.0,185.874861,1.894529,10458.028473,N
731,0.0,2.0,0.0,165.008861,1.861926,8109.946227,N
732,0.0,3.0,1.0,159.798861,1.786072,7304.182941,N
733,0.0,3.0,1.0,172.550861,1.846375,9906.514028,N
734,0.0,3.0,1.0,202.397861,2.199232,14817.290386,N
735,0.0,3.0,1.0,198.220861,2.051398,13164.427582,N
736,0.0,3.0,1.0,184.012861,1.997981,10937.027875,N
737,0.0,3.0,1.0,189.140861,1.978852,11244.678826,N
738,0.0,3.0,1.0,166.704861,1.830507,8052.601609,N
739,0.0,2.0,0.0,176.454861,1.78574,10076.938677,N
740,0.0,3.0,1.0,187.048861,2.021979,11459.15406,N
741,0.0,3.0,1.0,187.288861,1.964888,10659.025006,N
742,0.0,3.0,1.0,172.476861,1.933856,10063.712728,N
743,0.0,2.0,0.0,145.912861,1.655749,5204.765756,N
744,0.0,3.0,1.0,206.714861,2.065559,12370.023331,N
745,0.0,4.0,2.0,203.794861,2.201386,13935.999485,N
746,0.0,3.0,1.0,160.766861,1.798304,8207.871306,N
747,0.0,4.0,2.0,182.714861,1.969353,10743.908863,N
748,0.0,2.0,0.0,180.042861,1.978465,8943.06283,N
749,0.0,3.0,1.0,162.693861,1.681466,6887.740974,N
750,0.0,3.0,1.0,185.650861,1.993735,10466.95006,N
751,0.0,3.0,1.0,166.108861,1.871346,6979.793082,N
752,0.0,3.0,1.0,167.886861,1.835163,8525.265406,N
753,0.0,3.0,1.0,165.662861,1.869305,8728.791999,N
754,0.0,3.0,1.0,198.526861,1.945078,11782.603711,N
755,0.0,3.0,1.0,183.674861,1.950035,10405.731533,N
756,0.0,3.0,1.0,180.158861,1.943223,9071.040054,N
757,0.0,3.0,1.0,180.052861,2.009299,9421.332398,N
758,0.0,3.0,1.0,202.306861,2.109357,13632.604537,N
759,0.0,4.0,2.0,201.752861,2.00469,12247.228131,N
760,0.0,4.0,2.0,169.598861,1.727509,8910.369551,N
761,0.0,4.0,1.0,177.628861,2.045658,9595.303063,N
762,0.0,4.0,2.0,175.974861,1.891194,9061.175027,N
763,0.0,4.0,2.0,184.452861,2.084666,10399.715663,N
764,0.0,4.0,2.0,180.928861,1.742446,10463.681107,N
765,0.0,4.0,2.0,172.468861,1.924666,10098.776836,N
766,0.0,4.0,2.0,185.990861,1.967668,9959.278394,N
767,0.0,4.0,2.0,162.776861,1.780643,6368.285117,N
768,0.0,3.0,1.0,178.522861,1.955835,8373.783023,N
769,0.0,4.0,2.0,177.992861,1.857116,9242.456934,N
770,0.0,2.0,0.0,176.040861,1.770195,7356.225933,N
771,0.0,2.0,0.0,172.748861,1.77001,8960.334458,N
772,0.0,2.0,0.0,161.716861,1.595048,6200.322665,N
773,0.0,3.0,1.0,153.678861,1.739656,6301.463176,N
774,0.0,4.0,2.0,211.362861,2.202276,15845.420424,N
775,0.0,3.0,1.0,182.144861,1.932423,10334.978467,N
776,0.0,3.0,1.0,217.854861,2.374242,16356.147439,N
777,0.0,3.0,1.0,194.888861,2.195575,10933.300758,N
778,0.0,2.0,0.0,148.988861,1.720132,6202.221602,N
779,0.0,3.0,1.0,171.078861,1.89585,8202.033797,N
780,0.0,4.0,2.0,180.580861,1.966552,9788.188629,N
781,0.0,2.0,0.0,167.605861,1.941587,8221.398903,N
782,0.0,3.0,1.0,195.112861,2.026062,12050.609485,N
783,0.0,2.0,0.0,152.634861,1.649967,5666.238254,N
784,0.0,3.0,1.0,191.522861,2.133962,10939.174941,N
785,0.0,4.0,2.0,187.032861,1.884321,10698.328634,N
786,0.0,3.0,1.0,190.348861,2.190323,10871.545381,N
787,0.0,4.0,2.0,194.550861,2.142774,12453.85598,N
788,0.0,3.0,1.0,158.640861,1.702437,6889.133154,N
789,0.0,3.0,1.0,186.188861,2.071301,10971.967731,N
790,0.0,3.0,1.0,181.896861,1.896552,9601.784946,N
791,0.0,2.0,0.0,186.080861,2.071711,10529.158964,N
792,0.0,3.0,1.0,193.978861,1.973269,10038.948656,N
793,0.0,4.0,2.0,175.436861,1.973289,8248.421383,N
794,0.0,3.0,1.0,185.171861,2.016549,10421.047334,N
795,0.0,4.0,2.0,171.202861,1.965113,9201.726772,N
796,0.0,3.0,1.0,155.166861,1.767925,7200.174744,N
797,0.0,3.0,1.0,169.888861,1.787292,8188.013445,N
798,0.0,3.0,1.0,180.828861,1.860175,9153.844662,N
799,0.0,3.0,1.0,170.094861,1.783269,8538.213152,N
800,0.0,3.0,1.0,161.732861,1.750888,8265.003574,N
801,0.0,3.0,1.0,155.952861,1.78859,7817.275996,N
802,0.0,3.0,1.0,175.427861,1.94856,9886.84838,N
803,0.0,4.0,2.0,154.356861,1.745926,7682.991676,N
804,0.0,3.0,1.0,159.624861,1.876223,7075.751414,N
805,0.0,2.0,0.0,145.937861,1.715346,5492.611957,N
806,0.0,3.0,1.0,170.136861,1.94325,8860.475273,N
807,0.0,3.0,1.0,167.298861,1.821909,9237.2203,N
808,0.0,3.0,1.0,154.536861,1.680427,7140.100545,N
809,0.0,3.0,1.0,153.330861,1.724643,7442.692123,N
810,0.0,4.0,1.0,154.992861,1.773189,7537.863465,N
811,0.0,3.0,1.0,153.528861,1.766639,7098.600319,N
812,0.0,4.0,2.0,155.628861,1.7983,7490.574784,N
813,0.0,3.0,1.0,169.712861,1.862126,9081.41122,N
814,0.0,4.0,2.0,160.054861,1.868347,9065.882403,N
815,0.0,3.0,1.0,170.250861,1.820454,9238.215049,N
816,0.0,3.0,1.0,146.350861,1.692512,7045.285705,N
817,0.0,4.0,2.0,139.370861,1.525749,4872.028407,N
818,0.0,3.0,1.0,152.866861,1.795232,6631.015593,N
819,1.0,3.0,3.0,146.863861,1.549377,4952.085367,N
820,0.0,2.0,0.0,162.626861,1.722917,7025.180583,N
821,0.0,3.0,1.0,166.156861,1.820357,8595.742624,N
822,0.0,2.0,0.0,145.812861,1.629751,5873.688014,N
823,0.0,6.0,2.0,118.124861,1.577862,4756.590846,N
824,0.0,3.0,1.0,162.162861,1.838659,9115.767824,N
825,0.0,3.0,1.0,163.336861,1.856474,8800.601211,N
826,0.0,3.0,1.0,174.346861,1.827847,9602.322663,N
827,0.0,2.0,0.0,156.994861,1.713532,6757.236552,N
828,0.0,3.0,1.0,162.494861,1.726395,8058.97658,N
829,0.0,3.0,1.0,156.778861,1.69228,7357.324082,N
830,0.0,3.0,1.0,152.164861,1.777768,8090.030824,N
831,0.0,3.0,1.0,160.600861,1.85731,7466.42023,N
832,0.0,3.0,1.0,149.914861,1.690256,6906.8691,N
833,0.0,2.0,0.0,152.264861,1.693906,5996.528818,N
834,0.0,2.0,0.0,152.122861,1.771212,6661.762288,N
835,0.0,2.0,0.0,157.746861,1.719168,7312.454561,N
836,0.0,2.0,0.0,168.200861,1.807647,8384.333374,N
837,0.0,3.0,1.0,138.096861,1.530352,5602.350191,N
838,0.0,3.0,1.0,164.122861,1.725432,8533.381085,N
839,0.0,4.0,2.0,165.058861,1.893024,6946.706574,N
840,0.0,3.0,1.0,158.912861,1.740994,7359.527506,N
841,0.0,4.0,2.0,161.816861,1.77281,8095.260668,N
842,0.0,3.0,1.0,156.902861,1.753704,7847.201448,N
843,0.0,3.0,1.0,154.786861,1.77229,6892.643238,N
844,0.0,3.0,1.0,151.882861,1.698929,6699.969838,N
845,0.0,3.0,1.0,157.176861,1.759531,7474.798022,N
846,0.0,3.0,1.0,162.345861,1.740938,8835.079006,N
847,0.0,3.0,1.0,173.592861,1.836505,8935.831165,N
848,0.0,2.0,0.0,158.416861,1.747461,7458.459002,N
849,0.0,2.0,0.0,157.250861,1.660118,6977.897734,N
850,0.0,3.0,1.0,155.248861,1.750396,6838.153574,N
851,0.0,2.0,0.0,146.268861,1.594078,5163.62161,N
852,0.0,3.0,1.0,162.724861,1.827403,9359.882447,N
853,0.0,3.0,1.0,163.684861,1.75403,7703.2111,N
854,0.0,2.0,0.0,155.192861,1.748369,6225.599895,N
855,0.0,3.0,1.0,157.166861,1.770607,6909.184114,N
856,0.0,3.0,1.0,141.148861,1.567807,6003.005261,N
857,0.0,2.0,0.0,152.654861,1.723905,5971.706517,N
858,0.0,3.0,1.0,149.740861,1.711696,6359.740555,N
859,0.0,3.0,1.0,154.934861,1.688522,7329.973134,N
860,0.0,3.0,1.0,159.226861,1.858682,8155.175753,N
861,0.0,4.0,2.0,168.126861,1.883595,9468.033592,N
862,0.0,2.0,0.0,154.918861,1.776731,6394.658383,N
863,0.0,2.0,0.0,155.786861,1.652784,6634.185623,N
864,0.0,3.0,1.0,162.476861,1.83189,7243.715822,N
865,0.0,2.0,0.0,149.120861,1.633717,5774.548736,N
866,0.0,3.0,1.0,167.612861,1.961618,8222.614156,N
867,0.0,5.0,1.0,99.508861,1.549958,3579.871402,N
868,0.0,3.0,1.0,167.612861,1.870475,9006.576856,N
869,0.0,2.0,0.0,162.568861,1.749662,7734.9652,N
870,0.0,3.0,1.0,165.602861,1.908752,9296.397125,N
